,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,PAINS
BBB,0.030331163617381966,-0.04771172201784233,0.26977080430017375,-0.571586092639922,0.00982513805923517,0.06394483621542538,0.26896156215165484,0.2200909700220757,-0.5470101642323684,0.6724166771699356,0.9999999999999997,0.18007191874177558,0.031669912525396436,-0.12602054795316212,0.43172462810747014,-0.21327225870155425,0.5102836473760808,-0.4223614629318871,0.44767165523815716,0.036498714493928754,0.6958512928855903,-0.37545769905518117,-0.03987901531267807,-0.06981754628006472,-0.028513971429936343,0.21338717531263648,-0.483404557305456,-0.1035419244352152,0.06326498502181742,0.005887200907346881,0.15174271657617935,0.3231505703858885,0.5000832078848096,0.41633792105199835,6.065150808990914e-33,0.7418689319372771,0.2512517268206767,-0.076457083931108,0.49229711706965773,0.007567368537941852,0.01648269538186476,0.6614368836421133,0.33377368647645367,0.2206129348085264,0.22570605821660408,0.39757766308185993,0.4605420846886261,-0.12999452228697217,0.3344556712366082,0.5024936585518269,0.12085646706963973,0.42745833719716825,0.24035381235899944,0.04966689577083841,-0.10114906716881811,0.5732466091526037,-0.2467269642745934,-0.6807621487589264,-0.1512970352417616,-0.07518711862285725,-0.20388194402582463,-0.4307889705195791,0.05592949934253739,-0.022175366484511468,-0.07883887190275873,-0.6379828288387885,-0.3202920062529922,0.5637332964414631,0.2937471474725753,-0.07521270123325026,0.4250068107075564,0.6295084387248161,-0.010983712318037518,0.4897899459038164,-0.08332872497743361,-0.23934302523431158,-0.44459129857873825,-0.15996973604207335,0.5271057231940843,0.34743021738530855,-0.09654109937583387,0.014393415577322901
PPB,0.42404528615527576,0.45478676638584803,0.6457341315635815,-0.18551264915137838,0.09042020061222542,-0.40913234187322234,0.06134649384880634,0.439384913768475,-0.4237420606780435,0.012399674081102511,0.18007191874177558,0.9999999999999994,0.1467788315384567,-0.6785666495289887,0.5419213696325922,-0.08572695594326721,0.536766621898447,-0.2707580677070889,0.5414479474184263,0.3805633373971925,0.21924866421152395,-0.12294043572833985,0.3759388824255249,-0.06534049594518279,-0.1499461611445129,-0.4730184613394173,0.010602027097599886,0.10662922733865593,0.24645545766436974,-0.031098095886911755,0.31948297632152584,0.2960751139093266,0.09745590405366825,0.04098351314213963,4.304300574122584e-33,0.24000531984561932,0.10604914813909978,0.03964543174879943,0.5243525700484012,0.05685481633772179,-0.1504296555787342,0.2511295761368854,0.564644930560617,0.5071444661540667,0.7126142433463121,0.4834587325521472,0.08989308126423266,0.5938842247482761,0.3665407965469788,0.47865537282424764,-0.12799469871041752,0.6006610011159909,0.005432419947568671,-0.29843508639746164,-0.29839311887352526,-0.12718190963235773,-0.6720021188448269,-0.06493448488393533,-0.5559811314697746,-0.613680144877663,0.6414628533199047,0.25377786126895985,-0.5384773178168605,0.6948801420814376,-0.7112906252830492,-0.23134167233110584,-0.3169708752669153,0.15759423646609613,-0.307006639663654,-0.14031944132077706,-0.04569479315867897,-0.007879699890258282,-0.44835743465659217,0.18026125370861917,0.1373087105335644,-0.4419863026088244,-0.6664363308728268,0.3665413675465718,0.12330331402796879,-0.03922173557161486,-0.4973486340416241,-0.05846623946064533
VDss,-0.29153707523356026,0.4006554246396293,0.2973697614872356,-0.1314209772191265,0.14968420791426243,-0.4826531852754359,-0.4115562268872428,-0.00022843801727428793,-0.15043199900496146,0.11359000261731633,0.031669912525396436,0.1467788315384567,1.0,0.09483631982108214,-0.2067368108057844,0.24799602302898502,-0.24371242543144114,0.30099415472793595,-0.20354063923521978,-0.4142342968512071,-0.21056198537376072,0.27200150124379485,-0.08574740268029088,0.16263516808752562,-0.05183631208329581,-0.06435341840041026,0.409149714495418,0.028189752020866002,0.19979616147869467,0.41587607167263696,-0.03595827974058733,-0.04900357491214448,-0.2104820116611781,-0.45268893512671415,-1.1739001565788866e-33,0.1397796706621173,-0.0990556744773902,0.3169364300262044,0.08461089574786344,0.5517884432803344,0.37738110560617716,-0.11605459414421906,0.14423771258907467,-0.17092643602704022,-0.06085146748740353,0.028209088563849138,-0.5602264733452065,-0.023029667566858366,-0.34096021893945794,-0.05089696776594739,-0.09602133681988292,-0.025523673641810758,0.07444484511622862,-0.2620444024697958,-0.2925628415328788,-0.003012448906941722,-0.263569765358071,-0.08485953436042207,-0.5080419260248518,-0.37947270194633304,0.4002066987355359,0.4693310463682318,-0.24052481093893863,0.2035959453601617,-0.3912432848157976,0.41308830998461205,0.10969051405873956,-0.1920482667139142,-0.37412633674005824,-0.30222352423713206,-0.5687845329637657,-0.44992285539710397,-0.44560255038149205,-0.23393538199887864,0.4312603335960563,0.11943539851057808,0.12849635458462932,0.3032541597889169,-0.20420039199426449,-0.5567166722321019,-0.5592807236000724,-0.15192457973401283
Fu,-0.4402613346859415,-0.29012742233359995,-0.42646229161956273,0.11755312536867367,0.33094096339406737,0.3526230877536684,-0.16083406162002176,0.0639868805380664,0.0502490667661118,0.07424481458615029,-0.12602054795316212,-0.6785666495289887,0.09483631982108214,1.0,-0.442494842699814,0.34961281459107313,-0.47320377692533905,0.5263037971306023,-0.5634879626237258,-0.3094829933393501,-0.08310157561196728,0.47889863152318546,-0.46705570944084723,0.17009988756416797,0.01899692420590038,0.3898804727792345,0.14734688003730015,0.15755417834590985,-0.0753148583382868,0.10857410223229708,-0.013323724696330048,-0.05387027972773456,-0.06650630895388417,-0.22394591512455844,-4.304300574122584e-33,-0.15198283831690435,0.2885505651815867,0.22602347246943175,-0.2745801000367954,0.2979166193061513,0.2800193393033464,-0.13836150322150406,-0.28414752878528055,-0.4023981223682546,-0.4338461521999479,-0.5192312454450074,-0.41021841618719945,-0.3594581972918976,-0.6505601625226668,-0.21045139152816839,0.11106169160030113,-0.21440757571071045,0.07941498387561537,-0.13693827736210118,-0.1716646222586032,0.08199824101870085,0.16783295400959403,0.07054699042229529,-0.0019073364278391787,0.05098874478472016,-0.3214062389457018,-0.145753264234825,0.11784745308144098,-0.49684956513646444,0.14246782201376657,0.3512862354246554,0.3572238718735851,-0.032229164932253626,-0.037745700457366395,0.23585980417109992,-0.15329353835878484,-0.1435545601678774,-0.0032197002427723884,-0.13083231411262147,0.10954335301115632,0.14413819420059137,0.5101608509145337,-0.15910729145739266,-0.057853067336499274,-0.19220053568664794,0.08216387733373559,-0.16687195036970157
CYP1A2-inh,0.3797320726200502,0.23083516651002176,0.5597893284573454,-0.26715965798808594,-0.09336606105370292,-0.1306514844615982,0.33471432104867577,0.22055079354253201,-0.24345651226475912,0.09204188210345632,0.43172462810747014,0.5419213696325922,-0.2067368108057844,-0.442494842699814,1.0,-0.30014410663308333,0.7921900610071974,-0.49724825575966064,0.6010722947812819,0.7054012291126522,0.661521502242092,-0.35237833049708717,0.2834155611243718,-0.2526719407815539,-0.22388641483221172,0.0051992179091811044,-0.2473117835811964,-0.10993783360113721,0.17669846634393122,-0.1968803278627644,0.305677366797595,0.32657238940109173,0.6551049549676017,0.5353136023170979,3.1304004175436975e-33,0.36506302910226623,0.07429639282409821,0.12336398321473233,0.6277022733569178,-0.005285557125929614,-0.06802669117946265,0.5974640821689867,0.4559480411530336,0.8642956500128978,0.4789473786415366,0.6120963930747223,0.44901203137555573,0.03847845120863446,0.4175299090877668,0.4996128479798711,-0.13513059078565862,0.4139583603716517,0.09137309223044411,0.032053580760493035,0.05737654471973353,-0.08456784898651228,-0.425010195439349,-0.517407454794425,-0.2788143001782291,-0.1782664653277922,0.3103075124280838,-0.292113025742172,-0.2860812588362802,0.5396445376065961,-0.2648276142564234,-0.7166524748670036,-0.3839226721016253,0.6747651550593857,-0.031435310186519363,-0.08552303624973562,0.43058694336554443,0.6126290839903824,-0.13394247494801143,0.4791711267887853,-0.26943879953042027,-0.3282655336494136,-0.7776905641426134,0.0600726294837747,0.4134133132780412,0.35447655003975004,-0.19375769678630736,-0.1206692519415566
CYP1A2-sub,-0.32809488166456363,0.3523945667039163,0.17060909740836325,-0.022217479057664098,0.20765067004022694,-0.09653449840560674,-0.40578462813095756,-0.07415054828882882,-0.07544140705131787,-0.010636748352840942,-0.21327225870155425,-0.08572695594326721,0.24799602302898502,0.34961281459107313,-0.30014410663308333,1.0,-0.14783452322125054,0.7579401518645199,-0.39045394768123126,-0.17565904696573634,-0.25737652807211325,0.5943069815919053,0.23665353186238863,0.5559770074134744,0.27503737961731106,-0.3281098244969515,0.5199359609676887,-0.010818598810340236,0.024980331781646204,0.38938809162742943,0.12792703729016539,0.14570418479731748,-0.2129617572368652,-0.2552697747584867,-2.152150287061292e-33,-0.06316530474510834,0.2645905804649905,0.6314826907972811,0.08005795610556679,0.6314339765081523,0.34974024760484795,-0.49445563235596224,-0.24060262683496506,-0.12668655931606781,0.12431840430426284,-0.3757785835617927,-0.48260329763471393,0.2849275356310104,-0.34192511524624497,-0.3525009448143073,0.4147267747672703,-0.13695780074871944,0.3214534389666282,-0.017436645538809466,-0.0563201362893609,0.15476431691183362,-0.0025397705094220807,0.07078335251806206,-0.2667624802326913,-0.01813728930128158,0.05166033935120534,0.33158374264457147,0.08684202153287465,-0.25680986239303333,0.03428885230480387,0.301303658309625,0.3600854329978807,-0.23916528598826328,0.13243836597509304,-0.0172274557163689,-0.2884218058808103,-0.3697220200270343,0.12154636449057049,-0.13658016293944114,-0.11714820704216455,0.10969911016069726,0.5387841206592539,0.08357761641452496,-0.4021941962314673,-0.036227070609987345,0.1304046463514306,-0.03058907634104888
CYP2C19-inh,0.38613280792851074,0.41500846492448634,0.6977436083023794,-0.4381399759108382,-0.02681275013729465,0.05662123375333643,0.3926901908030104,0.2511252803950513,-0.3705342464251796,0.34593211041846084,0.5102836473760808,0.536766621898447,-0.24371242543144114,-0.47320377692533905,0.7921900610071974,-0.14783452322125054,0.9999999999999997,-0.38156986592033626,0.7764848551319798,0.5608515886023244,0.7694516652265962,-0.2899049359451995,0.5479479184539177,0.01062382819580678,0.08785115223338334,-0.19154341796229518,-0.31637319156026283,-0.18618415154060353,0.03497469411833796,-0.011315129786602483,0.24126016382646767,0.234201557216577,0.5113889944092629,0.5860657492450971,7.826001043859244e-34,0.5369901910392196,0.11032077162156395,0.02130016190746111,0.600392437815545,-0.034150520236526,-0.13330248697215993,0.48039916799771454,0.3953653704605082,0.6730902389122657,0.47005240550374333,0.574386247866177,0.5957813105017873,0.17305727010630167,0.5813137591116287,0.5112533024934729,0.12331472989793314,0.41436104599378154,0.2616466050574441,0.28960607529848675,0.2423602169563542,0.3100295711916059,-0.22627921421967975,-0.5047089594576311,-0.11625506395301001,0.006226979865055068,0.19482189521198107,-0.24609281318463064,0.037604241550936134,0.409429079814737,-0.09341988854050814,-0.7831638626550695,-0.3968664115523564,0.5985128901556691,0.28011545151730194,0.14555074781309013,0.5930265435872537,0.6974769324267718,0.152998667160998,0.6954957649104491,-0.45164437134796975,-0.21660054387386207,-0.5769797949745855,0.11992465113535133,0.22574250783537653,0.4506673868687911,0.09323345885247884,-0.1792693935612506
CYP2C19-sub,-0.4202345326914498,0.3410611354284326,0.05485984423206376,0.13900754206376384,0.30204182756421616,-0.06622837844923879,-0.49766284340578004,-0.212111255623416,0.11770452300526932,-0.10938154997803184,-0.4223614629318871,-0.2707580677070889,0.30099415472793595,0.5263037971306023,-0.49724825575966064,0.7579401518645199,-0.38156986592033626,1.0,-0.5979682845970006,-0.24232105541609847,-0.34560370848074085,0.8332556137413171,0.07980893423595546,0.6358494795188715,0.25040441914176287,-0.3074825911879767,0.6526795484990358,0.12486946174383086,-0.10609332167733354,0.4157018027251265,0.21305343901518103,-0.08745885075711136,-0.32657703282969525,-0.45658868337271474,3.913000521929622e-34,-0.25881515802667915,0.21471528238871251,0.5706314337354184,-0.14863067678461817,0.6361100921512033,0.44377895843886134,-0.5706983266161327,-0.37708463224363453,-0.29975746311328116,-0.16745785390843476,-0.5114203116024775,-0.5758599860184748,0.21019683753715604,-0.5120896621768737,-0.4973500028714243,0.3551701924205875,-0.3067703357883901,0.3112872980400955,-0.0025146167614762192,0.006031469684215735,-0.01990669605692733,0.13748490189761156,0.22758545287274212,-0.19109257659901924,0.04332815586406831,0.06256983585972889,0.35540273920080306,0.11303392328807554,-0.29096124352794417,0.07975512143169605,0.48224973431399654,0.534012778458348,-0.27765303598049934,0.040332083542157136,0.24359103172732985,-0.40785817235075666,-0.5113759884513402,0.07906977040991722,-0.24344350092000488,-0.07158413893097944,0.12647180363651558,0.7087533341533573,0.14484139853809164,-0.5329010945909533,-0.3168718392463936,0.1529728426069977,-0.12463007413310508
CYP2C9-inh,0.4873321787240301,0.18117454279903877,0.4256098526618659,-0.22881581738328932,-0.1313460845972719,0.034839889407213026,0.5091362896724745,0.3554928460342668,-0.1910747143697413,0.12277277169836323,0.44767165523815716,0.5414479474184263,-0.20354063923521978,-0.5634879626237258,0.6010722947812819,-0.39045394768123126,0.7764848551319798,-0.5979682845970006,1.0000000000000002,0.4433086727176165,0.5924742527955967,-0.4678526076133178,0.4755515643858564,-0.28778760695375477,0.0117506704143529,-0.14979648240139307,-0.4758905776211568,-0.1342815000782316,0.12848030994199158,-0.21179430498475607,-0.016374133525543524,0.0035030179939010554,0.3726166953159893,0.6306600174502281,-4.695600626315546e-33,0.3334281094851167,-0.1532301870230881,-0.3398326335270282,0.360720674278637,-0.3362567142336666,-0.4567178157365311,0.45309400915342457,0.49039638365518984,0.41151442298208174,0.4610866605271205,0.6430317494448241,0.6385900094407797,0.18341155195803174,0.6645250968406919,0.5977877496053822,-0.1651169240508806,0.4750322057173709,0.014302545370114567,0.10731202886701775,0.09036497200739983,0.10540256167351184,-0.23414228058482367,-0.41276321917826125,-0.03625186141504829,-0.12282135844572067,0.11584882171606543,-0.1522155093566031,-0.09190554356241368,0.4406241854759215,-0.19287815554240087,-0.6800076738911025,-0.4959075962266588,0.46240348307622625,0.1486287999045792,0.11880611450505918,0.6022635997981163,0.6171038754786281,0.0478581239879797,0.45193720867759407,-0.13930540486216722,-0.1859985855621477,-0.6812067594623322,0.02299656084296986,0.31129628075122767,0.4290712740545333,0.06096882767870997,-0.1491357223777722
CYP2C9-sub,0.26769779029447577,0.13894391736207515,0.3092773910530449,0.09191205447083468,-0.04667665197257491,0.08372975281400073,0.19526954082446474,0.23623221289500346,0.11353168290121537,-0.2430483668953799,0.036498714493928754,0.3805633373971925,-0.4142342968512071,-0.3094829933393501,0.7054012291126522,-0.17565904696573634,0.5608515886023244,-0.24232105541609847,0.4433086727176165,0.9999999999999996,0.4434930363507561,-0.08529710581579089,0.3375834771771594,-0.1484233867034937,0.057999958799632996,-0.1098830171189523,-0.09591097484670817,0.10089761904886567,-0.1833817190708692,-0.2895614739724234,0.42370526495613103,0.2518799661829258,0.5779245899619617,0.43357438366308876,3.1304004175436975e-33,-0.05826373634494577,0.177235938956222,0.08989095200513364,0.446007340623534,-0.051784298448492555,-0.1291084066378181,0.12147960059484315,0.22006203228954005,0.8336892086330889,0.4096047228215361,0.3323453125721111,0.39549608621263654,0.21400589625510397,0.3732393431203352,0.37820313828193014,0.10242975793444173,0.32365049071529717,0.13582089960132496,-0.11082868883676714,-0.03497275262699826,-0.34600942334907453,-0.35947437068737803,-0.19711236221549544,-0.21149667910075576,-0.19174561754454233,0.19596967222641634,-0.27305009894338234,-0.34504563969144364,0.3406932032146075,-0.21857411436827368,-0.5044634718270955,-0.20977479079072886,0.559753894684274,-0.03200690898959833,0.24481295761677185,0.2707419048389039,0.40225028766968834,-0.08535371880779224,0.4220476737730736,-0.2314415076021407,-0.4078622749208831,-0.5101282429576373,0.004944111880669621,0.34543467705245146,0.2464551510678246,0.05427478330689398,0.11200319724548609
CYP2D6-inh,0.14127632605714274,0.07392892750781467,0.39944173115775683,-0.38777080965949484,0.08528029519852907,0.2615660937327164,0.41487507292355646,0.2598796901569002,-0.2602254746340401,0.41348045846539877,0.6958512928855903,0.21924866421152395,-0.21056198537376072,-0.08310157561196728,0.661521502242092,-0.25737652807211325,0.7694516652265962,-0.34560370848074085,0.5924742527955967,0.4434930363507561,1.0,-0.2292882073285495,0.2321566049307364,-0.07333508981659993,-0.059068808055727,0.13465654373857439,-0.42082741530507145,-0.02089233105294415,-0.10824270290567393,-0.12183754317762033,0.33382260140846526,0.23437940961846573,0.7150651235377014,0.604417328049544,5.0869006785085084e-33,0.5079369514271802,0.2782798052102736,-0.015370150252441064,0.5134360005925547,-0.020982472234899963,-0.09700686253483336,0.6342536643954426,0.31248396386884064,0.45040959943069403,0.23772068291712367,0.42963560120205024,0.5866680236443479,-0.08071648764140325,0.407446896896648,0.5631145172492895,0.16257148836148644,0.3765696204893961,0.3195579874934267,0.12442805716583048,0.050845930815203444,0.3257870649430674,-0.21704929995661787,-0.6735483835698242,-0.12917061422762777,-0.026777358728704192,-0.09163531089326916,-0.4828780757029563,0.017598532887122324,0.13290554643055785,-0.06890777880097815,-0.8206313312687774,-0.33624488932922014,0.8327968074498352,0.2574105754930283,0.3671007595794172,0.6316992046930743,0.8243831129166254,0.12313441083209854,0.6996813497834976,-0.26783780062951745,-0.2759660557299937,-0.4750007551913789,-0.08742130309461126,0.469632581112093,0.43978013592852405,0.09461462978803044,-0.19273779839372088
CYP2D6-sub,-0.34775320967722845,0.284835565544497,0.0687543273154805,0.13435721459377506,0.3338694839371048,-0.06957194761699302,-0.4286005772953777,-0.03796558566189865,0.07312832272980994,-0.12391201215847275,-0.37545769905518117,-0.12294043572833985,0.27200150124379485,0.47889863152318546,-0.35237833049708717,0.5943069815919053,-0.2899049359451995,0.8332556137413171,-0.4678526076133178,-0.08529710581579089,-0.2292882073285495,0.9999999999999993,0.04468266649601299,0.5015712489574039,0.11015853019172014,-0.306724196270954,0.6494989582485029,0.1819576183814617,-0.1889465083338572,0.21367852455972136,0.2557798556382018,0.024703741634144953,-0.24949408324465208,-0.403092169651782,2.7391003653507353e-33,-0.23204364706618136,0.24355445312936969,0.5520943026855186,-0.10238315680633933,0.5686415855366412,0.38468286454765777,-0.4519083582613234,-0.1581758290219386,-0.17840690284968794,-0.1096054940139168,-0.4405101052736753,-0.5914548931106633,0.22852606964749436,-0.49460849886646685,-0.3066421435964814,0.26975359690332573,-0.23639174139425323,0.24170228437572627,-0.11586824102272843,-0.10409050549840286,-0.08323249294830512,-0.011512610993664235,0.22874790853743004,-0.2896348981091851,-0.10624804978204866,0.182719697912298,0.34458326576928,-0.029153057092147844,-0.13286332120320063,-0.08836333230872098,0.40309633967530123,0.5939163725437657,-0.13503649633702072,-0.15813283784169732,0.3077416960163045,-0.3399371723245947,-0.3985118468481922,-0.12070881032937357,-0.1299861924948081,0.01621242781467756,0.017315056762698688,0.4764359182060483,0.1988991058185445,-0.44180974491878067,-0.37914615653313405,-0.0035959170166174953,-0.19483543642442122
CYP3A4-inh,0.26045990074513775,0.5196390943006791,0.515966161262671,-0.10781609496214438,0.07694349800258773,-0.026092454034997416,0.22366962772794843,-0.05827357448193847,-0.00902689533486161,-0.04417052935352386,-0.03987901531267807,0.3759388824255249,-0.08574740268029088,-0.46705570944084723,0.2834155611243718,0.23665353186238863,0.5479479184539177,0.07980893423595546,0.4755515643858564,0.3375834771771594,0.2321566049307364,0.04468266649601299,0.9999999999999998,0.25590937730154295,0.19733511034518247,-0.3958829273935691,0.11679403625091096,-0.12550290485033067,0.05507120441939364,0.21382752803772312,0.10882396890262845,-0.1281874413801403,0.08355685302781428,0.21591268686170653,-3.913000521929622e-34,0.09659972989404134,-0.10664709072685205,0.037392926136233066,0.16321377542193546,0.11874025407093752,-0.16589902979762836,-0.11274644538374887,0.18374878637546296,0.35195682478400964,0.21477701867822366,0.3457544221206919,0.28576890960714935,0.2910331177194353,0.47155337129377517,0.13783207997250668,0.13943038886012163,-0.013194765072281078,0.287256115772863,0.3444519600933679,0.35783902602999157,0.113545524773734,0.0687639148967922,-0.1147617872311875,0.00016573564834533263,0.12030851081041617,0.29154070027527224,0.10142690790853372,0.16927820746291486,0.3442769182205077,0.029226813211292543,-0.31502747933751085,-0.11752817239903235,0.17019160031700373,0.2553270240333344,0.22978173086718956,0.2729591846685832,0.2094106005699727,0.31943293422143293,0.3218467363684394,-0.377156731850914,0.06244034655219589,-0.08704593385517137,0.2671355003156069,-0.28143342684347383,0.28689331292263137,0.2963686877545943,-0.23837483864949305
CYP3A4-sub,-0.31819342592532684,0.44692292453890825,0.31451408453162577,-0.1652175250286325,0.1301810890107862,-0.19189074419029667,-0.22382922598797952,-0.1515311900793806,-0.11065657814245712,0.16333379266471912,-0.06981754628006472,-0.06534049594518279,0.16263516808752562,0.17009988756416797,-0.2526719407815539,0.5559770074134744,0.01062382819580678,0.6358494795188715,-0.28778760695375477,-0.1484233867034937,-0.07333508981659993,0.5015712489574039,0.25590937730154295,1.0000000000000002,0.23706757448691287,-0.48593537897635775,0.4937625354207202,0.06688197774086702,-0.1506897774320698,0.4576005473908169,0.36934808885216897,0.1487279706180304,-0.12351173879359677,-0.26376226516209716,4.891250652412027e-33,0.10343207405067513,0.3299199569457572,0.4471009902850168,0.06528718040815724,0.5332205728761095,0.5048624462670287,-0.4097599857595081,-0.15270023516459666,-0.0693407885016092,-0.06939918537810792,-0.24013948316822,-0.20949957986190926,0.3933642716603658,-0.03649582954174576,-0.21491478941989467,0.5962297254017144,-0.18588877162373107,0.5239961402408922,0.23006957658190583,0.20108984243841868,0.2136050444457657,0.0970968062200268,0.016410024248607494,-0.15386999559374157,0.20253426464574958,0.09813304051151338,0.12397939925225611,0.21973414101394334,-0.18973285723800434,0.18126434748966633,0.04442465863519986,0.32984896918682577,-0.1361393698699466,0.13674204313837646,0.14423565586188236,-0.19090212713880256,-0.1954292269023187,0.12789603104213293,0.08360358409163263,-0.2620106395471364,-0.1373748604538009,0.44482736888484187,0.15715157373257618,-0.3648923385298397,-0.29600375642510435,0.12315598774328249,-0.09126985247894133
CL,0.06326574239789111,0.21558877358618572,0.13597103873087132,-0.15117864463451505,-0.16928047645165523,0.29615168621194826,-0.16584046481447048,-0.050477264387003964,0.025082830057806003,0.28930301030710603,-0.028513971429936343,-0.1499461611445129,-0.05183631208329581,0.01899692420590038,-0.22388641483221172,0.27503737961731106,0.08785115223338334,0.25040441914176287,0.0117506704143529,0.057999958799632996,-0.059068808055727,0.11015853019172014,0.19733511034518247,0.23706757448691287,0.9999999999999994,-0.08833844667283294,-0.06866187952277122,-0.2575818622049699,-0.34949832474891923,0.08181731912745384,0.0031195113996064137,-0.08878759362534334,-0.19610145800884812,0.0610230443419161,2.347800313157773e-33,0.0793822251116673,0.002623478810003114,-0.08292554298115375,0.14099097945589187,-0.05559918621751982,0.11956324300314332,-0.41556118049062957,-0.455442321124023,-0.06767000829347031,-0.0356002335771942,-0.15816376155274725,0.20432525364933662,0.152434855080569,0.09050043643335193,-0.3075754770302093,0.3672718124146185,0.07779870416939212,0.1581240077277706,0.2067859948140855,0.142095443181139,0.33434806961798325,0.23293186884926279,-0.018139000129693102,0.20766537537217472,0.1912899836233975,-0.3595344357284921,0.05917100156884048,0.32594981723943717,-0.3565718262710443,0.25681088995380574,0.07117800316142364,0.2529781399776905,-0.11891965014838114,0.4694849452147065,0.23514885895148835,-0.03951548047550137,0.04239306895360751,0.35505256043865446,0.2246789218384738,-0.1823400056761049,0.2214895124074557,0.38787183939325226,-0.03996745663176974,-0.11590600042257149,0.01486064474504647,0.4363604469360641,0.4288384752460688
T12,-0.07445358778134696,-0.5849802400383205,-0.4564830937549909,0.047514112763494314,-0.12331578990660233,0.4774397240944319,0.09267828082232549,-0.0033792009650837167,0.07850210860228343,0.16006480244489685,0.21338717531263648,-0.4730184613394173,-0.06435341840041026,0.3898804727792345,0.0051992179091811044,-0.3281098244969515,-0.19154341796229518,-0.3074825911879767,-0.14979648240139307,-0.1098830171189523,0.13465654373857439,-0.306724196270954,-0.3958829273935691,-0.48593537897635775,-0.08833844667283294,1.0000000000000002,-0.35859121548188566,0.1274143538676182,-0.00516072435005635,-0.1844040523863533,-0.06506815880026118,0.05933305330885848,0.12666340438049647,0.07728757046169524,1.8586752479165704e-33,0.01875486940354824,0.043686819699390686,-0.20906918973182076,0.0012643011235255578,-0.14919183783675358,0.05207390459689558,0.3706868460107331,-0.04309028631886477,-0.06178104109985134,-0.3984960883433045,-0.05648944648799181,0.10067527098830742,-0.7643373727890881,-0.24489556125381948,0.09447112845706049,-0.3088388958914008,0.02739663680821125,-0.22450602340525969,-0.1542703473635522,-0.17978556621702851,0.028015806071376215,0.035927390758917474,-0.23749283156900403,0.15827536577809526,0.03573453268518941,-0.4238094348002538,-0.6516031558131093,-0.016570380395048073,-0.28606865067241377,0.10745745622600367,-0.02286972443185487,-0.11755321506236024,0.15883086203266744,0.031196619833051227,-0.0934761231612688,0.014557583674754598,0.24987752123906498,-0.032663565677591336,-0.11289901930592781,0.10424036686574875,0.07901284053767527,-0.03909216035304707,-0.3117482051309993,0.48060376829357354,0.08993327150291114,0.006782520558742923,0.18501107963249758
hERG,-0.3515800269283267,0.3946355478675124,0.08222865737760318,0.22224055374636492,0.08019512713397689,-0.4397499370709282,-0.474028033886002,-0.23564180253059172,0.2272704639097301,-0.38996324268364835,-0.483404557305456,0.010602027097599886,0.409149714495418,0.14734688003730015,-0.2473117835811964,0.5199359609676887,-0.31637319156026283,0.6526795484990358,-0.4758905776211568,-0.09591097484670817,-0.42082741530507145,0.6494989582485029,0.11679403625091096,0.4937625354207202,-0.06866187952277122,-0.35859121548188566,0.9999999999999997,0.19390877082300997,-0.23203349423864617,0.333003381236833,0.2328536054519745,0.05707256550344844,-0.41452907980282155,-0.5946017315474607,7.715947904179973e-33,-0.34053153239629286,0.057138784452618024,0.5756795396442105,-0.14019374721050348,0.6251855811375785,0.4928076304069164,-0.5317591292036429,-0.049669112335056435,-0.04992756362960935,-0.04801817130190177,-0.20497320369446762,-0.6588927645376756,0.20271969612616392,-0.33445138108059275,-0.3040714457049426,0.1149001036207813,-0.44325062352937145,0.16487504587070187,-0.15463725480044735,-0.08102872857209266,-0.3503314591977312,-0.12213308436363786,0.31044771337087085,-0.4078845879316606,-0.11847440788345474,0.45812078528059236,0.41675868913589353,-0.2066812085426029,0.09727923020783068,-0.1310235426150272,0.4192858464096244,0.33059289261298475,-0.2310406619081004,-0.3771924102106325,0.012696548410020178,-0.5886738468732168,-0.5550466902630736,-0.27705810064917186,-0.3585400052222468,0.047447442231274985,-0.0876771574156213,0.3730675458840095,0.21974738564604784,-0.4606696855709131,-0.5760663898060083,-0.21270508625026768,-0.08527985079693874
