LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
-4.404,3.773,7.034,1,0.991,0.013,0.991,0.993,-5.371,2.18E-05,0.113,107.3,0.66,2.77,0.123,0.042,0.717,0.062,0.883,0.292,0.623,0.081,0.953,0.65,6.852,0.004,0.215,0.696,0.945,0.024,0.943,0.962,0.917,0.203,0.003,0.01,0.945,1.471,5.753,6.551,7.086,0.23,0.999,0.358,0.917,0.979,0.937,0.997,0.988,0.999,0.865,0.993,1,904.35,932.945,0.969,12,2,171.96,13,9,16,12,0,55,0.236,9,2,1,0,0,6,5,2,4,0.083,6.112,0.327,198.014,1.623,2,0,0,0,0,1,0,0
-4.544,2.859,4.593,1,0.768,0.021,0.822,0.991,-5.325,4.41E-05,0.469,98.19,1.189,3.95,0.037,0.053,0.347,0.111,0.806,0.123,0.392,0.094,0.831,0.706,8.895,0.021,0.841,0.96,0.675,0.013,0.876,0.941,0.087,0.061,0.003,0.007,0.942,1.204,5.438,6.69,7.426,0.023,0.987,0.126,0.888,0.921,0.83,0.991,0.959,0.986,0.839,0.989,0.998,724.29,734.875,0.986,11,2,162.73,9,7,16,11,0,43,0.209,10,2,1,0,0,5,5,1,2,0.158,5.815,0.452,169.492,1.936,1,0,0,1,0,1,0,0
-4.173,2.662,4.781,0.996,1,0.007,0.854,0.481,-5.358,5.93E-05,0.033,88.63,1.393,7.44,0,0.082,0.063,0.822,0.1,0.013,0.017,0.248,0.919,0.926,5.54,0.023,0.874,0.793,0.957,0.059,0.882,0.853,0.102,0.016,0.003,0.004,0.824,1.023,4.405,7.255,7.339,0,0.875,0.055,0.856,0.749,0.514,0.979,0.803,0.5,0.383,0.934,0.998,921.46,917.297,1.005,17,3,202.9,17,8,19,17,0,45,0.378,12,4,0,0,0,3,1,4,1,0.143,6.63,0.673,197.415,0.933,1,1,0,0,0,1,0,0
-4.242,2.432,3.966,1,0.993,0.577,0.994,0.999,-5.373,0.0002289604745,0.105,79.04,1.17,11.92,0.005,0.023,0.038,0.057,0.262,0.009,0.206,0.037,0.674,0.392,7.634,0.096,0.012,0.916,0.843,0.013,0.671,0.031,0.114,0.036,0.003,0.008,0.961,0.314,4.338,5.104,6.802,0.16,0.504,0.016,0.785,0.306,0.823,0.809,0.681,0.587,0.863,0.981,0.996,871.36,849.671,1.026,18,3,245.82,17,6,19,18,0,37,0.459,12,3,0,0,0,5,3,4,2,0.223,6.892,0.659,230.877,1.68,2,0,0,0,0,1,0,0
-4.878,3.103,4.431,0.998,1,0.045,0.915,0.99,-5.422,5.29E-05,0.034,79.73,1.273,22.07,0.002,0.113,0.023,0.79,0.037,0.011,0.014,0.265,0.611,0.92,5.62,0.007,0.834,0.898,0.929,0.314,0.587,0.875,0.088,0.046,0.003,0.004,0.971,1.558,4.711,7.363,7.337,0.001,0.758,0.024,0.837,0.511,0.438,0.981,0.535,0.579,0.856,0.965,0.997,855.4,842.938,1.015,15,3,184.44,16,7,19,16,0,38,0.421,12,3,0,0,0,4,1,2,1,0.158,6.509,0.682,180.486,1.192,1,0,0,0,0,1,0,0
-5.021,3.809,5.665,1,1,0.017,0.112,0.581,-5.35,9.24E-05,0.013,86.67,2.031,11.23,0.001,0.074,0.025,0.905,0.092,0.01,0.025,0.231,0.746,0.921,7.74,0.008,0.805,0.644,0.812,0.072,0.689,0.627,0.113,0.05,0.003,0.004,0.978,1.727,4.837,7.192,7.556,0.001,0.128,0.007,0.807,0.215,0.246,0.923,0.363,0.028,0.754,0.963,0.995,828.48,844.558,0.981,14,3,171.55,16,6,19,14,0,33,0.485,12,3,0,0,0,4,1,1,1,0.163,6.403,0.756,175.747,1.436,0,0,0,0,0,1,0,0
-4.883,2.642,2.869,1,0.085,0.049,0.998,0.002,-5.115,4.01E-05,0.008,44.45,0.552,7.16,0,0.02,0.044,0.072,0.111,0.001,0.005,0.008,0.792,0.864,5.267,0.025,0.733,0.435,0.678,0.038,0.039,0.001,0.176,0.115,0.003,0.003,0.031,0.633,2.707,4.876,7.122,0,0.214,0.007,0.611,0.538,0.887,0.404,0.896,0.048,0.762,0.771,0.993,1419.63,1380.955,1.028,28,3,338.12,53,5,16,30,0,33,1.606,10,3,0,1,0,9,5,7,2,0.024,7.494,0.776,160.924,0.927,2,2,0,0,0,1,0,0
-4.449,2.859,4.514,1,0.996,0.792,0.826,0.999,-5.355,9.54E-05,0.067,75.64,0.322,10.79,0.005,0.097,0.557,0.481,0.895,0.051,0.439,0.096,0.937,0.866,10.429,0.014,0.031,0.795,0.928,0.019,0.383,0.666,0.114,0.144,0.003,0.005,0.962,0.846,4.821,5.682,7.001,0.025,0.592,0.023,0.84,0.459,0.918,0.981,0.883,0.696,0.922,0.979,0.998,979.37,947.133,1.034,18,3,245.82,23,5,16,20,0,33,0.697,10,3,0,1,0,9,5,5,2,0.062,6.495,0.681,166.456,1.438,3,2,0,0,0,1,0,0
-4.244,2.278,3.712,1,0.922,0.241,0.875,0.996,-5.374,8.67E-05,0.081,85.44,1.007,8.55,0.002,0.037,0.026,0.157,0.138,0.036,0.013,0.077,0.702,0.737,7.648,0.042,0.33,0.892,0.873,0.011,0.568,0.898,0.033,0.022,0.003,0.004,0.916,0.483,4.893,5.451,7.244,0.016,0.556,0.022,0.832,0.581,0.684,0.969,0.819,0.667,0.72,0.98,0.991,807.35,803.368,1.005,15,4,221.29,14,6,16,15,0,38,0.368,12,3,0,0,0,3,1,1,1,0.171,6.098,0.581,170.588,1.6,0,0,0,1,0,1,0,0
-4.258,2.481,4.943,1,0.81,0.022,0.996,0.997,-5.313,5.08E-05,0.222,98.54,1.36,6.54,0.047,0.024,0.439,0.06,0.934,0.054,0.812,0.04,0.804,0.693,2.088,0.013,0.177,0.939,0.976,0.009,0.767,0.517,0.363,0.156,0.003,0.008,0.939,1.032,5.253,6.445,7.029,0.514,0.997,0.048,0.86,0.916,0.906,0.991,0.966,0.995,0.789,0.993,0.999,862.32,871.771,0.989,14,1,195.1,15,7,16,14,0,46,0.326,9,2,1,0,0,8,5,2,1,0.109,5.968,0.408,175.594,1.758,2,0,0,0,0,1,0,0
-4.201,3.383,5.346,0.999,0.999,0.007,0.836,0.983,-5.336,7.62E-05,0.038,91.85,1.607,7.85,0.001,0.056,0.128,0.584,0.504,0.022,0.025,0.188,0.889,0.908,8.216,0.003,0.711,0.923,0.953,0.362,0.548,0.086,0.047,0.03,0.003,0.004,0.349,0.73,4.639,6.815,7.314,0.001,0.893,0.029,0.732,0.752,0.661,0.974,0.819,0.719,0.844,0.949,0.998,904.44,903.664,1.001,16,3,197.85,16,8,19,16,0,46,0.348,12,2,0,0,0,3,1,2,1,0.167,6.319,0.633,198.075,1.224,0,0,0,0,0,1,0,0
-4.699,3.137,4.526,1,0.996,0.676,0.945,0.998,-5.297,8.46E-05,0.068,77.08,0.424,15.65,0.002,0.06,0.36,0.828,0.606,0.09,0.817,0.411,0.948,0.918,9.286,0.003,0.514,0.895,0.621,0.077,0.831,0.156,0.144,0.081,0.003,0.003,0.953,0.792,4.398,5.753,6.908,0.014,0.489,0.024,0.778,0.485,0.966,0.963,0.881,0.774,0.941,0.945,0.999,1063.44,1029.754,1.033,20,3,252.3,24,6,16,22,0,39,0.615,10,3,1,1,2,9,5,5,3,0.064,6.653,0.706,186.494,1.075,2,2,0,0,0,1,0,0
-4.928,3.314,4.982,0.999,0.999,0.004,0.555,0.694,-5.356,6.23E-05,0.031,91.1,1.333,7.79,0.001,0.067,0.072,0.434,0.21,0.013,0.021,0.203,0.88,0.911,5.322,0.004,0.856,0.898,0.921,0.24,0.634,0.591,0.038,0.036,0.003,0.004,0.893,1.308,4.403,7.087,7.653,0,0.869,0.033,0.77,0.63,0.482,0.959,0.8,0.493,0.762,0.928,0.997,909.44,897.278,1.014,16,3,193.67,16,8,19,17,0,45,0.356,12,5,0,0,0,3,2,2,1,0.122,6.528,0.667,198.075,0.957,0,0,0,0,0,1,0,0
-4.839,2.701,3.647,1,0.974,0.028,0.261,0.983,-5.352,6.82E-05,0.069,87.66,1.329,9.11,0.001,0.044,0.024,0.207,0.098,0.023,0.014,0.075,0.679,0.822,7.575,0.04,0.445,0.898,0.77,0.02,0.572,0.92,0.032,0.022,0.003,0.004,0.925,0.658,4.905,5.612,7.31,0.012,0.369,0.024,0.856,0.483,0.612,0.966,0.799,0.427,0.654,0.976,0.989,793.37,797.214,0.995,14,4,204.22,14,6,16,14,0,37,0.378,12,3,0,0,0,3,1,1,1,0.163,6.1,0.605,166.884,1.512,0,0,0,1,0,1,0,0
-4.964,1.63,2.382,0.998,0.994,0.815,0.843,0.997,-5.345,0.0001307719795,0.534,50.28,1.596,26.49,0.025,0.017,0.025,0.064,0.094,0.008,0.679,0.027,0.654,0.428,2.976,0.294,0.053,0.97,0.947,0.063,0.561,0.746,0.359,0.103,0.003,0.013,0.965,0.923,4.714,6.916,7.675,0.879,0.887,0.042,0.632,0.624,0.599,0.02,0.406,0.984,0.092,0.945,0.991,768.3,757.829,1.014,15,1,204.33,16,5,6,15,0,35,0.457,11,2,1,0,0,5,6,1,1,0.157,6.624,0.575,148.111,2.141,1,0,0,0,0,1,0,0
-4.21,3.104,4.696,0.999,0.999,0.023,0.322,0.984,-5.414,9.23E-05,0.05,82.1,1.797,14.32,0.002,0.073,0.029,0.842,0.147,0.023,0.01,0.301,0.789,0.909,7.385,0.004,0.781,0.959,0.945,0.139,0.754,0.894,0.057,0.044,0.003,0.004,0.962,1.09,4.697,6.882,7.684,0.001,0.765,0.023,0.801,0.33,0.402,0.964,0.502,0.607,0.796,0.958,0.997,881.41,868.606,1.015,16,3,201.51,16,7,19,17,0,40,0.4,12,6,0,0,0,4,2,1,1,0.17,6.45,0.63,187,1.243,0,0,0,0,0,1,0,0
-4.741,3.077,4.632,0.998,1,0.016,0.496,0.941,-5.418,7.62E-05,0.026,85.05,1.601,15.89,0.002,0.162,0.044,0.735,0.093,0.008,0.035,0.162,0.872,0.921,5.5,0.008,0.832,0.783,0.927,0.201,0.644,0.89,0.124,0.029,0.003,0.004,0.974,1.572,4.739,7.259,7.297,0.001,0.539,0.025,0.847,0.238,0.129,0.963,0.477,0.454,0.831,0.949,0.996,855.4,842.938,1.015,15,3,184.44,16,7,19,16,0,38,0.421,12,3,0,0,0,4,1,2,1,0.158,6.5,0.682,180.486,1.252,1,0,0,0,0,1,0,0
-4.717,3.099,4.648,0.998,0.999,0.008,0.857,0.81,-5.429,7.18E-05,0.03,90.3,1.371,8.26,0.001,0.098,0.107,0.555,0.148,0.009,0.035,0.1,0.909,0.918,4.84,0.006,0.8,0.81,0.939,0.584,0.601,0.344,0.077,0.03,0.003,0.004,0.874,1.202,4.241,7.09,7.15,0,0.845,0.043,0.825,0.643,0.487,0.978,0.846,0.635,0.861,0.914,0.997,897.41,877.764,1.022,16,3,193.67,16,8,19,17,0,44,0.364,12,2,0,0,0,3,1,3,1,0.161,6.519,0.696,195.282,1.044,1,0,0,0,0,1,0,0
-4.429,2.309,4.291,1,0.015,0.121,0.564,0.998,-5.325,0.0001186295849,0.136,83.37,1.112,6.98,0.002,0.023,0.043,0.068,0.501,0.02,0.006,0.025,0.636,0.778,10.44,0.06,0.13,0.77,0.885,0.011,0.89,0.758,0.034,0.123,0.003,0.006,0.641,0.689,4.974,5.645,7.432,0.028,0.655,0.006,0.791,0.41,0.782,0.972,0.849,0.667,0.81,0.98,0.993,852.36,844.543,1.009,16,2,228.47,17,6,16,16,0,38,0.447,12,3,0,0,0,2,3,2,0,0.183,6.422,0.622,172.562,1.541,0,0,0,1,0,1,0,0
-4.683,3.402,5.117,0.999,0.998,0.005,0.838,0.958,-5.343,6.83E-05,0.049,86.21,2.127,9.14,0.001,0.056,0.145,0.499,0.489,0.021,0.014,0.126,0.911,0.913,6.663,0.006,0.618,0.947,0.965,0.866,0.656,0.078,0.069,0.045,0.003,0.004,0.825,0.644,4.419,7.047,7.102,0.002,0.939,0.03,0.79,0.801,0.673,0.982,0.879,0.826,0.713,0.961,0.999,919.45,914.66,1.005,17,3,210.74,16,8,19,17,0,46,0.348,12,3,0,0,0,3,1,2,1,0.169,6.517,0.653,204.679,1.091,0,0,0,0,0,1,0,0
-4.208,2.798,4.278,1,0.998,0.037,0.995,0.995,-5.371,4.18E-05,0.489,101.5,0.847,3.69,0.077,0.042,0.428,0.064,0.939,0.074,0.639,0.046,0.902,0.587,4.532,0.03,0.756,0.768,0.939,0.007,0.701,0.933,0.131,0.138,0.003,0.006,0.968,0.64,5.025,5.867,6.741,0.468,0.996,0.077,0.931,0.951,0.828,0.992,0.967,0.991,0.346,0.99,0.998,778.3,790.28,0.985,12,3,182.96,11,7,16,12,0,44,0.25,9,2,1,0,0,7,5,1,1,0.123,5.782,0.4,170.635,1.808,2,0,0,0,0,1,0,0
-4.563,3.716,7.055,0.212,0.992,0.036,0.994,0.978,-5.708,0.0003511274408,0.997,100.64,1.663,5.53,0.061,0.06,0.736,0.097,0.962,0.011,0.904,0.038,0.879,0.937,8.316,0.01,0.034,0.548,0.929,0.479,0.64,0.931,0.363,0.118,0.003,0.073,0.966,0.909,5.592,6.616,7.343,0.715,0.993,0.095,0.895,0.921,0.949,0.951,0.979,0.996,0.933,0.997,1,1072.1,959.805,1.117,15,1,196.49,19,7,16,21,0,44,0.432,9,2,1,1,0,8,6,3,4,0.087,6.472,0.458,192.171,1.495,2,0,0,0,0,1,0,0
-4.814,3.099,4.316,0.995,0.999,0.01,0.151,0.96,-5.364,3.04E-05,0.021,81.34,1.751,13.17,0.001,0.06,0.032,0.644,0.023,0.005,0.013,0.129,0.717,0.808,5.426,0.014,0.794,0.935,0.917,0.217,0.685,0.91,0.05,0.02,0.003,0.004,0.962,1.19,4.546,6.744,7.388,0.001,0.399,0.018,0.82,0.158,0.075,0.767,0.363,0.491,0.621,0.949,0.996,835.43,839.089,0.996,15,4,193.23,16,7,19,15,0,39,0.41,12,3,0,0,0,3,1,1,1,0.141,6.367,0.644,177.081,1.341,0,0,0,0,0,1,0,0
-4.358,3.095,4.495,1,0.795,0.005,0.894,0.903,-5.395,3.17E-05,0.07,95.88,1.646,4.42,0.018,0.033,0.165,0.06,0.844,0.009,0.051,0.043,0.833,0.345,5.756,0.013,0.434,0.678,0.989,0.015,0.031,0.006,0.035,0.082,0.003,0.006,0.144,0.6,4.238,5.256,6.881,0.033,0.906,0.024,0.821,0.912,0.625,0.937,0.871,0.79,0.073,0.945,0.989,897.36,890.911,1.007,16,3,211.68,13,8,22,16,0,52,0.25,12,2,0,0,0,5,2,2,1,0.203,7.166,0.49,183.685,1.107,1,0,0,0,0,1,0,0
-3.725,2.584,4.273,1,0.898,0.176,0.998,0.997,-5.357,7.29E-05,0.246,90.87,1.092,7.54,0.005,0.035,0.118,0.089,0.663,0.028,0.077,0.071,0.815,0.748,5.526,0.035,0.075,0.917,0.959,0.012,0.513,0.862,0.078,0.109,0.003,0.005,0.929,0.293,4.329,5.154,5.925,0.064,0.856,0.035,0.772,0.561,0.737,0.975,0.856,0.85,0.871,0.977,0.995,831.35,826.767,1.006,15,3,210.29,16,7,17,15,0,40,0.4,11,3,0,0,0,6,3,2,2,0.232,6.583,0.556,237.6,1.549,1,0,0,0,0,1,0,0
-4.579,2.718,5.145,1,0.894,0.015,0.998,0.997,-5.322,4.31E-05,0.594,95.88,1.426,6.93,0.056,0.035,0.381,0.066,0.928,0.068,0.929,0.059,0.824,0.733,3.03,0.012,0.142,0.967,0.943,0.017,0.852,0.806,0.712,0.17,0.003,0.011,0.961,1.002,5.103,6.362,6.99,0.598,0.996,0.064,0.865,0.843,0.895,0.99,0.959,0.994,0.848,0.989,0.999,808.31,816.366,0.99,13,1,178.03,13,7,16,13,0,44,0.295,9,2,1,0,0,7,5,2,2,0.163,5.925,0.435,173.091,1.9,2,0,0,0,0,1,0,0
-4.99,3.782,5.714,1,0.999,0.004,0.555,0.456,-5.308,7.02E-05,0.014,86.74,1.659,8.43,0,0.056,0.064,0.711,0.147,0.01,0.019,0.148,0.845,0.919,7.532,0.006,0.67,0.647,0.763,0.237,0.68,0.071,0.07,0.029,0.003,0.004,0.906,1.381,4.534,7.019,7.42,0,0.253,0.016,0.791,0.719,0.599,0.947,0.731,0.054,0.816,0.948,0.995,870.49,879.384,0.99,15,3,180.78,16,7,19,15,0,39,0.41,12,2,0,0,0,3,1,2,1,0.165,6.423,0.766,190.181,1.216,0,0,0,0,0,1,0,0
-4.244,2.278,3.712,1,0.922,0.241,0.875,0.996,-5.374,8.67E-05,0.081,85.44,1.007,8.55,0.002,0.037,0.026,0.157,0.138,0.036,0.013,0.077,0.702,0.737,7.648,0.042,0.33,0.892,0.873,0.011,0.568,0.898,0.033,0.022,0.003,0.004,0.916,0.483,4.893,5.451,7.244,0.016,0.556,0.022,0.832,0.581,0.684,0.969,0.819,0.667,0.72,0.98,0.991,807.35,803.368,1.005,15,4,221.29,14,6,16,15,0,38,0.368,12,3,0,0,0,3,1,1,1,0.171,6.098,0.581,170.588,1.6,0,0,0,1,0,1,0,0
-5.059,3.313,4.927,0.999,0.999,0.01,0.082,0.94,-5.378,7.59E-05,0.032,87,1.726,13.2,0.001,0.088,0.026,0.835,0.12,0.013,0.017,0.416,0.799,0.914,6.234,0.007,0.872,0.899,0.917,0.088,0.746,0.899,0.052,0.044,0.003,0.004,0.97,1.68,4.722,7.279,7.785,0.001,0.632,0.023,0.812,0.28,0.115,0.944,0.528,0.262,0.685,0.948,0.996,867.43,862.453,1.006,15,3,184.44,16,7,19,16,0,39,0.41,12,6,0,0,0,4,2,1,1,0.12,6.501,0.652,183.316,1.154,0,0,0,0,0,1,0,0
-4.823,3.195,4.573,0.998,0.999,0.008,0.149,0.908,-5.392,9.95E-05,0.022,78.95,1.857,17.14,0.001,0.074,0.021,0.874,0.057,0.012,0.012,0.264,0.633,0.917,6.317,0.009,0.8,0.861,0.926,0.122,0.659,0.758,0.061,0.044,0.003,0.004,0.972,1.318,4.595,7.09,7.428,0.001,0.581,0.021,0.807,0.274,0.251,0.949,0.466,0.466,0.793,0.952,0.997,849.44,856.385,0.992,15,3,184.44,16,7,19,15,0,39,0.41,12,4,0,0,0,4,1,1,1,0.159,6.393,0.652,179.921,1.188,0,0,0,0,0,1,0,0
-4.856,2.348,3.895,1,0.979,0.063,0.983,0.998,-5.331,7.23E-05,0.818,81.6,1.206,9.62,0.026,0.023,0.146,0.063,0.827,0.034,0.484,0.039,0.642,0.702,1.586,0.019,0.093,0.942,0.952,0.019,0.667,0.477,0.486,0.165,0.003,0.008,0.955,1.098,5.043,6.288,7.106,0.527,0.996,0.028,0.864,0.842,0.902,0.986,0.962,0.996,0.795,0.99,0.999,800.3,801.757,0.998,14,1,195.1,14,6,16,14,0,40,0.35,9,2,1,0,0,8,5,2,1,0.16,5.936,0.477,163.2,1.87,2,0,0,0,0,1,0,0
-4.79,3.258,4.846,0.998,0.999,0.003,0.348,0.638,-5.351,6.70E-05,0.028,88.23,1.471,8.37,0.001,0.066,0.058,0.661,0.128,0.016,0.019,0.229,0.836,0.91,5.708,0.003,0.855,0.879,0.922,0.226,0.608,0.597,0.039,0.035,0.003,0.003,0.838,1.389,4.373,7.013,7.661,0,0.846,0.035,0.776,0.59,0.452,0.96,0.794,0.355,0.791,0.911,0.997,909.44,897.278,1.014,16,3,193.67,16,8,19,17,0,45,0.356,12,5,0,0,0,3,2,2,1,0.16,6.496,0.667,198.075,0.974,0,0,0,0,0,1,0,0
-5.222,2.619,4.043,1,0.758,0.03,0.993,0.996,-5.277,6.19E-05,0.443,85.06,1.12,10.18,0.014,0.024,0.082,0.099,0.375,0.023,0.639,0.047,0.673,0.778,2.12,0.046,0.089,0.97,0.886,0.015,0.72,0.918,0.603,0.133,0.003,0.008,0.964,0.881,4.725,5.824,7.121,0.786,0.936,0.042,0.796,0.606,0.824,0.957,0.838,0.927,0.705,0.974,0.998,748.31,748.989,0.999,13,1,178.03,13,6,16,13,0,37,0.351,9,2,0,0,0,5,4,2,2,0.296,5.863,0.561,160.094,1.958,1,0,0,0,0,1,0,0
-3.909,3.711,6.837,1,0.921,0.011,0.989,0.995,-5.387,2.54E-05,0.031,108.71,0.722,1.15,0.095,0.033,0.688,0.061,0.953,0.136,0.71,0.046,0.943,0.757,4.013,0.007,0.455,0.939,0.97,0.006,0.946,0.922,0.357,0.127,0.003,0.006,0.876,1.23,5.719,6.336,7.255,0.492,0.996,0.195,0.883,0.958,0.901,0.994,0.966,0.983,0.67,0.989,0.999,960.37,990.986,0.969,13,2,189.03,16,9,16,13,0,56,0.286,9,2,1,0,0,8,5,2,2,0.053,6.138,0.345,200,1.501,2,0,0,0,0,1,0,0
