Num Aliphatic Carbocycles,Num Heteroatoms,Num Hydrogen Bond Acceptor,Num Aromatic Carbocycles,LogP,Num Rotatable Bonds,Num Aromatic Heterocycles,Num Lipinski HB Donor,Num Atoms,Num Lipinski HB Acceptor,Num Rings,Num Hydrogen bond Donor,Num Aliphatic Rings,Num Aliphatic Heterocycles,Num Heterocycles,Mol Wt,Labute ASA,Num Aromatic Rings,Topological Polar SA
0.3691913127,-0.9506574789,-0.9123203137,-1.009217121,0.04307553903,-0.6815264368,-0.577763269,0.06493253936,-1.093496606,-0.7495930921,-0.924901743,-0.09975365862,-0.1592584938,-0.7014241612,-0.895235956,-1.116518713,-1.165190451,-1.15624381,-0.4703129144
-0.4655686028,-0.3769687496,-0.3848725463,0.03114083057,-0.02030038884,0.8720454024,0.8885909502,-0.5356017371,-0.005670605906,-0.334827538,-0.3476756076,-0.4708826113,-0.8277358126,-0.7014241612,-0.06209140798,-0.06936069734,0.01892861447,0.5390281263,-0.5805123826
-0.4655686028,0.1967199797,0.6700229886,0.03114083057,-0.2805750328,0.6778489225,-0.577763269,-0.5356017371,0.4294597942,0.2873207931,0.2295505279,-0.4708826113,0.509218825,1.360032485,0.77105314,0.3549096168,0.4136878761,-0.3086078418,-0.08212720326
-0.4655686028,-1.333116632,-1.439768081,-1.009217121,-0.1833444426,-1.069919397,-0.577763269,-0.8358688754,-1.81871394,-1.371741423,-1.502127878,-0.8420115639,-0.8277358126,-0.7014241612,-0.895235956,-1.838410993,-1.886508522,-1.15624381,-1.257878414
-0.4655686028,0.3879495561,0.1425752212,-1.009217121,-0.9305845494,-0.6815264368,0.8885909502,-0.2353345989,-0.875931406,0.07993801607,-0.924901743,-0.4708826113,-0.8277358126,-0.7014241612,-0.06209140798,-0.7069779114,-0.6786426104,-0.3086078418,0.1453613151
-0.4655686028,-0.1857391732,0.1425752212,2.111856734,1.555972689,0.2894559627,0.8885909502,0.06493253936,0.9371119276,0.07993801607,1.384002799,0.271375294,-0.1592584938,0.3293041618,0.77105314,0.6429507992,0.8231836122,2.234300063,-0.07429134943
-0.4655686028,0.3879495561,0.4062991049,0.03114083057,-0.8428332647,-0.293133477,0.8885909502,-0.5356017371,0.2118945941,0.2873207931,0.8067766634,-0.4708826113,0.509218825,1.360032485,1.604197688,0.137545577,0.3808940315,0.5390281263,0.1795654389
-0.4655686028,-0.9506574789,-0.9123203137,0.03114083057,0.4054558445,-0.4873299569,-0.577763269,-0.2353345989,-1.020974873,-0.9569758691,-0.924901743,-0.09975365862,-0.8277358126,-0.7014241612,-0.895235956,-0.7680082606,-0.9606501391,-0.3086078418,-0.8566329461
-0.4655686028,-0.5681983261,-0.64859643,-1.009217121,-0.5451830735,-0.293133477,-0.577763269,0.6654668158,-1.166018339,-0.334827538,-1.502127878,0.271375294,-0.8277358126,-0.7014241612,-0.895235956,-1.168576507,-1.270042848,-1.15624381,0.06563461182
-0.4655686028,-0.5681983261,-0.64859643,0.03114083057,-0.4441607611,-0.4873299569,-0.577763269,-0.5356017371,-0.2957575393,-0.542210315,0.2295505279,-0.4708826113,0.509218825,1.360032485,0.77105314,-0.1170241553,-0.244594223,-0.3086078418,-0.6791446379
2.038711144,-0.9506574789,-0.64859643,-1.009217121,1.322781775,-0.09893699709,-0.577763269,0.06493253936,0.2844163275,-0.7495930921,0.2295505279,0.271375294,1.177696144,-0.7014241612,-0.895235956,0.1056866409,0.2625504964,-1.15624381,-0.5030244947
-0.4655686028,-1.141887055,-1.439768081,-1.009217121,-1.806201536,-1.069919397,-0.577763269,-0.8358688754,-1.746192206,-1.371741423,-1.502127878,-0.8420115639,-0.8277358126,-0.7014241612,-0.895235956,-1.584010999,-1.466134411,-1.15624381,-1.257878414
-0.4655686028,0.770408709,0.9337468724,0.03114083057,-0.2805750328,-0.293133477,0.8885909502,0.9657339541,0.06685112744,0.9094691242,0.2295505279,1.384762152,-0.1592584938,0.3293041618,0.77105314,0.2221412604,-0.01891982864,0.5390281263,0.9468572211
2.873471059,-0.7594279025,-0.3848725463,-1.009217121,1.250197379,-0.4873299569,-0.577763269,-0.8358688754,0.2844163275,-0.542210315,0.8067766634,-0.8420115639,1.846173463,-0.7014241612,-0.895235956,0.09601155769,0.228657826,-1.15624381,-0.5061339605
-0.4655686028,-0.1857391732,-0.64859643,0.03114083057,0.2873707824,-0.293133477,-0.577763269,-0.2353345989,-0.658366206,-0.334827538,-0.924901743,-0.09975365862,-0.8277358126,-0.7014241612,-0.895235956,-0.5557976643,-0.693525595,-0.3086078418,-0.3216804489
-0.4655686028,-1.141887055,-1.439768081,-1.009217121,-1.806201536,-1.069919397,-0.577763269,-0.8358688754,-1.746192206,-1.371741423,-1.502127878,-0.8420115639,-0.8277358126,-0.7014241612,-0.895235956,-1.075225156,-1.081545392,-1.15624381,-1.257878414
-0.4655686028,1.726556591,0.1425752212,0.03114083057,0.1113265383,-0.293133477,0.8885909502,0.6654668158,0.5019815275,0.7020863472,0.2295505279,0.6425042467,-0.1592584938,0.3293041618,0.77105314,0.5242141424,0.2368868101,0.5390281263,0.6675028131
1.203951228,0.3879495561,0.1425752212,0.03114083057,-0.3707638532,-0.4873299569,-0.577763269,1.866535369,0.3569380608,0.7020863472,0.8067766634,1.013633199,1.177696144,0.3293041618,-0.06209140798,0.2324575772,0.218414328,-0.3086078418,1.248724161
-0.4655686028,0.005490403233,0.1425752212,0.03114083057,0.2990167862,-0.09893699709,-0.577763269,-0.2353345989,-0.2957575393,0.2873207931,-0.924901743,-0.09975365862,-0.8277358126,-0.7014241612,-0.895235956,-0.4187481308,-0.4371207067,-0.3086078418,0.3304367198
-0.4655686028,2.109015744,2.252366291,0.03114083057,-2.509024326,0.6778489225,0.8885909502,-0.2353345989,0.7920684609,1.531617455,0.8067766634,-0.09975365862,0.509218825,1.360032485,1.604197688,0.905672685,1.231287502,0.5390281263,1.361162445
3.708230975,-0.3769687496,0.1425752212,-1.009217121,0.9820684532,0.09525948281,-0.577763269,-0.2353345989,0.6470249942,-0.127444761,1.384002799,-0.09975365862,2.514650782,-0.7014241612,-0.895235956,0.4355871744,0.5665711679,-1.15624381,-0.002898014533
-0.4655686028,-0.7594279025,-0.64859643,0.03114083057,0.09859718524,0.4836524426,-0.577763269,-0.8358688754,-0.2957575393,-0.7495930921,-0.3476756076,-0.8420115639,-0.1592584938,0.3293041618,-0.06209140798,-0.3240718783,-0.250796484,-0.3086078418,-0.890463934
-0.4655686028,0.1967199797,0.4062991049,0.03114083057,0.3794554639,1.648831322,-0.577763269,0.3651996776,0.3569380608,0.4947035702,-0.924901743,0.6425042467,-0.8277358126,-0.7014241612,-0.895235956,0.2231219706,0.2583871676,-0.3086078418,0.4156360829
-0.4655686028,0.3879495561,0.6700229886,0.03114083057,-0.5985380213,0.4836524426,0.8885909502,0.06493253936,0.2118945941,0.4947035702,0.2295505279,-0.09975365862,-0.1592584938,0.3293041618,0.77105314,0.1474328331,0.1871832579,0.5390281263,0.1330478305
-0.4655686028,-0.7594279025,-0.64859643,1.071498783,-0.2962835961,-1.069919397,-0.577763269,-0.2353345989,-0.440801006,-0.7495930921,0.8067766634,-0.4708826113,0.509218825,1.360032485,0.77105314,-0.5130377572,-0.445020043,0.5390281263,-0.7402145463
-0.4655686028,0.005490403233,0.4062991049,-1.009217121,-0.5373287918,-0.09893699709,2.354945169,0.6654668158,-0.5858444727,0.2873207931,-0.3476756076,0.6425042467,-0.8277358126,-0.7014241612,0.77105314,-0.663850238,-0.7314961298,0.5390281263,0.3596656984
-0.4655686028,0.770408709,1.197470756,-1.009217121,-1.353361572,0.4836524426,2.354945169,0.9657339541,-0.005670605906,0.9094691242,-0.3476756076,0.6425042467,-0.8277358126,-0.7014241612,0.77105314,-0.0177838285,-0.07180997559,0.5390281263,0.8735982067
-0.4655686028,-0.3769687496,-0.3848725463,1.071498783,-0.06336351932,-0.293133477,-0.577763269,-0.5356017371,-0.07819233925,-0.542210315,0.8067766634,-0.4708826113,0.509218825,1.360032485,0.77105314,-0.1357660928,-0.1012707153,0.5390281263,-0.7638464864
-0.4655686028,-0.1857391732,-0.3848725463,0.03114083057,0.2971209251,-0.4873299569,-0.577763269,-0.2353345989,-0.3682792726,-0.127444761,-0.3476756076,-0.09975365862,-0.1592584938,0.3293041618,-0.06209140798,-0.3903216803,-0.4507949829,-0.3086078418,-0.2813817721
2.873471059,-1.141887055,-0.9123203137,-1.009217121,0.8672334386,-1.069919397,-0.577763269,-0.5356017371,-0.3682792726,-0.9569758691,0.8067766634,-0.4708826113,1.846173463,-0.7014241612,-0.895235956,-0.4983931138,-0.420833667,-1.15624381,-0.7939461154
-0.4655686028,0.1967199797,0.4062991049,0.03114083057,0.420351896,-0.293133477,0.8885909502,-0.5356017371,-0.3682792726,0.2873207931,-0.3476756076,-0.4708826113,-0.8277358126,-0.7014241612,-0.06209140798,-0.4096718467,-0.4875934369,0.5390281263,0.1280726852
-0.4655686028,-0.5681983261,-0.64859643,0.03114083057,-0.06038430903,0.09525948281,-0.577763269,-0.2353345989,-0.5858444727,-0.334827538,-0.924901743,-0.09975365862,-0.8277358126,-0.7014241612,-0.895235956,-0.6779243721,-0.6775804122,-0.3086078418,-0.4191932966
-0.4655686028,3.256393203,2.516090175,3.152214686,0.06393001102,2.231420762,0.8885909502,4.268672475,3.983024728,3.398062449,1.961228934,4.353793773,-0.1592584938,0.3293041618,0.77105314,3.590786449,3.835248179,3.081936031,3.622490357
2.873471059,1.152867862,2.252366291,-1.009217121,0.4173726857,0.2894559627,-0.577763269,0.9657339541,2.097459661,1.531617455,3.115681205,1.384762152,4.520082738,3.421489131,2.437342236,1.822405676,1.969368771,-1.15624381,1.267754092
-0.4655686028,0.005490403233,0.4062991049,0.03114083057,0.6511052744,-0.293133477,2.354945169,-0.5356017371,0.3569380608,0.07993801607,1.384002799,-0.4708826113,0.509218825,1.360032485,2.437342236,0.1522609448,0.2077312997,1.386664094,-0.2082471363
2.873471059,-0.1857391732,-0.1211486625,-1.009217121,0.9279009935,-0.293133477,-0.577763269,-0.5356017371,0.4294597942,-0.334827538,0.8067766634,-0.4708826113,1.846173463,-0.7014241612,-0.895235956,0.3407883331,0.3777074368,-1.15624381,-0.2545159875
-0.4655686028,0.005490403233,0.1425752212,0.03114083057,-0.4996824073,-0.8757229167,0.8885909502,-0.2353345989,-0.658366206,-0.334827538,0.2295505279,-0.09975365862,-0.1592584938,0.3293041618,0.77105314,-0.4946824459,-0.5801756125,0.5390281263,-0.4842433212
0.3691913127,-0.7594279025,-1.176044197,0.03114083057,0.09561797495,-0.09893699709,-0.577763269,-0.2353345989,-0.3682792726,-0.9569758691,-0.3476756076,-0.8420115639,-0.1592584938,-0.7014241612,-0.895235956,-0.2864371249,-0.2490383628,-0.3086078418,-0.8257870453
-0.4655686028,0.9616382854,0.6700229886,1.071498783,-0.6405178026,-0.6815264368,-0.577763269,0.3651996776,0.2118945941,0.7020863472,0.8067766634,0.6425042467,0.509218825,1.360032485,0.77105314,0.2407606091,0.2969315337,0.5390281263,0.8184984726
2.873471059,-0.7594279025,-0.3848725463,-1.009217121,1.077403182,-0.6815264368,-0.577763269,-0.8358688754,0.1393728608,-0.542210315,0.8067766634,-0.8420115639,1.846173463,-0.7014241612,-0.895235956,-0.03615328466,0.07323502575,-1.15624381,-0.5061339605
-0.4655686028,0.3879495561,-0.1211486625,-1.009217121,-0.6730182784,0.09525948281,0.8885909502,0.6654668158,-0.005670605906,0.7020863472,0.2295505279,0.6425042467,0.509218825,1.360032485,1.604197688,-0.1496704886,-0.1536114494,-0.3086078418,0.6112836714
-0.4655686028,0.1967199797,0.6700229886,0.03114083057,2.285066697,2.619813722,2.354945169,-0.8358688754,1.589807528,0.2873207931,1.384002799,-0.8420115639,0.509218825,1.360032485,2.437342236,1.275499439,1.505798598,1.386664094,-0.1327493066
-0.4655686028,-1.141887055,-0.9123203137,-1.009217121,0.3171628852,-0.8757229167,0.8885909502,-0.8358688754,-1.020974873,-0.9569758691,-0.3476756076,-0.8420115639,-0.1592584938,0.3293041618,0.77105314,-1.092915659,-1.084048273,-0.3086078418,-1.05725568
-0.4655686028,0.770408709,0.6700229886,0.03114083057,-1.124774892,-0.293133477,0.8885909502,0.9657339541,0.3569380608,0.9094691242,0.8067766634,-0.4708826113,0.509218825,1.360032485,1.604197688,0.3077648036,0.3112895237,0.5390281263,0.8073043957
-0.4655686028,-0.3769687496,-0.3848725463,-1.009217121,-0.7583320275,-0.4873299569,-0.577763269,0.3651996776,-1.166018339,-0.127444761,-1.502127878,0.6425042467,-0.8277358126,-0.7014241612,-0.895235956,-1.149966588,-1.302543672,-1.15624381,0.1732221287
0.3691913127,-0.7594279025,-0.9123203137,1.071498783,-0.09315562216,0.09525948281,-0.577763269,0.06493253936,-0.1507140726,-0.7495930921,0.2295505279,-0.09975365862,-0.1592584938,-0.7014241612,-0.895235956,-0.2345584991,-0.1334296828,0.5390281263,-0.5723033928
-0.4655686028,0.1967199797,0.1425752212,-1.009217121,-0.2364285531,-0.4873299569,0.8885909502,-0.2353345989,-0.5133227393,0.4947035702,-0.3476756076,-0.09975365862,-0.1592584938,0.3293041618,0.77105314,-0.5979351976,-0.6762740304,-0.3086078418,0.3973524239
-0.4655686028,-0.7594279025,-0.3848725463,1.071498783,0.4011224478,-0.4873299569,-0.577763269,-0.2353345989,-0.658366206,-0.542210315,-0.3476756076,-0.4708826113,-0.8277358126,-0.7014241612,-0.895235956,-0.7772118485,-0.7750828853,0.5390281263,-0.4923279323
-0.4655686028,2.30024532,2.252366291,0.03114083057,-1.657511859,0.6778489225,0.8885909502,0.06493253936,1.372242328,2.153765786,1.384002799,0.271375294,1.177696144,2.390760808,2.437342236,1.288173232,1.512843292,0.5390281263,1.516884493
-0.4655686028,1.917786168,0.1425752212,0.03114083057,-0.1121142331,-0.293133477,0.8885909502,1.266001092,0.5745032609,0.9094691242,0.2295505279,0.6425042467,-0.1592584938,0.3293041618,0.77105314,0.6091351576,0.3037930902,0.5390281263,1.059295505
-0.4655686028,0.770408709,0.9337468724,1.071498783,-0.1559898754,1.260438362,-0.577763269,1.566268231,0.6470249942,1.116851901,-0.3476756076,2.127020057,-0.8277358126,-0.7014241612,-0.895235956,0.472797582,0.4755761852,0.5390281263,1.302828867
-0.4655686028,0.770408709,0.9337468724,0.03114083057,0.08261778462,0.8720454024,2.354945169,1.266001092,0.6470249942,1.116851901,0.2295505279,1.013633199,-0.8277358126,-0.7014241612,0.77105314,0.3925773748,0.4559560407,1.386664094,1.320490632
-0.4655686028,0.005490403233,-0.9123203137,1.071498783,1.17788382,-0.6815264368,-0.577763269,-0.8358688754,-0.07819233925,-0.9569758691,0.2295505279,-0.8420115639,-0.1592584938,0.3293041618,-0.06209140798,-0.03718585933,-0.1310366845,0.5390281263,-1.063847747
0.3691913127,1.917786168,1.197470756,0.03114083057,-0.07284282477,0.2894559627,2.354945169,0.9657339541,1.372242328,1.531617455,1.384002799,1.013633199,0.509218825,0.3293041618,1.604197688,1.227105163,1.114738716,1.386664094,1.404073073
3.708230975,-0.3769687496,-0.1211486625,0.03114083057,0.2310366242,-0.293133477,-0.577763269,-0.2353345989,0.6470249942,-0.334827538,3.115681205,-0.09975365862,3.851605419,1.360032485,0.77105314,0.5156565031,0.6713014728,-0.3086078418,-0.4847408357
-0.4655686028,1.152867862,1.46119464,1.071498783,-0.1819902561,0.4836524426,0.8885909502,0.6654668158,1.372242328,1.324234678,0.8067766634,0.6425042467,-0.1592584938,0.3293041618,0.77105314,1.133004135,1.441798101,1.386664094,1.190514962
-0.4655686028,-0.9506574789,-0.64859643,0.03114083057,0.5847501362,-0.6815264368,-0.577763269,-0.5356017371,-0.658366206,-0.7495930921,-0.3476756076,-0.4708826113,-0.1592584938,0.3293041618,-0.06209140798,-0.7533919069,-0.736733866,-0.3086078418,-0.7766574856
-0.4655686028,-0.5681983261,-0.1211486625,0.03114083057,-0.1451563835,-0.4873299569,-0.577763269,0.3651996776,-0.8034096727,-0.334827538,-0.924901743,0.271375294,-0.8277358126,-0.7014241612,-0.895235956,-0.8620338496,-0.9147680587,-0.3086078418,-0.1038934639
