PC1,PC2,PC3,PC4,PC5,PC6,PC7
0.8539840382904427,-0.7047182738255824,-1.5785347097161815,0.9929369392774727,-1.3495968026985148,0.5260210693951776,0.454881662592724
0.9089142052482042,-1.047851236435393,1.349376170439116,-1.6268132778424422,-0.2763373488946813,-0.2263134026342313,0.156703922121356
4.193659204728188,-6.260905494824296,-1.7432729109318645,-0.02292076945539085,0.19413919438455793,-0.8280675619428318,-0.50161958528761
-2.2460498704347485,-2.6896056347264716,-0.6908337715083984,0.26528538881017955,-0.06734964027596249,-0.334291493279042,0.3518545638750623
-1.9596414602351193,-0.22364741023448118,-0.22055472730766226,-0.7370416253915825,0.20278357511896217,-0.5802624631697332,-0.04930333902471122
-1.9523062227949775,0.6303652217040498,0.17999307121525496,0.0013497837926671988,-0.7818138378500332,-0.1191735710145378,0.7300536760680288
-0.7646538249657623,1.0433621295017386,-3.2527897958373115,-1.481848086183363,1.5972113226505387,-0.5153148543791018,-0.2632574126519767
-1.9761573058181185,-0.8243240851554027,-0.9008702719540636,0.7659313655888335,-0.8347270922341071,0.518258268938353,0.0976695265327839
-2.1474372366982686,0.396118343191944,0.13168985419507692,0.22374509690214567,-0.8388709181563552,-0.1716310999941121,0.45028542677875827
-1.7154549593167847,2.1208211427108177,-2.817342113281688,-0.4159359977040932,0.5562166448321997,-0.20104166673439974,0.29405459495116615
0.09289644059588734,2.2795588410721828,0.6214571074344725,0.19727194113762989,-1.5821405078284687,0.06595241488336594,-0.034278309865945364
0.8862602034594006,-0.4867680457164297,1.804620436634267,0.34458784320892927,0.6386370482412764,-0.8265583000064147,-1.3352517485521964
10.627429911182528,0.7527888236240659,5.7959779205985615,-2.256635593222649,1.9096850037684714,-3.207525697421494,-0.04116425318736963
-0.30047096731073275,1.583495568610749,1.5497562323295169,2.4876584605543974,1.1276123315579532,-0.14356111006774427,-0.16310948241338966
2.640289563907925,-0.501941678257238,-1.0247713485535899,2.524818902650169,-0.33506038279187056,1.1347079380000844,-0.7479724301464125
-4.630523929271247,-1.2735224705650083,-0.30932436611708214,0.49427803256432346,-0.24546536997723062,0.10284883136617062,0.14512681374332798
-2.9184060500602262,-0.8221097187961702,-0.9745783471250615,1.1600733317970662,-0.875722251191773,0.05677028879892989,-0.12449804977896499
1.188522537271912,1.169407392378568,3.03451708582518,0.787465637816628,1.5410661157756353,0.360645889931676,-0.7851214026903129
1.7367817581179943,-5.584228799592587,-1.6791992439413883,0.7892990774583292,0.007670980494342676,-1.5801122188960248,-1.368801819980872
