,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
LC50DM,0.0954422060369888,-0.19793111988249895,-0.00171912660106638,-0.008371493357122435,0.14884753000421072,0.048384391149321415,0.020034733378893794,-0.041575669001264214,-0.05979817241667128,0.1259450093102635,-0.1169214670527743,0.22943519598903417,-0.012628826595430215,-0.020613560182043314,-0.019222712710486076,-0.11055085857044443,-0.1477260090583849,-0.061607542095472846,0.04112268392245884,-0.0014673724202629718,-0.05135841095983315,-0.05229592055703496,-0.0386455248744933,-0.008564859300280447,0.15376030386446657,-0.053881252055735684,-0.1301493676328002,0.03500575496177053,0.023673015099110725,-0.1316221915654604,0.0715259843103951,-0.1220371591570941,0.17954405471899793,0.08504434791509094,-0.04755941723052505
NR-AR,0.013875106247690146,-0.022965417491395326,-0.08893667018114614,0.022021900823454944,-0.16063078884487836,0.014865516081609754,-0.09799113671291727,-0.11247426661295243,-0.1256992287472324,-0.0342781532773413,-0.10012638174939588,0.10115843830392045,-0.09095544487538482,0.4153120054723608,0.3149443790317863,0.23416562276427316,-0.01645604884787637,-0.08516916980381559,-0.039971238902690255,0.06821659177868229,0.062359476365868305,0.06889619666405773,-0.017958165473193413,0.15368758947899205,0.11897505493930988,0.21350312962441415,0.10171816619276555,-0.14851138494778127,-0.05981430323550843,-0.10604249345939584,-0.19491418948991762,-0.0210384626029367,0.16682514680792745,-0.22747082043132946,-0.11974167016097478
NR-AR-LBD,0.013413566625168951,-0.06104179484069883,-0.19855540382273698,-0.042435841745686924,-0.03331349386893031,-0.1649247305523719,-0.0164144292805998,-0.12764057403313642,-0.06308928460652201,-0.15915388951172704,-0.007802285970970662,0.06106366907922316,0.08407831222516622,0.12048501627293946,0.10562061947007403,-0.1976069797983432,0.16322520146370298,0.17693756346828718,-0.20011399305956784,0.09766829867244689,-0.17396343827468358,-0.17211939191368533,-0.08409264652608485,0.02204017319619425,-0.07568384426244953,-0.24342126695661986,-0.09314767904032412,-0.03901682048580221,-0.104358365775105,0.10765022331422154,-0.028937189728512863,-0.28109265531589744,-0.06298850816354368,0.1239792894486155,0.06426018004142177
NR-AhR,0.033518035879475,-0.039606937019316765,-0.12443890633560849,0.188864398745284,0.025583319852980527,0.09841967507689976,-0.15511832919509966,-0.19499371639973545,0.024384345542105428,0.020300205022777663,0.04100898332720934,-0.10566644122704512,-0.12408193459454932,-0.06598799411514596,-0.15665880387452,-0.060029925480039846,-0.12300225333220566,0.0256408932019205,0.09885414845292029,-0.029598286599895197,0.14385912791307076,-0.042442943885558526,0.06518694454514234,0.20085725463709747,-0.27327458602378735,0.20018830999014903,0.1372943569229063,-0.1024643012388008,-0.12863458280556408,0.09740512384255959,0.4153266533165777,0.0876297210947811,0.07496195479733359,-0.10997337814132162,-0.041249745419866674
NR-Aromatase,0.011298856236056934,0.0037416730049487225,-0.11147726275876822,0.10334953791155461,0.05022652013842048,0.06928937388220487,-0.12210375589529261,-0.20886967768000678,0.0013541276606797742,-0.13171094500326636,0.02767272888179652,-0.1663904953912506,-0.10951044242858066,-0.1958084563843371,0.0007051386534415011,-0.2735612053029683,0.14713524113388884,0.02509291988819498,-0.12169200286913373,0.19290692377803464,-0.18858112239970568,0.06545025323333639,-0.13484671884010235,0.31613976688682166,0.3100840742388534,0.05413919731758857,0.002737060026037963,0.09710570043690595,0.003740112564846465,-0.17508354322208503,0.21610052795637577,0.10062030002223346,-0.07331248517030609,-0.022973076283515248,0.09208529447102409
NR-ER,0.038111893124745784,-0.08946709423218467,-0.10980732036361052,0.07344357280253981,-0.22914665000339796,-0.1077887614144788,0.002723393799668581,0.03458204244123324,0.1055314431050005,0.12660683239592674,0.3038757502986513,0.00786936969750716,-0.04738960276644193,-0.15076041585053093,-0.005133916929602669,0.049859354792330154,0.0275163115507806,-0.028166536801949353,-0.09342023296567759,-0.13061106344647966,0.0475168417686957,0.025315540953691144,-0.06928925080288845,-0.1672160332470631,0.10637302684173196,0.010880032455193367,0.15649961840938242,0.028789753108732413,0.14424176846555517,-0.012663304838642895,0.08115946463129181,-0.13256713024409333,0.0793764152942914,0.1525299549378554,-0.13593833312839076
NR-ER-LBD,0.04795616912337923,-0.00642753785095727,-0.061848783644229965,0.05275426352997495,-0.1615510138005887,0.04288771219344306,-0.1571661539638532,-0.11498363873613103,0.05227714663015199,0.029694646180935928,0.04244470760015697,0.2068165010000115,-0.18737586228990735,0.24796027731023842,0.06565656393737718,0.40165180138795253,0.08535944546559167,-0.024944551813157245,0.08773562796764772,0.056955142076021696,-0.11997313011756287,-0.08463391817669219,0.19740834990010517,-0.02001568991595149,0.12305524790029425,0.22875078606658317,-0.09722885774366974,0.1766419786167186,-0.023669087508845308,0.022303611641310353,0.20489435778222875,-0.06180477681711665,-0.08551676899250507,0.21507765723171612,0.061109748349042634
NR-PPAR-gamma,0.0631314245547102,-0.01920511413980959,-0.11633405790802386,0.15052854941601823,0.08123232015683968,0.13544766671718203,-0.08409833319085895,-0.04065959443212118,0.16313054988063996,0.1424876490136781,0.04151733620071504,0.040153411234850264,-0.17406392297441264,0.04500468048850344,-0.06678623972032346,0.10178783289998629,0.17384303082496835,0.2884070026149555,0.09035598829580614,-0.0049390643430628905,-0.04998205275804343,-0.041833654362499015,0.22459617156522624,0.07881988297939188,0.09076512398576352,-0.2798351178657005,-0.03967315845427237,0.16214367362412552,-0.21091054256620553,0.11338232115181132,-0.21457747612118735,0.06967412259100383,0.04234579489451007,0.10981037995893866,0.005338947529204968
SR-ARE,0.11045442624618954,-0.044953511810061,-0.19154159827631143,0.09961382977780925,0.08396772782455583,0.04630179251379045,-0.08997967847832015,0.12979535643677118,-0.04091820163211594,-0.07525226826075912,0.06264010610747019,-0.138963886073179,-0.09151564281613528,-0.07205136940073822,0.1094538806702994,-0.13039752228052806,-0.13158343500675534,0.03645756356878536,0.10709124769366624,0.13526842077919277,-0.07875819289714672,0.09821399971353509,0.1277204215732321,-0.20653874784466036,-0.008539815099278633,-0.06797621081139937,0.10378612345954158,-0.06689846636339986,0.07636043032668734,-0.1686970461166149,0.028807640527534747,-0.15465260684311727,-0.03511226562929315,0.07405043099269118,-0.12373414301602459
SR-ATAD5,0.043159260392148166,0.026575780959991042,-0.1692887927296407,-0.0018457436431929884,0.1462294514116283,-0.13711139349196044,-0.05753370895618252,0.22752968972054585,0.019989010521648507,0.16260489901491437,-0.025886669224572872,0.05945958274294675,-0.01036272365817725,0.09603275434245763,-0.14613033883198737,0.0029361908657548168,-0.0023307464894985978,-0.024269669494846602,-0.17229088280595356,0.2756769173925994,-0.15564860756074572,0.043735515940766176,0.03685799251541212,0.04530082219577369,-0.09438957861006875,0.15454405307234662,0.16350061591679388,-0.06825048252200368,-0.10086359514438036,0.02885350152173576,-0.033846493663350616,0.11208832451099122,-0.11087933618279316,0.22680144109706607,-0.22341564424351457
SR-HSE,-0.0010121159599259567,0.04440567661571445,-0.17864887016183575,0.07670886713744889,0.10646345250247778,-0.07779646269784006,-0.22712381838975768,-0.1395056475381345,0.18103010315796803,-0.09109831845993037,0.19077625899882267,-0.18865731837643546,0.0828555031500481,-0.035869399633859184,0.08033096226621735,-0.008259893797630393,0.0682839580135375,-0.002348504937138174,-0.09854664573146982,-0.05466638861202183,-0.03352270602426333,-0.15711058102995643,0.0359477304579565,0.025895600084633014,-0.02902448434406623,0.07953323029097979,-0.011260285058561574,-0.012175177869705109,0.007554778063639828,-0.11815117905975049,-0.15739479024820435,-0.06318224057722742,-0.05386338590746742,-0.09029631332039278,-0.08445710761739628
SR-MMP,0.051306878430583555,-0.16023730368424582,-0.07484012470537817,0.03853342323422009,0.19838691516020218,0.004990868758271474,-0.007997826832629661,-0.15018604252847714,-0.017220985564848725,0.07062131575492156,0.012237817149540347,-0.23140907820750573,-0.03480232511279966,0.17639511114531833,0.055721665611552805,0.1546981109200014,-0.10466985220145626,0.06948779683125725,-0.17210153331879505,-0.09718658752389572,-0.043583544867870014,0.18969628743867625,-0.17449196265013334,-0.04388474549208224,-0.061597430077183726,-0.038447399150094264,-0.11039285670795254,-0.03758500826769985,0.1548505426559535,-0.017019591778269255,0.03339738506616891,-0.04892879292267566,0.10269188561574398,0.0034538258865639167,0.002321133526292894
SR-p53,0.054618007549828415,-0.032059671073942884,-0.1738061467258158,0.026092095261513404,0.2479740997843889,-0.12672243310965361,-0.11366319753316319,0.07113528340328207,0.02944922740263511,0.15055288486996918,0.021840048117159734,-0.07075716238882471,-0.053545080815348006,-0.058672187408193174,0.03214778301035907,0.07236811979714829,0.001815322859812338,-0.019787765826099472,-0.18499359723662648,-0.03863843707092448,-0.1131332357008561,-0.03123980747561228,0.060386806600844355,-0.11085716523871303,-0.13544259972260903,0.18124619462838032,-0.330599091200427,-0.1658252691077751,0.05595980379937843,-0.08785760491258772,-0.037125455029779195,0.09133201754934595,0.11311528696127551,0.20628763494860017,0.0564710908654566
MW,0.19425564783691382,-0.12116752678236305,0.1368009649785885,0.04983771922106645,-0.041579422980436515,-0.03055960010113549,-0.02679095976234943,0.00473731545122093,-0.04107657873319383,-0.0038645343566415867,0.010051514365251835,-0.02922637492307302,-0.01696908259871054,0.008171033900885822,0.019736729305509855,-0.03439898660808311,0.042020482970214615,-0.016482962618508578,-0.024810658694637812,-0.03664586976516242,0.010390994042665094,-0.02728920062671377,0.01044154990094336,-0.019176373623548775,0.0433274436927727,0.012420071867247256,0.0397472297003066,-0.02991166940114145,0.038535229181293616,0.0036683037765903896,-0.04958957853588658,-0.009060950299065418,0.0048434623230395185,-0.007249954726121581,-0.03636485719344566
Vol,0.16770054441609455,-0.149523427984839,0.15819412795819793,0.07324205910713155,-0.049981174082580196,-0.07712008209550085,-0.04952297270738771,-0.028995302363122227,-0.0658224717187012,-0.005393235331977495,0.05170983630188975,-0.01407999766629906,-0.011268069340429582,0.01990009525441283,-0.01831209046485358,-0.0368980780308664,0.02901080409922594,-0.0127039497927257,-0.02309877035378293,-0.032571229185960435,0.011810798679378925,-0.027219336477587303,0.03851609230091482,-0.03924603290989619,0.02324146288230759,-0.0030117459973640313,0.024392035601317724,-0.02939009415279281,0.015915807544266147,0.029211885188333005,-0.04466901077762464,0.013773262225483631,-0.019851726028304928,-0.025362492964836343,-0.07453836073180672
Dense,0.16006711177014055,0.08766738675176071,-0.022828416137748334,-0.07645647536278283,0.04596015402801,0.17579215051343702,0.06328698744940718,0.14224439190844124,0.08786764858106037,-0.00036023502965724306,-0.15244544684990802,-0.04631148028471688,-0.01540633875835966,-0.06608750164630989,0.14178309722457116,0.016107244036020155,0.061233891688418245,0.044529730815573536,0.013735744776529724,-0.04504405175345237,-0.03125135665281932,-0.0015174344149306764,-0.08881835316005347,0.10358571196891801,0.049926913858601006,0.09272847581646311,0.0474295628397487,-0.032149716437019527,0.10720550906573605,-0.10809873909237838,-0.011865201886936003,-0.07415072807068213,0.08786442227006733,0.11024864963562271,0.14367690373181863
nHA,0.21657361648934306,-0.01227192646003493,0.08516052139896818,-0.03174061437209147,-0.07704723830059272,0.014078237939349508,0.010135342932114117,0.018804009814266227,-0.003807879288658966,0.06405534646600522,0.03553116158143579,-0.06604977758814569,0.012206227939433276,0.0033002618317230646,0.026110048411271576,-0.012873746038020635,-0.03501751810890077,-0.0016790713983069958,-0.022185061208468616,-0.009922147325935854,-0.011041081380455967,-0.0036547971335299306,-0.010488727728557622,0.06656054399753322,0.02791403173204685,-0.06606765806748897,-0.034085726228304816,-0.13575470886371258,0.10187354441793631,-0.012073733324735016,0.07072638670710167,-0.011593272259524905,-0.0016882614335560348,-0.04348848026819333,0.056901157315617255
nHD,0.13900341172101566,0.10256012263008868,0.012492774605345269,0.0336783514128214,-0.06623012363207849,-0.1400889051503698,-0.01857182643077781,-0.12347826820482641,0.05014768651614061,0.2753982889568027,-0.08021494243167587,-0.08804706059089357,0.08565958050816348,0.052292950814789546,-0.0600029696299842,0.007845085863251805,0.2062420965401852,-0.09159972696181552,0.10201020736416931,-0.053876453702854155,-0.051127708904294515,0.1214516132265098,-0.0085539453122901,0.059382660732040585,0.0868069744903075,-0.023887771517089457,0.002810157437316496,-0.08676635312758751,0.024300515024969715,-0.02589534383341023,0.05647149911743745,-0.02127628287805048,-0.06822664514305632,-0.08042030165307634,-0.136225073681388
TPSA,0.21519989019053237,0.02463643689709803,0.0650682871374019,-0.016753818271655545,-0.06900277669828966,-0.020254165795931325,0.019403503105822447,-0.017712561588980585,0.022334741335835837,0.12779847778054804,-0.005658836311674284,-0.09788756948325435,0.03636770016166523,0.0465068152866368,0.020661828004010556,-0.008277953207945648,0.02495398471980798,0.004742460201957022,0.03337861440953881,-0.024706929256891316,-0.02952387812056645,-0.0026333625276199696,-0.008432963233534834,0.09135246201949818,0.024250966190828713,-0.04513375183843764,-0.04559632435596808,-0.06160868774338286,0.09714249541116618,-0.03678849081033192,0.055246337462894486,-0.025235155162791904,0.022797324983259745,-0.07234518552203476,-0.024196952490651277
nRot,0.1767523260826448,-0.07591488349239896,0.14009447427189237,-0.05668133044810447,-0.09193826495147081,-0.04724595631144954,-0.109959619032031,-0.05337780440095315,0.08669327035283539,0.0936586003992361,0.022842402379551197,0.07303305697531161,0.01856290299203163,0.053407443646886744,0.026771809243413575,-0.09741473107093714,-0.04998399541041188,0.02186596628987136,-0.08249442392833142,-0.1265778863634462,0.0396002054621485,-0.06810782235058023,0.028065095295730563,0.06044466330460305,-0.005745413548354032,-0.05231581335685492,0.056848956766062046,-0.05401008307146095,0.07632743144007957,0.058908918970546384,-0.014356451733470138,0.09791014246791213,-0.04311319346453011,0.07501660620829291,-0.04286791455441746
nRing,0.1273169866766381,-0.16990887752752093,0.07020898639780636,0.1595491607096026,-0.01905232386853641,-0.008713261041564196,0.01673035205576088,0.021055335040618094,-0.2181464313264497,-0.13601477057430028,0.06138195869221369,-0.03169513552601373,0.045247710882973205,-0.07285571038205141,-0.0021140133607723804,0.11338844887264649,-0.0028454995341735084,0.017056334194171578,-0.015583841720329901,0.0700891015847334,-0.006706096527174681,-0.00068260569856376,0.04688376332275231,-0.03950317786444075,-0.005822577408590553,-0.07404645124757801,-0.00907055732572598,-0.036845244166269,-0.09946232731799584,-0.06615853246501803,0.0029137155258028846,-0.010654341963458727,-0.04736283301033627,0.005112341615029277,0.0902879767947597
MaxRing,0.10605132859666526,-0.05627812569993603,-0.057496581672667316,0.1825199979748713,0.09422880896858178,0.0717418594592774,-0.1476036583935644,-0.035833727988032374,-0.04082178368653212,-0.16100396220483718,-0.001571465509539283,0.11785577661132815,0.20584720919258978,-0.04761255124408411,-0.13299087087821038,0.049488464072374574,-0.14789694802931358,-0.08506237848145887,0.07590040355548729,0.0929643978853645,0.15074142912735333,-0.01237166248712749,0.03217859434859224,-0.03845443161258614,-0.1724567479277629,0.04289264221534472,0.08097578168082842,-0.07727519040776393,-0.01397921630795112,0.21633934083962092,-0.039176363239305144,-0.08167842400786153,0.28484265963842753,0.08687361593626516,0.12504994536787534
nHet,0.2207791899977422,-0.0235291802958926,0.07646412983389267,-0.02733346369031028,-0.04640918113346934,0.04811582765917595,0.01135987914099294,0.043273730078582665,0.012011017012697049,0.035126237782100916,-0.023031420031440555,-0.053524666547016826,-0.015204148864345454,-8.548054188319668e-05,0.05498828397593481,-0.023167903455488137,-0.0018696861023972124,-0.02402452065216204,-0.026354048291618665,-0.024571434367651787,0.004221059687677199,-0.006249582267182899,-0.027457462268650715,0.045324944487567714,0.0577143960685791,-0.028357404262540464,0.019938286864258383,-0.0859102198604628,0.09447357282429217,-0.02790959411579965,0.015436282993207734,-0.039958087342319246,0.010585483954323585,-0.0034012234235596874,0.047018525882428
nRig,0.16382189178474393,-0.14582594886855427,0.059882727848442535,0.14902995727450777,-0.029888221911211255,-0.024330597993333966,0.02086356175037405,0.027252824451818595,-0.1807232578379636,-0.07096462913473647,0.06948266563977516,-0.06263045580932732,0.030932052747942553,0.0029572952036870034,-0.018838764674567566,0.026965295788053907,-0.05055485692894754,0.0186763370798432,0.052111047572602355,0.0675198282098005,-0.03593237894754843,-0.0464487385278318,0.025969113336600073,-0.0723707032653169,0.012615562931026721,-0.03905015455849848,-0.01440691507515074,-0.02311780629998668,-0.004392619536550402,-0.051245056363728565,-0.036520261757614324,0.00948603595127153,-0.040135839501222244,-0.07841212615147783,0.021354976968349766
Flex,0.07177965623428798,0.025289301972586158,0.11508228582037125,-0.20361632888387626,-0.07578693118929035,-0.03620430662746749,-0.14481721302931017,-0.09943761322999504,0.20959804341609903,0.23665280228044613,-0.04578693907498514,0.09803287896313696,-0.0011160434882749593,0.005601732411612766,0.0800122428931288,-0.11419861488751731,-0.07016716059176734,0.03785660223311007,-0.14533992435656706,-0.18374935144212767,0.11069094070047236,-0.05848414739148437,0.03793927567987083,0.06970313550731841,0.015230428593159128,-0.02742568851084618,0.09251064360191208,-0.005058952826762199,0.02918462468100618,0.07005726157112559,0.04204852514356819,0.07647727226396893,-0.06819851959657494,0.18649771491233497,-0.0998273052925107
nStereo,-0.07180083622122126,-0.018266042307387608,0.23917472981262872,0.048526106889697405,0.028628863295983218,0.022395219054549897,0.07715090540700979,-0.12927734484883346,-0.12979443762668094,0.0539235209563573,0.169754093825002,-0.012256398903254116,0.1905616132053775,-0.021453235502832763,-0.10008749694166116,-0.044607946906899475,0.2533255960358892,-0.04987920303017704,-0.14507908692754753,0.02186830229797422,-0.0972903393377806,0.24471643407454724,0.1184546138856043,0.020043518447421936,0.05488580599652703,0.11103304232296758,-0.009848028738176293,0.010842896348821948,-0.1603021327761453,-0.09047670794730706,-0.003959090792099943,-0.06274376464963681,0.07580718727863164,0.03194710432804551,-0.12311465414881154
NonBiodegradable,0.06623254556774448,-0.08046574545627623,0.07353476827149104,-0.04251101676801886,0.018261388237944754,-0.07682508997827879,0.015962615744152933,-0.08897882034192689,0.16745050155091878,-0.27381516079102713,-0.18943637610230232,-0.06295655033128462,-0.13042097385366924,-0.14882355671949374,0.08391628657821337,-0.16959136460861746,0.0779877466346143,0.03400383019442802,-0.12197306650985575,-0.05376507086553334,0.06307666587973765,0.02237361148292028,0.00534865498627788,-0.22370678374637615,0.15933227084072682,0.3967048505042835,-0.022569460430106436,0.05563466658063422,-0.000856528900711806,0.3024310674676681,-0.17276709080740424,-0.06028082548815065,0.17815155258202447,-0.07130401362444973,-0.07919781261517463
NonGenotoxic_Carcinogenicity,0.04645827373852288,-0.06060204003974989,0.04584430687287468,0.06957347172795277,-0.018950580020520875,-0.22367881289194652,0.2709241026619128,-0.05249526558200394,0.20284133205431873,-0.08791609830891596,-0.02266026382187582,-0.08029020909845672,-0.005871223975532245,-0.05697212995873927,0.1330821159675054,0.11249446590151128,-0.09337783935573568,0.03846045935315103,0.12447518381294265,0.2125483558084622,0.09169996863796175,0.06749316941098985,0.04862553768229996,0.011342746122630113,0.09718910001181334,0.02683706957220521,-0.17761490760007825,-0.19170803186478041,-0.025365045066404246,-0.13926339880828123,0.06121567945593547,0.20768803637090738,-0.03989908882096148,0.2147931034622081,-0.08196612329944158
SureChEMBL,0.14661251093941524,0.019394018481027786,-0.10883127905506387,-0.03300730950164208,0.11643287971362143,-0.20958820054614044,0.042980526226991785,0.18877884199714956,-0.10387228453155362,0.08772934347321232,-0.0009608896976995625,0.039997299157013985,-0.04956380576276076,0.056050490703402324,-0.015876600436654547,-0.02299917610988358,-0.10845243052099637,-0.0005811437116553936,0.0017636859976239427,0.06497553164380629,0.009274724436298301,-0.09203519018630146,-0.04004165117507037,0.11343481131063794,0.049289499357898774,0.02725468479498767,0.019784000432966423,0.1179357952728355,0.10163066041552758,-0.004706103992401921,0.03033898825538474,-0.12935882718283592,0.05858909096824473,-0.13059721662285853,0.20201574547557094
LD50_oral,0.0037784961102619867,-0.14701723640694997,-0.159056507080204,-0.05465058524814717,-0.16732000457208998,-0.05987350594353472,0.24255824672469534,-0.0071021013081057575,-0.03452179542730561,0.0912881154788849,0.19074819851389985,-0.04340444713936524,0.14957880471042173,-0.0557218044077002,0.08229364094122421,-0.03572603684606602,-0.009650656582273919,-0.02341931528323847,0.10833572756039164,0.08061930246755632,0.0914265446455739,-0.040216890831288585,-0.01935138630902991,0.05126081206882058,0.14855252960450335,0.01478683663042607,0.004480089390630541,-0.03463144402321644,0.009082255340867797,-0.07783313220145573,0.004781519952743389,0.06428425848231635,0.10824713897120627,0.12397698528695471,-0.04521556698772222
Skin_Sensitization,0.108903373733681,-0.05246524094233209,0.004243737165019331,-0.001709318054125758,-0.1568356246045376,-0.13602331411374766,-0.05939481063067883,-0.05934107226617838,-0.012468828242623322,-0.07535081308421901,-0.08984875635018856,0.310613946357158,0.032917813772149855,-0.11310030900412434,-0.23841430641872122,0.11924845784089219,0.06867056158175869,-0.02283126525963758,-0.23527986467317208,0.0963640584117061,-0.12217275913803062,0.015402299740587424,0.048903353110161446,-0.10971439478463724,-0.20248741468506778,-0.038551309981785555,0.019342113719383575,0.026864864458007134,0.029499641483642924,-0.1396828958682425,0.012267265064021218,0.049058071146984586,-0.14193226568252243,-0.08029283904317933,0.0855925515746302
Acute_Aquatic_Toxicity,0.1352796101242197,0.012725237025375218,-0.16516599751752462,0.025714306140278947,-0.0384231590380665,-0.11604699131174069,-0.19864271848538576,-0.0037340030863525497,0.16993546504589438,-0.12834384925651077,-0.13005966562540852,-0.02297736753632455,0.07225476490646854,-0.11489476922619156,0.005758697685570198,0.10775784117871555,0.04297161192136297,-0.05841817020169218,-0.005767795002043351,-0.006505099511080793,0.07083236471224078,-0.010863986092785282,-0.05978262948439085,0.05843945581317135,0.1619749674461047,-0.15725689125563921,-0.012501760724615417,-0.0044306681840804996,-0.005514779415434327,0.03133073993724937,-0.04218834235881112,0.012749366482614509,-0.0030553230096014225,-0.09322043194664076,0.04022272655327419
Toxicophores,0.14481823432619534,-0.012049932092686134,-0.02086787387720363,-0.027278644324000515,0.13322363644411064,-0.2234006942668601,-0.09844304203574228,-0.001132654644060322,0.17750912537611932,0.010609411873507085,0.17665373118343725,0.08920875294830005,0.0930556768911336,0.03599061145568547,-0.004015359410634342,-0.06489693493505265,-0.0021461802720702285,0.011628492862150362,0.06758294703399279,-0.06528218746386416,-0.07126257069576332,0.006592718312619255,-0.003927493240028179,0.005313228702766064,-0.05474484754362548,-0.04225017644784246,-0.020915315700241077,0.19903733394298453,0.017976515857173046,0.018010922555049512,-0.10638550231801554,-0.029199827549035183,0.029443987530142816,-0.20007817101447856,-0.009229397910332351
Genotoxic_Carcinogenicity_Mutagenicity,0.05878699703234889,-0.03361588310501415,-0.08257053548484464,0.0010818369091736546,-0.04741811277034538,-0.08443261721864784,0.1178598615575297,0.026912049087586737,0.21028405650943263,0.1839959713154148,0.2811038815834044,-0.05141564262428047,0.27485662113131343,-0.11305661381088293,0.2095584513112935,0.11590661907292617,-0.03705364603561401,0.021504280977550444,0.04714312614540525,0.1811876889152585,0.07781321645783026,-0.07869882841279532,-0.09145757421031156,0.026059001651502434,-0.11392935738277649,0.19802336280776867,0.04728234550190609,0.043276135048117385,-0.06860052744959147,0.0775279493476584,-0.05797761042564986,-0.1260888315297999,-0.08854189329765624,-0.12571300056974072,0.1629384951006566
QED,-0.20028984729690716,0.011320798469080838,-0.05968125506545267,0.12690571836136624,-0.016585247844561314,0.012810403936494116,0.04892439528357943,0.04920016576534914,0.011499237212129747,-0.10772993366036382,-0.002706077199281332,0.01059482528152954,0.017840249632579384,-0.06489739726159598,0.096621591079473,0.06972762087897572,0.07224727495784475,-0.10619880359313083,-0.004970212700300888,-0.12046822824799286,-0.10704014932836885,0.004193292623204342,0.05535970762315588,-0.007267344781865276,0.02265816236776997,0.009773095017246644,0.04097596777785964,-0.03769898363955181,-0.03510200061450729,0.02243900258189797,-0.0031256619155024257,-0.003258903161260193,0.05925897170345019,0.027086959690653112,-0.08230930827044348
Synth,0.15556834527312968,0.03125636950506079,0.03695568295812607,-0.0900562396577397,0.21729041996944623,0.011500880321718627,0.12897683417576042,-0.14412416467141792,-0.08105494382176047,-0.06369382898901231,0.09970796866814638,-0.12022867071362521,-0.032680372786481685,0.050891405092823375,-0.026350155023478657,0.03169863706938133,0.05337314114588819,0.013449573390993876,-0.0010382568747649527,0.04661796790199736,0.0722657915467603,0.04948363681507749,0.04543078194240001,-0.05763185936892553,0.03980813175581453,0.008947299163439924,0.05143396143101166,0.05619305666744574,-0.014918775426776873,0.10192246923402865,0.13252425046249128,-0.04066534217405207,-0.09186811661550842,0.012792481738349185,-0.07099283846524587
Fsp3,-0.07834863443802755,0.05231645184114477,0.16146842184126056,-0.19067068671124676,0.05167981715356046,0.018105822123911344,0.025377596462212413,-0.12669291418981204,0.009321453776919867,-0.11778062728836056,0.19314083398131215,0.003853090078096953,-0.2075768146704858,-0.19194483796883122,-0.0894611405070937,0.14027320331747953,0.06370556532704576,-0.03164788305638608,-0.07952729814571213,0.04546922298401797,0.08334699462716222,0.07009975989694622,-0.019102314258481412,0.19000240251816522,0.04495577582551273,0.016827026722005436,0.10854896572423481,-0.06626146636085878,0.011791682771469797,0.005898845929996092,-0.008819326884852041,-0.0871058571874154,0.054282365129450436,0.09628394966296032,-0.005721677518858166
MCE-18,0.12947387926715948,-0.13330669361012207,0.16151466518567217,0.13702441525342965,-0.07282725089496905,-0.06029052652238651,0.032968260920141775,0.10290819721568925,-0.15488202751945426,-0.06609871052395982,0.020392982048650907,-0.05923071346627552,0.08385511518737933,-0.033605747956130236,-0.003087649974008142,0.07940496620464921,0.04988039927911861,0.10838043185235535,0.035567613565485365,-0.00022633267296921604,-0.048542662328935726,0.042885677720713375,0.09519931824722769,-0.034913059686241685,-9.41209008153282e-05,-0.03241557264665807,0.023199840734791574,-0.01230757861035369,-0.09225436453665427,-0.0015286177524084024,0.014844208021853364,-0.03966503817127639,-0.04031474247911534,0.05088785311693958,0.031743284428018784
Natural Product-likeness,-0.13266772256559384,0.06717060021564977,0.026805019957591145,-0.018055122693298307,0.11741490645157858,-0.2626003972412172,-0.011891050712522033,-0.10391731828715871,-0.08481407377231182,0.1160300246563768,0.08328000603498502,-0.10988485199000605,0.08488340027544372,0.07046908414473146,-0.12648965496807005,0.011916026892793408,0.09810598551767902,0.023688217162504105,0.06835910032423262,0.08540435954941526,-0.0787958297171784,-0.03027520969781846,-0.021854380918218508,0.04769914395766313,-0.05647300344959219,0.06168643573676215,0.06834979475664563,0.16473124721044424,0.04017581138299349,0.14485987840116843,0.02602735619587397,-0.03216004489383298,0.24668514752568557,-0.03313688909146853,0.006015018180857479
Alarm_NMR,0.04238561105774981,-0.033543982743246235,0.09642637304940148,0.13841261201419014,0.1572331100485311,0.03747445135963523,0.1193139308344061,-0.0018919112931499076,0.22361037455841562,-0.09239854706033311,0.001896660849222835,-0.15149623405591392,-0.07089681703382127,0.219059158401156,-0.13974106212418394,-0.06437955058241507,-0.0793225288463049,-0.08192255887846449,0.30185374017657673,-0.2306154475761642,-0.15259248774291684,0.018563760668475704,-0.043041046494544294,-0.033708463720280635,-0.009126779529456595,-0.04229088911984747,0.19259584781626315,0.06554209263811403,-0.027285433699300317,-0.011276763281702892,-0.06949208179067061,-0.18994627689094395,-0.06299780354810228,0.28632587816872557,-0.058894730965956384
