,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
CYP2D6-inh,-0.10461136270147146,0.02111694441047077,0.06290637618908923,0.14947428776840635,0.026937401490330037,0.008333921034167132,0.06794472386617323,-0.0575940975880119,0.055149412369261186,0.0038258186569148367,0.09287420545550795,-0.18727992070507338,-0.003750798920945708,0.13889920889188934,-0.16476451428750644,0.07157631246807411,-0.26144121576588697,-0.286896819845385,-0.18619955404273802,-0.046114879097299104,0.004349121158435963,-0.3045481524324994,0.10011168439793611,0.1578176161218719,0.20205947651083467,-0.02395381182296294,-0.01586637151502665,0.1445126666771369,0.05321726732592118,-0.061078392238540676,-0.1267157688315143,0.037612144517791296,-0.17377725687911938,-0.0553875629430323,0.0895885388565636
CYP2D6-sub,-0.1041469290783727,-0.0017995967811643373,-0.12129379064452503,0.10452015398253811,0.05367082537611734,-0.17365548844452353,-0.19084685797808693,-0.041394770516518034,-0.02417230816290239,0.07027629656878331,0.08090744666833105,0.06996997371039759,-0.09906736676345601,-0.10953282691979453,-0.17100499227891228,0.05555485987124903,0.042937696001069586,-0.0431684972898525,0.1362324729539467,-0.1482815459011585,0.07737948154771758,0.23249674630030728,-0.08526868351936402,-0.10285270221962484,0.1940612472438631,-0.1003254471563893,0.015122998148180265,-0.2306870117726345,0.033941861461471864,0.03121580323942716,-0.22079941490520666,0.1403068919807322,-0.02975092859056255,-0.04945504491222439,-0.052703492326651946
CYP3A4-inh,-0.04746340237189928,-0.20675571183882072,0.09937986205896374,-0.1757590575273803,0.09591403087150017,-0.02427744629989343,-0.172224545410489,-0.05622308417569624,0.01127756033898869,0.0340585585094377,-0.055129120367223866,-0.03324175721786482,0.11080549996515571,0.03732534443051977,-0.054702919187319815,0.07197032437700998,0.06503070597240701,-0.027718882859630756,0.14445268270545575,0.034679640024561365,-0.0709117937758171,-0.04383752066225627,-0.062330993461643024,0.09153880832043129,-0.010053030927880069,-0.04149065267359763,-0.1469360629368632,-0.053242245893703716,0.03453502912044273,-0.0040415998893316984,0.04783331438586839,0.057106003107878334,0.0034622658818746904,0.01952498253562574,0.10705930905212938
CYP3A4-sub,-0.010924138007258064,-0.1685125707277012,-0.054269444167512934,-0.12821446307282322,0.0030339609230457033,-0.05237616767709935,-0.26424043976960593,0.11757234486158252,0.0202438988628878,-0.16204068542510353,-0.035140751230059816,-0.05748217453136931,0.1048813692760637,0.054492745241585094,0.05881519258959422,0.04214455253553935,0.07165276166440537,-0.06691998585059514,0.05110305782289867,-0.016635558396175643,0.15113076048618523,0.042241678662968574,0.13383880930340358,-0.14463974003482755,0.0559928863836128,-0.0632603942001279,0.22108213232284338,0.2765863254480849,0.12938075144249206,-0.23793623756328303,0.14018796349456245,-0.019647056136354424,-0.03736687857433511,0.020717854988247172,-0.07888473495139176
CL,-0.1535207566409832,-0.049195611690245555,0.045018957600499614,-0.07359855405061146,0.02012897467998834,-0.06217605991753304,-0.004481856740814706,0.018717136251618086,0.012791208450376623,-0.08508666048271142,0.18104403053084256,0.03827935276672852,-0.16494379867612965,-0.06167138632772026,0.11131836173524914,0.09921527900410848,-0.09639228473306401,-0.25532445652194835,0.0007166928603584144,-0.02897211396368586,-0.12473893567231709,-0.06571721979819056,-0.04325039726588861,0.11926682486461747,-0.2150311787974019,-0.20206808051094288,0.05937367327789371,-0.09934702422539538,0.2958537828928707,0.13718362459274738,-0.005940702425760249,0.05117653069465833,-0.005146211690057061,-0.03593646985357046,-0.08028224547835555
T12,0.006686814334569048,0.15015115941732124,-0.030292526598573576,0.16321199652837215,-0.01276205998157639,-0.1172303911641193,0.02938954242556417,0.03729070675899394,0.01010176904655211,-0.04134854804996891,0.05603397544575732,0.29257287974727164,-0.12671297978337104,0.023655287431020244,0.19968638748784118,-0.21568174062320333,-0.09864282657085989,-0.1629799006052558,-0.03649759576210168,0.15037864950790908,0.07744571814925971,-0.09441519983849037,-0.09966977535935181,0.0016919531595920578,0.07485634313690029,-0.18325308562564485,0.052369733124320805,-0.07051428963434868,-0.18388427758139853,0.1417162854218187,0.16697369784435276,0.13092113709842917,0.009316777113831137,0.06144784195008514,-0.0327651077023734
hERG,0.06653682633865321,-0.04301948992785099,-0.08922650386905423,0.14235244047934573,-0.0774164476414435,-0.09569055549881067,-0.13266723312317424,-0.2348581057864138,-0.1363884268342309,-0.02369833022258547,-0.05623909309225045,0.06535667405146757,-0.03928207782544604,-0.12732851852915766,0.11287813463057145,-0.015191941755147598,-0.20561234323482944,-0.045021289501470545,0.16757996307446238,-0.04927257397659304,0.07726392157317892,0.1307787724785182,-0.2053879983738725,0.18303926898524997,-0.19046148058057794,0.08871206281388763,-0.19095320755410958,0.22407586170114951,-0.006460359955249281,0.0316356233924302,-0.11246598763371408,-0.1135722789040847,-0.23014739702715492,0.1143789516543766,-0.1843570640988078
H-HT,0.08643874120457704,0.029709340473262534,-0.13833450764611,-0.010967080629803908,0.1869966635960923,-0.13599468966356104,0.08038204820227028,0.15953739599929884,-0.11702300627019224,-0.06977389802183015,-0.08918070087373026,0.016828038798526054,-0.03407520768886728,-0.08330338272039473,0.228874645522804,0.1532636274060292,0.20173181649284377,0.11089944910710386,0.15542281445727216,-0.11302100843742147,0.0016808694156080217,0.029101798395757827,0.07231485649284089,0.1453908099455246,0.04071277001750903,-0.12947528875426606,0.0543214521178792,-0.09043020436776394,0.06884375557995578,0.15169054087016187,0.09293299661393478,0.09903041864037465,0.06347093505805863,-0.13939295433690768,-0.18407357778499625
DILI,0.08399432281923296,0.00433812440619628,-0.08105838240884375,0.1767974736244925,0.015417609956107421,0.09257586142455143,0.09638000482018257,0.12104246932939873,0.03033171651019491,-0.17189827708403707,-0.0062715166090015475,0.014245368342121721,0.22402359525112714,0.09150322404857004,0.05430747955493309,0.04864966956279149,0.1339528580006373,-0.052156995014142504,-0.2211053418994668,-0.24700606386933832,-0.04458631203357055,0.06755778218598141,-0.005762852521050105,0.08208318272759879,-0.14199453520527777,0.05741636218629603,-0.043469929419449216,0.22591270098043448,0.17795691804520375,-0.008746804361410329,0.1668970347831487,0.38487568400646355,0.18269866293888426,0.15896048556337983,0.06277590263675338
Ames,-0.005697364180570345,-0.06396011013908623,0.014718528194859892,-0.049490476455391785,0.06700416064440846,0.03808488397715183,-0.023091011865607518,-0.14247818844845442,-0.0029339811217105717,0.02595314749139922,-0.1293958053841167,0.025775591628856474,0.32151349503524146,-0.14108403063376657,-0.06031776211344614,0.3542010294358894,-0.2996686588869497,0.11991997376371859,-0.07549596860000085,-0.033002538274443716,-0.3307734514861308,-0.02424743228842286,-0.2500838717679304,-0.05398820663191964,0.2652716526025064,-0.09515857409179491,0.2398241484436276,-0.01968105342462788,-0.08693587643800005,0.1524921473762316,0.12354191212507193,0.06129878961184324,0.031852459294614874,-0.04100095973806185,-0.10439356391107232
ROA,-0.062275450923109564,-0.03912452033298425,-0.005074867388235306,0.1244074607784278,0.10240930190209681,0.04179112371261058,-0.0018244552037184705,-0.157820659676056,-0.08216483395774594,-0.019479336002695677,-0.018300850355122033,0.06772708712232214,0.1279390356411192,0.04915598990544896,-0.12307760706614074,0.039438161962414287,0.07564020429607063,0.3904341231741595,-0.10901969481402035,0.02671053728247605,0.4810475934479266,-0.2652774789246783,0.047050773438517546,0.05504792191298735,0.03144457365896297,-0.03572983026451177,0.08288029483892757,-0.13775747106721686,0.3115127166077019,-0.12482077596857678,-0.06229182568167894,0.01967541676834933,-0.10231311891719841,0.06732466871656381,-0.08457088536575327
FDAMDD,0.05813450139197177,-0.101226207091913,-0.0798595383000807,-0.07425350929768218,-0.02780248223157131,-0.21985042207156572,0.2061511254215259,-0.1105601994203509,-0.12109821305771813,-0.0739872442327516,0.1212576240852037,0.06933019855281186,-0.009610661801610751,-0.05592640594806557,0.011152346595218646,0.053493822317283196,0.06590453317460766,-0.09920001663390432,0.06773166349736426,-0.17690492141332997,0.19415454109777947,0.128672072314865,-0.06147445641794971,0.2186960592719523,-0.04754591954988562,-0.05474605579429365,0.06027858190453622,0.2137375960478624,-0.15347322776791222,-0.05611448814734765,-0.12002892421653402,0.08900999644025685,0.09960249419031916,0.20466690483898156,0.15450707884285478
SkinSen,0.03548413225049466,-0.032694110087935754,-0.05968539339355174,-0.06903521632245746,-0.09893738154516267,0.2960688649958265,-0.004432078997711947,-0.13090597439975538,0.16407844135825242,-0.18186213848243815,0.11557844044174106,0.0620300035109398,0.09936556684862542,-0.11147725516856812,-0.00891604625746141,0.04154291816327357,0.1022813161031472,-0.11339567035618386,0.15836691267626435,0.19907321008213716,-0.10654332779180575,-0.021526909577402782,-0.04857777078015585,-0.13033421684480107,-0.10591488617031711,-0.04293252201179509,-0.09500724099208491,0.03795649867683416,0.17570349686012965,-0.06230046849239575,-0.1459200955013051,0.18966114318164973,-0.07244553033076483,-0.054741688844385364,-0.20868275728697402
Carcinogenicity,0.11139450105829764,-0.004331740344260595,-0.14200071201920947,-0.05469321203776736,0.03154484125623164,0.23782159363510905,0.1117158385746743,-0.15161530615234511,0.08065112550248889,-0.04587301259198107,0.10918958993718916,0.05934292661208085,0.053488286900210284,-0.04350549317007552,0.06946945415482571,0.033061290198575136,-0.04465050678329525,-0.018003730173052263,0.04310793725819621,0.0579076111647989,-0.03962207130032116,0.011073547596171286,0.3291565573029705,0.07223016154805176,0.10705511627157355,-0.07586606852345182,0.09385056943228941,-0.11540351277484354,0.06543425101854711,0.25777684119900895,0.011189511981440591,-0.07120992912972696,0.017475679243827397,0.014661092174601265,0.20294158957232425
EC,-0.045387945873061816,-0.07891144565022921,-0.1782121894020384,-0.11546529195461817,-0.1637718889621336,0.04279410753331902,0.15548319599106789,0.055747771706386964,-0.04840877428528617,-0.10363432928211612,0.016423525788892154,-0.027610834704986216,0.07269800115881048,0.024033529490204472,-0.12279093410418282,-0.007845832407734635,-0.05949984771141559,0.13526286126707432,0.03316171705664355,-0.17604109623548575,-0.18980001620578613,0.10656553101392666,0.22540355051252242,0.27675604529509,-0.12092963422519415,0.11443155062509136,-0.12918605332493982,-0.18247276794472964,0.09792691378001794,0.08925021616583495,-0.07282249123999318,-0.202018075448026,-0.17365066857721856,-0.05689183096252792,-0.10597383004446682
EI,-0.05503669533617303,-0.03868521327570991,-0.2146260641661609,-0.20047392862451302,-0.20508241517125364,0.05987615048965364,0.061291994365587264,-0.07180721954376511,0.044381351076532724,-0.005180885057487878,-0.13511719775936118,-0.04822431151213164,0.01899975022203259,-0.013891522066682139,-0.12163922475247692,-0.021998667094964692,-0.009278421127915833,-0.04237471426532598,-0.030869230253473746,0.04563178308926839,0.04454258371434133,-0.060458198866326904,0.025808504725595857,0.010702188899465372,-0.03265066278874128,-0.09130104757464455,-0.05694968696009791,0.039191459206733795,-0.031766572920494146,-0.0706988908071567,-0.0031416030028332473,-0.06113072833430794,0.2267888866512119,0.11436245373469221,-0.1671612293183013
Respiratory,0.11036070014115316,0.0206296685532922,-0.08405600744183958,-0.09130608972536772,0.23675967015974497,0.11425853331531577,0.18589951653166287,-0.05546760273407154,0.035462045869235195,0.016762865195510422,0.0684269083693897,0.11807553710891844,-0.042914930681672986,0.13512186745498764,-0.07893460181724177,0.014922306478550154,-0.030279509105857784,-0.13560530880037105,0.026937751030018497,0.07203670938974902,0.15265035418906606,0.052018965554816055,-0.045997257529134444,-0.1607671631279859,0.03399430279032787,0.032868194841015025,-0.10062482504733003,0.10216095965303905,-0.033189169629829755,-0.12687431433161384,0.005016992012532938,0.057414696673309965,-0.061462228748589115,-0.24915418725361876,-0.08591896457777287
BCF,-0.12197404911080816,-0.20440981557966356,0.0422821393734684,0.041492755500055475,0.00390421721146004,0.07995977403495141,-0.07470367861298319,-0.03156228314648357,-0.01642053261351407,-0.053674885918874975,-0.042240660593284636,-0.05410275756964182,-0.04614296279977233,0.12528237788316032,0.19672552620893086,-0.05403063160999086,0.03180401464085213,-0.09211959854494377,-0.13529765602281263,-0.09411449549700585,-0.03789925862500515,0.056984904528147855,-0.12199426249214557,0.07888890844984323,-0.09987480436064675,-0.0865918030909667,0.22273570871376286,-0.1157135542673385,-0.07902257368711608,-0.14246466504242433,-0.09638758220927171,-0.08132951959836265,0.0072925004580209896,0.06936130800377893,0.0805263393593242
IGC50,0.09382514340481585,-0.10833897461219336,-0.09496569642026126,0.02773491155340224,0.20871491514696813,0.07850896756072072,0.1795748454566709,-0.11961166543925016,-0.0645687115052439,0.042467039207774684,0.00327233788154786,0.1155298029440313,-0.08417521602591328,0.1260700451034557,0.05597428764910924,-0.040311649065990794,0.1475606604475078,-0.029785682421173222,-0.11184347782536518,0.06082844962086646,-0.022261228554691592,0.09739255889612676,-0.06763865873336078,-0.029654389082777816,-0.14468950745719916,-0.0351714689153573,0.34998530638038383,0.012078281975028252,0.03254711755826731,0.03985279684304956,-0.035393006698903245,0.052153270997504046,-0.17037074144864767,-0.05578937832424586,-0.08052699096173867
LC50,0.024588027614048928,-0.19752854122076005,0.027407692123239496,-0.020386480645371668,0.18409751489047382,0.13477874368264497,0.1151500777089618,-0.12226596337044736,0.020480141455447527,0.1131123463661742,-0.07737127619983551,0.21623006660747454,0.0505671070328893,0.020207608006031507,-0.05150972423211266,-0.11738672100006196,-0.029718750692635788,0.020558158683179624,0.10460851789785462,0.07254147358032673,-0.02119823893903471,-0.12102586096412948,-0.10215670165274776,0.09184040312240835,0.003658883000498492,0.04705930689960967,-0.10507061852871105,0.07851653857718274,0.04618573968791143,-0.06077043439756563,-0.0775706623999865,-0.08337169934780819,0.18372312296686683,0.04689330995543733,-0.20272563195356655
