LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
-1.755,0.172,0.728,0,0.013,0.963,0.986,0.926,-6.135,0.0001144959751,0.016,55.33,0.205,59.53,0.001,0.048,0.019,0.061,0.007,0.957,0.116,0.081,0.009,0.084,0.634,0.647,0.004,0.111,0.898,0.002,0.013,0.001,0.536,0.008,0.003,0.007,0.78,0.014,2.757,3.565,4.027,0.001,0.002,0.009,0.003,0.149,0.005,0.003,0.349,0.006,0.006,0.011,0.006,414.06,364.347,1.136,9,3,141.08,6,3,7,11,0,19,0.316,4,0,0,1,0,3,0,3,1,0.46,3.771,0.438,80.348,0.53,5,1,0,0,1,1,0,1
-1.95,-0.744,-0.918,0,0.999,1,1,1,-6.555,4.64E-06,0.034,52.01,0.223,36.56,0.001,0.173,0.031,0.046,0.024,0.505,0.008,0.081,0.003,0.201,1.083,0.64,0.006,0.066,0.975,0.016,0.008,0.002,0.656,0.425,0.003,0.009,0.003,-0.117,2.348,2.423,3.711,0.006,0.014,0.071,0.051,0.265,0.009,0.086,0.641,0.002,0.004,0.027,0.004,627.15,546.215,1.148,18,4,229.49,13,4,8,20,0,26,0.5,4,1,0,0,0,6,2,3,0,0.089,4.491,0.591,101.857,-0.71,2,2,0,0,0,1,0,0
-2.477,-0.953,-0.768,0,0.096,0.9,0.209,0.746,-6.076,4.04E-06,0.021,31.21,0.201,63.62,0.001,0.032,0.025,0.048,0.019,0.448,0.053,0.046,0.015,0.11,0.735,0.368,0.027,0.13,0.991,0.015,0.067,0.002,0.705,0.114,0.003,0.006,0.829,-0.038,2.711,4.098,4.457,0.002,0.012,0.032,0.006,0.083,0.004,0.012,0.732,0.004,0.009,0.109,0.117,532.07,477.168,1.115,12,4,190.88,8,4,8,14,0,28,0.286,4,1,0,1,0,3,0,4,0,0.229,4.706,0.227,92.296,-0.07,4,1,0,0,0,1,0,0
-1.514,-1.496,-1.568,0,0.955,0.978,0.98,0.986,-6.393,6.99E-06,0.422,23.76,0.323,56.72,0.006,0.102,0.258,0.059,0.026,0.28,0.004,0.097,0.022,0.059,1.861,0.748,0.011,0.957,0.996,0.051,0.091,0.009,0.656,0.645,0.003,0.007,0.972,-0.163,3.472,3.826,5.018,0,0.002,0.246,0.019,0.061,0.004,0.01,0.822,0.006,0.014,0.236,0.325,427.06,368.615,1.159,11,4,157.17,7,3,8,13,0,20,0.35,3,1,0,1,0,2,0,4,0,0.272,5.374,0.4,65.714,-0.079,5,1,0,0,1,1,0,1
-1.248,-0.405,-0.486,0,0.858,0.815,0.247,0.258,-6.752,4.87E-05,0.045,19.96,0.232,78.21,0,0.016,0.031,0.044,0.096,0.154,0.018,0.08,0.011,0.02,1.928,0.944,0.011,0.093,0.54,0.004,0.02,0.001,0.15,0.01,0.003,0.005,0.007,0.099,2.25,3.546,4.198,0.006,0.002,0.006,0.002,0.155,0.007,0.004,0.173,0.005,0.002,0.017,0.019,493.16,460.036,1.072,12,7,191.16,11,3,7,13,0,19,0.579,5,0,0,0,0,3,0,3,0,0.238,4.018,0.476,81.452,0.417,4,1,0,0,0,1,0,1
-1.63,-1.112,-1.452,0,0.993,0.991,1,0.999,-6.508,1.21E-06,0.003,49.31,0.204,42.43,0.005,0.029,0.045,0.044,0.152,0.97,0.101,0.072,0.014,0.128,1.489,0.88,0.054,0.11,0.988,0.016,0.022,0.001,0.891,0.598,0.003,0.015,0.371,0.059,2.718,3.582,4.509,0.61,0.026,0.243,0.021,0.143,0.091,0.484,0.203,0.001,0.018,0.029,0.003,519.1,460.622,1.127,13,5,193.63,11,4,8,15,0,24,0.458,2,0,0,0,0,6,2,2,0,0.228,3.617,0.35,80.556,-1.13,2,1,0,0,0,1,0,0
-2.062,0.72,1.329,0,0.675,0.012,0.502,0.026,-5.87,2.63E-06,0.026,92.74,0.34,3.57,0.025,0.099,0.517,0.054,0.49,0.206,0.057,0.06,0.053,0.416,1.093,0.677,0.005,0.16,0.996,0.004,0.014,0.007,0.704,0.737,0.003,0.006,0.628,0.517,4.096,4.704,5.276,0.001,0.006,0.139,0.466,0.058,0.009,0.349,0.826,0.005,0.011,0.103,0.28,546.96,446.814,1.224,10,2,134.49,7,4,8,15,0,25,0.28,3,2,0,0,0,3,1,2,0,0.41,4.584,0.333,86.667,-0.625,5,1,0,0,1,1,0,0
-1.637,-2.398,-1.903,0,0.986,0.999,0.999,0.998,-6.294,5.06E-06,0.461,29.48,0.419,48.63,0.046,0.396,0.095,0.066,0.028,0.101,0.003,0.051,0.005,0.386,1.623,0.936,0.028,0.966,0.99,0.008,0.015,0.137,0.094,0.272,0.003,0.007,0.8,-0.21,2.761,3.404,4.941,0.001,0.05,0.131,0.077,0.071,0.005,0.021,0.949,0.01,0.085,0.174,0.626,515.08,445.337,1.157,14,3,184.84,8,5,9,16,0,29,0.276,2,0,0,3,0,4,2,4,0,0.132,5.057,0.263,94.25,-0.311,2,1,0,0,0,1,0,0
-3.219,1.431,3.04,0.002,0.059,0.008,0.002,0.002,-5.285,1.83E-05,0.205,98.69,0.466,1.95,0.053,0.088,0.077,0.165,0.152,0.359,0.059,0.105,0.152,0.391,1.829,0.748,0.016,0.965,0.992,0.003,0.036,0.01,0.344,0.026,0.003,0.007,0.07,0.358,3.149,4.353,4.738,0.01,0.013,0.036,0.019,0.111,0.005,0.236,0.512,0.003,0.044,0.109,0.515,469.03,407.735,1.15,8,2,112.74,5,4,7,11,0,22,0.227,3,1,0,0,0,3,1,2,0,0.66,3.666,0.368,92.615,-0.312,3,1,0,0,1,1,0,1
-3.515,2.438,3.089,0.986,0.547,0.005,0.896,0.124,-5.329,8.98E-05,0.027,63.01,0.564,61.38,0.018,0.043,0.1,0.456,0.051,0.055,0.035,0.111,0.918,0.769,3.439,0.506,0.011,0.196,0.487,0.006,0.044,0.005,0.192,0.018,0.003,0.007,0.014,0.446,2.281,4.124,4.933,0.002,0.004,0.016,0.004,0.074,0.007,0.003,0.169,0.002,0.006,0.114,0.023,463.18,449.184,1.031,9,3,128.03,10,3,7,10,0,18,0.556,4,1,0,0,0,3,0,4,0,0.367,3.843,0.545,80.882,0.575,3,2,0,0,1,1,0,1
-1.598,-0.791,-0.957,0,0.003,0.987,0.997,0.994,-6.121,0.0002332719159,0.014,30.04,0.255,76.91,0.001,0.816,0.02,0.063,0.005,0.236,0.016,0.045,0.003,0.041,4.266,0.358,0.009,0.945,0.994,0.029,0.008,0.009,0.687,0.746,0.004,0.024,0.002,-0.104,2.128,2.952,2.957,0.007,0.001,0.004,0.001,0.025,0.004,0.002,0.449,0.002,0,0.008,0,300.05,251.748,1.192,9,1,122.46,3,3,7,10,0,17,0.176,3,0,0,0,0,3,0,1,0,0.672,4.175,0.6,73.5,-0.306,3,1,0,0,1,1,1,1
-1.6,-1.04,0.026,0,0.997,0.998,1,1,-6.365,6.06E-06,0.016,69.74,0.242,13.3,0.037,0.951,0.316,0.054,0.074,0.268,0.002,0.095,0.008,0.289,1.334,0.758,0.022,0.896,0.995,0.008,0.02,0.018,0.572,0.699,0.003,0.008,0.972,-0.191,3.57,3.984,5.127,0.004,0.02,0.068,0.103,0.168,0.01,0.476,0.847,0.003,0.008,0.099,0.011,511.05,425.787,1.2,14,4,191.54,9,4,8,17,0,24,0.375,2,0,0,3,0,5,2,4,0,0.147,4.317,0.375,81.818,-0.983,3,1,0,0,0,1,0,0
-1.208,-1.443,-0.603,0,0.424,0.999,0.999,0.999,-6.498,7.58E-06,0.229,20.32,0.202,79.45,0.023,0.107,0.058,0.049,0.018,0.029,0.004,0.029,0.008,0.349,1.947,0.97,0.006,0.983,0.996,0.007,0.018,0.04,0.129,0.462,0.003,0.007,0.448,-0.263,2.877,3.473,4.711,0.007,0.275,0.017,0.008,0.073,0.008,0.07,0.632,0.005,0.037,0.048,0.057,546.1,490.371,1.114,13,4,191.95,10,4,8,15,0,26,0.385,2,1,0,3,0,4,2,4,0,0.127,4.71,0.318,89.793,0.301,3,1,0,0,0,1,0,0
-1.792,-0.11,0.461,0,0.624,0.051,0.003,0.002,-6.224,1.56E-06,0.016,18.55,0.186,77.81,0.014,0.046,0.042,0.064,0.085,0.591,0.045,0.157,0.028,0.565,2.375,0.916,0.025,0.591,0.971,0.008,0.115,0.003,0.571,0.041,0.003,0.014,0.025,0.213,2.387,3.258,3.896,0.189,0.016,0.042,0.035,0.119,0.006,0.011,0.465,0.006,0.067,0.02,0.025,347.09,327.828,1.059,7,4,112.73,5,3,8,8,0,18,0.278,3,0,0,0,0,4,2,2,0,0.682,3.364,0.312,62.429,0.265,2,1,0,0,1,1,1,1
-1.715,0.165,0.018,0,0.007,0.995,0.937,0.984,-5.898,1.32E-05,0.005,49.63,0.28,64.17,0.007,0.035,0.066,0.06,0.088,0.39,0.09,0.085,0.094,0.238,2.51,0.929,0.006,0.181,0.981,0.013,0.312,0.006,0.666,0.055,0.003,0.01,0.83,-0.084,2.761,4.177,4.321,0.004,0.001,0.018,0.003,0.085,0.007,0.004,0.228,0.003,0.015,0.023,0.034,396.04,352.921,1.122,8,2,113.01,7,3,8,10,0,19,0.368,3,0,0,0,0,4,0,3,0,0.425,4.103,0.375,63.909,-0.013,3,1,0,0,1,1,1,1
-1.86,-0.122,-0.281,0,0.469,0.995,0.999,0.999,-5.895,1.20E-05,0.001,42.9,0.194,60.54,0.006,0.231,0.041,0.058,0.051,0.478,0.015,0.114,0.013,0.91,3.535,0.579,0.009,0.384,0.993,0.098,0.008,0.001,0.88,0.079,0.003,0.007,0.005,0.007,2.163,2.146,2.748,0.006,0.004,0.015,0.006,0.359,0.009,0.036,0.506,0.004,0.566,0.014,0.123,427.05,372.708,1.146,10,4,148.26,9,3,8,12,0,18,0.5,2,1,0,0,0,4,3,6,2,0.41,3.722,0.375,68.727,-0.147,3,2,0,0,1,1,0,1
-3.176,1.109,2.55,0.001,0.018,0.018,0.194,0.013,-5.728,1.47E-05,0.02,90.2,0.273,14.33,0.018,0.062,0.049,0.333,0.044,0.899,0.246,0.132,0.017,0.182,4.746,0.959,0.015,0.331,0.93,0.004,0.137,0.004,0.129,0.014,0.003,0.008,0.022,0.333,2.586,3.726,4.241,0.007,0.002,0.02,0.005,0.212,0.006,0.008,0.201,0.003,0.011,0.022,0.006,378.12,362.85,1.042,7,2,95.94,7,3,7,8,0,17,0.412,4,0,0,0,0,3,0,2,0,0.728,3.542,0.5,69.222,0.259,4,1,0,0,1,1,1,1
-1.702,-0.489,-0.282,0,0.959,0.021,0.002,0.002,-6.317,1.12E-06,0.012,20.35,0.183,73.76,0.008,0.039,0.037,0.055,0.119,0.707,0.023,0.156,0.028,0.228,2.381,0.923,0.026,0.458,0.964,0.008,0.078,0.002,0.473,0.063,0.003,0.014,0.027,0.151,2.535,3.371,3.993,0.121,0.033,0.142,0.049,0.131,0.007,0.01,0.48,0.009,0.07,0.089,0.299,363.09,336.618,1.079,8,5,132.96,5,3,8,9,0,18,0.278,3,0,0,0,0,4,2,3,0,0.56,3.498,0.312,65.714,0.485,3,1,0,0,1,1,1,1
-3.302,1.495,2.796,0.001,0.045,0.006,0.002,0.001,-5.385,1.75E-05,0.168,96.88,0.428,3.15,0.039,0.066,0.067,0.101,0.097,0.455,0.106,0.111,0.056,0.229,3.161,0.877,0.015,0.958,0.993,0.004,0.037,0.007,0.394,0.018,0.003,0.007,0.106,0.277,2.624,3.894,4.492,0.006,0.007,0.021,0.014,0.122,0.005,0.301,0.531,0.004,0.032,0.069,0.394,435.07,392.524,1.108,8,2,112.74,5,4,7,10,0,22,0.227,3,1,1,0,0,3,1,2,0,0.709,3.558,0.368,89.308,-0.333,3,1,0,0,1,1,0,1
-1.584,-0.237,-0.691,0,0.99,0.996,0.999,0.998,-6.552,6.25E-06,0.164,30.58,0.461,54.72,0.003,0.075,0.279,0.056,0.099,0.236,0.003,0.096,0.012,0.048,1.421,0.651,0.019,0.581,0.995,0.024,0.053,0.002,0.856,0.843,0.003,0.006,0.936,-0.132,3.589,4.751,5.252,0.002,0.002,0.034,0.007,0.094,0.01,0.051,0.435,0.001,0.001,0.023,0.003,525.1,454.226,1.156,13,4,173.19,10,4,8,16,0,24,0.417,3,1,0,0,0,4,0,3,0,0.239,4.806,0.5,82.407,-1.078,4,1,0,0,0,1,0,0
-1.772,-0.867,-0.13,0,0.995,0.961,0.997,0.989,-6.199,2.21E-06,0.338,53.79,0.234,20.56,0.039,0.163,0.201,0.054,0.061,0.271,0.045,0.117,0.023,0.392,2.222,0.776,0.03,0.855,0.997,0.082,0.073,0.015,0.791,0.723,0.003,0.008,0.797,-0.07,3.13,3.856,4.465,0.008,0.013,0.149,0.023,0.309,0.028,0.913,0.835,0.012,0.644,0.212,0.532,453.08,400.57,1.131,11,5,179,9,3,8,13,0,20,0.45,2,0,0,0,0,3,3,6,2,0.44,4.588,0.412,66.5,-0.023,5,1,0,0,1,1,0,1
-1.814,0.348,0.979,0.001,0.023,0.014,0.002,0.001,-5.879,1.84E-05,0.02,15.92,0.209,77.44,0.013,0.05,0.06,0.063,0.19,0.783,0.026,0.164,0.044,0.443,1.602,0.872,0.014,0.847,0.926,0.008,0.251,0.013,0.1,0.166,0.003,0.012,0.049,0.148,2.501,2.763,3.486,0.278,0.053,0.025,0.018,0.116,0.007,0.006,0.29,0.007,0.184,0.015,0.016,349.08,324.53,1.076,7,4,112.73,5,3,8,8,0,18,0.278,3,0,0,0,0,3,2,2,0,0.693,3.474,0.312,64.238,0.232,1,1,0,0,1,1,1,1
-2.491,0.315,1.078,0.001,0.672,0.994,1,0.998,-6.021,5.71E-06,0.087,43.23,0.146,58.42,0.001,0.038,0.034,0.055,0.032,0.74,0.365,0.116,0.006,0.041,4.036,0.941,0.005,0.113,0.938,0.006,0.014,0.001,0.21,0.003,0.003,0.004,0.002,0.141,2.243,2.758,3.497,0.017,0.002,0.042,0.006,0.328,0.006,0.011,0.576,0.004,0.011,0.018,0.011,517.16,483.435,1.07,12,3,156.43,9,4,7,13,0,26,0.346,4,0,0,0,0,4,0,2,0,0.345,3.946,0.478,97.235,0.027,3,1,0,0,0,1,0,0
-2.54,0.409,1.609,0,0.048,0.997,0.999,0.995,-6.038,6.10E-05,0.009,36.24,0.239,56.74,0.001,0.586,0.024,0.071,0.016,0.942,0.014,0.069,0.014,0.143,0.443,0.503,0.002,0.072,0.982,0.008,0.017,0.001,0.338,0.003,0.003,0.007,0.032,-0.025,2.39,3.627,3.325,0,0.002,0.008,0.006,0.1,0.005,0.231,0.135,0.002,0.013,0.056,0.022,414.06,364.347,1.136,9,3,133.24,7,3,7,11,0,17,0.412,4,1,0,0,0,3,0,3,0,0.349,4.243,0.5,80,0.053,4,2,0,0,1,1,0,1
-1.918,-0.079,-0.32,0,0.49,0.11,0.055,0.011,-6.058,1.30E-06,0.074,32.8,0.295,69.22,0.01,0.055,0.102,0.056,0.313,0.105,0.023,0.055,0.371,0.19,2.345,0.914,0.043,0.092,0.981,0.016,0.109,0.009,0.638,0.372,0.003,0.015,0.746,-0.069,3.119,4.405,5.101,0.004,0.001,0.028,0.004,0.064,0.007,0.006,0.387,0.003,0.013,0.02,0.111,423.06,378.577,1.118,9,2,125.9,8,3,8,11,0,20,0.4,3,1,0,0,0,4,0,2,0,0.291,4.114,0.353,63.609,0.009,3,1,0,0,1,1,0,1
-2.175,0.377,0.721,0.001,0.988,0.867,0.993,0.997,-6.39,2.98E-06,0.043,79.6,0.275,12.28,0.006,0.06,0.041,0.065,0.028,0.503,0.08,0.069,0.011,0.078,1.87,0.76,0.006,0.072,0.988,0.006,0.041,0.003,0.776,0.586,0.003,0.006,0.917,0.178,3.027,4.566,5.103,0.003,0.012,0.056,0.054,0.123,0.009,0.456,0.454,0.001,0.002,0.082,0.002,462.08,408.88,1.13,11,3,150.54,7,4,8,13,0,24,0.292,4,0,0,0,0,3,0,2,0,0.388,4.299,0.333,80,-0.669,3,1,0,0,1,1,0,1
-3.687,1.722,3.117,0.003,0.039,0.006,0.027,0.01,-5.672,9.05E-06,0.023,93.39,0.211,7.32,0.088,0.075,0.093,0.21,0.358,0.709,0.091,0.134,0.037,0.152,2.767,0.847,0.053,0.278,0.976,0.004,0.052,0.004,0.294,0.021,0.003,0.008,0.014,0.45,2.855,4.292,4.461,0.007,0.002,0.632,0.011,0.211,0.006,0.034,0.532,0.003,0.019,0.068,0.042,414.12,400.908,1.033,7,2,95.94,6,4,10,8,0,22,0.273,3,0,0,0,0,3,0,2,1,0.73,3.401,0.381,85.172,0.104,4,1,0,0,1,1,0,1
-1.478,-0.905,-1.311,0,0.195,0.974,0.67,0.906,-6.095,0.0001771726384,0.28,19.34,0.708,77.38,0.011,0.069,0.058,0.069,0.015,0.105,0.011,0.053,0.032,0.096,2.061,0.951,0.008,0.899,0.996,0.178,0.353,0.043,0.758,0.601,0.003,0.011,0.803,0.18,4.69,4.2,3.567,0.005,0.25,0.016,0.121,0.025,0.005,0.01,0.058,0.004,0.004,0.01,0.007,350.1,318.245,1.1,8,1,102.37,4,4,8,9,0,19,0.211,4,0,0,0,0,4,0,2,0,0.493,5.624,0.6,84,0.386,2,1,0,0,1,1,1,1
-2.108,-0.276,-0.406,0,0.999,0.962,0.999,0.999,-6.089,5.22E-06,0,68.95,0.267,13.15,0.611,0.275,0.421,0.033,0.073,0.032,0.005,0.042,0.727,0.916,0.28,0.165,0.001,0.447,0.999,0.012,0.006,0.001,0.949,0.145,0.003,0.034,0.466,0.129,2.354,3.644,4.106,0.003,0.001,0.037,0.002,0.027,0.008,0.016,0.283,0.001,0.004,0.072,0.001,575,465.969,1.234,15,6,223.09,9,4,8,19,0,24,0.375,2,1,0,0,0,4,4,2,0,0.091,4.545,0.353,94.565,-0.673,4,2,0,0,0,1,0,0
-1.732,-0.167,1.157,0,0.994,0.983,0.997,0.995,-6.407,2.30E-06,0.006,92.86,0.206,5.58,0.077,0.283,0.372,0.048,0.251,0.508,0.004,0.106,0.036,0.422,1.158,0.738,0.008,0.933,0.998,0.007,0.009,0.009,0.562,0.074,0.003,0.007,0.55,0.146,3.525,4.128,5.22,0.005,0.021,0.155,0.063,0.278,0.024,0.907,0.86,0.011,0.1,0.123,0.377,584.03,495.434,1.179,13,5,198.13,11,4,8,17,0,25,0.44,2,0,0,3,0,5,2,4,0,0.115,4.391,0.35,87,-0.584,4,1,0,0,0,1,0,0
-1.807,-0.039,0.783,0,0.745,0.025,0.001,0.001,-6.218,1.34E-06,0.017,43.95,0.178,58.35,0.01,0.04,0.044,0.057,0.232,0.836,0.013,0.164,0.041,0.265,2.096,0.927,0.063,0.298,0.972,0.01,0.233,0.006,0.557,0.194,0.003,0.011,0.037,0.164,2.81,4.046,4.313,0.031,0.38,0.229,0.263,0.148,0.016,0.437,0.788,0.009,0.634,0.176,0.584,389.1,368.574,1.056,8,5,132.96,6,3,8,9,0,19,0.316,3,0,0,0,0,5,2,3,0,0.545,3.695,0.278,65.217,0.67,3,1,0,0,1,1,1,1
-1.641,-0.162,-1.719,0,0.856,0.928,0.43,0.912,-6.864,0.0001296080009,0.031,43.3,0.419,57.65,0.002,0.043,0.019,0.058,0.006,0.128,0.008,0.068,0.007,0.04,4.062,0.78,0.007,0.97,0.999,0.005,0.03,0.949,0.226,0.345,0.003,0.007,0.931,0.162,4.179,3.686,4.49,0,0.003,0.002,0.001,0.062,0.005,0.006,0.024,0.002,0.001,0.004,0.002,420.11,368.164,1.141,10,6,162.06,7,3,7,12,0,17,0.412,6,0,0,0,0,4,0,3,0,0.301,4.894,0.733,58.385,0.46,3,1,0,0,1,1,0,1
-1.427,-0.944,-3.164,0.002,0.746,0.01,0.005,0.005,-6.215,0.002683436964,0.573,7.89,0.412,88.59,0.004,0.062,0.03,0.053,0.046,0.103,0.003,0.122,0.009,0.019,3.12,0.492,0.016,0.039,0.012,0.124,0.013,0.016,0.109,0.029,0.003,0.044,0.059,-0.174,1.909,2.419,3.121,0.039,0.025,0.003,0.031,0.121,0.009,0.006,0.078,0.007,0.009,0.008,0.113,188.08,172.953,1.087,6,5,112.65,4,1,4,6,0,6,0.667,2,0,0,0,0,3,0,0,0,0.383,4.064,0.714,21,1.215,0,1,0,0,1,1,1,0
-1.794,0.093,0.886,0,0.08,0.01,0.002,0,-6.212,2.31E-06,0.006,18.75,0.178,77,0.016,0.042,0.044,0.064,0.095,0.634,0.039,0.15,0.032,0.527,2.071,0.907,0.029,0.693,0.974,0.015,0.136,0.002,0.602,0.082,0.003,0.013,0.057,0.17,2.627,3.666,4.139,0.059,0.065,0.04,0.036,0.114,0.006,0.011,0.547,0.006,0.286,0.019,0.023,367.04,325.743,1.127,7,4,112.73,5,3,8,9,0,18,0.278,3,0,0,0,0,3,2,2,0,0.672,3.461,0.267,63,0.093,3,1,0,0,1,1,1,1
-3.266,1.666,2.784,0.002,0.061,0.008,0.002,0.003,-5.335,1.96E-05,0.181,97.19,0.421,2.82,0.042,0.08,0.053,0.132,0.091,0.405,0.057,0.106,0.113,0.245,2.2,0.736,0.012,0.971,0.992,0.004,0.037,0.011,0.27,0.025,0.003,0.007,0.213,0.423,2.784,3.961,5.449,0.012,0.011,0.035,0.015,0.106,0.005,0.225,0.593,0.003,0.019,0.057,0.292,453.06,398.592,1.137,8,2,112.74,5,4,7,11,0,22,0.227,3,1,0,0,0,3,1,2,0,0.684,3.671,0.368,92.615,-0.624,3,1,0,0,1,1,0,1
-2.637,0.915,2.14,0,0.032,0.074,0.025,0.009,-5.804,1.16E-05,0.013,70.13,0.245,51.55,0.005,0.049,0.026,0.165,0.022,0.561,0.117,0.106,0.01,0.204,2.934,0.936,0.008,0.235,0.96,0.003,0.029,0.002,0.117,0.009,0.003,0.007,0.015,0.305,2.342,3.38,4.228,0.004,0.002,0.014,0.004,0.137,0.006,0.007,0.262,0.004,0.01,0.017,0.008,361.11,345.124,1.046,7,2,99.07,6,3,7,8,0,18,0.333,4,0,0,0,0,3,0,3,0,0.603,3.876,0.412,70,0.65,3,1,0,0,1,1,1,1
-2.297,-0.615,-0.618,0,0.997,1,1,1,-6.506,1.73E-06,0.058,85.12,0.147,10.05,0.001,0.066,0.038,0.043,0.107,0.922,0.021,0.098,0.007,0.076,1.165,0.814,0.033,0.083,0.974,0.009,0.005,0.001,0.746,0.459,0.003,0.004,0.015,0.165,2.988,3.122,4.48,0.038,0.066,0.199,0.071,0.381,0.016,0.188,0.596,0.003,0.021,0.108,0.006,645.14,572.847,1.126,17,4,220.26,12,5,8,19,0,32,0.375,3,0,0,0,0,6,2,4,0,0.145,4.154,0.4,108.429,-0.916,3,1,0,0,0,1,0,0
-1.005,-0.316,-0.481,0,0.981,0.997,1,1,-6.394,4.71E-06,0.017,88.41,0.216,9.24,0.001,0.035,0.029,0.05,0.018,0.915,0.079,0.047,0.005,0.013,1.03,0.658,0.011,0.048,0.982,0.013,0.029,0.002,0.792,0.574,0.003,0.007,0.909,0.064,3.09,4.743,5.164,0.007,0.006,0.092,0.02,0.156,0.009,0.064,0.345,0.002,0.001,0.045,0.002,542.03,453.76,1.195,14,4,204.91,9,4,8,17,0,26,0.346,4,0,0,1,0,3,0,3,1,0.181,4.536,0.333,90,-0.593,4,1,0,0,0,1,0,0
-1.52,-0.152,-1.411,0,0.838,0.951,0.328,0.598,-6.442,0.0002747547987,0.062,43.58,0.498,66.11,0.004,0.049,0.045,0.1,0.013,0.135,0.015,0.122,0.009,0.05,3.117,0.84,0.004,0.193,0.991,0.004,0.037,0.119,0.535,0.315,0.003,0.007,0.891,-0.028,3.475,4.072,4.204,0.003,0.002,0.005,0.002,0.15,0.005,0.006,0.038,0.003,0.003,0.006,0.006,383.15,361.823,1.059,8,3,110.18,6,3,7,9,0,16,0.375,6,1,0,0,0,4,0,3,0,0.548,4.747,0.706,54.621,0.502,2,1,0,0,1,1,1,1
-1.944,0.205,0.983,0,0.346,0.026,0.002,0.001,-6.2,5.52E-05,0.038,23.19,0.243,74.82,0.004,0.037,0.032,0.06,0.057,0.751,0.181,0.122,0.034,0.045,2.138,0.908,0.01,0.187,0.666,0.002,0.054,0.002,0.182,0.022,0.003,0.013,0.02,0.118,2.4,3.526,4.07,0.003,0.002,0.018,0.006,0.1,0.006,0.006,0.145,0.005,0.005,0.049,0.054,365.1,339.255,1.076,8,5,132.96,5,3,7,9,0,17,0.294,4,0,0,0,0,3,0,3,0,0.553,3.661,0.438,73.652,0.942,4,1,0,0,1,1,1,1
-2.852,1.556,2.241,0.247,0.567,0.003,0.059,0.964,-5.152,4.92E-05,0.025,39.09,0.74,67.99,0.015,0.036,0.034,0.246,0.014,0.045,0.091,0.101,0.76,0.634,4.05,0.609,0.004,0.149,0.67,0.04,0.047,0.004,0.173,0.018,0.003,0.012,0.017,0.344,2.476,4.413,5.232,0.013,0.163,0.01,0.006,0.056,0.007,0.016,0.058,0.003,0.008,0.018,0.12,465.16,440.678,1.056,10,3,137.26,11,3,7,11,0,18,0.611,5,0,0,0,0,4,0,4,0,0.347,3.992,0.524,74.75,0.471,3,2,0,0,1,1,0,1
-4.518,3.106,3.872,0.997,0.014,0.005,1,0.999,-5.045,3.41E-05,0.022,73.99,0.891,51.9,0.026,0.094,0.486,0.589,0.213,0.174,0.012,0.137,0.905,0.69,6.742,0.771,0.01,0.078,0.081,0.012,0.064,0.044,0.68,0.038,0.003,0.007,0.319,0.475,2.907,5.071,5.192,0.004,0.003,0.027,0.002,0.074,0.008,0.004,0.445,0.002,0.015,0.01,0.007,439.21,431.007,1.019,8,0,88.51,8,3,7,9,0,19,0.421,3,1,0,0,0,3,0,4,0,0.214,4.16,0.81,58.105,0.296,3,2,0,0,1,1,0,1
-1.506,-1.332,-0.575,0,0.998,0.953,1,0.999,-6.076,1.74E-06,0.014,67.67,0.223,24.68,0.011,0.262,0.037,0.052,0.034,0.674,0.02,0.044,0.005,0.207,0.844,0.922,0.009,0.245,0.993,0.026,0.164,0.001,0.782,0.581,0.003,0.011,0.596,0.163,3.05,3.871,4.891,0.01,0.006,0.115,0.035,0.079,0.01,0.288,0.812,0.002,0.003,0.027,0.002,440.01,356.749,1.233,12,2,156.09,8,4,8,15,0,22,0.364,2,0,0,0,0,5,2,2,0,0.404,3.808,0.385,73.333,-1.814,4,1,0,0,1,1,0,1
