PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
1.2300851059099793,-4.103452978372051,5.732474978859496,-2.204941191722489,-0.2843828379151248,-0.03813079752268352,-1.8172866414099422,1.1923878101305398,-1.8198729338454607,-0.9750514154318858,1.702738839093941,-2.94985356257453,1.5240879629600892,1.0977146955398709,-0.060574342697406164,-0.5308360462739009,0.5925973665927617,0.7774401995578699,1.2214371975043286,1.3038906881029675,-1.691899537859272,0.7629575199144751,2.4080751204383257,0.5107541009170378,-0.7085033813315268,-0.4288865767401317,0.46237932062143666,1.142749387502506,0.18329620549846914,-1.5018368704999479,-0.272453957311821,0.7234823950474804,1.0011391879410678,-0.024457943834752523,-0.7941664912991521
3.141255362086917,-0.34044315997861435,-0.30763145493997096,-3.004218386600553,-1.057526984854501,3.0363199908081286,-1.1081224718037712,0.9887103252375801,3.1493040272767185,-1.5649379459268944,-0.758161987306142,1.9844100929604993,0.2947711310336524,-1.3812868981689568,-0.13458459555660993,-0.6603121403876676,-1.43957244404505,-0.1995997707023451,-1.3106601570749565,-0.020956162875253516,1.5721981100020272,0.6265631558212147,0.8470498746966725,-0.1587810794404392,0.6004016093142601,-0.5287519606903798,0.4918298051821523,1.2077400805075422,0.12016251024537482,-1.5430005659665176,0.23309688507317627,-0.8020265965981089,0.6934466875850593,0.5559205318860416,-1.1046343592313952
-1.2475073758143005,1.0949838093618638,2.2539657071187773,1.280724939839309,-1.7452552254486995,-0.1926428042517866,-0.17482051696562081,1.395491227284787,-0.8293993366793658,0.05960905176218031,1.61845190489208,-0.4413042097277845,0.09233880680395495,0.36972041655267107,-0.8140655869734955,-0.13289403215350729,-0.18515054454832036,0.19367208686017826,-0.5510285645099088,-0.8650392010694502,-0.5092888915567191,-0.06805433123605394,-0.49570456345580627,-0.5082261358039287,0.35668584535208653,0.1575292294960907,0.13116502862180224,-1.3745326319720261,-1.1722457734937923,-0.6281563477709649,-0.18663945616970198,0.901741437103692,-0.7422532406830922,-0.009063725771614023,0.5463063814363018
4.130923339840767,2.1434752800237034,-1.47342094167934,-1.664985849435312,0.7276720675727957,-3.5144412770751887,-0.9378148300218955,-0.25435419496911293,-3.305140466396168,-2.2660199932870797,0.5141262269888422,1.8862749589893926,0.005888697961368648,-1.4258041128417855,-0.6107959839644711,0.6234994416938111,-1.424980699447346,-0.6410040254624676,1.857912335305553,-1.6570656023896866,2.140835985913655,1.641135667747174,-1.0476118717962328,1.0881477744730446,0.3972697189990953,-1.0350545378603047,-0.680623570408324,2.6103643666537177,-0.7558469218178028,-0.15821212500100132,-1.2957169987128025,0.25114018951150413,-1.2248935588311465,0.36896477766742336,0.6088005140044204
-2.667467969618585,1.3356728603664219,-4.7732355157760535,3.556157850268795,3.310948430263879,1.1873122996755532,-2.179719176163786,-4.578785499104559,1.259906214410251,-1.200451079368746,2.146263032836049,-4.088568315404165,-1.0194971286801102,-0.5698702177745674,-1.4647925837888915,-0.8196474417096475,-0.4514743765255434,-0.8629943567734017,-0.6811788894384936,0.23733489704375402,0.32973794258037714,-0.46100378444514484,1.193535492027047,1.6371529753810834,1.021167803846893,-0.06952847388328534,0.09672323011974497,0.3068418028082745,-0.09809495395045259,-0.96425246669651,1.3931404510674075,0.880101188191619,0.09050072618482599,-1.0639127261576282,-0.0261787616656877
-4.299067774106114,1.039932349640471,0.7636079604423305,0.6464550774726483,-0.7186396852986767,-0.49956930412757244,-0.1668193505600241,1.4907294779359601,-0.0489175259033599,-0.495065651635719,1.284822504270918,0.44266264767826885,-1.0758489569111669,0.46875775812954285,0.25380822681435494,-0.12786461606772528,-0.6462412349261369,-0.9274802096046851,0.022743745234723275,-0.8489264752115755,-0.5631453464372355,-0.005514408126616876,-1.0220291590048347,0.12167187200022857,-0.2351414527382733,-0.32819265134158504,0.8761549594708972,-1.2364557318302845,-0.0726581730453162,0.03572008791796635,-0.22842976349440972,-0.10888668133675804,0.7195623036454195,0.9266095163396443,-0.3334451658807809
-1.751651935653418,3.485773479936331,-0.28733746617435757,-2.342369147796579,0.6802191193878045,1.8644917797772838,1.4144398830563623,-1.4707790872739972,0.555686403505092,-0.10738463541820596,-0.19464739596045688,1.914044978382225,1.3525182865072758,0.5075008687407154,-0.8360839543975496,-0.7465809633082618,-0.9264843541365383,-1.4188657906680864,-0.2913425092094765,1.262780933349301,0.38991505665645515,-1.7262545433492322,0.3328559480505656,-0.1331412649152161,-0.26994247338336197,0.31638562800487763,-1.231334101531526,0.6754412419139929,0.6499482629910371,-0.24891461470003953,0.19658918005064574,0.5226940918735468,1.5215895481768118,0.14279509788801314,-0.23542597033422688
-5.3490553212299,2.34970628590207,1.1923899075452815,0.9622260848076323,-0.4308723258130208,-1.2639393729884496,0.5899100986684299,-0.18113275965741818,-0.783800091729199,0.8896956310867229,-0.7556574492653352,-0.4154197106659468,0.9454862787168258,0.46489753316650223,-0.6226497808922068,-0.29181692126813313,-0.1299030378836342,-0.9897604531539121,0.01464319683033328,0.0702099019995197,0.08891519355466508,-0.39467946340321797,0.7957753310359025,0.2835626997708812,0.8702970273947018,0.2052000271178041,0.0592318698817346,0.17819938510958483,-0.1068562304418312,0.09017860589528771,-0.4493302644022368,-0.19745251024654834,-0.3664830413186282,0.17646685585489236,0.37806178094639403
3.742577401079918,1.2756450413286675,-2.4250372030540226,1.1900077871866501,2.5694604863376336,1.5816765083209177,0.1427343755249891,-0.8035501625184264,2.1018398711597195,1.524709239164186,0.32533295868442463,0.8367608527828176,-0.5073130659169436,1.0197137724845875,0.042408268457477985,-0.3037982112027834,0.7371380264737133,0.7403587773373178,2.042689327484504,-0.9269888105921457,-0.9598289205500363,0.6099547688989233,0.36680460510743557,-0.7426252210425854,-0.023677523780521865,-1.9155637624653794,0.41687729039635857,-0.06128685369410542,0.39158874217776324,0.653374029681819,-0.1827726491952503,0.39453581950676303,0.1764471452698341,-0.37363931411442175,-0.44827901438301326
-6.033767071254653,5.0193520568102254,-1.2673586366592637,-2.0854279242814076,-0.4281155352610739,0.9693971242221404,1.7288803538548911,1.0121339541916232,-0.3027564713251873,-1.546375949224376,-0.6061282019991664,-1.223598239302726,-1.9073402424582557,-1.4197244821677555,0.4849638807412236,2.0177215182913817,0.1281202076953633,1.2145825344937846,1.359578254651755,1.2952911491534709,-0.9919354944529196,-0.1127258479514061,-1.6705664986319466,0.13724320404964152,-2.1350651146946062,-0.20524316634659812,0.9716291657644408,0.7144564010129769,0.8991191620693132,-0.4535900077040919,-0.13094945356507948,0.5378390494257377,1.9419785818210251,0.19071273192690708,0.6565979740818266
-5.832080702773052,0.4019124098659525,1.347129221789603,1.8067278160709297,-0.6081577833028258,0.0843229117650108,1.1178347027701157,1.2278846171862903,0.9879733524487844,0.23323539529614626,-0.32102774551567576,0.07387121151471966,-0.4221026857376627,0.12846986285120396,0.40995379722762665,-0.015202163407621743,-0.9301104409314032,-2.1820298714266357,-0.9267213254047271,-0.17171452413220228,-0.6911659566781634,-1.0887696031943996,0.20150139936381944,0.953165043747465,-0.5760115743527505,-0.6675458344814617,0.5234149857703652,0.5160553457600451,0.5872878457040158,0.3991728032221057,-0.5904072296164019,0.24543471088341226,-0.5286489422680654,0.2463392120690488,-0.10539307812152955
-6.519545960515866,0.8459582923630116,0.8815348272458071,1.6922210860141285,-1.0662909265029852,-0.18965151337732528,0.5993807990445075,1.119504849026208,0.3621881996456066,-0.21485001020458247,0.0020625652451076665,0.31859659457334166,-0.19243027341338395,0.1119757414346085,0.21853530878168662,0.2102836131996817,-0.3544513759351717,-1.167147335632025,-0.40489626808401646,0.09972339320919259,-0.12597979523995775,-0.5318012962980065,-0.07371419211440236,0.22552003448982505,-0.4558743397070988,-0.724607488075084,0.021340101195351534,0.47261640355024626,0.996393218230599,0.4346427610122992,-0.07584491744400133,0.4280647257096596,0.010657199910720396,-0.2685227881542285,0.3132593603213238
