,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
BBB,-0.08084891028272347,0.014515998056512549,-0.03463430306954936,0.0958528468011318,0.028418072647884443,-0.07008569641743465,-0.10371495348753068,-0.09313057124952243,0.22976099534525002,0.2445864502592514,1.0000000000000002,-0.05834699855810599,0.2108239016189535,-0.030797062300392652,0.1397438609850724,0.06170783052146423,0.4513080515457474,0.25472359024083335,0.3804103021949881,-0.1402404608028851,0.06780171625036904,0.12445398784733214,0.0567846674893152,0.1471173806214127,0.09974410502508238,-0.21274423451047378,0.09441906891593907,0.11286557701775024,-0.10664270357564133,0.05275052107050479,0.05015183856904414,0.3583400723454373,-0.0497681711752655,0.18520850686553028,0.40189011471345937,0.4976080171483547,0.1612139080367729,0.15110358267843904,0.2171017297254773,0.046021010689730774,0.09662278420977546,0.14008623672592885,0.3677064263831401,0.15121586019416536,0.08143219852286765,0.1727944386392354,-0.05498039479276606,-0.012789238995785936,0.1523707590423616,0.03240808845923543,0.16036475685809248,0.39621954604692394,0.2611528608496907,-0.1768173300226155,-0.15568765738715754,-0.20608279686751074,-0.16595913353049066,-0.1764360568319355,-0.1762926196859039,-0.19494247383098826,-0.01984215202347628,-0.1819549297650458,-0.17833616043978323,-0.0432688546560086,-0.11970174853125998,-0.24191139569788786,-0.006712201774875553,-0.017185988527767326,0.07568105971786557,0.4377118221299216,-0.12220175115816799,-0.018046882201700018,-0.11068009197184023,0.029933425227684572,0.0850354617441065,0.10990020698055149,-0.04841969047353571,-0.2032507928890675,0.07557893662963724,-0.17871923395317282,0.03316024455275099,-0.03900218985506504,-0.06035712345513494,0.057565133651836554,-0.6181674515966503,0.1160625812672126,-0.05078348776956538
PPB,-0.5193482352014638,0.5179802712168841,0.5218472987631809,0.09605683324145257,-0.08237151931484658,-0.27922626509635895,-0.151713535228085,-0.16689912199345364,0.3107309870129945,-0.2217358709042153,-0.05834699855810599,1.0,0.08460398309304419,-0.8958800084270176,0.1808733167284044,-0.0478566556622768,0.2812413970087046,0.2754245993336367,0.3545525374877779,0.12093225719398837,0.07998705789080901,-0.1094279147202,0.17574237202872545,0.0468977531182965,0.09308094663961519,-0.16439172892946363,0.006322131621027602,-0.06920283043319402,0.14317803881419952,0.015127723234705093,0.023789684896090943,0.08936763110678178,0.04540053007850641,-0.024188845211042666,0.047155404896903806,-0.09482781900735947,-0.019426026497967323,0.39413789927301135,0.29910781200081205,0.4470509504718295,0.41758844336833745,-0.09772797126155575,-0.11140943656079907,0.09158417241866879,-0.04450320593574661,0.3321989467340046,0.039838757819380635,0.23416137126594824,0.06505767116174622,-0.01813625589707901,-0.21984173471693402,0.2608745892288102,0.06405126102639346,0.32082542740523234,0.3447446364832984,-0.028115052897968208,0.08989426997516163,-0.1787081566873884,0.0184009220599906,0.1513551202276877,0.3910443078223633,0.05436835499694299,0.14145167165373715,0.34197051628963554,-0.1051516152160228,0.03827776906145154,0.16932019225162728,0.2821714073323704,-0.028181908739845208,0.24265366955695974,0.15168151571892954,-0.06628272526835133,-0.029694365046835324,0.19717330727033788,0.056463902611988664,-0.16845116947727437,-0.15659474399969475,0.3641564011518354,-0.327599637787104,0.2152339342245167,0.11064937061026009,0.10420842913918667,0.1474735212478023,-0.06301921925592685,-0.16334893081885818,-0.2648624963351857,-0.07987011337776248
VDss,-0.26837858526214287,0.3252435251361836,0.17294080576576304,0.46532989298353666,-0.11051348031605866,-0.23691090204961884,0.012629756539244323,0.05468948965684344,0.3935268513768684,0.08287523482503703,0.2108239016189535,0.08460398309304419,1.0000000000000002,0.026316298083307495,0.0004808467977087987,-0.07156067594750425,0.2597199310571949,0.4139017925572915,0.03472271951292024,-0.46312045270366814,-0.07922394998378834,0.04654598532092309,0.659646973654277,0.27222200824474624,0.3685712277164343,-0.36234820313012384,-0.0905654710068111,0.04371103150660657,-0.3584839623029433,0.2528863085217876,0.09359467531019701,0.1900663504431598,0.0015874813447225651,-0.028037209257625834,-0.06770324530522995,-0.060179349784456784,0.16276738257634166,0.34545797863446787,0.21770075103587655,0.43340940365388675,0.32624899104415167,-0.12099589392116017,0.03529554060683787,-0.20568034139513156,-0.06451072705072868,-0.2954426542615387,-0.12801166836960207,-0.20265659299560643,-0.26576539372818864,-0.17766733784722116,-0.13157613915148617,0.2922623833973251,0.12048723632006136,-0.0025594815049982127,0.05182420798069114,-0.1833491748954544,-0.15405719200100945,-0.35898764397724975,-0.24589846013509373,0.011440429557415753,0.04702633273048718,-0.1271757858823585,-0.13257994607813933,-0.09411204875415907,0.12636489389259087,0.25400644616387186,0.20928073760069574,-0.008916866658758063,-0.14328264883790168,-0.08306962165764209,-0.05177282479040037,-0.25405821004847995,0.012930934830646706,-0.18815224272209172,-0.021237669469204787,0.2575581216456998,0.5251069191224621,-0.0519319559306683,0.13765817081376744,-0.08052295334100859,0.2432182600647145,-0.006352623191628589,-0.040695674746445004,0.22001950022324962,0.0692374516922182,-0.14903428803060195,0.11944913448287323
Fu,0.3181303532471832,-0.2624699507275566,-0.2904507350464566,0.07014035960747135,-0.1622733196564573,0.09994654764830174,0.049853693245178715,0.049516913692382175,-0.11173977817085058,0.2599353690622559,-0.030797062300392652,-0.8958800084270176,0.026316298083307495,0.9999999999999998,-0.25469819999582427,-0.07296029449395952,-0.3253923175811396,-0.06355481797582282,-0.3237325911674563,-0.12520450152867246,0.016894580598723934,0.16160698615479566,-0.02945853926603683,-0.0023610589253838616,0.15965707998807824,0.15577972129092163,-0.06196428617171662,-0.06270285423443848,-0.29306712602494134,-0.005360477195510412,0.006583218101721511,-0.07363570503735697,-0.16632188661933892,-0.2500085494296867,-0.012655012404892536,0.022504394792178695,-0.1515972036319616,-0.23099070161461746,-0.41701767397178585,-0.43692305472286946,-0.46015078222378825,0.05340108038445614,0.0902994889860731,-0.27013984972129174,-0.07361826013144344,-0.33411060848344165,-0.10360097958015975,-0.45447149595022557,-0.25972053726783334,-0.03857561196468679,0.10503409210931713,-0.359840629511127,-0.16121783412334592,-0.41204631634688427,-0.3814515204592703,-0.20387245560426226,-0.26497079714888633,0.0061234274202779364,-0.21604557663904392,-0.23882379905827045,-0.42590636148727434,-0.2114298333166962,-0.3308561780578085,-0.4122305812381126,0.05450478045894963,0.11864143695687765,-0.21438358511326203,-0.2514296085883321,-0.04174962843208424,-0.21979431767577032,-0.14171377380568168,-0.15664326097627554,-0.05397502252332137,-0.19902112759335833,0.09645151322472335,-0.019711223303253048,0.2877788290321267,-0.35656721897382054,0.5124780529423962,-0.27065362628302164,-0.11733727798075211,-0.07786136163544516,-0.11980492128464279,0.18064717535312227,0.1489368415224218,0.3565030690841822,0.1983677606561005
CYP1A2-inh,-0.0830286444377273,0.06693034463757361,0.06388818297699206,0.032277308410483374,0.10224523057804139,0.028384644322747024,0.058901605548667996,0.0550432565538836,0.13026647081559228,-0.07169661455861774,0.1397438609850724,0.1808733167284044,0.0004808467977087987,-0.25469819999582427,0.9999999999999998,0.16284533803960077,0.4615254743335333,0.06467173186577549,0.22167361742666006,-0.19333906624666047,-0.11794036407093433,-0.08090071670655581,0.33450033259261647,0.3856272697465486,-0.13378653799735662,-0.3448771303436736,-0.033546506538856935,0.12781524501226604,0.0674603633886573,-0.0056935351192575236,-0.08111239367507515,0.08897406156378698,0.12280438746653803,-0.02166889992545676,0.12126946889006297,0.3373711261768219,0.05934840918130214,0.11768658516023957,0.05500904533398712,0.07765327050905632,0.09785326772307001,0.04873091198770217,0.09005064090054682,0.06397324036472515,-0.03246677127541434,-0.011110543836583392,-0.007837214297459589,0.0023217923235440206,0.09062350489666668,0.1223015455289188,-0.010343614844094559,0.13666265066198136,0.09559438291485359,0.14916364049772501,0.10609687807420089,0.15658558849427526,0.11084441835599115,0.09662754905867334,0.115226975917762,0.03538660391201939,0.13997456551753004,0.1202512365755615,0.16263526896366998,0.12736458737901912,-0.06306326113603973,-0.2506956037730149,0.09721886213626203,-0.007188299864647445,0.09511580496502667,0.15045834009060274,0.05687155420063693,0.33234868866802336,-0.05138378752232499,0.017890405122992063,-0.11704371846279066,0.027624500055628633,-0.19366461940212645,0.10639771260422207,-0.14765063317535074,0.0348346482013068,0.21385747268401642,-0.00945927139254296,-0.028042833789621142,-0.16643443168574787,-0.20848234149164685,-0.08973214724087891,-0.1790630322562758
CYP1A2-sub,0.25627857730513165,-0.2976683149292202,-0.17893912968606235,-0.09671843868785578,0.25601694266318115,0.3801207316552195,0.3968709020040975,0.37482002229855466,-0.1357099575673111,-0.06789207051115437,0.06170783052146423,-0.0478566556622768,-0.07156067594750425,-0.07296029449395952,0.16284533803960077,0.9999999999999993,0.27138256895074464,-0.12063275684395339,-0.03272220954848161,-0.2165465564402866,-0.30592812174406214,-0.046137486994728374,-0.1338315218406603,0.22728006795831396,-0.25115984773774697,-0.0668507121645488,0.03380996221627892,0.3560302365868191,0.1579595008553194,0.014334517542426211,-0.20174844938953032,0.1448899011260505,-0.023984252860378214,0.20099922326535247,0.2572339724493949,0.16925800022592533,0.295983792476448,-0.34726174273244,0.07505045413747143,-0.05439521227756168,0.14971502010206217,-0.049337399383999,0.010119824479612523,-0.004180732268027504,-0.03010701855832817,0.014213526746515813,-0.04810688140763074,0.052228407643013126,0.346538295883195,0.40582156629016886,-0.05875880809251984,0.0053606382769658244,0.2471193997413033,0.10228951189578048,0.008025842785213821,0.3987675470009147,0.24221250216437354,-0.0027293155340872934,0.19321208595710257,0.09816145639892775,0.06725421915312141,0.1963640699944029,0.2800201181233222,0.08675592221664481,0.04351283603786564,-0.4544681887435071,0.03536505821218079,-0.10449306304688656,0.5160948995540895,0.030604452380736977,0.23153461408635442,0.39051990280380294,0.20575681598052875,-0.0407226677727191,-0.3155736681013195,0.1680562476628324,-0.09537877135708754,0.032864684349877,-0.33295327048397777,-0.13060820975017662,0.11419090888741674,-0.04854648721597677,-0.07134970189179551,-0.12721538778738792,-0.10143411375303399,-0.12326256412344104,-0.20847969511415496
CYP2C19-inh,-0.18797890998727917,0.21469791938291652,0.1628200696083905,0.3383383051883536,0.09343374050940212,-0.05263317659365262,0.12692777816049464,0.1015905576874574,0.26640390494578864,-0.10411410657360066,0.4513080515457474,0.2812413970087046,0.2597199310571949,-0.3253923175811396,0.4615254743335333,0.27138256895074464,0.9999999999999997,0.38567889728389093,0.6600438514166338,-0.21954911515538944,-0.26352600646901647,0.10545721641739433,0.4054927080035259,0.4136870026330639,0.006913609788614597,-0.37957946276954174,-0.025006306719071836,0.19078956073813944,-0.03589131659213402,0.036230503791800775,-0.08301344345520965,0.33243810124152645,0.16488082072338214,0.27237863372155535,0.361257141595874,0.37186909887446806,0.28187790507692995,0.20268467496740578,0.4383247771022133,0.41161835422029147,0.4586041702016378,0.031951087769635074,0.26009048969470727,0.07930118839133193,0.05322101691059012,0.22289516794419184,0.041768311657208464,0.14864141954520815,0.28581170658042937,0.278920008459539,-0.0139730943616171,0.3906854284684966,0.3294230522628512,0.12594462322699324,0.11020880234634435,0.048341701441116984,0.050196115982635,-0.0923756793618752,0.001733198441915614,0.09239198221023791,0.119967338093112,0.041978543135314426,0.09894427881923208,0.14518484948560967,-0.008032968294957688,-0.33647608262099843,0.13175754045789506,-0.024232534278341968,0.27034003103205,0.4700605173949015,0.09242451455698784,0.15742479213347577,0.1303572362700827,0.1389260608438844,-0.1862623851366754,0.09078626850011845,-0.19154440032033898,-0.030581202846128325,-0.17777703805915698,-0.022361936595255816,0.22290439492895658,-0.04542801274015473,-0.07551813254471978,-0.07298145718350346,-0.5726675883107768,-0.13977502836842712,-0.14074472449244493
CYP2C19-sub,-0.607804067449605,0.6775825769949361,0.5896538022303979,0.5409181603165076,-0.4288239680310448,-0.39993418507386735,-0.1820829924882203,-0.16062989875931463,0.658653071249746,-0.055139883841969,0.25472359024083335,0.2754245993336367,0.4139017925572915,-0.06355481797582282,0.06467173186577549,-0.12063275684395339,0.38567889728389093,1.0,0.3554953998675633,0.10037646748077109,0.02841586468911237,0.29546051450475425,0.48287981916105527,0.44857279876384837,0.5632321310676639,-0.21713174814791733,-0.14919359027191442,-0.22461450645506584,-0.34243209292256227,-0.032526728351799844,0.10852994722423598,0.14559905320828265,-0.01906489868776307,-0.23432454753979423,0.3016150620463605,0.24576018541317354,-0.20958794301359232,0.5250167384062608,-0.07037180657619058,0.1941033433320964,0.1181655745052836,-0.00019194129873421352,0.14157554948598972,-0.08816334327973772,-0.10277260188230143,0.25637464245865105,0.08803059838081863,-0.19498591795535875,-0.16528187441714579,-0.11546002111549665,-0.11423203052363215,0.09554305443256213,-0.07252766578011957,-0.23628524649167876,-0.12182838582569717,-0.5406946757870641,-0.4335455083356444,-0.5383834999926282,-0.5332014437485021,-0.22073096523131394,-0.07059877042665796,-0.2705139379709762,-0.44039369840677256,-0.17779018854885323,-0.11467251341415646,0.10756762911732821,0.012194149180946154,-0.08614837069786163,-0.2435812467281767,0.2829132723118535,-0.05481103760188799,-0.32007568459218905,-0.1970149014997133,-0.07618230179344235,0.35144147784618446,-0.34288481719624786,0.2767713183709535,-0.1296859153705699,0.19952528000364553,-0.15337147532382847,0.25007897479627716,-0.05455640983899105,-0.06540756149334129,0.2710301915578526,-0.4624106202766576,0.1619343500658957,0.26577081273235814
CYP2C9-inh,-0.37440781120751176,0.38983707424003544,0.29302708067116834,0.2239932761987161,-0.047521086688570566,-0.35787639983995584,-0.2477083795025842,-0.293392557143612,0.3741386706200449,-0.09427114514034499,0.3804103021949881,0.3545525374877779,0.03472271951292024,-0.3237325911674563,0.22167361742666006,-0.03272220954848161,0.6600438514166338,0.3554953998675633,0.9999999999999998,0.10151404291349252,-0.12937653253294304,0.16539643453740555,0.2899864802282749,0.2907086196446849,-0.0026085840593964814,-0.2768712523288163,0.3028890074018984,-0.12824854471288963,-0.01909597638632061,0.1815266794342667,0.1025807336993576,0.23003829362979353,0.1610692063458483,0.10079258404030139,0.44353259941700995,0.4365184794560231,-0.11359348957091388,0.4350397617105471,0.2799804534388047,0.3990945557608571,0.3777494412203187,0.2310916131698629,0.3091500654571242,0.27098381627338713,0.15642475811587286,0.34237899555570983,0.11731873766769488,0.09127542119186334,0.1592428758335667,-0.020482887316145733,-0.04008818440954006,0.2659877164868583,0.06401271364362095,0.04605243281268256,0.09398106325821046,-0.23141401260028097,-0.13123007746368762,-0.15990127355112402,-0.16565390012562237,-0.010006546514487461,0.19141019925542443,0.11557113945742566,-0.10600703232245193,0.17216065217699592,-0.13404589969019914,-0.150429210494532,0.05276234228534882,-0.013462154518845632,-0.10248001177551504,0.5382153303840291,0.15527899386456315,0.021202066453513635,-0.1810479536960378,0.09996429160936335,0.09856038732013585,-0.2939087004789954,-0.334461754064667,0.04635129718556833,-0.14715789353806996,-0.13296328502715746,0.07757473353488122,-0.05066422432149294,-0.07691699273718602,0.017849490045103347,-0.6892124762999421,-0.07599492484498294,-0.03555173406783643
CYP2C9-sub,-0.17943954993352842,0.10308632773016016,0.19112539269281484,-0.24354099978899674,-0.2411907689043518,-0.08169930157994865,-0.19877406406689055,-0.23036129739273103,-0.003031049158821868,-0.05516153332060273,-0.1402404608028851,0.12093225719398837,-0.46312045270366814,-0.12520450152867246,-0.19333906624666047,-0.2165465564402866,-0.21954911515538944,0.10037646748077109,0.10151404291349252,1.0000000000000002,0.18374597930669948,0.29612278484781784,-0.32380913460945293,-0.26493771922322407,-0.009297067210557229,0.1657037686404678,0.11072897044733261,-0.33713385000726925,0.10312834041280926,-0.1816987662739177,0.1667564563289164,-0.22295989865940782,0.07855138058814676,-0.14660146960738127,0.04509313256338886,0.024059374410454176,-0.30231018621023126,0.10695494046923988,-0.20208055603616093,-0.23563307910874162,-0.3200224049844838,0.15302722821359055,-0.07113875604316489,0.27229151355305387,0.12396060158825975,0.2652624932417784,0.23782961349425083,0.2670620236033123,-0.037795135108992205,-0.17921826530890245,0.027255489296793556,-0.08013500483208498,-0.23698298556973543,-0.22095502739973433,-0.18276305056088368,-0.22326827410404257,-0.21532953205699168,-0.0518688312356584,-0.18842394202102292,-0.24979593240940054,-0.069517512907793,-0.013929141478984481,-0.24786200140237785,-0.0724333309055733,-0.2917623374802005,0.012502941383718384,-0.275470900931003,-0.06983131770744577,-0.3405514170746788,0.012283821716831551,-0.09481503735271499,-0.09760433844033374,-0.30747305193470204,-0.058981515151579886,0.31011350774386764,-0.444719451304901,-0.15475881707609276,-0.06499311641111315,-0.019656679136624878,0.0713860609661596,-0.11754937940138312,-0.1387886865349993,-0.01604076318667114,0.048586589980584065,-0.13415386522320896,0.2652323447120322,0.1142832711435831
CYP2D6-inh,-0.2721107270882908,0.27804930911737713,0.3813814771990008,-0.09904470242249581,-0.31367199391170214,-0.28198061932922586,-0.362885393508304,-0.40033507793172807,0.20311165828556585,-0.08299675550866957,0.06780171625036904,0.07998705789080901,-0.07922394998378834,0.016894580598723934,-0.11794036407093433,-0.30592812174406214,-0.26352600646901647,0.02841586468911237,-0.12937653253294304,0.18374597930669948,0.9999999999999993,0.152601342209638,-0.06823114457627552,-0.20867287768912296,0.3337624681305446,0.06015160374685032,-0.14008732345322952,-0.4167340438946358,-0.016566126168576757,0.025616773490641273,0.21577425088993785,-0.19503656996303118,-0.16612970566058177,-0.22891439473017897,-0.08321515369397701,-0.09755328977954052,-0.19322405889866018,0.2340542687227941,-0.214843769309847,-0.09650630245859294,-0.24977459140252628,-0.07896963299767147,-0.2266595320816328,0.08389069718360469,0.041259849572693394,-0.0534335739837082,-0.07716330686087063,-0.09783697842573322,-0.2627554658892054,-0.14273257389918295,0.1311757863881787,0.0027930199089191807,-0.1342218948748384,-0.2960061791449671,-0.21622792858147488,-0.41633945495540425,-0.3624068064014349,-0.21432368667460258,-0.34664625896502255,-0.33140818014198703,-0.13519754440600776,-0.11754244325226652,-0.3930193596800689,-0.16453200845213503,-0.26800698270066425,0.2545808754490659,-0.20748381106956668,0.026055641047038357,-0.2929591331069741,-0.0889752796987516,-0.31593477717078217,-0.31647458512150906,-0.28845225070336217,-0.09682631902089066,0.42505849636271387,-0.2235448668531987,0.15039936914468352,-0.1838318457889305,0.31039855912577086,0.2601320782015718,-0.1398224896655404,-0.06933556670912117,0.06398806642803972,0.2269419813198433,0.06123250575461274,0.3711103878183172,0.22385649259219087
CYP2D6-sub,-0.18627901972371808,0.27758139180902236,0.3439689676742307,0.04060178616909507,-0.19072840465931956,-0.36187575956806856,-0.36742569409452397,-0.3574294796437445,0.23149738121442276,-4.2312046455426105e-05,0.12445398784733214,-0.1094279147202,0.04654598532092309,0.16160698615479566,-0.08090071670655581,-0.046137486994728374,0.10545721641739433,0.29546051450475425,0.16539643453740555,0.29612278484781784,0.152601342209638,1.0000000000000007,0.05526410045358344,0.08297028709872538,0.2781833143354635,0.12511960318606402,0.19761886435592432,0.03259698202901686,-0.21771823317888261,-0.021068875790965978,0.19530420190957953,0.01742457747579693,-0.24108566462124978,-0.32660294941674484,-0.02630283553324936,0.00185644585632058,-0.2541448803354747,0.1541967058107416,-0.1791979660614683,-0.17776758214383379,-0.14734413951189895,0.011573190560013765,0.07412960737862866,0.21868091307886056,0.12063504553158039,0.2090204552519318,0.0034156120032458573,0.10311414881039735,0.021514849972973475,0.1660604261868575,0.33601643119149,0.013212249962748803,0.24311742043770085,-0.4028579326655242,-0.2933361639147712,-0.5438417385748947,-0.5139922988232183,-0.07031749199154691,-0.48393664644147205,-0.381932554580883,-0.22133405448234791,-0.005972646516232949,-0.5441458231556207,-0.2757490568769306,-0.22771705714633722,-0.005695780871310232,-0.21683021444432654,-0.13460056946968502,-0.11051738933953453,-0.038640321907151394,-0.09077093021558552,0.07407540645891429,-0.022027139963275898,-0.13949382115344042,0.45020424621330335,-0.38908014220039183,0.027590323314678162,-0.2944423168268962,0.41542977877075443,-0.112041178819941,-0.22767653695681028,-0.06478281038648141,-0.10444024923462887,0.4086128869321837,-0.10877485836985946,0.38351333998996306,0.3180731489287457
CYP3A4-inh,-0.509033959261964,0.5365698389711419,0.388279653684888,0.7563981725631866,-0.12736289847237411,-0.3786466086708293,-0.025273526482970782,-0.04083598654804645,0.5642962523603694,-0.04970756294727755,0.0567846674893152,0.17574237202872545,0.659646973654277,-0.02945853926603683,0.33450033259261647,-0.1338315218406603,0.4054927080035259,0.48287981916105527,0.2899864802282749,-0.32380913460945293,-0.06823114457627552,0.05526410045358344,1.0,0.5450358544127742,0.2994428095508971,-0.5689369786047864,-0.08737692790549016,-0.17330226652730585,-0.3515252030043826,0.3254725662426714,0.06043876523234059,0.04667485008576553,0.0373792967581317,-0.17242260030915632,0.053141979095594954,0.09167798163714258,-0.12230053188412954,0.4759240413795044,-0.004762584361451579,0.44813594727246586,0.3640099256310165,-0.05854650577197028,0.03892089583672448,-0.12057216922803822,-0.09120764074327027,-0.15931350109527126,-0.06998567734294582,-0.1532065269584337,-0.2334091451658778,-0.1135595027144964,-0.08956054309038053,0.3111176920437126,0.04352863775537247,0.08913368230709146,0.17495135124972364,-0.2837192433419641,-0.09767612482915958,-0.23931622896427932,-0.15998210328621562,0.1597466957074499,0.07523277715265837,-0.0472508007785118,-0.10449215901900026,0.016072058585743183,0.18825777955297238,0.1958284225365741,0.11833543090811756,-0.0564982831112573,-0.19275904463175803,0.06560963495738842,-0.004538423001497449,-0.12958752014890465,0.042727834538695,-0.09883497168789179,-0.06744534256511381,-0.06607953710242764,0.19093414160719144,0.05873076956526107,0.17121083222914918,-0.016676081641252612,0.4486268879501045,-0.03182872721986183,-0.049294977174275764,0.10026274255353049,-0.11701476538260713,-0.2067900908131448,0.09777185484978378
CYP3A4-sub,-0.28132177730766594,0.2975846407510063,0.2738987625954264,0.5300138471445243,-0.03193492535942429,-0.17252102088449828,0.06493708234025483,0.065752197737922,0.49874354123964004,-0.16466373908192397,0.1471173806214127,0.0468977531182965,0.27222200824474624,-0.0023610589253838616,0.3856272697465486,0.22728006795831396,0.4136870026330639,0.44857279876384837,0.2907086196446849,-0.26493771922322407,-0.20867287768912296,0.08297028709872538,0.5450358544127742,0.9999999999999998,0.1369762796290905,-0.3770578303899595,-0.00800582636518336,0.054437805809615075,-0.03508450023581255,0.0718830715706197,-0.0057253409549345245,0.10478527573157319,0.09991551479710897,-0.11126961865822763,0.11489754313865685,0.22216151883996418,-0.12239849093802035,0.3809140703253395,-0.03267158127346602,0.0746827464130239,0.17973993641267438,0.12066315602004529,0.18272502908551466,-0.0374961327953746,-0.021942794082261404,0.127017481998883,0.07039004194715388,-0.09760008431667072,0.2098116279727985,0.044864323573198875,0.1810733666943369,0.18128252494911903,0.10099447644477355,0.11139281630456507,0.1468193305668608,-0.13261640518683826,-0.08217937589331539,-0.26201238900152624,-0.14734444992943393,0.1140784644850167,0.15101871954231932,0.11962936554849493,-0.029847794801289813,0.09226432939491891,0.07151520538471827,-0.18812160959802338,0.16456598277604403,-0.1160430722872385,0.013975004858417692,0.12341636005347843,0.11044353002018788,0.27782160833120373,0.14662014997360748,-0.046155848229521935,-0.014487892559842265,-0.12809635822166288,-0.08850333384169641,0.09086030859837695,-0.07784998269646491,-0.11629717036244043,0.46555455826724546,-0.06199146341171343,-0.09068990507237203,0.048906294304075025,-0.2555805924066492,-0.15928832689004552,-0.014978764735537794
CL,-0.4953702983024677,0.4975169123791884,0.42011388013538487,0.3573195797013473,-0.44821913241985345,-0.42080179815642527,-0.23264324117887594,-0.2573171006475515,0.5180084411705369,0.14542418412383437,0.09974410502508238,0.09308094663961519,0.3685712277164343,0.15965707998807824,-0.13378653799735662,-0.25115984773774697,0.006913609788614597,0.5632321310676639,-0.0026085840593964814,-0.009297067210557229,0.3337624681305446,0.2781833143354635,0.2994428095508971,0.1369762796290905,0.9999999999999997,0.001972872149716932,-0.19520894804683642,-0.18172846914436966,-0.32952056381125805,-0.010391088900624516,-0.03479962807625027,0.01952165203513779,-0.01674865981456531,-0.29582564972959147,0.14826508729960786,0.07832408898914757,-0.2937995020999438,0.465136463713246,-0.21572096995848336,-0.05864623137485885,-0.21971238203699048,-0.061088716555617456,-0.044517047878350306,-0.19342997121932104,-0.11605623285927386,0.0023201299385002486,-0.1275038373756237,-0.3276517581759472,-0.3031935388485906,-0.18455817616332212,0.002862565013267876,-0.07733683631732984,-0.12260974034885497,-0.45428323622625694,-0.3486736038529004,-0.5446296818254005,-0.5433080320093266,-0.5304471479366515,-0.6103366641355766,-0.3708235449260618,-0.2832896531134123,-0.34986023622668344,-0.5761317418036818,-0.39724894883008216,-0.13870514187261132,0.15207391873365,-0.1543260083848568,-0.057519230040016446,-0.35524928801172906,0.032191540307112035,-0.2514736923141753,-0.4310197447010062,-0.273849961753564,-0.13047032702318492,0.5447296635943286,-0.3862454668172123,0.4921052564785601,-0.3511906528793345,0.38191236981018595,-0.08805232520181269,0.05360266692282148,-0.07007974911309578,-0.08045980598649352,0.3746561509571526,-0.09050293140131159,0.3408242133512558,0.37110034667065217
T12,0.30240642304183574,-0.2699632700080205,-0.11575321541913346,-0.38424491283397094,0.02617006300102904,0.1043267256027398,-0.05509862312495023,-0.0551150477973299,-0.2857966605689915,-0.15559714310210265,-0.21274423451047378,-0.16439172892946363,-0.36234820313012384,0.15577972129092163,-0.3448771303436736,-0.0668507121645488,-0.37957946276954174,-0.21713174814791733,-0.2768712523288163,0.1657037686404678,0.06015160374685032,0.12511960318606402,-0.5689369786047864,-0.3770578303899595,0.001972872149716932,1.0,0.1638286440803193,0.133749397465204,0.09440951251685856,-0.3003299683606719,-0.06416688399609222,-0.033840673122732506,-0.1945041169054377,-0.07838445311327126,-0.32552791091789884,-0.2688189941080011,0.011975344151417051,-0.25983173796516384,-0.02509638483422568,-0.25606783890187473,-0.1652618788190075,0.08797996291801609,0.07357762845862083,0.028707195113624438,0.07919323701276339,0.04038738999813601,0.07497159426765349,0.04430538577270754,0.06360269979546723,0.1505595576566682,0.061689731207326126,-0.36261856217291466,-0.020501900161457462,-0.11266480782883612,-0.11742027170352365,-0.023950750144645636,-0.05514519659691796,0.08214892092311928,-0.03285492344918877,-0.08288958684148183,-0.12194226504076518,0.081638834153156,-0.06301418509336446,-0.07917698871060225,-0.07984496774296374,-0.16626521231097527,-0.11360577331399305,0.10536423075136182,0.1659383925959914,-0.1444278866220793,0.0651806910828116,0.10198521171277244,0.09193838711122804,0.006072319747246444,0.1283941820349041,-0.0803264713993131,-0.12872655921840442,-0.12316987509312494,0.035551578093287454,-0.04870337623260425,-0.3662017266400391,0.10263983872182855,0.0962981170431204,0.043889473592364406,0.23131273969441635,0.22820599549015808,0.12161542761683303
