,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
hERG,0.10518616173105867,-0.2335448939858863,-0.18415318527791735,-0.12320532412448659,0.29508402094975344,-0.03426065243184827,-0.08215194211270586,-0.07055834539192443,-0.1182197199548827,-0.09812187597995739,0.09441906891593907,0.006322131621027602,-0.0905654710068111,-0.06196428617171662,-0.033546506538856935,0.03380996221627892,-0.025006306719071836,-0.14919359027191442,0.3028890074018984,0.11072897044733261,-0.14008732345322952,0.19761886435592432,-0.08737692790549016,-0.00800582636518336,-0.19520894804683642,0.1638286440803193,1.0000000000000002,0.06637581432532236,0.08700896166972998,0.031003815890196573,0.04053101162055718,0.2966363776305702,0.01841538055666106,0.056203078063202204,-0.023092318400314987,-0.048355865757250725,-0.07222458731241481,-0.03944296230994391,0.12453091716309397,0.06524280419158625,0.22694145544357106,0.3021799519863407,0.23403153016064177,0.43778686366521513,0.28388221217612786,0.22451358592955192,0.26661416406546706,0.11778194303952204,0.2683198843499548,-0.05206406550068681,0.19700585384112604,0.22014619006053432,0.09697124781355464,0.2648271346766723,0.3000761875855678,-0.07334368392102103,0.17515917167729,0.23013403249452183,0.19667386528263842,0.20579114189467781,0.3512279837691832,0.3959866956311145,0.16409839237699858,0.3647903239761928,-0.03653184804023355,-0.2239309289169593,0.0958508483674311,0.08936998190681394,0.13978519401339828,0.0760356825376226,0.28460957129186404,0.3781938546375984,0.19875505848120317,0.06391719659565723,-0.16269263976708265,0.03526377264765329,-0.3010246163522912,0.21437066085558934,-0.13837426457696309,-0.058241149504843936,-0.17568716260901554,0.12954437476081077,0.05801240963981575,-0.2525231037104545,-0.009111683851677823,-0.1683687079281534,-0.2771418435703984
H-HT,0.40295785197482265,-0.33186983226373884,-0.23628068202283892,-0.1810698250517485,0.08729246368764508,0.2598746412273321,0.15200974132737818,0.19545361333778932,-0.12980954282755797,-0.00987358779094228,0.11286557701775024,-0.06920283043319402,0.04371103150660657,-0.06270285423443848,0.12781524501226604,0.3560302365868191,0.19078956073813944,-0.22461450645506584,-0.12824854471288963,-0.33713385000726925,-0.4167340438946358,0.03259698202901686,-0.17330226652730585,0.054437805809615075,-0.18172846914436966,0.133749397465204,0.06637581432532236,0.9999999999999997,0.2978455305443856,-0.04176230515953367,-0.07314821907834725,0.30106807291994436,-0.21040314684988892,0.18211455255532544,0.024284919548912223,-0.13934999545490392,0.30390012755408796,-0.3267571965928055,0.3538695534405558,-0.03198165475321291,0.15183438183277367,0.032831829047406835,0.22226477901598782,-0.05536393393575351,-0.011443734697130411,-0.08074583496699574,-0.0667310375276843,0.17486828494021725,0.41410717935024777,0.35371993910476357,0.0932332526012438,0.15805074269934852,0.43253491124807003,0.13790310611921533,0.051928120582292535,0.3996319462734237,0.1912626197768052,0.20557069162544817,0.2373044360086852,-0.020223513468456505,0.1646209830563513,0.1486070906263063,0.2380574411029569,0.18510724808871543,-0.18981087976942296,-0.3858575482119503,0.06441978235334755,0.16527085292114332,0.6103144378565838,0.03489090294752732,-0.002866668760660256,0.3844851806080896,0.34688896058793306,0.0927325108629907,-0.16028269408063206,0.38321951005385235,-0.21142519912020943,0.13072319422092066,-0.060854231928736416,-0.003934302462464743,-0.24164251706557852,0.14003305029303534,0.024481326648886553,-0.07691106390086916,0.10200208273426087,-0.15836817779889772,-0.07425981986714732
DILI,0.21136314709392381,-0.2642227034887755,-0.1335333038553418,-0.39046583525853495,0.12182663313370183,0.27451621175424656,0.10065592762890145,0.12918906898615776,-0.22316318547826106,-0.47488590871723885,-0.10664270357564133,0.14317803881419952,-0.3584839623029433,-0.29306712602494134,0.0674603633886573,0.1579595008553194,-0.03589131659213402,-0.34243209292256227,-0.01909597638632061,0.10312834041280926,-0.016566126168576757,-0.21771823317888261,-0.3515252030043826,-0.03508450023581255,-0.32952056381125805,0.09440951251685856,0.08700896166972998,0.2978455305443856,1.0,-0.03168384736758175,0.021449116045953547,0.08592605804904206,0.1458042993946085,0.2612776751650566,0.033143857413544135,-0.16737576947610744,0.18394227342331326,-0.11588100459358007,0.2697828186912624,-0.010008351493475991,0.055510585352129646,0.035953932433207936,0.07630630174892206,0.1489443210624587,0.09374442473416505,0.11282195208554283,0.06660988127969879,0.18123494249280347,0.2787053306228757,0.09251559754807036,0.11872955168972109,0.15653919085524615,0.15513714448084404,0.24655526888179488,0.1755983871551045,0.3537526853732324,0.24304872419915244,0.06732858281558222,0.23763616911776794,0.09429589807242456,0.32490954568223956,0.41131026569733475,0.2888238813610231,0.32803413692818456,-0.24922059954553197,-0.0942163655491194,0.04584635412187289,0.07088602498871996,0.1808396600696068,0.03533639483891642,0.15138835148585478,0.2799492234950113,0.156782522249809,0.11329695475067751,-0.004558011933817015,0.1388869016987152,-0.45480689107253297,0.29257501841942635,-0.35812325330383576,0.20686798118465186,-0.12406694295684369,0.03410780835207516,0.04629908196577775,-0.12424634238371568,-0.010666722280415349,-0.10831033564385226,-0.0503961674230574
Ames,-0.10007224602736293,0.07903615446963409,3.315830270583388e-05,0.05636047995225377,0.015726517091132094,-0.07207074126541382,-0.08535527701480862,-0.07925109697595334,0.17744253889227354,0.06635124933451964,0.05275052107050479,0.015127723234705093,0.2528863085217876,-0.005360477195510412,-0.0056935351192575236,0.014334517542426211,0.036230503791800775,-0.032526728351799844,0.1815266794342667,-0.1816987662739177,0.025616773490641273,-0.021068875790965978,0.3254725662426714,0.0718830715706197,-0.010391088900624516,-0.3003299683606719,0.031003815890196573,-0.04176230515953367,-0.03168384736758175,1.0,0.06728342861228653,-0.043357171654742045,0.09747638873232403,0.10359805549917117,0.03319649802633106,0.052739319037087874,-0.019635588734904348,0.09723844366229678,0.05662538830611499,0.263983393140018,0.25096922066406036,-0.03976331696910348,0.011680632390930095,-0.04144755670232177,-0.02386846587218083,-0.11160137067771754,-0.017175784684920023,-0.0667853646908566,-0.13065103323146268,-0.054418951285317194,-0.013947791990656946,0.26459925553428193,0.0037287849530480556,-0.007217584319645799,0.004810927470405131,-0.033329219891784057,-0.022316598256837707,-0.04269479909130022,-0.038529902226579434,0.030464125685768003,0.09358018227300374,0.15320751560380186,-0.027447813011688638,0.035299999624757133,0.07196796354590208,0.0728716936349232,-0.010765621995153922,-0.0038196653884445724,-0.10826115340129923,0.016530316206836062,0.11856867631631328,0.08915887668651293,-0.01661236159675916,0.06971187101317622,-0.008467604162664592,0.036530047166521265,0.004663711401955714,0.05205843654647926,0.04931039337459682,-0.01451506018585797,0.10262747209550076,-0.023540726491120063,0.031022648223788196,0.11351949429176755,-0.04781411429387174,-0.06712374723636348,0.08696999338290953
ROA,-0.18289428581734135,0.26218718910972183,0.2637387140152508,-0.06060567319280426,-0.2757642976874995,-0.25409413361712513,-0.29882552365814913,-0.290964367966757,0.18087815546623676,-0.07544526481315819,0.05015183856904414,0.023789684896090943,0.09359467531019701,0.006583218101721511,-0.08111239367507515,-0.20174844938953032,-0.08301344345520965,0.10852994722423598,0.1025807336993576,0.1667564563289164,0.21577425088993785,0.19530420190957953,0.06043876523234059,-0.0057253409549345245,-0.03479962807625027,-0.06416688399609222,0.04053101162055718,-0.07314821907834725,0.021449116045953547,0.06728342861228653,1.0000000000000002,-0.04910859239613138,-0.08279855588828712,-0.07070022084155925,-0.06669111066408667,-0.07864490290804005,-0.04763943630079075,0.1865780151834067,0.12369697713536265,0.23491939941970036,0.03500631665981459,0.0007403001119438283,0.07531487779292224,0.2222759891540278,0.07768243689786833,-0.12055470527667625,-0.09024966289900382,0.14214900112246012,-0.1326433947631537,-0.1367527531618389,0.12254403087672101,0.14570869814680998,-0.03675132437549894,-0.15707537507058306,-0.0865428104391798,-0.2964415550565906,-0.303899660957143,-0.23135479106403362,-0.30268634026002744,-0.18661235238809185,0.06593299496629133,0.19852447720075145,-0.3032007553963103,-0.02130672307254077,-0.18456252941334775,0.16226287112982524,-0.09898915735552485,-0.03855739458538316,-0.23049431788967475,-0.02139806206331383,-0.10208718186697613,-0.1572669305913843,-0.21817972227222002,-0.10727441842997346,0.17055562399754376,-0.05480463603309089,0.018052256666840155,-0.03980230940248935,0.17286483619182694,-0.0521005819495772,-0.13779574273575873,-0.06210270275895999,-0.03254712018042713,0.261178586853386,0.0326953065166376,0.1914388055030042,0.2627462742516985
FDAMDD,0.11449379658858529,-0.023986758507577453,-0.11942517230102617,0.07301649775871781,0.1624085004305586,0.12238911554553306,0.0647063761033454,0.1612897058343517,-0.002268821729055414,-0.042806937338095444,0.3583400723454373,0.08936763110678178,0.1900663504431598,-0.07363570503735697,0.08897406156378698,0.1448899011260505,0.33243810124152645,0.14559905320828265,0.23003829362979353,-0.22295989865940782,-0.19503656996303118,0.01742457747579693,0.04667485008576553,0.10478527573157319,0.01952165203513779,-0.033840673122732506,0.2966363776305702,0.30106807291994436,0.08592605804904206,-0.043357171654742045,-0.04910859239613138,0.9999999999999993,-0.08594398015716918,0.1320847099776903,0.23928058732269258,0.16246775468946925,0.2092972591252905,-0.0297794672986478,0.3199135468381007,0.13920779283086152,0.251032380343878,0.07872722301308424,0.302312583362971,-0.05215159699862577,-0.06628302784250927,0.28279395714505884,-0.01878345671607067,-0.10370521358192543,0.018802556920215478,-0.0007321515475777571,-0.05157338757706838,0.20095651858501093,0.06613095623477952,0.247316519216248,0.27231342298713596,-0.06256718727458942,0.16901159596253099,0.11354395072748585,0.16342993222249164,0.17321297106389924,0.3113269827337441,0.0353896893039038,0.15580966686954756,0.29714372565504815,-0.02830117618058316,-0.03874596993278035,0.14559549445530703,0.3497182016174358,0.3354234909189979,0.5489739633275967,0.2674255323995675,0.159369345591721,0.2913717921783272,0.24735567043321402,-0.20455699252250545,0.2792753371815825,0.04060720593285901,0.21336721879273038,0.02019673494686693,-0.04222174922003487,0.036284962175619745,0.3521870995530547,0.22587394766880045,-0.13195009877363142,-0.36868942362426427,-0.1328650736931789,-0.2299768406341701
SkinSen,0.05932321495590705,-0.13564934010430546,-0.24983601071774847,0.05656469937979294,0.24412347366990733,0.23240193551688973,0.2570871399987043,0.2339213208412015,-0.05269826061677249,-0.11791136103150952,-0.0497681711752655,0.04540053007850641,0.0015874813447225651,-0.16632188661933892,0.12280438746653803,-0.023984252860378214,0.16488082072338214,-0.01906489868776307,0.1610692063458483,0.07855138058814676,-0.16612970566058177,-0.24108566462124978,0.0373792967581317,0.09991551479710897,-0.01674865981456531,-0.1945041169054377,0.01841538055666106,-0.21040314684988892,0.1458042993946085,0.09747638873232403,-0.08279855588828712,-0.08594398015716918,1.0,0.5280367788978918,0.17606373089153224,0.3163104605632977,0.22977543960526756,-0.015123919523800912,0.11007143032409962,0.2008114893315892,0.03294896362277065,0.03812683064905954,0.022012234606877946,0.11511903920597671,0.19709042093626114,0.06964445376340768,0.21524502549516922,0.13871066137784352,0.13639845625616684,-0.23998418316182468,0.09649820495514089,-0.05498666386331446,-0.211945530607678,0.05307155016979786,-0.00408043844630918,0.22177782902873902,0.12423760221682936,-0.12066355274637519,0.07127784143995056,0.0707467523244138,0.04121403866496467,0.19014187406521968,0.15221558209979638,0.0442043152834229,-0.008807769826934536,-0.09883501198819375,0.08281348597113887,-0.06405611923974185,-0.34077623765074283,0.17976871076123563,0.1380850668036751,0.14721325672610566,-0.03336176105387248,0.16246667718695126,-0.08614836684642911,0.07266424012283405,0.07422402730650446,-0.07981808028021475,-0.4559409391561237,0.00676724415929634,0.18325696390089694,-0.10147914286574906,-0.13230459364840028,-0.0388394370258441,-0.1615255281541865,-0.08961310568660372,-0.07694418220012082
Carcinogenicity,0.3545282418693602,-0.4046238000608238,-0.4522112899753752,-0.1529929329863808,0.5234614491305435,0.3869971986064858,0.29716967669474126,0.3260080036331404,-0.32868612680165177,-0.13195658350230918,0.18520850686553028,-0.024188845211042666,-0.028037209257625834,-0.2500085494296867,-0.02166889992545676,0.20099922326535247,0.27237863372155535,-0.23432454753979423,0.10079258404030139,-0.14660146960738127,-0.22891439473017897,-0.32660294941674484,-0.17242260030915632,-0.11126961865822763,-0.29582564972959147,-0.07838445311327126,0.056203078063202204,0.18211455255532544,0.2612776751650566,0.10359805549917117,-0.07070022084155925,0.1320847099776903,0.5280367788978918,0.9999999999999997,0.21512379980977347,0.1725344105121236,0.5293268959504759,-0.27891676070242133,0.45733653429489246,0.23250471496450656,0.2608514947436333,0.07293458912283443,0.13529591766155463,0.2405478582321944,0.18817978360425017,0.0812047024310086,0.2168878442167849,0.3690961562009641,0.35494983725365403,0.02111569824924404,0.12940127856078038,0.17690263890021038,0.05206018232806192,0.1995038107493719,0.09218876094102631,0.4625043419362973,0.3854813556552676,0.10807386593748404,0.3486977578629616,0.20573858683102003,0.14390971500656646,0.3319148960052185,0.40589522411995704,0.20099452342267393,0.07247270062376948,-0.264330228627821,0.06792710617839898,0.017321512254313658,0.1345739266124479,0.24005443995116238,0.055130033201042684,0.2746482902438237,0.17796811206123223,0.2790895312567859,-0.3260489335376327,0.46000171378819055,-0.10650586805020701,-0.011589833590888273,-0.4954234850604578,0.06005336829718612,0.04941621428656463,-0.06817123920280539,-0.0785646203173578,-0.1304900407552217,-0.10757012864019612,-0.1786117878110763,-0.19274223760725254
EC,-0.12765844746786992,0.13258483800764884,0.04519094707462307,0.14610352546299074,-0.17768919824378349,-0.03743996061759582,-0.03380070757697022,-0.03716576760330184,0.24436660839092766,0.024819320573338115,0.40189011471345937,0.047155404896903806,-0.06770324530522995,-0.012655012404892536,0.12126946889006297,0.2572339724493949,0.361257141595874,0.3016150620463605,0.44353259941700995,0.04509313256338886,-0.08321515369397701,-0.02630283553324936,0.053141979095594954,0.11489754313865685,0.14826508729960786,-0.32552791091789884,-0.023092318400314987,0.024284919548912223,0.033143857413544135,0.03319649802633106,-0.06669111066408667,0.23928058732269258,0.17606373089153224,0.21512379980977347,0.9999999999999988,0.607722228441356,-0.11393656082187047,0.12875074064453054,-0.02855515887528487,0.0013775888894685378,-0.08201524919420343,0.10979806753687198,0.29233801387806524,-0.038911895291796096,-0.054201502429912916,0.18515878132736058,-0.011677567466485217,-0.08887357891239957,0.029858536643523902,-0.011382255959533962,-0.0625425995567061,-0.005960168572038984,-0.08284738027426808,-0.24266793743963855,-0.24198156537732562,-0.09291158217090736,-0.17165214690208888,-0.27139312628166273,-0.20240113209041907,-0.22477199677016751,-0.08886974905496765,-0.18633382225736136,-0.19401038062495807,-0.10816936254272512,-0.19906313934883121,-0.1549103498767947,-0.0917674763804627,-0.03041495323362361,-0.07819184288945061,0.48936170212765956,0.028071730702217322,-0.06912489371278116,-0.23119463670577525,0.06366967212612554,0.22155668360882022,-0.22636508094895003,-0.07359712913942024,-0.12354126450518602,-0.09399631105645155,-0.18233123937236823,0.10398006147844578,-0.0149654323603925,-0.021276595744680885,0.08889733158149372,-0.7033753209384469,0.1969733436855181,0.08889733158149367
EI,-0.027482792910767138,0.03782353498101503,-0.13224097578694285,0.09648591694460118,-0.006157198292676144,-0.07583107735856193,-0.08357623302005036,-0.1424099719739667,0.18712338244145216,0.33955563503179487,0.4976080171483547,-0.09482781900735947,-0.060179349784456784,0.022504394792178695,0.3373711261768219,0.16925800022592533,0.37186909887446806,0.24576018541317354,0.4365184794560231,0.024059374410454176,-0.09755328977954052,0.00185644585632058,0.09167798163714258,0.22216151883996418,0.07832408898914757,-0.2688189941080011,-0.048355865757250725,-0.13934999545490392,-0.16737576947610744,0.052739319037087874,-0.07864490290804005,0.16246775468946925,0.3163104605632977,0.1725344105121236,0.607722228441356,1.0,-0.05355530319384702,0.07826962324492148,-0.11753393972039755,-0.004390980531065947,-0.06753894300861205,0.1952466377758075,0.3452405712628943,-0.028849175484945797,0.023048632542080467,0.1796006164717396,0.061318691679140586,-0.10914114415766556,-0.05962876904797229,-0.004680622578712205,-0.016165203185493856,-0.09492934970087503,-0.10685575799018968,-0.3794513076522393,-0.40970596890862465,-0.05886468408933792,-0.2340732876829868,-0.14684875627707003,-0.21494553752674775,-0.2301510451991136,-0.36313459010377663,-0.24281603484542486,-0.23821411446814883,-0.37266835449099855,0.053758217979175134,-0.3254263399509755,-0.05180223158652367,-0.10653968927814222,-0.16736887242800774,0.46632297024850533,0.05946540367666715,0.10010825995772257,-0.3052730220471761,0.0025089657733237424,0.13521346873490211,-0.2854603285661046,0.012672143292105056,-0.44171038186141165,-0.04202576754509237,-0.3771511472747731,0.25163909513082455,-0.05988125072672089,-0.07099421088432709,0.10802761021903343,-0.7258270633069309,0.28142570009590145,0.02849808122342596
Respiratory,0.42062026652437784,-0.4025380940915032,-0.38261349119718757,-0.16749046240220594,0.38061100755253097,0.4901264532267351,0.3514610701391039,0.4047936072046949,-0.38441929354484244,-0.12422240209288493,0.1612139080367729,-0.019426026497967323,0.16276738257634166,-0.1515972036319616,0.05934840918130214,0.295983792476448,0.28187790507692995,-0.20958794301359232,-0.11359348957091388,-0.30231018621023126,-0.19322405889866018,-0.2541448803354747,-0.12230053188412954,-0.12239849093802035,-0.2937995020999438,0.011975344151417051,-0.07222458731241481,0.30390012755408796,0.18394227342331326,-0.019635588734904348,-0.04763943630079075,0.2092972591252905,0.22977543960526756,0.5293268959504759,-0.11393656082187047,-0.05355530319384702,1.0000000000000004,-0.37818185494104684,0.6190744805030193,0.3870958711542587,0.4010536777234675,-0.0535624597835017,-0.030887003795074995,0.026569477766247178,-0.020558884695130408,-0.17481390530392663,-0.02397672628748425,0.20545283735091086,0.26326635916209373,0.22117525873287755,0.0053041699540951745,0.29146851767330595,0.27932866050387545,0.18486416485804366,0.08418695032073624,0.43042899526556755,0.29664243661650036,0.14292190463485635,0.31145413774480707,0.12843195238078467,0.04454374938855414,0.20489553099545588,0.3513976534252623,0.14957439209929985,0.038808138486573523,-0.1876939228973311,0.043140573029707883,0.08095267078961307,0.42173775230518723,0.041624654717648576,0.012013231728252806,0.10819213040253516,0.35076677231652376,0.15318617758649036,-0.4546513532355309,0.6767570748800041,-0.04770240220116549,-0.08889257869909578,-0.2554551456355294,0.21004887252465004,-0.013739046117854559,-0.010134072201276855,0.08910976324619531,-0.03259246354386627,0.0539546799290722,-0.1504595820976978,-0.10297905980451856
BCF,-0.7090577290312391,0.7112551821418736,0.6439182552733368,0.42903847066720735,-0.37850831347952263,-0.6413943038964771,-0.3454152959897808,-0.39075668376494616,0.6809737306954428,-0.13861763382102374,0.15110358267843904,0.39413789927301135,0.34545797863446787,-0.23099070161461746,0.11768658516023957,-0.34726174273244,0.20268467496740578,0.5250167384062608,0.4350397617105471,0.10695494046923988,0.2340542687227941,0.1541967058107416,0.4759240413795044,0.3809140703253395,0.465136463713246,-0.25983173796516384,-0.03944296230994391,-0.3267571965928055,-0.11588100459358007,0.09723844366229678,0.1865780151834067,-0.0297794672986478,-0.015123919523800912,-0.27891676070242133,0.12875074064453054,0.07826962324492148,-0.37818185494104684,1.0,0.08484386427640805,0.2912276324579198,0.14136258929587997,0.2225043302182725,0.09239025534021116,0.05185442724382748,0.06786136349428389,-0.014996309350676232,-0.09409546446193708,-0.11270275463264753,-0.1321619872417999,-0.26210728730704935,-0.024899094723124352,0.2952589958711774,-0.12481964980209036,-0.12647247444915,-0.030247154149782192,-0.4470450879933441,-0.4311720766060448,-0.5455393954517089,-0.5157583846134692,-0.18597632741362985,0.09997727776550877,-0.10195150944855924,-0.38115521807519365,-0.05995135049824812,-0.17159317133476473,0.25165739200679316,0.02365008483635088,-0.1112071038716622,-0.49660588246562365,0.08134697141385015,-0.23532377126484466,-0.342288466989012,-0.38949183594218006,-0.20831938335620268,0.4713195700237079,-0.43082795717300015,0.06542719304878881,0.0008151680644650029,0.03241898623265665,0.07044174830473716,0.2673095762365643,-0.1913367837379031,-0.09687888822617544,0.27735290442099886,-0.27156300395908534,0.06403565314844899,0.2646896493527978
IGC50,0.11700855129557246,-0.1069182582962284,-0.10999545437012886,-0.067465423306859,0.2707961028285953,0.15196200835448193,0.08654353874228496,0.15486438356182397,-0.15559450183173662,-0.1912148838505226,0.2171017297254773,0.29910781200081205,0.21770075103587655,-0.41701767397178585,0.05500904533398712,0.07505045413747143,0.4383247771022133,-0.07037180657619058,0.2799804534388047,-0.20208055603616093,-0.214843769309847,-0.1791979660614683,-0.004762584361451579,-0.03267158127346602,-0.21572096995848336,-0.02509638483422568,0.12453091716309397,0.3538695534405558,0.2697828186912624,0.05662538830611499,0.12369697713536265,0.3199135468381007,0.11007143032409962,0.45733653429489246,-0.02855515887528487,-0.11753393972039755,0.6190744805030193,0.08484386427640805,0.9999999999999998,0.5530556028935143,0.5207071364183158,0.09034895096591705,0.22277048138622058,0.1918770812837833,0.13246361114400776,-0.01088714547557645,0.005808792847293894,0.30090090609369613,0.33493063639390597,0.2443558732863484,-0.010271131169324842,0.5040970584638251,0.2922336739722556,0.32586926124718546,0.279089874997319,0.244089349507274,0.23741494748665795,0.08518341248027221,0.22555742082555524,0.15763831644001966,0.34374580289725026,0.27774721604409724,0.30834864519862604,0.3627839779136407,-0.11316274967219557,-0.07399784385936378,0.11970336289544084,0.10094654673925857,0.31864869424480396,0.1721557400112773,0.1313974403088058,0.054489505947469534,0.25476155660681016,0.09627438307506056,-0.3052087918211006,0.5449081786745277,-0.19743146103951953,0.15886956945510947,-0.23906130805819148,0.2390415369637711,-0.03544126033388424,0.04744961790904746,0.07114265328461955,-0.12718348473467192,-0.09759175445081508,-0.20832663279821376,-0.15402662855430838
LC50,-0.27002142499037174,0.33497071133393974,0.25520904590043275,0.2967564596597115,0.06185085247607803,-0.19325021882231502,-0.029322437238384062,-0.04457109271794388,0.23718142861915772,-0.24815848307397592,0.046021010689730774,0.4470509504718295,0.43340940365388675,-0.43692305472286946,0.07765327050905632,-0.05439521227756168,0.41161835422029147,0.1941033433320964,0.3990945557608571,-0.23563307910874162,-0.09650630245859294,-0.17776758214383379,0.44813594727246586,0.0746827464130239,-0.05864623137485885,-0.25606783890187473,0.06524280419158625,-0.03198165475321291,-0.010008351493475991,0.263983393140018,0.23491939941970036,0.13920779283086152,0.2008114893315892,0.23250471496450656,0.0013775888894685378,-0.004390980531065947,0.3870958711542587,0.2912276324579198,0.5530556028935143,1.0,0.7900159706315052,-0.07919357632312445,0.04067958495332195,0.09811418108737906,-0.011869723402615294,-0.13788172001244586,-0.08438124612370142,0.19061121211046117,0.003585416358924725,-0.04906206548115302,-0.21835288130706393,0.38710088419446825,0.10793895374353174,0.24765904849975076,0.2595374201684351,0.028970568325004126,0.057185702338232024,-0.16046357650665571,0.02319443852525749,0.1791084087663037,0.24198293161458426,0.22186083515873614,0.11889610729622847,0.234155195319156,0.03395515444233981,0.11618987767999592,0.14189815419057766,0.08082557458842114,0.01919409267413148,0.19304213003290804,0.031109102740375868,-0.19780627186205213,0.09324558135283566,0.03845275215607284,-0.192212323455852,0.1968744080820666,-0.08427909590992044,0.1304843884330748,-0.16261090160016384,0.2380230696162653,0.10732417017526316,0.022370384194362915,0.009643122226279279,0.020308950716865014,-0.14336425124937305,-0.2701102869962813,0.05234126729777821
LC50DM,-0.1353592824256167,0.12133930517874777,0.11928705003385427,0.2096914796410232,0.3355700352535093,-0.0587447316221788,0.1134981225252919,0.11753683516164613,0.09639446018774094,-0.3397531190021358,0.09662278420977546,0.41758844336833745,0.32624899104415167,-0.46015078222378825,0.09785326772307001,0.14971502010206217,0.4586041702016378,0.1181655745052836,0.3777494412203187,-0.3200224049844838,-0.24977459140252628,-0.14734413951189895,0.3640099256310165,0.17973993641267438,-0.21971238203699048,-0.1652618788190075,0.22694145544357106,0.15183438183277367,0.055510585352129646,0.25096922066406036,0.03500631665981459,0.251032380343878,0.03294896362277065,0.2608514947436333,-0.08201524919420343,-0.06753894300861205,0.4010536777234675,0.14136258929587997,0.5207071364183158,0.7900159706315052,1.0000000000000002,-0.0026744124987727576,0.08951474007914871,0.11184138746013238,0.0074607946187352754,-0.0009420822094599467,0.03879713359159055,0.18812131836492227,0.28383729466222596,0.12674487470522258,-0.22758575858104962,0.4379471312927125,0.27459698776870295,0.5050238794882529,0.4957375565513798,0.1767935930555065,0.3367886503757729,0.03262124389495397,0.27681478684210126,0.4202895919766859,0.4583263387370628,0.35686253862655176,0.39946907075107463,0.4888438566524624,0.12948302960602565,-0.09074465097913341,0.1851139167713437,0.07500260987521322,0.34177586353774553,0.15833952851007588,0.25438407256969076,0.10684648973124956,0.28751512251075717,0.009143909768944967,-0.4255443440000479,0.2573001425160442,-0.26830889958700593,0.326704365652465,-0.35896945014236514,0.15864772263619006,0.06300239744925226,0.08270305518677028,0.030271418330374875,-0.2197844732467886,-0.12375012373571405,-0.4744921479439531,-0.20380180656095798
NR-AR,0.06417275572079541,-0.07705738003435979,-0.09240188461709141,-0.02163186760542184,0.09613432919050234,-0.012421031472915517,-0.007007286705374968,-0.011624212272853433,-0.015977406951318787,-0.026820382415595843,0.14008623672592885,-0.09772797126155575,-0.12099589392116017,0.05340108038445614,0.04873091198770217,-0.049337399383999,0.031951087769635074,-0.00019194129873421352,0.2310916131698629,0.15302722821359055,-0.07896963299767147,0.011573190560013765,-0.05854650577197028,0.12066315602004529,-0.061088716555617456,0.08797996291801609,0.3021799519863407,0.032831829047406835,0.035953932433207936,-0.03976331696910348,0.0007403001119438283,0.07872722301308424,0.03812683064905954,0.07293458912283443,0.10979806753687198,0.1952466377758075,-0.0535624597835017,0.2225043302182725,0.09034895096591705,-0.07919357632312445,-0.0026744124987727576,1.0000000000000004,0.2098377910069153,0.0801850848934219,0.0018427609349866698,0.053657350954686184,0.5677674765191981,0.01523472855291156,0.037348207215003426,-0.029061772807610017,0.013731274929112905,0.13181045048534762,-0.0914913076612038,0.06191328332068964,0.0581438491439698,-0.0237805073754625,0.036172002510655596,0.060070524599740965,0.05372384635520869,0.06570651520376608,0.07924350095416184,0.060124622940962054,0.05052700788448462,0.08848323970081834,-0.016068610005803292,-0.1986372758210129,-0.04161278498862903,-0.054448038717477214,0.003469627414383696,0.108933232085318,0.10502314152618526,0.15722825319852912,-0.1264813478090068,-0.05961520012783671,0.013394008673405932,-0.14444409159255187,-0.21132870078316682,-0.006789049021364097,-0.1694122745238397,-0.24018679280601482,0.05745253747590283,-0.022532590788328814,-0.0389536301304098,-0.15216956025639977,-0.17942430842584883,0.05896131543174159,-0.15856255799302624
