,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59
NR-AhR,0.10750589911477092,-0.013385727412130519,-0.20596334663906293,0.011776564187017759,0.09390523416200539,0.17746558210225616,-0.1149277525808142,-0.07844306499000553,-0.007120541355846716,0.0055609525254545055,-0.0694680080644737,-0.04335045115467512,0.035421288468501934,-0.024029471425007845,0.024531400836963528,0.08614325350631291,-0.1641691276327039,0.04535828686927469,0.006404891128586804,-0.05222531229934661,-0.020275841206036264,0.058121432609247625,0.021707786939053,-0.25194387455811496,0.090498036465114,0.16088421869374064,-0.25660428318314277,0.03666068774791229,0.04470893924448958,0.1029478179794433,-0.01299339375505508,-0.07001897435886857,-0.034347464101315894,0.04417269816227455,-0.20713435905134464,-0.10749362197779064,-0.002097665500531802,0.21713486187496617,0.08159277679056309,-0.16256230217517612,-0.029886008924288235,-0.14521860602315517,-0.08076110584663797,-0.051493279784214085,-0.0340343408665766,0.03528036598138998,-0.012427279389270018,-0.20120633345957678,0.2516452964836247,0.053485419759466385,-0.04728189722161121,-0.019154735233342518,0.08476003591227085,-0.13852752636563895,0.08699867118589139,-0.27084148114275675,0.22307408875932963,-0.1592565747104586,0.11205226631324004
NR-Aromatase,0.15228914426392914,0.03143549500526578,-0.03421486632841043,0.1381902850701576,-0.03651844903638003,0.05405191308870742,-0.09853020442509654,-0.13741004444545724,-0.09287477362270091,0.025494274809442153,-0.019144574424710174,-0.006968355598827913,-0.13792713931577216,-0.10648845004913143,0.06425250934502809,-0.07666786102917424,-0.08205268613870803,-0.011920603676294566,-0.08833300684183164,0.10240346467187175,0.12069585989168091,-0.05257158427743023,-0.01818497658131385,0.04932344776909804,0.07796823096486646,0.10665090242918512,-0.13276756657603891,-0.08512356032813878,0.0706691626588866,-0.10135755175720548,0.045086701627104854,-0.07288790997299216,0.2849581565024062,0.00707872282592048,-0.028063314190280172,-0.0823735620174322,0.2375662160575078,-0.030913706780946085,0.19486534077289702,0.07068908603785008,0.09294496009628263,0.3266780976364828,-0.0035533255516764853,0.23160844239398054,-0.19399146871156514,0.15222655461637882,0.18224756306942388,0.017729036830575133,-0.07021948087109894,-0.15717019784131,0.05660604210699354,0.04769166386004212,-0.16465758251945897,-0.20870702377553763,-0.15928933195909384,0.00022216690002466177,0.06365913614791849,-0.07162415035787978,-0.1991686531376884
NR-ER,0.09980616990835671,0.0645507195455366,0.06546950691012773,0.20136563624267576,-0.06331156084069077,-0.08355735015193977,-0.07206302448205135,-0.020317695010916563,0.1324371619091707,0.02604771451225463,-0.25795211204457597,-0.11203912155781236,0.10246552392713146,0.1302923831941706,0.02049498793453252,0.039040394945384874,0.19701300914515976,0.07659597992622852,0.09088020147567594,-0.0969152565831142,0.0471230284053007,0.02279675801083575,-0.04817529879360709,0.040729316531005075,-0.15846696750866412,0.05894442961975159,-0.07068445334971116,0.0946713623172343,-0.08905844746244841,0.0212629201029792,-0.10637017360190582,0.030509662358741304,-0.06088247724320306,-0.06939754163829737,0.0287836038835763,0.04561130279158154,-0.01455681404433996,-0.03971398605413419,0.314194977746902,-0.00733893030282225,0.01700633170551963,-0.015336469415825615,0.18650436807282622,0.05667372163030337,0.20002999187058793,0.025896001859628225,-0.0832253139904705,0.11665088894747376,0.11014682099959956,0.01957159996657798,0.16963029040222738,-0.21278335609751012,-0.16485356424924802,-0.05282292419590087,0.3063361342656179,0.1601838934951886,0.14162678120270683,-0.18908766941547142,-0.08737979718239526
NR-ER-LBD,0.0882704697930977,0.08287012001015127,0.029181679986941815,0.19885286736902877,-0.1113379476781769,-0.0038806666250637083,-0.08542609172272167,-0.0516678765207353,0.037208213907121174,0.05832441558906039,-0.1873830515432483,-0.1304895299679042,0.09339235267851717,0.15897269150386986,-0.07065913354901722,-0.12543661752731602,0.21073590307122358,0.0926533100187849,0.024131930770830236,0.07922883112147235,0.020571861518845685,-0.11655076184985526,0.09730352553706456,0.015564510935563472,-0.08086601400957469,0.025855680713756365,0.060709059783259495,0.16940862090744124,0.0851076868939799,-0.1812215076393472,0.10815200418637821,0.1125965687637625,-0.07755547465702119,-0.12495800739483269,-0.09544207395100136,0.16499757587319455,0.0037848336437405275,-0.03361172083280334,-0.17305091819118923,0.011806351626933331,-0.04143429835447059,0.0948555332456817,-0.20418052647900667,0.19325468533758233,-0.109301808696154,-0.15513845480534078,-0.2192896856959446,-0.004630380885343399,0.04666006011113665,0.27460589562368415,0.056257629558547566,0.026486599607671274,-0.04974207816415443,-0.15898206225083047,-0.1690835305575574,-0.17814570870089147,-0.10772008078603945,0.20751319828843312,0.049730800767304933
NR-PPAR-gamma,0.07922287018446467,0.05448232895131344,-0.13278476485478688,0.10729307040034665,-0.07750236355598605,-0.051749642925767836,-0.09902761111921443,0.040882780543465495,-0.0401357643267759,0.05672369124660391,0.16709435811054274,-0.17808888415467242,0.04140207783316801,-0.008092639560349306,0.32773299050783883,-0.06494795786990283,0.110514342581855,-0.16945761488022382,-0.05916531698233389,-0.10484044418294476,-0.08451374942869766,-0.13766221760553968,-0.12888360283845304,-0.013681587793198138,0.06568960732564386,0.09575895779312811,-0.19512739353335196,-0.04640158045551679,0.09711413132214126,0.12670720826734883,0.09653065480939371,0.06640997177743004,-0.3292136293396402,0.20532709127978938,-0.022157950655967065,0.02807039602951065,0.003315424612816281,-0.3443947979609744,-0.06738579997180721,-0.07976137768074407,0.23711748835426236,0.187935699335479,-0.14626598006386893,0.0859825958969737,0.015185673288133812,0.022025925777168047,-0.06584589161804574,-0.010558284023727627,0.11230735764671608,-0.11067230888692213,-0.05018971990944467,0.14622582437008533,0.04064094939132429,0.13074884465725836,0.02776606844937555,0.12112963830410532,-0.01273122727000947,-0.08289086938373894,0.07658388864582436
SR-ARE,0.14782944588405939,0.07899251639720607,-0.11761086315039991,0.11852491761366207,-0.00674433012048412,0.05126091745407745,-0.08611114281018702,-0.1653213846060083,-0.007978053874971438,0.03164947558593842,0.058873435613134815,0.03811484787094334,-0.09870835878286677,0.07942686909349567,0.06806851476884956,-0.12485046290362872,-0.007165943442935356,-0.02397317986947624,-0.008864585473375302,-0.04606456580030958,0.04924772468025822,-0.07050068785772866,-0.08141624061749553,0.0689481316767517,-0.09697465050454095,0.039078719799661474,0.044185943558227914,0.13278771613996915,0.1022636815026901,-0.02046764704386841,0.08889521459714725,0.0609010112564832,0.15985011682333,-0.06480493110042648,-0.07696368605907773,-0.04283028175863509,-0.013088963278170551,0.051226597149380285,0.08817324221520771,0.06636125386342247,-0.03981197681623134,-0.18201313145370085,0.0894582245608816,-0.24429992458603147,-0.0011189158159108006,-0.14032942842201215,0.229401938909823,0.1505229746742817,0.24483017914943583,0.033067685951085446,-0.043619235551756036,-0.09762263008746687,0.09780010763886719,0.1774170983712895,-0.1281326129195484,0.23511816697987936,-0.27465979051617456,-0.1362883469096714,0.010798097937761264
SR-ATAD5,0.07602032004314462,0.026092568460859136,-0.11472940952250461,0.11493460878098749,0.04842693561024721,0.16133054707047903,-0.1356992265431424,-0.14016875799426304,-0.12268230621255702,0.08907573445438488,-0.04020813775851544,-0.0784521688185708,0.1587908586346606,0.17912466174500283,0.13117330939870123,-0.061822878753961016,-0.0944493669273027,-0.06068888385046033,0.15672427462713354,0.002005658736335972,0.08427681077803251,0.1320889055108607,-0.16611986242162133,-0.2367559621534932,-0.08463576764076544,-0.026882802518153656,0.24424307133799236,-0.09620461923880735,-0.15664010142215856,0.04120345542215875,-0.22241410583562193,0.02514959283338608,-0.16226575637056992,0.04818709974283226,0.3752999374676507,0.09494428578187641,0.08014280758603042,0.006256499520607056,-0.04948984351690659,0.019481687209247582,-0.08826527640883407,0.02235166292314733,0.22376897719032524,-0.049278750838627386,-0.00648443528959769,0.21441407819152553,-0.014341314791702538,-0.1188564658872018,-0.07324150281943076,-0.06223948629946821,-0.044002133091799386,-0.03143221961424337,0.19745772711028392,-0.20421954731842473,-0.15243722825395378,-0.0033761900905737163,-0.1027238189582867,0.03766715178932338,-0.034160403617262664
SR-HSE,0.1036562391470244,-0.0014521971232331309,-0.10170635550387688,0.1008724672352853,-0.12094229859977564,0.18254374574716067,-0.13261488858162893,-0.06770503574881051,-0.14996308511112275,-0.040854661835506345,0.08540400248677726,-0.01871401522836272,-0.13198455470026685,-0.04470796191486586,0.0819239314435621,-0.18355043444813712,-0.03507701800716833,-0.1168772962178746,-0.02408798723102632,0.2112638813321155,0.13362431715820797,-0.07615503260673959,0.09769258030576652,-0.20953205221659438,0.09219042357712162,-0.16300059349659254,-0.1162767116316243,-0.022573488455526675,0.0048100797577843996,0.002971736886334883,-0.08781279134989395,-0.11208083544130382,0.014662277235335152,-0.062050060925864015,-0.08898124985861774,-0.08770696275102072,-0.11817776606108808,-0.08003428327842729,-0.26689548408679153,-0.03244176496449864,-0.22401804287674382,-0.19187611368571728,0.06178308957204058,0.16847801911429772,0.0719414526762796,-0.19801652903562073,0.06122063479398411,-0.016072315187003625,-0.3119348286550298,0.09414592769224493,0.08107070441321634,-0.026408678739738796,-0.16235678303054826,-0.03158351269450516,0.15851029354642493,0.1912074756408717,0.02871113375327246,0.004871753095846185,0.0335831958472982
SR-MMP,0.18184932159887,0.07511080059046821,-0.04530653492348171,0.16279100944556274,-0.030632598612380525,0.03286214627276309,-0.11436666361637952,0.02233107942333102,-0.09306869140420017,0.024742153476581347,-0.05541010237039842,0.004147423400196975,0.006232344787644286,0.0021192385397765783,0.017819016589064603,0.011165420360085446,-0.03040184634967688,-0.018652899518366312,0.025671469824588358,-0.0301777591698145,-0.028617124181278316,-0.02790614287740449,-0.010008331865807883,0.02101819538307354,-0.03007612952186269,0.09010989495566935,0.018747061398324577,-0.029852473610350688,-0.07861498490404802,-0.11457275211477627,-0.08611625693453041,-0.034160305596539015,0.1681325569709371,-0.07781228796036929,-0.15567077738084045,0.07234250630883107,-0.04415634146917431,0.08451248209085975,0.07334127309694344,-0.02244030137865405,-0.04065874741709624,-0.0026813581559316374,-0.030650639697789875,-0.014450042518203154,0.025193645137514632,-0.0722584662189211,-0.04184776355200411,0.09111997815587353,-0.0019263007715262861,0.04583089066704216,-0.052868257703370176,-0.09841694346947233,-0.03882698469647413,-0.07525564925662616,0.1484327507779536,-0.0032045159311202207,0.05496765358854981,-0.014765265192525448,0.1169922290786091
SR-p53,0.14416754887218852,0.05429630752832967,-0.05687473195923962,0.1345053416444883,0.03884541499623775,0.12331813060638679,-0.10553056685918501,-0.192452731254415,-0.14929023307840666,0.04673971947944842,0.060474155249369756,-0.09976500032881602,-0.08878790539261351,0.1956421624595898,0.09504641835120788,-0.07919923794504585,-0.004564258249484657,-0.08670832669623665,-0.036136832136487364,0.0959663637979689,0.03683708442152445,-0.04996739805433169,0.020716847179863197,-0.01760555529861136,0.016577258323762507,-0.0020143464568619512,0.09554840345307956,-0.03742673430774779,-0.00407500707537738,0.057179492426186584,0.07971716826825193,0.03997294971139781,0.041414858039961824,-0.05101001917854045,-0.014000075828938755,-0.03589591945200028,0.06325637418016958,0.12912053313826996,0.06972455038472834,0.15699871837278184,0.07693825706023104,-0.14816913844047214,-0.10303148124693375,-0.16081519718347018,0.025208765593671374,-0.047156628435422274,-0.0610596898007596,0.10357911509318223,0.033719060705319596,-0.15900659897857633,-0.04949827049317662,0.08861983568972448,0.032912430310914495,0.25919317646345436,0.06941147155694269,-0.16842636662016464,0.07868471579709659,0.23934861056382384,-0.011679409307651736
MW,0.07981372337675016,0.2367414382153794,-0.004227187539501869,-0.12396574512248035,-0.05600964785984008,-0.04791502743663513,0.08358514227293912,0.007675436563546055,0.016818338530272505,0.0533180526110938,-0.05063044331293508,-0.05690883369943029,0.05774118360400777,-0.020522786627236653,-0.010084385589249113,-0.025230212009682798,-0.0006926914250066397,0.0024227776639217415,-0.03634438309971014,0.006993469949038808,0.040336444959233456,0.03003153038534638,-0.07514844573864388,-0.0628862622862158,0.006455006747357661,-0.0038826282992086916,-0.10102091811225336,0.014883298653691146,0.11704899517250725,-0.055365291069959875,0.0004571911279993568,0.08124083291384497,-0.05389047146630199,0.052827219456544006,-0.043891465677238756,-0.03672622027818794,0.02186453546441764,0.04885846806262106,-0.026924540336821873,0.06605934949899309,-0.07978963274580439,0.012296074248022024,0.007474207886930151,0.04009145627718439,0.02074079545180668,-0.012849530352184446,0.041480081347793823,-0.009093339176075133,0.02062456414588168,0.00725222225486874,0.008775297720816673,-0.07980657634208455,0.08364049718957484,-0.0034914637122105407,0.005284668407131779,0.012797847623134462,0.017467452257442975,0.020847555307336,-0.023300861388281885
Vol,-0.003059982886108851,-0.00919687849432138,-0.001582817557012914,0.008587406864967017,-0.04947324614282565,-0.0018063476630127036,-0.01190206374251274,-0.0033597468422095268,-0.06416550592281149,-0.030186753855012,0.1356669254804981,0.23672253679481872,0.24710627246391953,0.13066681948787284,0.28353394908454616,0.2040980485097993,-0.01981136939033777,0.2855614030685694,0.08571136989422234,0.4648868356719791,0.2751308201609619,0.1607268578479272,-0.15060793108969783,0.319507026416657,0.22385910317935462,0.050301472785823025,-0.10493442331758177,0.04432897836776096,-0.0330643326660706,-0.05058435871033785,0.09110539031021508,0.02883756055182979,-0.1365665382203467,0.0496526953578674,-0.12423547740857974,-0.006685928686158492,-0.0789498379679999,0.04652541505385118,-0.05980974181277737,0.040615304359990015,-0.07359289225095733,0.020838353761220965,-0.005498313111317363,-0.06963361520471946,0.035184119430807244,0.013751332213409989,-0.09178836603302948,0.021314542636659398,0.055838460527444234,-0.015265712881151292,0.00479204502702877,-0.0820617390938463,0.02107535734248412,-0.042181546896404375,0.003699773533326959,0.03805263333580008,0.00504715350461267,-0.012484335785674965,-0.0427389214733839
Dense,-0.06821971760768376,0.0664146790502427,-0.13880808890953436,0.03455368151318574,0.013048423954798868,-0.022201443341382406,0.2869070334774479,-0.04818861947660647,0.011988215160511234,0.13775314308762238,-0.046390313673149566,-0.3045628200783419,-0.2008504502715914,0.06126771369183413,-0.2200884194058326,0.10719737807143909,-0.06074940202885015,0.08028424299742505,-0.08169264303129734,-0.05405820785090559,0.05549434522412776,-0.013867690545329478,-0.07461479972961256,-0.15130246620260823,-0.0611983065951126,0.07547438649412294,-0.19822912338415632,0.0039196392397233965,0.04925425272821147,-0.03173781556765347,0.13058434550373826,0.049697638669517485,-0.09287311955693267,0.13547910343067746,-0.16705846464702684,0.015987881044130042,0.0029672107828228045,0.055619743237557376,-0.11218907371920768,0.11635225881713751,-0.16028124242964192,0.021071187102866235,-0.05228357265727995,-0.1142666252463954,0.1166752102204246,0.055766372202431524,-0.13132318285474018,0.11469693244619036,-0.027329637986274705,-0.12345724067242417,-0.038832527889894414,-0.17569763335781316,0.1451827307701015,-0.17328318466535775,-0.08803808049210231,0.12657604943328904,-0.007258027329041655,0.07124178637383698,-0.1653136036755694
nHA,-0.04175395401313681,0.2545582259781399,-0.04837475488709062,-0.11085941173600117,0.04879374467767843,-0.013006329065537314,-0.015280343027278027,-0.05199923079649566,0.008175855786497755,-0.042561549385048865,-0.08236230729055084,0.0376725610130772,0.09412749223176392,-0.010711787300600835,-0.013574886581418722,-0.030216677583185553,0.042954407368751134,0.011285884811108454,-0.02993081842164011,0.07295808576845422,0.00010229311988031731,-0.008554084271084283,0.01725416883665728,-0.08162179811833312,0.06036381543604542,-0.001975810390255215,0.04593232746659375,-0.028077776012543493,0.06383131944516049,-0.025448769240615232,-0.05543409858035974,0.03470427038375438,0.014990378039483138,0.024915729882026262,0.01628866043383763,-0.019784717883622294,0.059194940931193804,0.014021074850392334,-0.05222613569410558,0.02642733123946745,0.009532825713020943,0.0026253692274648133,-0.011358752241032229,0.030160916321336446,-0.01659503080899094,0.006865370880808755,0.003163771367951207,-0.010728258955474995,0.04213750757645397,-0.01518896694903328,-0.02035180630022637,-0.0372329079144154,-0.06215848798031797,0.05606790653058865,-0.028609280049274627,-0.03480865462190397,0.020682210824789604,-0.020842012033484514,-0.02542737827267605
nHD,-0.08313206448949871,0.18752940256258382,0.004375940373295092,-0.08376301573024082,0.007593608398466227,0.0749809388809684,-0.12412787109919779,-0.0006168086477206975,-0.08665878025358519,0.10847621128631986,-0.13949063795769914,-0.04047771283788208,0.1422241076425027,-0.10059878447888676,0.03902950333496923,0.06160459677628949,0.18370922178505994,0.12902552218492708,0.031804716415094775,-0.00796668047313135,-0.04818083553147036,-0.06463320953230989,0.20392665599566517,-0.10063360980473969,0.1214477069042088,-0.05073497321857186,0.050972213692960094,-0.016445519178653015,0.010107789206400805,0.05207754647079045,0.04558512821327072,-0.10488785742744478,0.05966765643634042,0.12554386964748399,-0.09332066470182004,0.0725264656883626,0.0011039055637502085,0.004115760840654015,0.06784535135902969,0.048892401365906654,-0.11017604433996657,0.05568294240080379,0.016858950101001885,-0.06213771588220942,0.1112534113449157,-0.019651134424489236,0.03449697188522685,0.0716951519445346,0.020871253105740756,-0.1677924156007643,-0.1945532700750307,0.11627578468083014,-0.10789599718529477,-0.030859524390150814,-0.017892139808087168,0.0716433322545326,-0.06980803176314952,-0.13477397977853928,0.023292178140799966
TPSA,-0.06875494622615264,0.2511302951441835,-0.05434474266511731,-0.06345712247599934,0.03696067368435645,-0.01430625152197333,-0.035370055823569724,-0.011711959570415298,-0.002755422867133279,-0.049195844251530424,-0.10098869509788125,-0.007950355663799386,0.09645546549854073,-0.0496575605293773,-0.004865011343687907,0.012283228177546743,0.11574883036720823,0.04481712926221562,0.00914696139113172,0.07456379224297738,-0.016685826353148858,-0.04273591025920188,0.053096759353670135,-0.09982351309317869,0.09839928467205786,-0.003917838459596354,0.0532241289921225,-0.03189523182466564,0.008128193392979197,-0.023667210385451665,-0.027382108816370175,-0.043173534065357434,0.030952777832683298,0.017526682403858546,-0.007444908834958401,0.0003081757584467576,0.0535633329553635,0.013975319627134171,-0.03438621296674639,0.023625157807140064,-0.007844856806777656,0.02613421726114573,-0.029358519422586497,0.010894424026255733,0.00640441619668744,0.020515729693646803,-0.005477941603461295,0.008725592616529783,0.024220047646088337,-0.06867165666402887,-0.04628205902319306,0.014089494603100827,-0.06105862618053827,0.038477352560674916,-0.02167065930253946,-0.002906854389993028,0.005536937963154673,-0.07538054286962417,-0.015377005917133313
nRot,0.01143806622354121,0.1626884379905354,-0.03001184943013894,-0.16694727575451238,-0.20051982099374935,-0.013859962231633122,0.05732206099599789,-0.050451422012443056,0.072376068180366,0.05605701991283943,-0.07451374541520181,0.14757804568631336,0.12206109125594211,-0.22635904572537777,0.12741259239176222,-0.14672807594784495,0.12217906009934965,-0.09569077961502474,-0.1383406668023059,-0.028999588824493598,0.08885751864635288,0.01963229114924375,-0.09977719079288459,-0.09475384168873513,0.014991098221909374,-0.051978493518509764,0.05014597553502555,-0.07989218142967593,0.03263013776074254,-0.09527786997768067,-0.019825097964002253,0.06510560190713714,0.03976742380258628,0.012876881354852099,0.06542522076224952,-0.057963350544755876,0.06714902427031985,0.0421700256677795,0.020802764227166815,0.0498191095142588,0.04745243700628196,-0.01773457241381446,0.057185062661851756,0.057629052062687,0.016475371134702974,-0.020176709141474652,-0.003756782023620439,-0.0590578572170385,0.070311021677333,0.08046201884440553,0.022786964029982038,-0.13999453414732832,0.10094311505584806,0.0263268817609508,0.023081904687831806,-0.14208050546838308,0.1057289366348057,0.045931355183586,-0.018420985216531217
nRing,0.16000339598335014,0.1302274017789429,0.08654749506012745,-0.05773743800448645,0.15602901104227956,-0.03778985362771604,-0.11958900005184292,0.012155904805085294,0.00824825749545677,-0.08996763990382764,0.059835180953934954,0.02443226944982167,-0.03892043946895499,0.09283972348174302,-0.05607505921547054,0.06501628690502764,-0.11790420449707803,-0.0007979501466927365,0.15191545736433648,-0.026119720195074636,-0.037321541103636946,0.0322950353333762,0.0032499180313668996,4.8152808611326425e-05,-0.11151629026462309,-0.0350770871024942,-0.16115888054609076,-0.044836430930617566,0.11589355984397764,0.04075415812080346,0.07258105736914829,0.12153521150615246,-0.04832013200665894,0.05165279258890079,0.03715163058206887,-0.05626715388275882,0.04304605261042097,0.03327491660950058,0.027682383353481242,-0.03593247515213793,0.05841785916653784,-0.00549344797809697,0.051697675860070805,-0.09437181148463694,-0.054711262516334964,0.020539582835218194,-0.07741421808280971,-0.047588676379970815,-0.14034295145112818,0.08731555718572633,0.0235482305162638,-0.04110340856978273,-0.08339640133594228,0.04817618630074896,-0.0076978240768272345,0.014825414952182855,0.022005123978567076,-0.021249595164003817,0.042056067224905076
MaxRing,0.13464202531025038,0.10637947829245242,0.12846425611887266,0.028588170260487263,0.14910434281732146,-0.07139990596405665,-0.08104761785377367,0.04337165474820283,0.07054287886616985,-0.05262822044485016,-0.03467184624872683,-0.11101945244730863,0.037405399835672155,0.09550646109186962,0.00026812533594934573,0.04451136905493107,-0.065911323221946,0.11674836070296114,-0.02400730630178025,0.005818783551649755,-0.12861131342025314,0.019297267933271967,0.10464241388342976,0.03294459720950871,0.13275954090672462,0.036963464756116504,0.000535966152009109,0.10805883106095923,0.13537877802416687,-0.0205718366048694,0.030382454852942213,-0.12234745937946333,0.06619744800878624,-0.0953384919002506,0.07824228960703822,0.2024247612165868,-0.04053568733921779,-0.032216568377036396,-0.23054088354925756,-0.20110802670772798,-0.06357430440013453,0.01988193759056474,-0.015320645319154506,0.08695646878994846,-0.037212579922015265,0.07797796629138265,0.2955116001848431,0.0032343350273310034,0.055896666809833524,0.07017694129385621,-0.03813305484685235,0.09509786629307397,0.3020885125875057,0.025320489172786675,0.008354633268396944,0.14913202899568342,-0.027714122649453984,-0.0232508003877916,0.01285772671792311
nHet,-0.02788601849313549,0.2474834841290141,-0.08328593664414319,-0.10668945610147976,0.031669366478733287,-0.027302030269731284,0.09961054546465921,-0.07072936071108782,0.010641094564223966,0.013261984625893682,-0.05356342535375749,-0.001157744013478977,0.0613171800876425,-0.017725059102300024,-0.05628287731178583,0.026132769794800653,0.0316807038607003,0.05756792639645471,-0.043358503851481545,0.09219661304720358,0.033633708623177355,-0.047382550999719095,0.0008647649564163945,-0.09511596168044979,0.04233572129285207,-0.018008938099825622,0.028811295122282116,-0.036983405387236004,0.11083546635079985,-0.04515846363234648,-0.01900758034373337,0.03005953504017579,-0.005861285389662768,0.06073635795344024,0.007277007641910464,0.018706314410787545,0.07675938850600117,-0.00689452782719685,-0.06078803786459494,0.06940590172798773,-0.044768043332703775,-0.036511527800169225,-0.0230915251605276,-0.026356062408035077,0.0032233216823887023,0.02769521104639161,-0.047870021252425704,-0.0069797589182355735,0.025489421988086042,-0.06366993827752386,0.012514084041951812,-0.05088982728409418,-0.07292034318429563,0.0033482813329133027,-0.02839354108487685,-0.02142711043519216,0.02209885620150006,-0.03003275870153423,-0.035096624380609565
fChar,0.04708571774694567,-0.034102484382678044,0.11925930886943657,-0.05469055586686184,0.012570071191854985,0.11434299455776409,-0.1425616906059932,-0.004550692887178291,-0.105746885069229,0.45772403986326715,0.09334015997308122,0.09028255271288138,0.03473764650713712,-0.024995093609955808,0.04819225683741489,-0.025065863068796018,-0.16581436842051495,0.08586878635728917,-0.09817856122926698,-0.2106285339227908,-0.08938771363592789,0.1087539704511003,0.09150141591047027,0.19409786393069167,-0.05778940010264918,-0.10476519018119208,0.11852046947373127,0.013761248874153184,0.23507920245509756,-0.048281722232335435,-0.054919501370137624,0.17107789304518042,0.03429289754464755,0.30770807674280287,-0.06337363389858017,0.05477624913609555,-0.01623781973264838,-0.0932324052822038,0.016895732030473835,0.009476010211836833,-0.18197692700847778,-0.0017962896078701496,0.00816222868674979,0.019883225325110263,0.028289992124818752,-0.04171817595501888,0.027545325833878486,0.16493791374518946,0.02762855713830123,0.02986610805575686,-0.0478612943596636,0.03222962722375626,-0.0619499995450932,-0.15286415211704318,0.00029021028052084175,-0.013780466546481143,0.061874463099771765,-0.0034895580390181535,-0.07368061374353281
nRig,0.1437318122533841,0.1820278036399725,0.048050847098726625,-0.08571217961725573,0.1309949147116991,-0.06534397426867135,-0.10726342695497075,0.018469126550218366,0.005092890171081136,-0.08052796030369029,0.019567827658314055,9.85259120651102e-05,0.020932036214995613,0.07948112344049389,-0.036149272164519304,0.02978419418273765,-0.08755110152136102,-0.0032950603242350336,0.12935282335966025,0.005655207268843665,-0.073697605832057,-0.006527646980888355,0.007624391084893694,-0.003944338895363601,-0.037085495611679814,-0.06130412737651735,-0.08686959236914217,0.025707887293523336,0.14547235238464726,-0.00829268406816495,0.027392298023815362,0.09078736132330216,-0.047450232881606116,0.0024392184637292216,0.036242165619501575,0.014787030548618782,0.004649103362908302,0.01642033879441889,-0.029123531545880633,-0.02950716117048029,-0.00539000662066047,0.02248747378994914,0.011594652129093753,-0.027020711262972664,-0.08150282970316108,0.004307535512820843,0.03673246363307558,-0.014828607779881302,-0.05167160741609095,0.06010849570257773,0.01923419731732197,0.009593147945722913,-0.050346739141395425,0.09876264842491103,0.007696131007838433,0.05666596306081137,-0.023386993319027737,-0.044470528900356215,0.021314618439509603
Flex,-0.04602165541049447,-0.02554983099744296,0.011457110542046926,0.06361222347812652,-0.1349618298554668,0.0027809775655182915,0.18418096919670374,-0.1258733993051227,-0.20617170763233947,0.16239289455328626,0.11715405042991378,0.322702178467338,0.08366297297619128,0.12840394414535336,0.023446728804456744,0.2943674094048981,0.023040017950798686,0.22909531773906158,-0.07814735589332748,-0.09449245832139319,-0.0018666469901612512,-0.2990469830578061,-0.03928062587716519,-0.3060671266450038,-0.17643660884422036,-0.015589725387419139,-0.23849458829906675,-0.027030226213958383,0.05932938633592263,-0.027860152551319864,0.052161710346723025,-0.028336904215083433,0.004354721318437194,-0.12386226988257693,0.11235639190818199,0.2759247413440334,-0.030529907105489786,0.10124264817574984,0.06343791738149407,-0.1390968668665113,0.07014577252407973,0.0022335712412289294,0.10243059458626684,0.05325543205395149,-0.06670690439850863,-0.08037043597842763,0.059236665689435794,0.023265333156912205,-0.11138267093516518,-0.007528749935120677,0.11674027590808744,0.12835239763746364,0.010615859188615684,0.06357746433937642,-0.06348119279648691,0.007103480780128554,-0.04505982946643425,-0.08772513230536341,-0.016013552992316216
nStereo,0.03637344003551948,0.1896808898308974,0.20149276312778552,0.06523703326896728,0.02574859428033946,-0.07472626862051798,-0.03927284214861511,0.09253371516362528,-0.14016340541100872,-0.04025669475983835,0.035850784193070945,-0.004783129390956723,0.05665638328361184,0.04190429771891519,-0.08144127085041962,0.005304191646905482,0.04069849049541635,0.04639808648561575,-0.09272060514958565,0.04523660385262546,-0.061987194220433514,0.0818610934795965,0.16143108292904457,-0.056628523088436813,0.043188831925042526,0.04768689745115541,0.0012299821503550835,0.09758766254041575,-0.08007903453332349,0.1351489629461052,-0.1602127550575139,-0.015713689177799806,-0.014006371900083803,0.10434486780177689,0.058539081070390867,-0.01840736780695136,-0.04078580498941811,-0.02742292861245756,0.009470620029686634,0.047255613273990166,0.025177394203335708,-0.027212826754562006,0.02207897965286669,0.025435983865569195,0.044895288124270766,0.07969410599153672,0.04258491497904696,0.13533703547260553,-0.029791603235917938,-0.06059399662543376,-0.008354617660728536,0.045941957880782494,-0.11010016181945423,-0.03551681330930798,0.019045713858213187,0.025423810418308046,-0.01445444784289944,-0.06695004275788718,-0.09369467558814118
