,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59
CYP2C9-sub,0.026317811698626,-0.05094747600774846,-0.18050591180885964,0.028786993083361773,-0.07915950274093714,-0.04894684926525251,-0.021626370371469257,0.14750651511674262,0.17745483233575945,-0.15834966296121938,0.1340617941403664,0.008593177419864706,0.2738754614008482,0.13018740370207732,0.0474992956854116,0.062188259350665444,0.0636434205721377,-0.23750233128169795,-0.06423518769256625,-0.12650716970926634,0.040484627921237415,0.04108354941420417,0.15027263807563462,-0.029202418732690825,0.010017404327253926,0.2833144564719312,0.08193198973931305,-0.09063467167851538,0.16180872647433436,0.19119440619228076,0.23469773937427463,-0.08680898115861646,0.21077665712655175,-0.03336258449589795,-0.12882005622319764,0.1747752568740474,-0.02630061502129325,-0.08309927824910003,-0.07981970109239915,0.15087673294245352,-0.06921927049607443,-0.09364125630805561,0.2597999562460285,-0.013582073689808571,-0.16985522960514593,0.07331574897691329,-0.055342583549033736,0.09948764766974459,-0.1068883821414347,-0.03277136743168559,0.09956967080612188,-0.15395488018986592,-0.012344463281917052,-0.006495053219031516,-0.09109052771602431,-0.08461270547679434,-0.0014498854503259412,-0.027349855960440064,-0.115111925312706
CYP2D6-inh,0.12762652945963882,-0.11318900674844794,0.05077479754099672,-0.19527916905387274,-0.05992144798733885,0.1399386657186319,-0.012539313536767259,-0.08022415120209042,0.03310574388096732,-0.0012201553265250714,-0.112391013320704,0.005516613471851128,-0.02812281916626938,-0.07678613037585397,-0.07455669761803568,-0.07056605461673696,0.06866068094180527,0.04302803115752732,0.1906631529528759,0.06589954367861495,-0.013762495195706242,-0.02046029231259817,0.033884392422150966,-0.02967276292531583,-8.123733536119504e-06,-0.012398807516960052,-0.10858345521974874,0.037994254305188435,-0.05771441985011097,0.09290469492415201,0.09198488995297122,0.062230843454759835,-0.044537460033746284,-0.021805485832075477,0.06139088595619478,-0.14685818649887533,-0.13358557672962423,-0.12195675166967468,0.038936164026408725,-0.039367382240085465,0.032432984211007876,-0.1143027193354286,-0.07829788969099823,0.09738576334129953,-0.007779047693210854,0.14697591067984309,-0.10267321197149737,0.0553616147301986,-0.03935008626410326,-0.10033236554765285,0.08683863547407308,-0.005772064404341779,0.06329530048624121,0.0009612529447994536,-0.09827017016608317,0.1391958975165007,0.012100930789560514,-0.07750509067974634,-0.15055887436681525
CYP2D6-sub,0.07279483423011772,-0.1288682124981141,0.0873785805596108,-0.18980593145973057,-0.037404162636034056,0.24047801304748742,0.021880340272349436,-0.038747552562428345,0.06754187215293296,-0.02356638946535471,0.01705441339821156,0.024140305557663846,0.18650246621683794,0.071955475170731,0.015788261033283832,-0.058140819926583986,0.06197196252859209,-0.026145355641060436,0.05466535043208801,-0.10301031521597119,0.06289312483468534,0.03460832853727991,0.040558806563794035,-0.04721106442607913,-0.11295599020349982,0.20064477311495704,0.011272607501087564,0.09731741753771891,0.06656583253319936,0.048865932674763496,0.12821323506778678,0.07752018256583718,-0.04018176651762101,0.014984738617339441,-0.011125361931488897,-0.048009750811966755,-0.11891510873420272,-0.09023731076618009,-0.08260119378431452,-0.024873172413294654,-0.1005070388874966,-0.12382718411135653,-0.0070380392647846485,0.026856153490765353,-0.046997350067670085,-0.0024203708942314595,0.0727227389678333,-0.07342021823227939,-0.10346646031789425,0.05411720829145375,-0.12913690152490293,0.16271223578395644,-0.09516266422179773,-0.10250410355615387,0.12567366250157064,-0.056694439604850835,0.10395732314152886,-0.05660641501626603,-0.19235637217579116
CYP3A4-inh,0.1643610258726765,0.04628623938771342,0.02939355881021341,0.09013650836467366,-0.006360453244353416,-0.095964796216834,-0.05322096520754381,-0.0073688254917657625,-0.03299080746086207,0.030320414720812854,-0.09619638467337303,0.21629348127939924,0.03619103435955964,-0.20367156221553606,-0.2585486538074372,-0.024436012388642625,-0.14630650466554257,-0.1165394763748455,0.014737248816982153,-0.0006811144561316013,0.1331266150887319,0.006872664016200415,-0.027409238607087313,0.10123371415988765,0.020000041423480705,0.03001310740850946,0.01919097340685122,-0.014507140109158129,-0.10523873330078799,0.010412440674329077,0.04869787284158968,0.016185402490225126,-0.018078501534907504,0.04144234063256208,-0.03765445938527466,0.04936454796561432,-0.09558707017547506,-0.01987658716494394,-0.08321339613393945,-0.05951869405320457,-0.016991738403635118,-0.03902381747216012,-0.145269672146756,0.11517649923732232,-0.18610387190776576,0.07917040572734214,0.011841380908569225,0.016567976342385226,-0.025355154422002094,-0.04888264223883987,-0.030939409297971877,-0.10895881329110174,0.2954086011016214,-0.06421990009304562,-0.12845644120560834,0.014918973713005018,0.05212784793903252,-0.26914222730093657,0.016962329360569087
CYP3A4-sub,0.16792599064079664,-0.04112086745340638,0.102726992371589,-0.07726074942002166,0.11333994029293343,-0.08005796091158353,0.08704744586919601,0.012927817828915167,-0.007091363418818251,0.03625206187303406,-0.015483952020678121,0.1030181747760209,0.030948205370983632,0.08637030689713429,-0.15978729689860158,-0.04379490101468658,-0.1609147467058368,-0.10115097192306777,0.09747379152878023,0.05721062220207551,0.07753102733280537,-0.047196382673458395,-0.1744199786382991,-0.005095039735072013,-0.0222305283568809,0.041442762529548614,0.03578542278924589,-0.0957877906959849,0.08655501244141617,-0.020242381368960935,-0.1440892690848451,0.0558302058705914,0.02449475544714725,-0.1796721743611545,-0.014352327636580979,0.06978657957514425,-0.02475763947046558,0.003762751537012804,-0.03393397814757851,0.13682599323573147,0.11535177631269017,-0.013022750979621144,0.0055337269583994285,0.17308218309374548,0.12095961130745433,-0.19980294461074993,0.009810588490766325,0.1220752314340793,0.1508696854252366,-0.14918604410524133,-0.09104360010503873,0.14061583938022262,-0.12317920157958027,0.002140573768368695,-0.09648625106081232,-0.007204785835684735,0.08468451330213739,-0.08267535109459684,-0.0006842832786064235
CL,0.07696259037090025,-0.09057052880233736,0.16366827133478648,0.006159305686725302,0.008442325308171806,0.22621348342541842,-0.04967454263430266,0.06245586690012428,0.018716073944486863,0.009223204809034023,-0.1534700343437073,0.12743998397752654,-0.020905013900124073,0.014289622878054811,-0.09774857963192866,-0.13164099095991097,0.06167099586905436,0.06057628724308378,-0.25134178936366197,0.07150431300654912,-0.05010788419226899,0.01724338892977661,0.05350179801579874,-3.609151972010921e-05,-0.019711901724801476,0.15933666590786882,0.0508760465867394,0.14191038713265072,-0.03384023093652502,-0.09175156607901357,0.3331683317297642,0.031499541483618165,-0.22428329910659317,-0.010786679229451202,0.18948696486710478,0.0542909829623173,0.26618507179107764,0.1290640737995283,-0.07357609166626777,0.10898977778195515,0.10730591710722724,0.008683084006417222,0.03448729815587373,-0.012526264270507043,-0.08717817939518299,-0.02175762618276605,0.039174636684417896,-0.049414981797694144,-0.10580919137080701,-0.2710493510451354,-0.05786260157318079,-0.2068929840402184,-0.060467254808018824,0.00611581713862263,0.1123116931615037,0.05689713079904122,-0.014466233964669705,-0.05429486517457291,0.2680309927972793
T12,-0.13796799346378882,0.050411978244617954,0.036933585965438054,0.14199180621027058,0.01499309009563958,0.07834311711360199,-0.05861899814231797,0.05853151067389606,0.16639200811712207,0.10493261546949754,0.07650441031225191,-0.015982370618594532,0.08393292521981116,-0.0722339036949574,-0.03726046133271976,-0.005701651537472652,-0.1995467047215373,0.027877478600470365,-0.238739196107053,-0.10008296822626175,0.07239238179870328,0.14482558677379476,-0.06219019069302753,-0.048914581483400346,0.1715496677493108,-0.01804280227439889,-0.05458030864021256,0.20341153609900972,0.01100518093786225,0.08037411227062291,0.08965097186292795,0.09480345019608846,-0.13342202826768743,-0.11820505094497699,0.06494342483441357,-0.20269163084348288,0.10359734058207481,0.13158491559756835,0.08480811986003117,0.06938610245776808,-0.06706638059829169,-0.1260433302983083,0.16814714107334733,0.2655805863177779,0.11194141927489533,-0.10589416604587402,-0.2168175136528009,0.11167552797220334,-0.09797908427112147,0.00969087878556181,0.08205500722356332,0.25110689748943205,0.05527241742475701,0.14562110193784805,-0.1294229958391779,-0.01214921792544428,-0.08116129538611548,-0.11501728526116692,-0.0333650200934708
hERG,0.15291095854275374,-0.02757827387830521,0.07408720234397091,-0.17592101677657948,-0.05044871007420178,0.040192514793022896,0.018545495426644514,-0.15383031066759512,-0.024171449266859605,-0.09042243896502067,-0.12696645203051585,0.0636366237344353,-0.17915967639745203,-0.0010453279339730087,0.07553185856596029,0.012198259228418967,0.00530866096054384,0.06355717133616495,0.08202751145170348,-0.12533133936574611,0.12126661168976983,0.06815243017788192,-0.09696079119851653,-0.05802555785612075,-0.03616692081352432,-0.056444837154000574,0.020058570505114004,0.048855231796290824,-0.018797237025541882,0.07323143606324033,0.14855468875758207,0.01732468130213341,0.03683062160762052,0.127803349375122,0.04833394473405796,-0.03082464108384421,-0.19339430471643285,0.04731627480382228,-0.020486510885843585,0.09764627806631257,0.1587838198800829,0.04298975099174561,-0.011880275871574829,-0.007021034455729151,-0.20327153475965373,0.09457999899255562,-0.08695777627853105,0.17917116754055934,0.0659507392267584,0.14298878095097997,0.008568885829260887,0.09286984346494137,-0.1278987521448492,0.1182364871878676,0.0785335129964325,-0.12735827210268022,-0.02995871340092203,0.023120923311875874,-0.15149654589838552
H-HT,0.017691347294252386,0.016069421286795425,-0.1335850571957446,-0.07015464160317154,0.19717744400829515,-0.11324795065248011,-0.011736289708428774,-0.26050399189595164,-0.06310331754990403,-0.23449817523946923,0.20518786886873522,0.07797919478557211,-0.041858327960404285,-0.09076104881879687,-0.019636818079451362,0.0017646894975403282,0.14999464278603133,-0.06483543283904547,-0.048974458578733185,0.016762305752916123,-0.030894693285737573,-0.0966437999581628,-0.08379057458083633,-0.02593968473543931,-0.053436775037616596,-0.02847766791399789,0.12728900261641113,0.2480749728068175,-0.0928667743512554,0.1194445886730602,0.13447035816447053,-0.1432119515374224,-0.1384023705255835,0.1994727660094917,0.08399603445476665,0.008056800840659212,-0.16646805752598492,0.0026261675174211185,0.24360801904223026,0.04376484396255306,-0.12248677297484444,0.09652905280359589,0.07359280891261993,0.29581488930265043,0.07181007822343012,-0.16138295882146356,0.039533774756073004,0.13245975285673198,0.02614108046913187,0.1468851706271396,-0.12123421612898336,-0.1294322409981584,0.10807791950322526,-0.17799333170342496,-0.048149536849031484,-0.026027813033053904,-0.0286453050014647,0.006530327235861992,0.04828678018474181
DILI,0.04512560519463595,0.042502310684303025,-0.22317106144476137,-0.013409434367421945,0.20362140721263902,-0.13436626674627283,-0.029837571347695144,-0.08320604154566742,0.0342412941808527,-0.037819239662616376,0.09319154519473871,0.07123099687534748,-0.21389440378554359,0.11221547554806363,0.00434239300166156,0.04077387537509687,-0.11217878742489262,0.15376752390490508,-0.135062084169138,0.031498712307638094,-0.14079012966844034,-0.003276738239888999,0.07669521384341893,0.15316185591879372,0.056558496495268354,0.05546428830701798,0.08311220287696781,-0.02257120462553723,0.06037456311837547,0.0890183900679442,-0.046682579371406206,0.004479932352480426,0.0070480192740459136,0.10993946758666245,0.15727413808579427,0.2645891403458518,0.03302239154539721,0.021503799463090806,-0.009408748652311581,0.06464998676577895,0.06836147115805515,-0.16722973268187236,-0.0644651262819646,0.22309047940194057,0.04925803735229282,-0.010347626161141234,-0.08051767199437342,-0.04343945068314349,-0.06872868520533325,-0.1035209222455495,0.0706311049902908,-0.04071958254457812,-0.09686567273699227,-0.06628970358158764,0.21103447905521464,-0.21580756837457668,0.09287969673924029,0.057609794166615144,-0.02341433266260464
Ames,0.013466768191405637,-0.00924111002527828,-0.0815405479758871,0.10058161963159493,0.1876207021266128,0.15784430290739798,0.060635066485270166,-0.20622548012100766,-0.022661351207758234,-0.15540571364761574,-0.01638248254621497,0.08994668631934802,0.055808014989940466,-0.013593426158202443,-0.05112640676683711,-0.015614517927502278,0.18585016992452794,-0.011485879519607306,-0.18247060222906622,-0.2025617996522504,0.03945381689596005,0.43954081583962434,0.006386555512528799,-0.03052861566325553,0.11069818017177088,-0.18932180836517482,-0.0884657973006338,-0.15923433080064803,0.08694282110618641,-0.11554981300866504,-0.018077963850294296,0.09784529149005067,-0.11913794958783841,-0.1733551574338426,-0.08906085980302475,0.19844324729162677,-0.18789142840220013,-0.14399881674076578,0.102430739715435,-0.001757263235424163,0.017853490782526113,-0.06586547894181095,-0.25269804402833274,-0.043846212541331225,0.10959473624368399,0.1745317476754475,0.10847122932365591,0.07622274319485747,-0.09217435679210043,-0.036868207208849944,0.11971756941048661,-0.05242216080801383,-0.1252302233413266,0.048643051771685944,-0.15153769915612722,-0.03932669339048331,-0.08621208884813764,-0.06631859377115659,0.15476530365809266
ROA,0.07404119511722472,-0.032320973095280946,0.11417465826398256,0.00928522973629062,0.14413602213699417,0.12274127066009956,0.0027575025297035863,-0.048275001813712755,-0.023583779347301072,-0.07821479676490616,0.026712757276517174,-0.20277125277579502,0.22271132396636792,-0.26846286428220323,0.04263411376790438,0.13323832076307832,0.001666236073190261,-0.10129700586711804,-0.06024444564997372,-0.05769232638536476,-0.004893560771660421,-0.3649754305796818,-0.0348762523554918,0.11985160383425714,0.17019073356977912,-0.1413772723826689,-0.09068201084221943,0.06698897010124819,-0.19055555397001778,-0.003381559680458012,-0.10905362939307175,0.30402551897772834,0.028757164898272312,-0.034466298776354695,-0.07055302780142096,0.21123920974870278,-0.10268576004952393,0.15052596559266676,-0.03344527657551988,0.3542874735031054,0.03148902874110498,0.01117970502944414,0.03406166783381559,-0.10663316796912162,-0.03796113031486838,0.11185283438756086,0.08259995463456303,-0.002546724120221125,-0.14178839613346858,0.02023537628573177,0.044615735229144485,0.0674620551420763,0.05998532779615874,-0.06144380661656987,0.14358862224610766,-0.06579019903703517,-0.06976445355749676,0.0005164029569019041,-0.07008094410964945
FDAMDD,0.13460616511471798,0.00970206628582315,0.12350289239232158,-0.011877409924881059,0.0660661176227754,0.03158129216458405,-0.04939120759920531,-0.06458695500922534,0.024773890489974998,-0.002024170030760195,0.16008219589004147,-0.05487427190765867,0.03887563022174051,-0.23600436559235524,-0.03816626528513295,0.16737113065265374,0.06932105504938928,-0.1322384111909729,0.17130991407185708,-0.07832496286134583,0.209890005598181,0.0337660561859488,-0.1511859052418702,0.011146332980556485,-0.10582981218006912,0.07499868343784188,0.1184958541580245,0.12169406672792127,0.22206493599940202,-0.212793066652313,0.12350500768983864,-0.25896946220202066,0.060552766813375236,-0.024031827746418516,0.03421861472633361,-0.000132853424502255,0.1515219849173787,0.03579157665968802,-0.0207214334140723,-0.19138296111494796,-0.06368198360427166,0.09982775488594711,-0.1562782644430623,-0.08952737164775057,0.32738216749941357,0.0037458228998551533,-0.07057570883458564,-0.006112526155454115,-0.17074736859109124,-0.15126453728271058,0.14001100824512772,0.06889559255539013,0.07119123920512153,-0.015470410544549479,0.22549580124776875,-0.1812881545922806,-0.2002100482851511,0.011282996680507714,-0.08369623924539552
SkinSen,0.043943601669483676,-0.026400463935308,0.08007951146444157,0.16153531619155242,-0.0849787450496363,0.1735825301111528,0.019086030069014694,0.018410139755238208,0.15851876164239095,-0.27114039371273596,0.011095039752892355,0.14679973650097825,-0.16568424323203115,-0.22223663736586022,-0.012572690819024672,-0.11672238226890708,-0.03859909271774921,0.16217171228149357,-0.03274829573066866,-0.0015391634638042273,0.06172828929468159,0.04431447406442826,0.07290881075459239,-0.0988349164029477,0.05307251516402703,0.09676901302715567,-0.09360819629090956,-0.0472857182073015,0.3076270125474888,0.1942740457469735,-0.12449342178855108,-0.010863179206572475,0.007302075495633539,0.008901629710192663,0.2179534310256605,0.1316881338313201,-0.1335419600112747,0.10208906561177983,-0.025643021977428515,0.17612488624259642,-0.16690177491488245,0.32847889542636177,0.06071940935851247,-0.18802443518819129,0.045691354399000406,-0.03913266259878476,-0.18954597755553768,0.006035368502909571,0.17611841785222832,0.032522261706689176,-0.07771155104636894,0.1053242697768406,0.022527874791061143,-0.042457300962394875,0.040558007086312804,0.12018855201878265,0.01236414987164261,0.11954786746696905,0.018902857964183825
Carcinogenicity,0.033337954581091706,0.005867398022689224,-0.03440944813558158,0.19820042293387388,0.23954549719238372,-0.01646828230627947,0.016119447062360657,-0.18636869435669204,0.11198645785366275,-0.09460702694587687,0.04139256456848766,0.13388533087261906,0.04422639947326398,-0.029070784981652914,-0.0999406470767161,0.07143319039745685,0.19098378104659836,0.09819335196665314,-0.09282346296804239,-0.06529384942109456,-0.08484224606092836,0.056756356381922377,-0.07684973110034758,0.0965950370325498,-0.15807048730941814,-0.04426882142000091,-0.1286764016372262,-0.15949790390282828,-0.11765376787734258,-0.15712603461643274,0.09321751271779727,0.1477407720764896,0.05441714069914644,-0.024577712020368854,-0.019273290149100498,-0.20250842003442335,0.1696303113557105,-0.280198454961229,-0.13219873899817708,0.0855581658173041,-0.14868808995983132,0.01737054487515266,0.19556319264491992,-0.052778391913104544,0.004055558907912222,-0.19948767776448104,0.08401534344731061,-0.22544074103497627,0.03311362597392439,0.0015906793203514236,-0.1825493583782262,0.15464313473624358,0.08162546431088336,0.003038724189015185,0.09953381537906582,0.010870166010992312,0.21024408093736235,0.04427256324977499,-0.1679918643460927
EC,-0.04958079193524614,-0.020399563871347143,0.05799848750232685,0.2116817008295329,-0.16126498323253186,0.0015720128641741604,0.08957430873987585,-0.022744689208200178,-0.012639464147223708,-0.3154729724638608,-0.08027075786480173,0.038030965069690004,0.11741203812937098,-0.10238467737779677,0.041529960880627846,0.04898763088024147,-0.21807423173127732,0.1310137569113744,0.03898124213518492,0.041933582929120715,-0.05053863254701549,-0.09784240023117544,-0.03281139047815357,-0.11300739304843982,-0.13519751541971947,0.0033648231519817773,0.26182650077669756,0.0015664880725687128,0.14672119805275627,-0.005268852924748296,0.025042248116631485,0.16913165333228358,-0.0775059387991288,0.12655462534288153,-0.1584968831600607,-0.05465909586005326,-0.011613197195872178,-0.06917444275459546,0.13198637415336875,-0.04615770402306343,0.15020238355268145,-0.24590564728628322,-0.16840595782877757,0.028923306889968074,-0.05344994755869947,-0.03656956805875225,0.07207738002931072,0.05071247077917629,-0.06386947577683985,-0.241150523822666,-0.17554752738422932,0.0140180276856628,0.08630689562246172,-0.09337065777915116,0.13344021071670348,0.10360095305065,-0.027395434338857383,0.08007261154204498,0.003899308180151037
EI,-0.05542957840868511,-0.06329621695383665,-0.06962939422700609,0.204328901781194,-0.1919281094051672,0.042256270421264945,0.02919505115861661,-0.03445044873696034,-0.04104065585082334,-0.2605010358204939,-0.06851900441556431,0.005004574928900901,0.12727630346989569,-0.010410102139782424,-0.0012339238217328602,0.05569333655920898,-0.18311245796020598,0.11342385336078417,0.08731254572193572,-0.01733749712352603,-0.23215284004540887,-0.05345116723370879,0.03893752176519369,0.0159887910122906,-0.0720050825418822,-0.03623620232847329,0.16696200096531433,-0.054608766774854864,0.19535236211564777,-0.14891112354762387,-0.1065541166327178,0.021459642377502218,-0.03506002185591539,0.17411969222853002,-0.07028694291964116,-0.11833047861982159,0.1127282233663206,-0.021682376947556616,-0.019044100546180165,0.07639464402331694,-0.1028421260651165,0.07433229058909346,0.008090388809757168,0.11578182153105557,0.133984525037598,0.12127050251253396,0.02279859765771325,-0.03494291551175364,-0.05466124247561463,0.17889533724804074,0.10045097144034998,-0.05378787063820274,-0.03098760825940422,0.21867082289336098,-0.09927259035367794,-0.11523994581286298,-0.019754290045147532,-0.1607088522481851,-0.04110957341820948
Respiratory,0.10836240810625447,-0.04092730131635269,0.16446565266416255,0.018333505940253705,0.06742917623544267,0.164706198471172,0.022898011920087367,-0.11583508194320419,0.044367047435066115,-0.0738159586884182,0.16427824639929506,-0.11157441421036743,0.03337006449858874,-0.17312658579723614,-0.004456285478569451,0.017353379684990723,0.08878711926464702,0.17265281037108296,0.01486940658360543,-0.14977905705214384,-0.01350090965385986,-0.1458825468464552,-0.08702243334453888,0.12886859201926815,0.05281557010756091,0.24283702077181973,-0.013001117556740178,-0.0026377093980420596,-0.14919656850598587,0.10311851237090963,-0.23587824152218795,0.03876248437044272,0.04778024694879745,0.10611295119465251,0.00503662112163665,0.01842118416081551,0.07971888218459519,0.023387614514158744,-0.11875567022569869,-0.3105431240886132,-0.16367823492223768,-0.11193677803862297,0.04664976645246251,0.07039032990015823,-0.07978787760329104,-0.058622455275824006,-0.08323776685066561,-0.07144984605161568,0.13631727398160262,-0.17513962205166428,0.07796869386150841,-0.2211465308051872,-0.2553189099776222,0.1983106233319786,-0.27830099816427095,-0.02504392078957713,-0.06625550000453956,0.08125540551701178,0.058633590190502655
BCF,0.16880131859228364,-0.0825631575247525,-0.0375258755122063,-0.06311808902721341,-0.14441812499530154,0.016585219344242657,0.07729123098255568,0.04361014613194464,-0.1501717838632336,-0.0320175964289287,0.03044941481388388,-0.09145444997197051,-0.013351351687948154,0.08366480471377641,-0.08881106640618315,0.09739002979203207,0.008247070597914935,0.03331565726142527,0.04452141284688012,0.053769741535127605,0.04474614237512035,0.22662702422799264,0.10265286307933788,-0.018532352737595743,-0.015012072650243707,-0.05526586217445138,-0.010241813676927015,-0.007583382159709915,-0.01967518545272865,-0.04693156482615914,-0.03083009296542601,-0.065223669777918,-0.03460355020319583,0.060921531352029074,-0.06130218315728027,-0.022550939802395878,0.01244253736219237,-0.1014819599860644,0.07792548378735237,0.05490344687380218,0.03525572846403838,0.20005943517049263,0.18949495035717806,-0.013930743457092283,0.03133386601736722,-0.055612858462201833,0.09350658418768619,0.034235677539399954,-0.019652642342565606,-0.10895907119408796,-0.09924212802954184,0.017187304749302364,-0.07794550605359012,0.10003380606275536,-0.10101572035328141,-0.1511642442661488,-0.044044565257102306,0.04937383128318529,0.06489023971895536
IGC50,0.1914263451289782,0.01579004957606842,-0.07636756308653725,-0.03007055772521033,-0.1259869283979151,0.04922178874455508,0.114206892562769,0.15327659437507987,0.01903758088561389,-0.13267885545092228,0.053187340360964425,-0.11257651887600034,-0.024947056021973092,-0.04155191471936761,0.03342884976023074,0.09084862680478333,0.0011333960506614144,0.040308917191701404,-0.07953385013565592,-0.027579362367343402,0.04103528059959219,0.10021283196761589,0.0396120615045051,-0.01311586438822512,-0.003382019488373189,0.01886892584250521,0.03553766679258362,-0.05347402784122036,-0.1051788401479126,-0.14241527660589884,-0.02946062713873346,0.018641896133180583,0.008320048221749959,-0.017847027998813395,0.09370499746691092,0.07836030145891451,-0.006527115495429295,-0.03373886852180482,-0.022952733878389482,-0.0622612067672276,0.09825664936380296,-0.01280477694482415,-0.021187943521944308,-0.01609857149649229,-0.048479295405162035,-0.1223574457488419,0.011823340039268632,0.11212084125309937,-0.006998809343933009,-0.039822769214660506,0.06648788002458714,0.043228553700091925,0.06591763262536446,-0.12864737497614562,-0.013656193139838381,0.1745090474275439,0.17151594920221974,-0.029314569594775915,-0.0301440346370396
LC50,0.1915536833696772,0.032088610953031234,-0.07234205496914556,-0.04085784934636842,-0.09956499228264702,0.053427932059110166,0.1187523907829361,0.12905581831301544,-0.03095713761739628,-0.13041743497212896,0.09444083829303508,-0.13974167189918266,-0.056293316386573915,-0.04247416442212858,-0.023541323022225676,0.09845936340830702,-0.09834162097078622,0.009077517998170949,-0.046337200452720106,-0.04535999867495352,0.054695136790101816,0.08297421492292871,0.044373935325602396,-0.0038665331949139445,0.07902170323806565,-0.010271000188491676,0.07061361629821114,-0.034517298768498475,-0.07666824446520706,-0.11494895116853121,-0.11367184665360669,0.07472757183418242,-0.08336048664486503,-0.019633035991300937,0.013739177727710446,0.09382708432823764,-0.00041617689832923466,0.014985720416916076,0.0020462044903057225,-0.09456440241253385,0.08427432489845957,-0.04021959481264481,0.036795472693289824,0.037257853946974735,0.013197719014757633,-0.16732501620184026,-0.04789942995264777,0.04737696505199118,0.034419200601857526,0.0035834145431047765,0.06783766325826733,0.044608764761529064,-0.006596540207847404,-0.04807497300697799,0.0001858570857698888,0.0030398417161855706,0.16933773153860474,0.02618845163099446,-0.05012056380912436
LC50DM,0.1701894967090871,0.055434793977242894,-0.07346561569347379,-0.10092592684052035,-0.046387574156983774,0.07735066521795562,0.0820010100371239,0.08534705802076818,-0.049340203422919164,-0.03854183992923765,0.09797138858440914,-0.17126566491440365,0.07335745526782163,-0.04133389067217328,-0.041987567127682576,0.0679173703160656,-0.0006574059248373645,0.09180112082804696,-0.10859548820723042,-0.08546184005110627,0.1073048435954025,0.10796375261817633,0.032955470026876585,-0.027880082734189703,-0.02014642584256221,-0.014958002908518593,0.1564742859512601,0.06811317565066774,-0.14446494184716907,-0.1613576739075216,0.055523294063511516,-0.07171094393712457,-0.11997822905158588,0.15369699208534196,-0.01087335013260711,0.035641926603006614,0.052380107195107495,0.06967217193405964,0.09297317208271695,0.0045852596998302644,0.08421643861402947,0.028115667269655552,0.03816689930805757,-0.10326380667201623,-0.16534312147486194,-0.23591589531860557,0.08057358679036036,-0.10264077487294157,0.019718077311118166,0.1768697207886087,-0.03265941564862446,0.1095341504808279,-0.0880271127679441,0.014257960811909332,-0.0646334990669593,0.07496927613793083,-0.06712567003843459,-0.024083910254227653,-0.02799148180924846
NR-AR,0.059101059132949385,0.04494071036215492,0.17283410769505883,0.1502206096335431,0.01921305373601171,-0.16586121627913655,0.07240597843021897,-0.008138322252899292,0.24772163451758702,0.05964230306951811,-0.21408668136095155,-0.05895679423024614,-0.04386191097120619,-0.004263939789607792,0.11904059056920968,0.04652005326703773,-0.006555432872778377,0.06070936832284693,0.01918779266291011,-0.09320293505260496,0.17816648526295834,0.01234686453757216,-0.08967984781209126,-0.006130465686215853,0.06449942845558283,-0.002944076787189394,-0.04977716681983003,-0.1531502942305496,-0.04387959869232448,0.04630731342139902,0.10350602916590743,-0.2270477641972103,0.03240842059057136,0.36697488272060197,-0.05096256285820343,-0.027998678313510647,-0.13217490466536233,0.129205821903829,0.033239554797745104,0.09187341761801161,0.0017644597217755797,-0.16587085325140563,0.06366962793328469,0.044347064667912946,0.05577577607495664,-0.04481948822982641,0.21752529833142584,-0.04585841334654872,-0.2373546078641653,0.03363392408585815,0.018134492999567105,0.09138395018163378,-0.05879592439403063,0.0535677004646758,-0.14292139582634497,0.015341271685508293,0.04352255974390937,0.16931985973359925,0.2388758003649159
NR-AR-LBD,0.08812763923026398,0.07194663010911644,0.15721805963773777,0.2731526871445277,0.0498462838776453,-0.06959081793903663,-0.03270959703337835,-0.0019960252571609564,0.09363665789103727,0.04533030825846903,-0.10680953792142747,-0.04394673399480205,-0.011849733238862056,-0.017149056609886564,0.07618484590098039,-0.05827166716655947,0.03300113604211227,0.10560365271204121,0.0777864839671538,-0.045556200705916025,0.040596990296736975,-0.038847871240141815,-0.13997281746842705,0.021580698050399846,0.018954000078870513,-0.010852006478374643,0.0034131408889191,-0.11395685835090633,-0.0068879296181934835,-0.010118182259811783,0.039184636473288556,-0.0926635063865627,-0.030926043761360503,-0.02981486884835014,0.11288522688282551,-0.03779923340332365,-0.12899878102845458,-0.062367561677578225,-0.09935777052159342,-0.017509501555443015,0.11128630042217479,-0.08224410595116159,0.0167998630557844,-0.03091489092487902,-0.02390148545717683,-0.005235488867969575,-0.08252354025595911,0.09069071866928252,-0.04060544780895955,-0.0038179515283616808,-0.00507544664177656,0.06913810108872266,0.054083147089253866,-0.073011791768631,-0.15686330991334047,-0.16708329890995044,0.12930299745145474,0.020815376274255247,-0.0835305552435699
