O=C(OC(C)(C)C)N[C@H]([C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@H]3[C@@]([C@H]4[C@@H](C(=C1C)C2(C)C)O[C@H](O4)CN1CCOCC1)(C)CC[C@@H]1[C@]3(CO1)OC(=O)C)O)c1scnc1
CCC(=O)O[C@H]1C[C@H]2OC[C@]2(C2[C@]1(C)C(=O)[C@H](O)C1=C(C)[C@H](C[C@@]([C@H]2OC(=O)c2ccccc2)(C1(C)C)O)OC(=O)[C@@H]([C@H](c1ccco1)CC(=O)OC(C)(C)C)O)OC(=O)C
O=C(OC(C)(C)C)N[C@H]([C@](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4CC[C@]3([C@H]3[C@@H](C(=C1C)C2(C)C)O[C@H](O3)CN1CCOCC1)C)OC(=O)C)(O)C)c1ccccn1
O=C(O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C)/C=C/c1ccc(cc1)C(=O)c1ccccc1
O=C(O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@H]3[C@@](C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)OCC(Cl)(Cl)Cl)(C)[C@@H](OC(=O)OCC(Cl)(Cl)Cl)C[C@@H]1[C@]3(CO1)OC(=O)C)/C=C/c1ccc2c(c1)cccc2
CNC[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2ccccn2)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C
CC(=O)O[C@H]1[C@@H]2CO[C@@H]2[C@H]2[C@@]3([C@@H]1[C@H](OC(=O)c1ccccc1)[C@]1(O)C[C@H](OC(=O)[C@@H]([C@H](c4ccccc4)NC(=O)c4ccccc4)O)C(=C(C1(C)C)[C@H](C3=O)OCOCCOCO2)C)C
CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@@H]2[C@]([C@H]3[C@@H]([C@]3(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)OC(C)(C)C)O)C3)(C)C)O)OC(=O)c1ccccc1)(CO2)OC(=O)C
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)/C=C/c3ccc4c(c3)cccc4)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)C)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C
O=C(OC(C)(C)C)N[C@@H](C(C)(C)C)[C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@H]3[C@@]([C@H]4[C@@H](C(=C1C)C2(C)C)O[C@H](O4)CN1CCOCC1)(C)CC[C@@H]1[C@]3(CO1)OC(=O)C)O
CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O
CN(C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2cccc(n2)F)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C)C
CN(C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2ccccn2)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C)C
CC(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)/C=C/c3ccc(cc3)C(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@@H]([C@]3(C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)C)OC(=O)C)OC(=O)C
O=C(OC(C)(C)C)N[C@H]([C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@H]3[C@@]([C@H]4[C@@H](C(=C1C)C2(C)C)O[C@H](O4)CN1CCOCC1)(C)CC[C@@H]1[C@]3(CO1)OC(=O)C)O)c1ccc(cn1)F
CC(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)CCc3ccc4c(c3)cccc4)[C@@H]3[C@@]4(CO[C@@H]4C[C@@H]([C@]3(C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)C)OC(=O)C)OC(=O)C
O=C(O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)/C=C/c3ccc4c(c3)cccc4)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C)CCc1ccc(cc1)C(=O)c1ccccc1
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1C(=C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.Cl
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)c(Cl)ccc2O)O)O)C.Cl
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C.Cl
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3cccc(c3C(=O)C1=C2O)O)O)O)C
CON(Cc1ccc(c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=C(C(=O)[C@]3(C(=C1C2=O)O)O)C(=O)N)O)O)C.Cl
OP(=O)(O)O.CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C
OS(=O)(=O)O.CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)c(Cl)ccc2O)O)O)C
OCCN1CCN(CC1)CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O
OCCN1CCN(CC1)C(C(=O)O)NC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O
OC(=O)C1CCCN(C1)CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2[O-])C(=O)c2c([C@@]1(C)O)c(Cl)ccc2O)O)[O-])C.[Ca+2]
O=C(N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)COc1ccccc1.OCCN1CCN(CC1)CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O
OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)NCNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O
CN(CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O)CCN(CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O)C
OCNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2Cl)O
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3N(C)C)O)O)C
O=C(Nc1cc(N(C)C)c2c(c1O)C(=O)C1=C(O)[C@]3([C@@H](C[C@@H]1C2)[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)CNC(C)(C)C
