PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
0.7571969566648437,0.3084169226806056,-0.3237214482338362,-2.081826487785452,1.8455385175253696,0.313912660320793,-0.02736874614691716,-1.0527955012930148,1.4394259707365518,0.3127196970896684,-0.27692018244617256,-1.094571185135152,0.3929548532342338,0.5908771441592204,0.8797403943329146,-0.586110269621469,-0.7246751412228707,-0.25344165144728864,0.15368092085722773,0.664583533532901,-0.007892186772675037,-0.19219174174947173,-0.23229620927897499
1.9768221251153935,0.3054792726519627,-0.1707759508847283,0.37099880186398965,-0.9783216402185957,-0.21811332252193505,-1.4241801000994163,0.361901101669156,-0.80998239987861,-0.21990226654045536,-1.185446597938558,1.5883816448454544,-0.6101883689183518,-1.2693189486851777,-0.43653151326390116,-2.1141692788167608,-0.5870114035672813,-0.931120237742448,0.4188904496851919,0.8204978967572526,0.7279695952383157,-0.1756731162794259,-0.4022874096579686
9.644861398165402,6.259535397192759,-1.2233506934654825,0.33691855038389495,-0.981461912371423,-1.3428752013169383,0.38951257597030126,-4.384463755464639,-0.5224415493944521,0.3170996755793829,1.4420945948323975,-1.0678259856604608,-1.088132851500186,0.14521663065001683,-0.009679319269301642,-0.6270563666434399,-0.33455029129598457,-1.3771546560544943,0.38875677576674367,-0.9331347884620779,-0.9109911339161797,0.4583754948220626,0.4877374256425522
1.0421111639284257,5.689390690425488,-0.4712851114420611,-0.4734222460323946,0.32329700025133,1.244609272080155,0.6129760167775014,-0.30866814152217137,-1.1361593455139531,0.39691058412893115,-0.18525509744145477,-1.2292270255774829,0.36970574673190254,-0.2357889937859242,-0.2136556980023392,0.4856421517587101,-0.13455768448455377,0.6260293149451666,-0.292791712033776,-0.25323193680848133,0.8280078159280497,0.035880412429587644,-0.13909883102072662
-1.575321190326484,3.179051537577861,0.04750733726694543,0.7139843420046117,-0.5120890682917921,0.6663191591321322,-0.604887661792675,1.275450293980909,0.9278789077297338,-1.1391201493302872,0.8611242730777601,0.7897712181185557,0.114695691090987,-0.8816395807768831,-1.5177993331206303,0.7609219594717231,0.5703365402634964,0.17199810288299586,0.45882994806454,-0.26047036820746167,0.13500926925133297,-0.028352016718916878,-0.813234509636492
-4.055900352133683,-1.9517423358515489,0.6263631299496792,1.5213358914471173,0.030289602075006,0.8310915504534473,1.0091631096142657,-0.6380972941678879,0.09413508452010214,-1.3141502891565995,1.840060953103001,-1.1264749687541031,1.1679120976104884,0.7673277913727578,0.5133129894601197,-1.6048970335035673,-0.09605722818993051,1.6363663783156572,0.8157217934589541,-0.35557351779225543,-0.2602170698775129,0.8306456351750628,0.7700171541864843
-0.7087496474715473,1.2347261952515851,-0.11290455358663438,-1.2264597548704304,1.196837172450753,0.6631497184523568,-1.0992463931860896,-0.37795126603198115,1.2023703584400913,0.04913057134753872,-0.2248652954369475,0.6641580201316628,-0.32127775579922596,0.12858713931469398,1.0885540018624582,-0.014320580629761,-0.4761218929076335,-0.1371046861508261,-0.11290003073063351,0.12310854728818627,-0.3160725769096565,0.22186732869413667,0.22453504015969372
-1.656163179473997,2.3478907325462237,-0.14590011569911185,-1.1363955551448253,0.8334409676688747,0.07436791727687818,0.3979647876685688,-0.0194175883582857,0.4616580353875178,-0.22657111515996609,-0.4003999402949913,-0.3589892779918685,-0.204062989598093,-0.06578132890404051,-0.2977483665527874,-0.279822532451973,0.04002173495489138,0.1048238482657507,-0.0056377101747756425,-0.5654917618798662,-0.7791360701419928,0.05215098682578373,-0.00016835452717064991
-2.156450273541084,2.4392412525038702,0.17773202850873598,0.17200531290931217,-0.016496443455271487,0.7222003504185709,-1.1728823497823582,0.47223156304628805,-0.33302257941447977,-0.9421522777813867,0.6749698672495706,0.1486952212723086,-0.6939180375091485,-0.6443959773504715,-0.6244721081150169,0.22368304459388702,0.7501768115349164,-0.26202842615595995,0.5297419904147549,0.5697168517281571,-0.33013976856925187,-0.08755528090272222,-0.5370033099255637
-3.092240172657864,-0.2940390489213426,0.3212724116247794,-0.75727499001241,1.5973311605065192,2.0701124296420423,0.35258279531114245,-0.5066248014108397,0.7853312334464587,-1.0915031819295917,0.9941825771588033,-0.18873956590567043,-2.181365527425336,0.8098893612642779,-0.40022196674750404,0.6576703571396534,-0.1265330018258357,-1.2375187387329718,-0.37064600662073993,0.23775488172282133,0.013934220030890739,-0.5319709521805951,-0.19269179509331502
