,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,nHet,nRig,Flex,Skin_Sensitization,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,Chelating,GoldenTriangle
BBB,-0.05984319192641675,-0.07484201170248664,0.39968810851263104,-0.10880955156420508,0.42705861293067743,-0.24346820418222703,-0.27475834456401643,-0.24283172208180318,0.5356172077477644,-0.08788042821222754,1.0,0.08085556197360139,0.40310689163309965,-0.41923788472773,-0.037354405396604055,-0.5129209883818473,0.1632145635492361,-0.1619804915954677,0.6928407290266216,0.6100094255322149,-0.31361014012947336,0.054587594766069725,-0.003970148677601116,-0.20126856299531992,-0.6555119010033286,-0.3452907381823107,-0.11616857204150931,0.07956772826067048,0.35620540988716565,-0.29436537828026793,-0.3104369829504287,-0.011445270399515907,-0.5503847283747084,-0.28321745594695347,-0.2337103706325639,-0.005378877125529225,-0.3902134909374433,0.46484830224021395,-0.49486877843235677,0.1673095192436055,-0.21200881545728306,-0.06371669734064772,0.11017361337666767,-0.006382274526104548,-0.1438803544982515,-0.2152212878000942,0.4803798249139697,-0.23362207161162268,0.34799530132934536,-0.3506364175585713,-0.12262907277994235,0.07726247059168093,-0.17989714112808014,0.24499250439606063,0.135397752619535,0.5462661778987085,0.20243567451903025,-0.10033088520855267,0.2549456086448506,0.2766094061597648,0.10033088520855267,0.39726294358001785,0.022196233874851035,0.23112772993572223,-0.14969975939179517,-0.24749017472526047,-0.14969975939179517,0.25342351815442965,0.18021253468150436,0.6213117631277257,0.19935869271666082,-0.21635740098506467,0.300752065217867,0.14969975939179517,0.10033088520855263
PPB,-0.7972057522067514,0.7787943808770511,0.6571958666436638,-0.5343056228836986,-0.18986119005844615,0.3218548983094932,0.19468244262694084,0.3224869681446638,0.5461078776876196,-0.9322319651538994,0.08085556197360139,1.0,-0.6828002459922735,-0.9112807331342266,0.4271843348791439,0.2726487618574402,0.4874713323133992,-0.8523447208000239,0.516985095994586,0.17263464817197283,0.37057275154672936,-0.8530589242855161,0.6312836143757101,0.7603503768845473,0.42146431613381097,-0.6063747335026014,-0.663739654240876,0.9258539118701103,0.6509322330955619,-0.46299813619250174,-0.8282980318637503,-0.8758164038357834,0.5978625513725743,0.5731852071099744,0.3202717721467596,0.0008507064177107893,0.14008076202643524,-0.13138485157648047,-0.7845236515561366,0.8838152986577517,-0.6026764374769944,-0.9325300938221357,-0.8679582834839885,0.8328239889940039,0.8485878354722317,0.5379805903565821,-0.7662294998702354,0.5768070695908694,0.8086389932548852,0.8226623596468111,-0.22706951891983196,0.6992589452593194,0.6785441844076323,0.9366879465854936,0.9260224744174224,0.24996687806504925,0.8404720786508784,-0.9267041153826412,0.6985950727059821,0.5022034312402507,0.9267041153826412,0.884710241225427,0.9132934109906401,-0.5877124056254887,0.6699948574239998,0.6392143607720835,0.6699948574239998,0.8633471541480096,0.9220238335906642,-0.072432050909133,0.9568749065177631,-0.3612472905411206,0.7050244087115427,-0.6699948574239998,0.9267041153826411
VDss,0.8583796334574612,-0.8378639938610845,-0.335827979195646,0.6118959249480361,-0.04776115826874225,-0.4301102699859036,-0.2819264916478132,-0.4305885526823727,-0.35744420287367773,0.6818130069539898,0.40310689163309965,-0.6828002459922735,0.9999999999999999,0.5434132523927895,-0.4211960223428068,-0.014510274429816184,-0.40984861253232485,0.5026410717427753,-0.23055252886782496,0.005012482525675793,-0.3854254531940964,0.85940099812612,-0.5288540968814085,-0.5188488867159136,-0.42440762364259643,0.6845075511634614,0.8464372070987928,-0.6654306966420921,-0.6955566755661511,-0.17986173564217503,0.4975431157549329,0.8579729662701893,-0.6491665642289666,-0.9165330071620112,-0.422851433311052,-0.5069882811413254,-0.1802189045971554,-0.13504555147730693,0.42603974165409864,-0.5644595151106416,0.07241170502685675,0.7128076259805151,0.9043222124688768,-0.813478594366014,-0.6491361383777288,-0.577398069368998,0.9058458494781617,-0.6041692748413541,-0.5245225387199116,-0.8239786937286473,0.0810367765133634,-0.6108859731872738,-0.6309596483147243,-0.5096064960185623,-0.48740988089337867,-0.27717338400333913,-0.4821712771731765,0.6261600857806562,-0.3340994391168137,0.14943218048082035,-0.6261600857806562,-0.5019625876832511,-0.6268665026070886,0.9315847023337034,-0.941469000862134,-0.8806650534072038,-0.9414690008621343,-0.34004965097193934,-0.6114124490285759,0.7385656665383411,-0.5813556662488946,0.4064134293256257,-0.6975043953733241,0.9414690008621343,-0.6261600857806562
Fu,0.7644686587704864,-0.7957834440902707,-0.8398755565388929,0.6529759778795688,-0.06591100782197716,-0.3502235375839862,-0.1993987067789761,-0.3508982515388937,-0.8164628000723498,0.834120528981649,-0.41923788472773,-0.9112807331342266,0.5434132523927895,1.0,-0.5172342942495448,0.09475399261610151,-0.6422593523093367,0.7151106151116086,-0.8081319054411928,-0.47544485677326187,-0.3438067426284354,0.7362524625755597,-0.691515063690307,-0.47770959077057357,-0.016775448535004556,0.7860565899780146,0.7242017840019697,-0.8136119423141608,-0.7949789758549755,0.41263021799838584,0.8483179864968918,0.8073674105457362,-0.30034119639504864,-0.4463399539308774,-0.3547774339140233,-0.20362681449202236,-0.09665226325817565,-0.20221353633934594,0.8590360103877512,-0.8848427461734218,0.5537966387477201,0.8331123022264812,0.7522340587763725,-0.8143296011047509,-0.626493945048419,-0.5209956804493713,0.5174921104107167,-0.5122071655129938,-0.878463973401534,-0.6306104282069414,0.1600767541831637,-0.7377086276646785,-0.538307127179639,-0.8761575706004788,-0.7959923851863057,-0.5754103657584158,-0.7204212227818632,0.8260586658692355,-0.5764307533443438,-0.4392305612890193,-0.8260586658692355,-0.901782733998798,-0.7648239842888881,0.4976906667994026,-0.6056601847376923,-0.6199598170182008,-0.6056601847376923,-0.8105945573324903,-0.8715256646687124,-0.05358325189840046,-0.8781037060212955,0.5724285139218802,-0.8547083513155727,0.6056601847376923,-0.8260586658692355
CYP1A2-inh,-0.2136313812137267,0.6982546815790361,0.8370786020316571,-0.38488877551682826,-0.30374298588357596,0.9745200927636634,0.9242473803780173,0.9746912954542903,0.7288294506803282,-0.4055731427456841,-0.037354405396604055,0.4271843348791439,-0.4211960223428068,-0.5172342942495448,1.0,-0.19811737366847318,0.9752369631998237,-0.027145801063686095,0.6304987638340868,0.6751691799867008,0.9342590991520172,-0.25159146873686616,0.9674044813823315,-0.14585483611405245,-0.235021926863543,-0.5044612760330206,-0.3826562054579299,0.359895464922283,0.4094519773537075,-0.2914581552474655,-0.5704928854596124,-0.4091886693334299,0.40022042452339673,0.06156953148893292,0.9761343915260753,0.4951209511246402,0.8423457108657004,0.11807277854336024,-0.38236795983325744,0.7438356814893529,-0.5162454203071002,-0.420606683933877,-0.361733253331635,0.7198275916805751,0.21330813568480955,0.957305886575978,-0.3882629312927905,0.8759245734171531,0.6519240521378991,0.6078107472674659,0.6537961587061498,0.8616933090861796,0.5833160501508537,0.38937988070388985,0.27681788346115,0.6420568216474722,0.041441465171906236,-0.425302096946095,-0.2333505819828323,0.28724154164607696,0.425302096946095,0.36270330258699557,0.3348549065593007,-0.1481043109611497,0.25072778635208415,0.791936130502312,0.25072778635208415,0.4827800447208649,0.5047335277071453,-0.33843023491194024,0.3363784143580309,-0.9259631737763203,0.6719602228625936,-0.25072778635208415,0.425302096946095
CYP1A2-sub,0.11685302344714409,-0.16075172965180842,-0.2623649922930173,0.38629036734475153,-0.7706282605384445,-0.10743414502547564,-0.019811152321178985,-0.10764720745773344,-0.5600263528200365,-0.24170725388989484,-0.5129209883818473,0.2726487618574402,-0.014510274429816184,0.09475399261610151,-0.19811737366847318,1.0,-0.3229737610621335,-0.38291075667995433,-0.557558824330685,-0.5977933982927673,0.08520291629348736,-0.10983710188227597,-0.10059906499700139,0.6737522164742673,0.8685385912647443,0.5738716205880592,0.3861414372072476,0.27891372621354504,-0.4901994362384063,-0.4893250890096617,-0.04484763491493293,-0.02094215157351087,0.5840351968317388,-0.05359358547100375,-0.11656082051455577,-0.7925033201752206,0.1475882605745919,-0.9520621812773786,0.08088509389102089,0.10478985729781545,-0.39855019989705076,-0.22529248773072608,-0.09754561851946192,-0.055148769469312756,0.5028802839621898,-0.004095590929710769,-0.37579208533892755,0.09305097914122204,-0.09329791487418544,0.3454771697557377,-0.1709588242210277,-0.10535158213908657,0.2630331217545883,0.2753614259358346,0.44449029820856456,-0.8053757834623338,0.3488617677548409,-0.28603179872092277,0.3595456850337565,0.5193950162128604,0.28603179872092277,0.05874665353933617,0.38538000413438855,0.13774168647051122,-0.15759022933567948,-0.17696374173587343,-0.1575902293356795,0.35090983472749904,0.18089199709938183,0.15666125715142232,0.27508635869576986,0.5282067951054515,-0.4455321338229166,0.1575902293356795,0.2860317987209227
CYP2C19-inh,-0.31062770393594774,0.730630295512352,0.9167517447417357,-0.46086195138503244,-0.1627878450870788,0.9027142656598542,0.8301640248490898,0.9030770494032014,0.8557853975813704,-0.4690436069432064,0.1632145635492361,0.4874713323133992,-0.40984861253232485,-0.6422593523093367,0.9752369631998237,-0.3229737610621335,1.0000000000000002,-0.11036270145302396,0.7861965806346629,0.7830621530867188,0.8400916729736381,-0.31471050449631954,0.962587780679889,-0.13940679138029075,-0.34248145135565244,-0.6384951306180539,-0.48558803393657524,0.42189084688756956,0.5517187351358228,-0.3099583210784141,-0.6581638431120899,-0.47878339996269786,0.3050394964295906,0.09418660451312376,0.9059008204230085,0.5333705143068589,0.7125084902920499,0.25291982381680367,-0.5200979266461133,0.7931746578147228,-0.5303544046098295,-0.481240056190327,-0.40986705561085285,0.7611955682542848,0.2267344477607225,0.9072360833799433,-0.34309655811712264,0.8277564794359673,0.7487802165386328,0.5696426511444496,0.5756134165641257,0.8915146205768487,0.5663512516239294,0.4707435180781181,0.3343335162589724,0.7731551392057392,0.13148428447171123,-0.48325805053441306,-0.12935452681468493,0.30469492500676576,0.48325805053441306,0.48474192614712747,0.3787269283450214,-0.1904342057911845,0.30658352991383253,0.7826552827319506,0.3065835299138326,0.5395406974953606,0.5764801342105427,-0.2561542600800596,0.4186726610049144,-0.9701450503609167,0.7832020473607378,-0.3065835299138326,0.48325805053441295
CYP2C19-sub,0.7423263412230052,-0.39997107055765047,-0.2940111740543227,0.15222830748948954,0.19964855535032455,0.07900487706161893,0.13547991856927374,0.07774316741771192,-0.2240647255769695,0.9193648693647959,-0.1619804915954677,-0.8523447208000239,0.5026410717427753,0.7151106151116086,-0.027145801063686095,-0.38291075667995433,-0.11036270145302396,1.0,-0.3182635996361094,-0.04553591314929948,0.05225041373228585,0.857065085819343,-0.2236921202295135,-0.897959312512433,-0.5410262602357653,0.4203101785132417,0.5501611345138717,-0.9376055139237129,-0.5548754867214399,0.5361363422375981,0.7894402445207085,0.8187192367638408,-0.5966874671040424,-0.5545101631319972,0.09030178198430161,0.28637387661179076,0.24626038317178223,0.2817475647804982,0.8264139215895039,-0.676088180502972,0.5926896638471494,0.9080292317501368,0.8075702839911731,-0.640558431968121,-0.9321220705357938,-0.20294194833227064,0.6845671854839339,-0.34857265232810297,-0.7090175261968752,-0.6721720349177888,0.3272044113391342,-0.4832486284180648,-0.6691690755537998,-0.9185344357392105,-0.9479011962224475,-0.030968194703088783,-0.9980492807299115,0.9144196953334156,-0.9608071008724771,-0.5643861374018851,-0.9144196953334156,-0.8977059503145282,-0.941231924329541,0.5343061219854922,-0.592273452426449,-0.3240213199817259,-0.5922734524264491,-0.8121103314740502,-0.8731424761098844,4.4408920985006264e-17,-0.9443342832396177,0.009387259601648702,-0.4782071098054965,0.5922734524264491,-0.9144196953334156
CYP2C9-inh,-0.467768975331465,0.5909808074137484,0.8844644491086853,-0.51042206520901,0.24388843166498347,0.44517348383067445,0.33921381416825,0.44598682350531427,0.9613699107648641,-0.5158853697982989,0.6928407290266216,0.516985095994586,-0.23055252886782496,-0.8081319054411928,0.6304987638340868,-0.557558824330685,0.7861965806346629,-0.3182635996361094,1.0,0.8733601941798148,0.3426588552946288,-0.3856782074075917,0.676237835170722,-0.07898351340850734,-0.5451992282734869,-0.8069360055098704,-0.6055991368059032,0.4789085616314246,0.7703879444806826,-0.31691271053012526,-0.7275221252046128,-0.523091855060143,-0.0433017888866984,0.12222143461825126,0.45164851618282076,0.4511966081342294,0.15713949251841985,0.5265972666162629,-0.7656885963991145,0.7146651285767702,-0.4546501028657106,-0.5147389377933526,-0.41075330739690774,0.6516802990643096,0.20492702224997006,0.5102963074906736,-0.10545097514400659,0.4618267037262642,0.8137274406021135,0.29717762383899954,0.20910601564916298,0.7238182595907325,0.3650733785300343,0.5762762611587503,0.41394298600985197,0.9082394415180762,0.35359368717397566,-0.5151409132694938,0.20553355927791275,0.30938918179043445,0.5151409132694938,0.6953795436383079,0.4010668661698173,-0.21773130993010628,0.3422182589579082,0.5124387998712385,0.3422182589579082,0.5677135232733977,0.6203035857000088,0.07852566748319866,0.5364930124816651,-0.8117997629579081,0.8551347259417392,-0.3422182589579082,0.5151409132694937
CYP2C9-sub,-0.12030251351599125,0.29656276223262956,0.7279646801044274,-0.12660730882867777,0.05204820130413401,0.5433752050995948,0.5376990856876968,0.5443808221452276,0.7886399392706205,-0.2878897536310703,0.6100094255322149,0.17263464817197283,0.005012482525675793,-0.47544485677326187,0.6751691799867008,-0.5977933982927673,0.7830621530867188,-0.04553591314929948,0.8733601941798148,1.0,0.402264965292164,-0.10515397700649841,0.6024751522438673,-0.36986983743536883,-0.6940915841083992,-0.5703057503472786,-0.3475957110586776,0.25045623942070383,0.531326911712229,-0.360691366035119,-0.6029652544545034,-0.2659392840287031,-0.039793143871829084,-0.159148846575748,0.5432678515890101,0.4261561699926952,0.31891906680865567,0.42406842388487853,-0.5942517590761627,0.5491664926530623,-0.4851517945692283,-0.28497143026236715,-0.1389419941876688,0.49036596259256654,0.01519061187768258,0.5468100983930636,0.07268209352324623,0.5211113839876539,0.6841810184111278,0.16259403624415328,0.6152195180113653,0.6903989225201894,0.38122773753221845,0.3356614132032334,0.1657373566748861,0.8814914831245333,0.09770005022726834,-0.3077531506912476,-0.059903653893747855,0.3264534709094958,0.3077531506912476,0.4586773924602603,0.19099507382139272,0.05757204158886023,0.0628268944014501,0.39123247624081114,0.06282689440145015,0.4059069547797243,0.4204578879001081,-0.013735819569559117,0.258852918631076,-0.8363213392750896,0.6527254130204331,-0.06282689440145015,0.3077531506912474
CYP2D6-inh,-0.056249008440169,0.6153195982570386,0.683487195029083,-0.284594095802134,-0.5130117169732609,0.9714533793226237,0.9477843539316745,0.9711676805986453,0.48504867344080554,-0.301553882196185,-0.31361014012947336,0.37057275154672936,-0.3854254531940964,-0.3438067426284354,0.9342590991520172,0.08520291629348736,0.8400916729736381,0.05225041373228585,0.3426588552946288,0.402264965292164,1.0000000000000002,-0.1390637829737996,0.9042164370634886,-0.07384432048109171,-0.0016978490850320883,-0.23422316938608068,-0.16450103555405943,0.2639832708052035,0.13291390189052085,-0.29358451331795876,-0.39798191089507695,-0.26872604679117446,0.49811497952847195,-0.014539543236517705,0.9731403205010658,0.3146326608668833,0.9623874137133692,-0.14542962890559039,-0.15075638010916223,0.6390176311987557,-0.4867579212115796,-0.3164350806576759,-0.2612913401452965,0.5849079243440279,0.20236969029901986,0.9288830290041323,-0.42306791807436134,0.8411308590265296,0.45206304468322833,0.6193268003034764,0.6217203820860121,0.7198885961433092,0.5274827021641276,0.285378907461366,0.230454057442966,0.3368467019613403,-0.05483120166949969,-0.33246973808660507,-0.32276693366212056,0.2985867016230581,0.33246973808660507,0.1791520209738349,0.2741918718580356,-0.04476858584256965,0.1219579485502632,0.7068828930827276,0.12195794855026323,0.4152752784211307,0.3801847444071069,-0.32678337323336737,0.23593534733048394,-0.7380854666707383,0.429232179145317,-0.12195794855026323,0.33246973808660507
CYP2D6-sub,0.9521597068690476,-0.7046839077539376,-0.3710253253512165,0.44850963684321976,-0.005683672619972136,-0.18028558184825832,-0.0585430074402183,-0.18144694977345976,-0.3866960955138359,0.9174043555666009,0.054587594766069725,-0.8530589242855161,0.85940099812612,0.7362524625755597,-0.25159146873686616,-0.10983710188227597,-0.31471050449631954,0.857065085819343,-0.3856782074075917,-0.10515397700649841,-0.1390637829737996,1.0,-0.4152628459676371,-0.7592476275605938,-0.4600723195367855,0.7102874286659362,0.8635502056508874,-0.9162626902327594,-0.7967992169492413,0.16639674324521242,0.7609698863325034,0.9832895414722951,-0.6610258149875541,-0.8670458638469353,-0.16912701644045922,-0.2011991641482534,0.10057462404292139,-0.02180742613187068,0.7665497375032214,-0.7020344424792989,0.3517652261910875,0.929466878372519,0.9911129247335911,-0.8491668401446675,-0.8799631640725205,-0.4289572904520318,0.8777478068428892,-0.5323359274389212,-0.7404892397259492,-0.8222095392798938,0.21583093522515362,-0.6452769684478078,-0.7416637513595127,-0.8111560610800965,-0.7956301201969584,-0.2732752243667413,-0.8507145040733252,0.8767094033388219,-0.7503443723346077,-0.19481719615293386,-0.8767094033388219,-0.8285082957273124,-0.883225668986161,0.8722545899677538,-0.9141422281022283,-0.6992472905954198,-0.9141422281022286,-0.6364678377300088,-0.854529459396958,0.44754533385855977,-0.867559509147276,0.2837268274393379,-0.7326149841089624,0.9141422281022286,-0.8767094033388219
CYP3A4-inh,-0.3826838119160435,0.8190772182314092,0.9058250548311828,-0.5144171976708013,-0.2866514769670227,0.915750321908324,0.8295171616039161,0.9159250565568193,0.7815561911802379,-0.566985772866676,-0.003970148677601116,0.6312836143757101,-0.5288540968814085,-0.691515063690307,0.9674044813823315,-0.10059906499700139,0.962587780679889,-0.2236921202295135,0.676237835170722,0.6024751522438673,0.9042164370634886,-0.4152628459676371,1.0000000000000002,0.06256653893079993,-0.10100004854265461,-0.5863819612980758,-0.4875333189005522,0.5251426500607685,0.5069005711157906,-0.3517244869273473,-0.6766218468170839,-0.5568605850334627,0.4603564556104804,0.18870075017029164,0.9188343145837463,0.42754415172728105,0.7643291554438925,0.08327403805949854,-0.5049882004449976,0.8589335421587609,-0.5752751414482242,-0.5800355352869613,-0.5164284961998808,0.8138437329636459,0.37356241744717944,0.9472732040138532,-0.5094703884365132,0.8725235100677478,0.745926081544782,0.7131415593631826,0.46203002437598706,0.8962661039186722,0.6298987819488455,0.5629801020283246,0.4645186687993668,0.6095856315570373,0.2301027367102504,-0.5822524325284893,-0.040510766681498334,0.36109831040061624,0.5822524325284893,0.521983696222673,0.49956649046148977,-0.2669117718986924,0.3753992335847991,0.8354241630266185,0.3753992335847991,0.6258915204258315,0.6508482557603479,-0.27178926013526034,0.5242680232983993,-0.883052438906748,0.7523091597917468,-0.3753992335847991,0.5822524325284893
CYP3A4-sub,-0.6223766365888082,0.3104002824696038,0.0259171620680559,-0.0957005081366747,-0.3222771888074558,-0.17205832498185558,-0.21782459764768763,-0.17139058353394176,-0.10758651622987454,-0.7639840544260091,-0.20126856299531992,0.7603503768845473,-0.5188488867159136,-0.47770959077057357,-0.14585483611405245,0.6737522164742673,-0.13940679138029075,-0.897959312512433,-0.07898351340850734,-0.36986983743536883,-0.07384432048109171,-0.7592476275605938,0.06256653893079993,1.0,0.842971151257359,-0.1340633401214955,-0.3519772481397597,0.7935292877603196,0.263935682955403,-0.39312205380061777,-0.511474681473207,-0.6677495581015368,0.669032461171578,0.5719831633409419,-0.18289473684210522,-0.438938749790753,-0.21438163550292488,-0.5145445651998463,-0.5052219042920493,0.46799172997104127,-0.414977914415263,-0.7565811204438155,-0.7166767031902932,0.4498586488450149,0.896689197471082,0.08187786073199037,-0.7388157894736844,0.21978480594784916,0.40311109745538354,0.6498784768230209,-0.4763184329409318,0.2368291934776956,0.536912243870196,0.7385152946690298,0.84065040935572,-0.3525297733712406,0.8714311866231267,-0.7572822817771647,0.8679283938559161,0.43552631578947365,0.7572822817771647,0.6394736842105264,0.8301239106637394,-0.5131499603382704,0.5223684210526316,0.2191293209038408,0.5223684210526318,0.6332897197660454,0.6713034277918919,-0.04609180651538034,0.7885814977484668,0.27832297912653864,0.18553262839753498,-0.5223684210526318,0.7572822817771645
CL,-0.28301877452147933,0.09047358042653823,-0.3152396487593536,0.12789920460659973,-0.5140682230316573,-0.1388440654554153,-0.12542531532100515,-0.13879528358851806,-0.5078882952510688,-0.41585208978153326,-0.6555119010033286,0.42146431613381097,-0.42440762364259643,-0.016775448535004556,-0.235021926863543,0.8685385912647443,-0.34248145135565244,-0.5410262602357653,-0.5451992282734869,-0.6940915841083992,-0.0016978490850320883,-0.4600723195367855,-0.10100004854265461,0.842971151257359,1.0000000000000007,0.2639951969831169,-0.01816242594300063,0.4507887074606927,-0.1619769082976619,-0.18596938351686088,-0.10908133781085881,-0.339250632645458,0.7115423531653345,0.4313665124573589,-0.15160925222931287,-0.4999125224395992,-0.02528012248301478,-0.7349354705698619,-0.020268244091587197,0.13772273036003643,-0.18502952138468862,-0.4160393218627193,-0.44273507139727486,0.16518805007846288,0.6754796776819108,0.023337751366561868,-0.6744916413077255,0.14395357942185005,-0.012191394941954915,0.5348805301761009,-0.3433360024163688,-0.02255015074148278,0.3807096599984537,0.34481516786828115,0.5038737236768224,-0.7025938483430161,0.4987915094583378,-0.4149065514708104,0.5098714604460809,0.22571856721680428,0.4149065514708104,0.1748592334018591,0.5244885640552205,-0.34496753561806515,0.2991013202926538,0.0952057205511684,0.2991013202926538,0.2870072490882695,0.2968938397232887,-0.21095570172083297,0.39934546783147085,0.48845097573238916,-0.20476608605717544,-0.2991013202926538,0.41490655147081024
T12,0.8338867211866878,-0.8057754240621819,-0.6753978584095628,0.7444514422145514,-0.4657137672947963,-0.3695257395519409,-0.19267849255071276,-0.3703615300429682,-0.8419593717053084,0.6136534927347771,-0.3452907381823107,-0.6063747335026014,0.6845075511634614,0.7860565899780146,-0.5044612760330206,0.5738716205880592,-0.6384951306180539,0.4203101785132417,-0.8069360055098704,-0.5703057503472786,-0.23422316938608068,0.7102874286659362,-0.5863819612980758,-0.1340633401214955,0.2639951969831169,1.0,0.9475453448230864,-0.5795303816456827,-0.9815464899266506,-0.10210059808577282,0.6489472459552648,0.7870137281051518,-0.13310543929542457,-0.6601928920839301,-0.3715295925531344,-0.7121650960085325,0.013839483495409595,-0.6566402530325292,0.7051175759445469,-0.6302953992798628,0.11988263475724588,0.6333748707079654,0.7335702237387023,-0.7920768302360449,-0.36278310057457214,-0.48162681276611763,0.4537112535787124,-0.45776347592885946,-0.7408838778850871,-0.48577770411450794,0.025991199137252632,-0.6907518572743949,-0.43137218325412596,-0.5406359573878121,-0.4013899653029275,-0.8365001253885522,-0.4357929048128673,0.5617224518527976,-0.3049331744455401,0.09416648659180822,-0.5617224518527976,-0.6762865855229865,-0.4815642039743837,0.7348109634745423,-0.804695430875452,-0.759249987855224,-0.8046954308754523,-0.3864297149258824,-0.631137121771639,0.3735647294610241,-0.5724239701345524,0.7172846664308803,-0.9675244257968999,0.8046954308754523,-0.5617224518527975
hERG,0.944721998196772,-0.8035260225073124,-0.49509263657284114,0.6874816917256432,-0.38911745899509875,-0.2871256571024917,-0.11495582492645125,-0.2880850862535806,-0.6470729278891367,0.7031365653461673,-0.11616857204150931,-0.663739654240876,0.8464372070987928,0.7242017840019697,-0.3826562054579299,0.3861414372072476,-0.48558803393657524,0.5501611345138717,-0.6055991368059032,-0.3475957110586776,-0.16450103555405943,0.8635502056508874,-0.4875333189005522,-0.3519772481397597,-0.01816242594300063,0.9475453448230864,1.0,-0.6799612883540631,-0.9662607811332719,-0.15545724438509667,0.6371046953985608,0.8947570485847889,-0.3339357177744659,-0.8586099182957897,-0.28321939024189424,-0.6384109353875801,0.08923503964579049,-0.5046011710160585,0.6828499399916184,-0.5974051773507628,0.07793928855365458,0.7267684003538376,0.8761346756414794,-0.826392150802988,-0.5384607426603506,-0.4474013506699528,0.6601804096483591,-0.47160854976930483,-0.696973695706958,-0.618595419548067,0.12111202611980305,-0.6525845433011473,-0.5352927316309054,-0.577722425667364,-0.4816262432783582,-0.6426338146588941,-0.5548753666045623,0.6401779055977319,-0.44119334013156686,0.13961519237276473,-0.6401779055977319,-0.6861089453747298,-0.5963374731482628,0.9063223696233383,-0.9493833081348003,-0.7956416205505437,-0.9493833081348004,-0.3785129464395079,-0.6719492592135945,0.541084683117968,-0.6358679963948553,0.5535560815946305,-0.9064402860244898,0.9493833081348004,-0.6401779055977318
H-HT,-0.794075989956826,0.6200141975771767,0.5186724147374697,-0.26958262042081177,-0.27771948338688074,0.2642663558477857,0.19397002457839654,0.26555412229969216,0.4293559901480518,-0.9984297413678388,0.07956772826067048,0.9258539118701103,-0.6654306966420921,-0.8136119423141608,0.359895464922283,0.27891372621354504,0.42189084688756956,-0.9376055139237129,0.4789085616314246,0.25045623942070383,0.2639832708052035,-0.9162626902327594,0.5251426500607685,0.7935292877603196,0.4507887074606927,-0.5795303816456827,-0.6799612883540631,1.0,0.6762729841843657,-0.5453488520981292,-0.9190475267596041,-0.9285798294009443,0.7291077276147538,0.5980752007928715,0.252624201853159,-0.05547358171053949,0.05037332031865974,-0.21110717797757206,-0.8868866976051587,0.8648370760562081,-0.6894541290112449,-0.9960971792229381,-0.9083644935345033,0.8602956738439723,0.9560830846381521,0.5248614971005992,-0.8143336683411457,0.640969029184097,0.8723236084016309,0.8591591337714363,-0.06827773502124238,0.7492393956211697,0.8482983560524664,0.9689733882386792,0.9591107169457551,0.24405035188677818,0.9399911642097071,-0.9947034122595128,0.810753578609364,0.5695202854498777,0.9947034122595128,0.9448859281327517,0.9930127399994135,-0.6070552979490981,0.6886910661827284,0.6076163927722937,0.6886910661827286,0.8865547932719867,0.9792100139705312,-0.20212947192703146,0.9817458391029166,-0.32257087031618314,0.6830870847271608,-0.6886910661827286,0.9947034122595126
DILI,-0.8877786579926531,0.7468925160330108,0.6024968045078658,-0.6502560887623551,0.4226966756510616,0.26938987913277174,0.1081359790288279,0.2705083563968917,0.7666965857849726,-0.701974141955569,0.35620540988716565,0.6509322330955619,-0.6955566755661511,-0.7949789758549755,0.4094519773537075,-0.4901994362384063,0.5517187351358228,-0.5548754867214399,0.7703879444806826,0.531326911712229,0.13291390189052085,-0.7967992169492413,0.5069005711157906,0.263935682955403,-0.1619769082976619,-0.9815464899266506,-0.9662607811332719,0.6762729841843657,0.9999999999999999,0.028561528398064723,-0.7141661159972517,-0.8530929096376966,0.21204686959241084,0.7124745707757355,0.26731773937461606,0.6052848657189713,-0.1219403116418927,0.570903029781177,-0.7882662879275077,0.6436655334346355,-0.1797917835732522,-0.7179673805291574,-0.8001998028748066,0.8083941093504285,0.48385031564497316,0.4262219791542289,-0.5140725757204156,0.4460719968121821,0.7807045770888055,0.5261632808304444,-0.07203689233573288,0.6860747405590889,0.5068244626503375,0.624019637453507,0.5008696353612769,0.7687950938459314,0.5720648099866897,-0.6502560887623551,0.4617419214170063,-0.02056290302881658,0.6502560887623551,0.7608274120662151,0.5850624309293496,-0.7749378300931111,0.8430790241814814,0.7167580288225635,0.8430790241814816,0.452790596811213,0.7041246309354255,-0.37078956389137674,0.6598234298831565,-0.6244691075151245,0.9479029932258873,-0.8430790241814816,0.650256088762355
