,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,nRig,Flex,nStereo,NonBiodegradable,SureChEMBL,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS
H-HT,-0.6715028038881942,0.23916184419740774,-0.1711130339573526,0.9441967197694306,-0.8634118494815335,-0.4514243019871216,-0.3851441464276713,-0.20530977558398117,0.7033700691770717,-0.3596736771027944,-0.3957653964851403,0.701638312114787,-0.4961622440194011,-0.234353533236692,0.38981908536292936,0.37660003584804347,-0.3240948339511275,0.4930163733288038,-0.04466236207040439,0.8220287705681396,0.8426202958123463,0.8733072984721725,0.5100246360026065,0.18103693385931607,0.4732091220679471,-0.5800004924616999,0.9228517096905704,1.0000000000000002,-0.36741976757049577,-0.09473514490130382,-0.5456749669398664,-0.07187318338313366,0.00773426100411805,0.7670683051114102,-0.3265318547302959,-0.2780983306446079,0.8913888636575679,-0.4754250705124681,-0.22388918689676285,-0.40576301364047307,-0.5295312948285262,0.796721899702022,0.7896764461363486,0.8329064748193418,0.610864476581568,-0.26814908474002763,0.9654639641879492,0.4130364065213923,-0.5821051153000962,-0.25494814746924277,0.24141122830493966,0.5531796967942975,-0.5188589525023573,-0.5134907053540335,-0.5780171530485829,-0.7224753277257874,0.03118151608670814,-0.6653321366498753,-0.4777824457398461,0.16282088472065503,0.3448201169149221,-0.613907354867244,-0.17976455014615772,-0.4388041969236061,-0.0789347255588375,-0.3448201169149221,-0.3448201169149221,0.06240353012663631,0.36458388039843254,-0.16056042032715231,-0.3448201169149221,0.729527670529679,-0.8284767753846156,-0.20563524105066883,-0.5460818560471729,0.6109406932457238,0.5324843516345529,-0.7627478550440896,0.5324843516345529,-0.3448201169149221
DILI,-0.03459020670321296,0.1357016693557245,0.38124710686448626,-0.5762728157788054,0.5711381251829597,0.7358349954607588,0.47671552353558977,0.8723576679987459,-0.7342988789832684,0.5159644426359054,0.5237308761548621,-0.8260226923331924,0.7822235327925037,0.9006867814229952,-0.9869809067897087,-0.7060308549910813,0.43677418947226104,-0.5721790307803472,0.26220485234790736,-0.6334787763396026,-0.6646780834553474,-0.7589903204374702,-0.30189588244855914,-0.48045710213369325,-0.1684770941105988,-0.5053274638800959,-0.5763434775042371,-0.36741976757049577,1.0,-0.4739915046635147,0.14925694054992247,-0.608696396497282,-0.9055801265402579,-0.8595476584392983,0.4703196345647229,-0.37348698224784305,-0.5879960919411721,0.014587907106582493,0.09602018718672647,0.2304211452392856,-0.0595467237149068,-0.11097899726872569,0.13235529092273057,0.09603785321873268,0.13002646071545632,0.47273005634035103,-0.26256105416543046,0.07937556711068242,-0.2347992128989173,0.389100653872268,-0.40806337260075987,0.31009448724502087,0.712061936463492,0.789111885309243,0.48577856443695994,0.9084374198029534,0.4347829200018186,0.8905149929933975,0.6000896667495712,0.1098327947360388,-0.48403180357916714,0.7108399247272934,0.42835531052619374,0.5356507705677789,0.663388006330592,0.48403180357916714,0.48403180357916714,0.36749319684853204,0.620644320918627,0.3839680583355192,0.48403180357916714,-0.8482551750948009,0.7223790020328678,0.8747603220616701,0.9451742713130009,-0.4854928308175353,-0.09359449117596393,-0.06173253673308243,-0.09359449117596393,0.48403180357916714
Ames,-0.3335344356352965,0.6282715806180035,0.5973351142301373,0.22706796373886154,-0.42041003634837165,0.24693113078556186,0.5459133999505257,-0.8426321678506354,0.623671808909933,0.5043389873820879,-0.8698285886542865,0.572710574064665,0.1774830078940644,-0.8078201940283765,0.5909141694265667,0.8778290410218862,0.5775722976938558,-0.45019991951455857,0.6609351873946167,-0.25231641662261695,-0.18682914818644725,0.0716628623496472,0.7270743815625244,0.9557479989747343,0.6846825405607202,0.2624021391599063,-0.18785534495004932,-0.09473514490130382,-0.4739915046635147,1.0,0.7772967723404645,0.9850347519387622,0.33027089411408955,0.13363333051736168,0.5458539015971638,0.9823807206895229,0.36515260286373397,0.8567693057849458,0.8236236752339139,0.7472780125316169,-0.4683060206757111,-0.6580240639684136,0.01964702878489715,-0.028030259787331445,0.31080755435526974,0.5333205341374239,-0.3460816823839111,0.5536237125460156,0.8634510340932429,0.6099778577195687,0.9198773547500624,0.16461070693987284,0.279193797554382,0.16559991196136806,0.527071499735088,-0.30249234879373726,-0.9947007360913818,-0.544455828611744,0.4198052055044566,-0.9216853696216634,-0.5347866457251529,0.26537490375482875,-0.9473586802531765,0.48949103285865203,-0.9703192602492386,0.5347866457251529,0.5347866457251529,0.517537208010682,-0.0983581983237395,0.5918205422506652,0.5347866457251529,0.038989263589453406,0.1105405601438136,-0.8401033614170956,-0.591544554169397,-0.5200284900303775,0.5875833238992082,0.7158766260606075,0.5875833238992082,0.5347866457251529
ROA,-0.1825591962146349,0.6428952201730044,0.8470405605672884,-0.31905526477298823,0.10134837496448437,0.7548970583726662,0.9007039808334307,-0.3306124885249515,0.05697905145656871,0.8732990969336215,-0.494922438809843,-0.042624256329443666,0.7211649235700969,-0.27313479240392957,-0.030487691524260598,0.4108429625801532,0.8957165576186658,-0.8827736293291666,0.8154018772531316,-0.8003157887211552,-0.7563278200696426,-0.5544557392975621,0.4403211099803964,0.6590683776284803,0.4780831273648931,0.142759380489537,-0.730805524982493,-0.5456749669398664,0.14925694054992247,0.7772967723404645,1.0,0.6847418972253712,-0.15181732718867572,-0.5185806344760461,0.8822996333468263,0.8598065735521484,-0.1730052973057144,0.9903298421812872,0.9362192993069218,0.9773448929644336,-0.367525938334203,-0.9237122091813286,-0.11111521802537756,-0.18939453267358802,0.2259527476986185,0.8560990277006272,-0.7337698309547012,0.4935499942476952,0.8915336936426204,0.8853010980455192,0.6461380362847444,0.18949534561015735,0.7918726291756168,0.7173007438789567,0.9357494343926507,0.3634625733315464,-0.7766326768848406,0.09609466201719614,0.8631844589179153,-0.9096991761414014,-0.8831315457939035,0.8015582619419517,-0.67868356371352,0.8890185461765956,-0.6024009881905434,0.8831315457939035,0.8831315457939035,0.6999682900759041,0.1384432163142542,0.8402542612887599,0.8831315457939035,-0.5981547305457953,0.7067285174839661,-0.32670858325920377,0.0474405259018474,-0.936909158526921,0.40519965750513426,0.881309255073667,0.40519965750513426,0.8831315457939035
FDAMDD,-0.2369746138052349,0.5025830111183893,0.450191876892752,0.2592791333189143,-0.4327978150190952,0.08546996936570339,0.399200295625842,-0.9141691202786238,0.6575666329839847,0.3524415490937159,-0.8479004412391956,0.6333285978798809,0.0176849442700971,-0.8879436646579175,0.7064667904392291,0.8963531080303542,0.43139442654150645,-0.302071341538871,0.5231405409185568,-0.1386175151029131,-0.07594897611944056,0.16860808238344333,0.6663098348068286,0.9284938096977047,0.6024676309657135,0.3811305162431453,-0.10189621900693298,-0.07187318338313366,-0.608696396497282,0.9850347519387622,0.6847418972253712,1.0,0.4874421736619643,0.25233503289320036,0.3964574053051221,0.9603370379389654,0.38625113181534865,0.7789334995458612,0.7144513409986568,0.6308571956866865,-0.35921317894737853,-0.6064642522211539,-0.06717234139537959,-0.10387729102822724,0.2003462481443983,0.38088915191804357,-0.3122362568097461,0.4375712361490712,0.8471170004431896,0.4653766577582537,0.8769857853535129,0.036961368058672964,0.12361785116775238,0.006993704350720812,0.3942226921421371,-0.4138117689622093,-0.9673299466284907,-0.6253629265986241,0.2682957827292993,-0.8411993903810787,-0.38504466313047897,0.11845395391684896,-0.9097834843856522,0.3406637316979412,-0.9886281891187976,0.38504466313047897,0.38504466313047897,0.36713901363195955,-0.24805532792869026,0.44403490584056804,0.38504466313047897,0.16974672985319375,-0.004422104977292488,-0.9124646987174924,-0.6868906551810121,-0.39043146590308864,0.4969689787913896,0.6926666077455119,0.4969689787913896,0.38504466313047897
SkinSen,0.45105190515017635,-0.4576892175651742,-0.5557411530195788,0.19415968152395469,-0.16964269827950176,-0.7542834293420559,-0.5570930731202562,-0.7195608708461526,0.3834157653856578,-0.6045678151546248,-0.19990279909109235,0.5102790169167113,-0.7696767854417799,-0.7504855784194486,0.845546647620621,0.4277670263932464,-0.5461936166899773,0.5950598119381177,-0.48852282826765064,0.4590644998908888,0.46841031154977286,0.49385499077729333,-0.08125984903051138,0.22251637879784483,-0.2137910626996718,0.8074830030845419,0.32414233635737877,0.00773426100411805,-0.9055801265402579,0.33027089411408955,-0.15181732718867572,0.4874421736619643,1.0,0.6474465488773162,-0.5766023230373336,0.29875554538940174,0.19305275704483887,-0.0440557157577236,-0.25041722927246357,-0.3067870287966129,0.4542052891208762,-0.04600675868399954,-0.533979148880358,-0.49624457243709363,-0.5320782213073959,-0.6030864335411095,-0.030784265701623098,-0.44869917755466027,0.3063577557448448,-0.5298956164121493,0.11691465606322211,-0.6814991456075536,-0.703361416500029,-0.7665336386331357,-0.4728464683616305,-0.6787259604501218,-0.25462659272311494,-0.6136245243303882,-0.6272396799738995,0.05736048543237019,0.5815301162622373,-0.6536299425210533,-0.1622992402812128,-0.5873260290510227,-0.4878608357904677,-0.5815301162622373,-0.5815301162622373,-0.6246997097043486,-0.8945730735493506,-0.5623623397492448,-0.5815301162622373,0.6785820972963998,-0.5229699885263716,-0.7230565022307782,-0.7218707933384995,0.45513474772959706,-0.30419991166035854,0.22307993521759628,-0.30419991166035854,-0.5815301162622373
Carcinogenicity,-0.21861795959442612,-0.11688064110798457,-0.4921954415304881,0.8423927157558367,-0.7637673645821064,-0.8310549644929364,-0.6556840830076504,-0.6138148440198431,0.7781419580696587,-0.666569805434751,-0.4240788700621554,0.8588512177189611,-0.8745537616948159,-0.6560791076576233,0.8371491378867125,0.5561355764644491,-0.6023989140467183,0.761608649328253,-0.3530710338407005,0.9232147128888554,0.9444611488349022,0.98243384552465,0.331040940675569,0.27454549682596857,0.2179723526967891,0.07644166303855252,0.9126759903482571,0.7670683051114102,-0.8595476584392983,0.13363333051736168,-0.5185806344760461,0.25233503289320036,0.6474465488773162,1.0,-0.6236146040320119,-0.026155758865216518,0.8005216768519726,-0.3962558417387654,-0.3373600642489885,-0.51161366557873,-0.10755951248879843,0.5815538101065002,0.2573651555907871,0.31490412404457113,0.12043488964558774,-0.5961248085675885,0.7176984462117845,0.021814825351080147,-0.2519267115099279,-0.5394775023149604,0.2527740421932839,-0.0186853818206427,-0.8498389659893385,-0.8856430514710532,-0.748175368853993,-0.9850238655585449,-0.13336012121339086,-0.8979369017670029,-0.7705184180298037,0.16723895349172035,0.6406366068168987,-0.8900991098771774,-0.23486492473660092,-0.7156201020724333,-0.36753653936905756,-0.6406366068168987,-0.6406366068168987,-0.35823623619138967,-0.2976656849182866,-0.488385293402607,-0.6406366068168987,0.9921110842028217,-0.9682946655596978,-0.6163306134608292,-0.876503512416372,0.7617929652239157,0.20556615369356926,-0.44207774987864346,0.20556615369356926,-0.6406366068168987
EI,-0.4810788576835907,0.8279771953319395,0.9857077243822304,-0.21191809635943976,0.016990738193666477,0.9404899456481175,0.997999968595483,-0.020146771934249665,0.00534104487108659,0.9983527346180621,-0.43128856977266306,-0.14141198059551988,0.9087893579932219,0.04073042668335432,-0.3319221225430466,0.2512246851211955,0.9992634358246222,-0.9796514442157929,0.9492972064375019,-0.7876830795514702,-0.7481787869795298,-0.5702876678378096,0.5250617948550449,0.533487632718812,0.6113256071666715,-0.3258170540246259,-0.6475790557315876,-0.3265318547302959,0.4703196345647229,0.5458539015971638,0.8822996333468263,0.3964574053051221,-0.5766023230373336,-0.6236146040320119,1.0,0.6029910706910534,-0.08765514896049972,0.8383021655192733,0.923455237880095,0.9541107420910638,-0.6261896012465192,-0.6822906508143429,0.2707405233950131,0.19039629639024813,0.5456844144593331,0.9979308617972384,-0.48680107068639344,0.7182616830515496,0.5757610902921968,0.9946174676099561,0.5786356326907363,0.5681949882402564,0.9400492235665578,0.9008820746734287,0.9593754110238947,0.5039135503900598,-0.5895452293441028,0.24183160280913996,0.9786157419808218,-0.8250176430048134,-0.9997499635716124,0.9104984435628205,-0.5776021818846167,0.9913445450668813,-0.3474982058653507,0.9997499635716124,0.9997499635716124,0.9226913705616182,0.5826900522587062,0.9842737982117076,0.9997499635716124,-0.716254842042455,0.7294786750588532,-0.015112517360078681,0.2658440660786694,-0.9469277240107399,0.59502937101242,0.5717217689220717,0.59502937101242,0.9997499635716124
Respiratory,-0.20857354650425278,0.5754486736375877,0.6236874783110299,0.0410821535422667,-0.24445946400364515,0.339450325892202,0.6135406453439651,-0.7656464788217725,0.467275480455663,0.5693946184297085,-0.7674233553063444,0.41545703165476644,0.28060916996020807,-0.725783753748448,0.4841686642656159,0.7740425298231696,0.6327263898126225,-0.5413833788560273,0.6605840267073158,-0.4074643764883509,-0.34785778059282957,-0.10293639439961107,0.6133025248437853,0.8903516339159623,0.5817014841570601,0.3460546635375739,-0.3607829231598214,-0.2780983306446079,-0.37348698224784305,0.9823807206895229,0.8598065735521484,0.9603370379389654,0.29875554538940174,-0.026155758865216518,0.6029910706910534,1.0,0.18508564602016903,0.92173298615429,0.8470414412556708,0.8078393975828624,-0.3659753070365728,-0.7864932596441461,-0.1166526248655419,-0.17179346972541013,0.19944144726759983,0.5805088473063743,-0.5150909880871882,0.4704121530739366,0.9408024516717295,0.6510206012394779,0.8464622903747401,0.07121182632458513,0.38227848257513963,0.272219647988284,0.6293435362239556,-0.14555083934010116,-0.9669835987811194,-0.3926143225215178,0.5096859173454807,-0.9269703799298716,-0.5957397143273495,0.3854913276332723,-0.88368354596807,0.5693211409087698,-0.9179965773406816,0.5957397143273495,0.5957397143273495,0.5041736676419425,-0.14482125660372458,0.6165048861598916,0.5957397143273495,-0.11177854889556282,0.27223548407279186,-0.7630566115039537,-0.45829311652012006,-0.6282541179380897,0.478211857743549,0.8327222254714164,0.478211857743549,0.5957397143273495
BCF,-0.7549131965902485,0.4810978240233823,0.08081932306537654,0.9885241490017458,-0.9972781527754713,-0.3429139577547616,-0.14151146375028487,-0.5915146688213817,0.9461128262091125,-0.13797363222516545,-0.7601074839646957,0.9272006958789324,-0.41583512143280077,-0.604534793794078,0.6579240405559652,0.754973299390926,-0.07019040065152113,0.28579693971990405,0.22948322843026703,0.6742866874961098,0.7226965851772287,0.866126488191693,0.7924735094362527,0.598547250919094,0.7341106965832374,-0.39283441928647467,0.79124435124105,0.8913888636575679,-0.5879960919411721,0.36515260286373397,-0.1730052973057144,0.38625113181534865,0.19305275704483887,0.8005216768519726,-0.08765514896049972,0.18508564602016903,0.9999999999999998,-0.06813696000665537,0.14354882332220753,-0.061983344386083064,-0.6816784520959072,0.4516679604626096,0.7236279008473684,0.744493481232748,0.6850690151841814,-0.03978560551263789,0.7469847082252935,0.6107907676760638,-0.1505236056087666,0.009230798639680793,0.6348006771740399,0.5608662588674044,-0.3895539724102944,-0.43710184490885107,-0.3263023548705397,-0.834516230565862,-0.4190400623048258,-0.8850810626780216,-0.28626774214339634,-0.2514866641521188,0.10978467403141297,-0.48228251220309215,-0.5912309161549205,-0.21762214245856087,-0.5204606768896617,-0.10978467403141297,-0.10978467403141297,0.26072349337646156,0.2605795345424969,0.08796731741945871,-0.10978467403141297,0.7251068485007404,-0.7452905180436497,-0.5908466546934138,-0.7989543533219552,0.3593958105061364,0.7430038079522543,-0.3873479567523601,0.7430038079522543,-0.10978467403141297
IGC50,-0.21230189988698692,0.6565540560581307,0.8194985459860963,-0.21806056298643664,-0.002530746658379194,0.6686865389941341,0.8540343218024955,-0.45789000863801543,0.17938666973930786,0.8219640077781272,-0.5922099082354093,0.08791640804031582,0.6262512875322821,-0.40331890831835937,0.10728274609721478,0.5272520621628779,0.8564062941275867,-0.8191651580665452,0.8069277069489705,-0.7126565676488876,-0.6625376813416783,-0.44127004928154673,0.5131774956456137,0.7471795333137896,0.5340523373292276,0.18555465748999272,-0.6437818978667521,-0.4754250705124681,0.014587907106582493,0.8567693057849458,0.9903298421812872,0.7789334995458612,-0.0440557157577236,-0.3962558417387654,0.8383021655192733,0.92173298615429,-0.06813696000665537,1.0,0.9446501375487514,0.9627753616641958,-0.39408329271050563,-0.9058091771389878,-0.0978547584051255,-0.1723017358925118,0.2426941851851038,0.8134247192712262,-0.6839469518634973,0.5167559206869148,0.9244951877324328,0.8544767041555025,0.7274022378309782,0.180331225078118,0.7069489738345778,0.620681922566775,0.8809613120862205,0.2320233302470164,-0.8538954427772842,-0.03921554888162378,0.7961340856257435,-0.9453732700940131,-0.8366918369548971,0.7130979603459943,-0.7609056661026826,0.832415816740178,-0.7070962485095535,0.8366918369548971,0.8366918369548971,0.679275501415838,0.08123110775242104,0.8126029602991687,0.8366918369548971,-0.48133632872284143,0.604804179232528,-0.4541735925718931,-0.09117806691880866,-0.8808091860515106,0.4520622932350328,0.8848974068369238,0.4520622932350328,0.8366918369548971
LC50,-0.5133427166334223,0.866775844108688,0.9436886887557089,-0.0022570120403476723,-0.21608978426546227,0.7421704507199963,0.9194669547259764,-0.40221228671468634,0.3158096178567425,0.9021523976452529,-0.7077327433499514,0.19117220847382527,0.6869681386023041,-0.3456945609269207,0.05342976379712031,0.585766447599677,0.937322583539117,-0.8588638260776472,0.9527556314678974,-0.6221360154254956,-0.5643943371683166,-0.3235376289403301,0.7135870441225836,0.8075268349667917,0.7526086927694169,-0.13363433419693233,-0.49158454732040935,-0.22388918689676285,0.09602018718672647,0.8236236752339139,0.9362192993069218,0.7144513409986568,-0.25041722927246357,-0.3373600642489885,0.923455237880095,0.8470414412556708,0.14354882332220753,0.9446501375487514,0.9999999999999997,0.9787271095804757,-0.6680958638611451,-0.7327831967792583,0.23177471960780274,0.1566241196078253,0.5451418105945678,0.9190038636252164,-0.4495000538155092,0.7650134164735045,0.7610433909590402,0.9517847682476459,0.8253676018519738,0.49237869743689366,0.7533524120790429,0.6753688836655347,0.8755871850744225,0.18050156237499054,-0.8543504057959028,-0.107286401999334,0.8451574053378726,-0.9786778416499822,-0.9174830243052194,0.722405663592659,-0.8342479406472787,0.8870690897323554,-0.6806911987686545,0.9174830243052194,0.9174830243052194,0.8746277130585705,0.37566202994069364,0.9406884380880303,0.9174830243052194,-0.4457779452489479,0.517760535564644,-0.3976028097600937,-0.1064878618892003,-0.8623209302547676,0.700303364677066,0.6837561121783671,0.700303364677066,0.9174830243052194
LC50DM,-0.3694123920077662,0.779861801472223,0.9398917236249651,-0.20603110079144887,-0.0117652748367717,0.826826912430601,0.9607201173544718,-0.2720077676511685,0.11877466498942726,0.9433930201397953,-0.5529125792759109,-0.00455780508086571,0.78646399196201,-0.21213114537812883,-0.09362069424084452,0.427824787142858,0.9639924601765785,-0.9297852767381226,0.9177312990661847,-0.7687914813431529,-0.7208070032655015,-0.508558089368169,0.5567873233036797,0.6855049593393012,0.6099537039197264,-0.06753398501283747,-0.6592890853679876,-0.40576301364047307,0.2304211452392856,0.7472780125316169,0.9773448929644336,0.6308571956866865,-0.3067870287966129,-0.51161366557873,0.9541107420910638,0.8078393975828624,-0.061983344386083064,0.9627753616641958,0.9787271095804757,0.9999999999999997,-0.5396658706542755,-0.8264764099904855,0.09447272257954509,0.014189804938211079,0.41682232999718494,0.9403579545250207,-0.6022982167717605,0.6512474936471466,0.7895006359774089,0.9621269596935922,0.6977712510674265,0.39149186269026487,0.8466893665087701,0.779085592727931,0.9528072671165271,0.36156731758394833,-0.768413894119624,0.08189242516891171,0.9166450940063104,-0.932283476170775,-0.9526869063895186,0.8336359525164873,-0.7147902140414273,0.9441364206770704,-0.5697256351081874,0.9526869063895186,0.9526869063895186,0.8351789907939621,0.3387338356785301,0.9355370173199021,0.9526869063895186,-0.605643590675423,0.6794677671869268,-0.2674596040733882,0.06697349290690753,-0.9459190525872956,0.5571136879407337,0.7613342480363106,0.5571136879407337,0.9526869063895186
NR-AR,0.9814767646422263,-0.9478280749964547,-0.7448668021324634,-0.6079624055482274,0.7233291247360523,-0.44925462260669136,-0.5768024624358834,0.25440086170763393,-0.6289369062609202,-0.5943623591321042,0.7596565866387938,-0.49906527384711646,-0.3802237145863035,0.22360718351322645,-0.08557259905225864,-0.5923194734343268,-0.6301943722745499,0.4655033141729024,-0.8222589747354789,0.018765355343260286,-0.03688978222637063,-0.2339865413431566,-0.9201081930712445,-0.6785750754205445,-0.9596266729386258,0.7259026999434411,-0.18724562041918294,-0.5295312948285262,-0.0595467237149068,-0.4683060206757111,-0.367525938334203,-0.35921317894737853,0.4542052891208762,-0.10755951248879843,-0.6261896012465192,-0.3659753070365728,-0.6816784520959072,-0.39408329271050563,-0.6680958638611451,-0.5396658706542755,0.9999999999999998,-0.01601339740552147,-0.8734414114154175,-0.8366428227739814,-0.9849161307163371,-0.670905609690192,-0.34481329966929986,-0.9902402170584598,-0.0856066476439479,-0.6852364811411489,-0.7629306646746473,-0.944833734226403,-0.396692927951773,-0.35843795663901146,-0.3855772349471901,0.18666590315137765,0.55656533141039,0.3821669945474354,-0.4744896557385104,0.6426527652656946,0.6101719249553588,-0.2931772918597913,0.7141788829832488,-0.5227952430342571,0.43927564617101755,-0.6101719249553588,-0.6101719249553588,-0.8749132263025754,-0.7816928811943683,-0.7517810892281119,-0.6101719249553588,0.009294928440949035,0.04756909780390301,0.2501938294136528,0.2687222628854392,0.34766062466618797,-0.9859752874798297,0.07712703094451104,-0.9859752874798297,-0.6101719249553588
NR-AR-LBD,-0.20725804039191878,-0.3004734712886509,-0.5977745539889741,0.5791983997274911,-0.39192754889218906,-0.6108027826016541,-0.7222693166054319,0.2743215382733075,0.17821620658303086,-0.6844950688455375,0.23503339835653173,0.2299377873221359,-0.6016006784890686,0.22570583810942152,0.042841760890563275,-0.21776133332702902,-0.6959722683564564,0.7462241824360631,-0.5348916461985525,0.8392820335472446,0.8139106389712443,0.6747603732030254,-0.10455334177799758,-0.4442802070180292,-0.12563693212965635,-0.4651333566738942,0.8504179182650684,0.796721899702022,-0.11097899726872569,-0.6580240639684136,-0.9237122091813286,-0.6064642522211539,-0.04600675868399954,0.5815538101065002,-0.6822906508143429,-0.7864932596441461,0.4516679604626096,-0.9058091771389878,-0.7327831967792583,-0.8264764099904855,-0.01601339740552147,0.9999999999999998,0.48210201486304,0.550481671524472,0.16430660108684825,-0.635597896431135,0.9263684747095577,-0.12341152191645613,-0.9323692898469738,-0.663340292799995,-0.39382581262364136,0.1917556316300129,-0.6728857901848333,-0.6062085259770538,-0.8384065533785938,-0.44550896140512447,0.620042562562614,-0.23792932903444378,-0.7206916553348931,0.7198904927710498,0.6894191567561624,-0.7258959571756194,0.44947656582727324,-0.7303519899540729,0.48615709522371375,-0.6894191567561624,-0.6894191567561624,-0.3860697395761004,0.1877146471666416,-0.5875448785577364,-0.6894191567561624,0.6196520547896488,-0.7633308271580328,0.2719009877208674,-0.13744625875034072,0.8552438951055634,-0.03429157965831734,-0.9837873186419519,-0.03429157965831734,-0.6894191567561624
NR-AhR,-0.9466238930287809,0.6859991650226559,0.40135811742094274,0.7236266060395258,-0.7327498416279767,0.18936687790776202,0.2099224062979458,0.032102451492399986,0.5264827092919556,0.24853647303736498,-0.4672667749201794,0.42771945610012924,0.14086806079586345,0.038837483606335356,-0.039068183494592325,0.3074987528823564,0.263036275702591,-0.11576679362472941,0.4820670183518985,0.30409355503432156,0.3353545253239783,0.4244157579040557,0.6978783349109534,0.30242683059434516,0.7395829616170416,-0.915582430303707,0.49387380501377126,0.7896764461363486,0.13235529092273057,0.01964702878489715,-0.11111521802537756,-0.06717234139537959,-0.533979148880358,0.2573651555907871,0.2707405233950131,-0.1166526248655419,0.7236279008473684,-0.0978547584051255,0.23177471960780274,0.09447272257954509,-0.8734414114154175,0.48210201486304,0.9999999999999998,0.9965896742061295,0.9416902210905098,0.3319857539405982,0.7080615240650152,0.8003562957878911,-0.4089111558204438,0.3195841352049321,0.40893026794369464,0.9448757687994204,0.11107155996831494,0.12088537695999879,-0.008996324459410933,-0.2528595221011669,-0.11899239194224938,-0.3226206778347928,0.13958085462400002,-0.18840991939676033,-0.2554072964428443,-0.0034973018019381673,-0.33748125327542056,0.16764732230090046,-0.052264813557802194,0.2554072964428443,0.2554072964428443,0.6133646768235783,0.8449029169487943,0.4125998264736549,0.2554072964428443,0.17708104666494764,-0.3122812080281271,0.03486490951336979,-0.16938031245383448,0.04969289654076412,0.8164358375367731,-0.5499839742402528,0.8164358375367731,0.2554072964428443
NR-Aromatase,-0.9237853463179522,0.6281660530591802,0.3246778665403758,0.7552650393948801,-0.747711093345591,0.11302941145351073,0.12855930561772955,0.036016178183842465,0.5351437995554633,0.1679758449059004,-0.4382705165780452,0.4469635074848071,0.06639576105732517,0.03766671944866218,-0.012857578385726261,0.29060148517543416,0.1825443252961463,-0.03429665600772916,0.4099244832378811,0.377151401242792,0.40555767451549213,0.48082225740611984,0.6657207678151282,0.26140254125947454,0.7010210242149145,-0.906392804622013,0.558663765931979,0.8329064748193418,0.09603785321873268,-0.028030259787331445,-0.18939453267358802,-0.10387729102822724,-0.49624457243709363,0.31490412404457113,0.19039629639024813,-0.17179346972541013,0.744493481232748,-0.1723017358925118,0.1566241196078253,0.014189804938211079,-0.8366428227739814,0.550481671524472,0.9965896742061295,1.0,0.9133318387420963,0.25303644745714476,0.7637292868268452,0.7541799049512702,-0.46723361676360675,0.2405289948972628,0.3662338202331832,0.9149495321394272,0.03318143909008947,0.04671407802696432,-0.09133232031960666,-0.2998657937188109,-0.06956897053314867,-0.34836113551586473,0.05872058100728462,-0.12055673525920052,-0.17480549484716318,-0.08109916108862915,-0.29342500892877954,0.0861274852490746,-0.022062829446729344,0.17480549484716318,0.17480549484716318,0.5463071208012433,0.8122912193236655,0.33627083884815334,0.17480549484716318,0.24106758705325998,-0.38030824710643896,0.038401910926632435,-0.19407070648884384,0.13175743661844277,0.7809361903509787,-0.6104432203119945,0.7809361903509787,0.17480549484716318
