,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,nRig,Flex,nStereo,NonBiodegradable,SureChEMBL,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS
BBB,0.6996848972761872,-0.7714390031515492,-0.5537039848426883,-0.6537741771213718,0.8020667260813099,-0.10606083855252836,-0.40045977588882603,0.8191715181749784,-0.8927676613234503,-0.3788170159473524,1.0,-0.8280852432376915,-0.01975034366744798,0.7963686953002549,-0.6535232024656039,-0.9710963453484605,-0.45914914513507893,0.26099124586424033,-0.668049045164041,-0.10460597669024392,-0.17609018126512424,-0.434971559258397,-0.9528512816849575,-0.9747730332122102,-0.9102386328251839,0.12829638624855588,-0.2314261147650827,-0.3957653964851403,0.5237308761548621,-0.8698285886542865,-0.494922438809843,-0.8479004412391956,-0.19990279909109235,-0.4240788700621554,-0.43128856977266306,-0.7674233553063444,-0.7601074839646957,-0.5922099082354093,-0.7077327433499514,-0.5529125792759109,0.7596565866387938,0.23503339835653173,-0.4672667749201794,-0.4382705165780452,-0.6581037090060723,-0.4509206185298371,-0.14339690596001087,-0.7837570899781294,-0.504775024399855,-0.5218522820683328,-0.9825261130956818,-0.5081627557441211,-0.09795030274586797,0.00042081245551651525,-0.278429679167857,0.559949639930132,0.9047619047619051,0.7710607602757241,-0.24321615164535731,0.8081220356417689,0.41239304942116173,-0.03250112537094983,0.9733285267845755,-0.32401956994119835,0.9072647087265548,-0.41239304942116173,-0.41239304942116173,-0.5994673767259163,-0.19047619047619074,-0.5543671429401901,-0.41239304942116173,-0.31164595666269834,0.23557210892841898,0.8164965809277265,0.7450254499259543,0.2535452257650611,-0.8571428571428573,-0.28571428571428603,-0.8571428571428573,-0.41239304942116173
PPB,-0.5343774517579392,0.365862724632889,0.009532140481616028,0.893209684504114,-0.9281462607669868,-0.4533580028938268,-0.17893865263512676,-0.8409507371261511,0.987029949159787,-0.1976578953942008,-0.8280852432376915,1.0,-0.5291400760131728,-0.8542164267405914,0.8857692309144536,0.8926480080804926,-0.11263585897135626,0.32352282747572964,0.16043179063640436,0.6316532087535321,0.6852269093611703,0.8550081236417105,0.7451996904082834,0.7204956168540495,0.6514733782833815,-0.029844169612306383,0.6975753710427101,0.701638312114787,-0.8260226923331924,0.572710574064665,-0.042624256329443666,0.6333285978798809,0.5102790169167113,0.8588512177189611,-0.14141198059551988,0.41545703165476644,0.9272006958789324,0.08791640804031582,0.19117220847382527,-0.00455780508086571,-0.49906527384711646,0.2299377873221359,0.42771945610012924,0.4469635074848071,0.45019256924837936,-0.1130227677418856,0.528514653601712,0.4592083823210652,0.12629847629214985,-0.03809287645081364,0.7119607067538851,0.27969186614616576,-0.4699627331958054,-0.5474679204925192,-0.30605380814300137,-0.9260931296843126,-0.5927462763680157,-0.9915007183866035,-0.3389199098813904,-0.35272652296077744,0.1626666666666669,-0.532342309067638,-0.6953213065182494,-0.2592964513432124,-0.7386666666666667,-0.1626666666666669,-0.1626666666666669,0.1193054294960892,-0.07236123373843331,0.01232246473944624,-0.1626666666666669,0.7902153367109328,-0.733351737005469,-0.8409856650912003,-0.962762261534215,0.328710647773487,0.6143006864177616,-0.11547005383792519,0.6143006864177616,-0.1626666666666669
VDss,-0.25506062457319356,0.5831234956825485,0.8426257664009491,-0.5006467443369313,0.35792838279670647,0.9962084082243519,0.9173098510156916,0.379736307851583,-0.3922584287286669,0.9309979387264384,-0.01975034366744798,-0.5291400760131728,0.9999999999999997,0.4360531063480284,-0.686684117020688,-0.17555794380719353,0.8938408222417311,-0.9584781470422464,0.752525872464338,-0.8958553966238669,-0.8850545920770574,-0.8093475378464137,0.1622738199720575,0.13276611960398135,0.28090981408386345,-0.3608156629533774,-0.7901368222758374,-0.4961622440194011,0.7822235327925037,0.1774830078940644,0.7211649235700969,0.0176849442700971,-0.7696767854417799,-0.8745537616948159,0.9087893579932219,0.28060916996020807,-0.41583512143280077,0.6262512875322821,0.6869681386023041,0.78646399196201,-0.3802237145863035,-0.6016006784890686,0.14086806079586345,0.06639576105732517,0.34605837133155,0.9012853927654035,-0.5551343308797435,0.4645524129351755,0.35803153535705345,0.862157466270606,0.1862078880123359,0.44419115474524307,0.9941203218263064,0.999723420395724,0.9188086841586861,0.8094893733109563,-0.21555482604794807,0.6192425274588313,0.9677012353278387,-0.5266383440497335,-0.9166433113744233,0.9854080728757669,-0.18448428836562564,0.9442770351916151,0.05664649677032958,0.9166433113744233,0.9166433113744233,0.7660404608379967,0.6080132679559365,0.8415232889767588,0.9166433113744233,-0.9273071217083968,0.8951408303168553,0.38416503369621463,0.6438362875864152,-0.9143662090241111,0.29434383143099124,0.4504352571898502,0.29434383143099124,0.9166433113744233
Fu,0.17783616739025276,-0.24238868308335085,-0.04984113328370483,-0.5293813584653047,0.6204302567995532,0.3689231207030861,0.04751284188059982,0.9980956850690454,-0.8211353268307411,0.09267937168158116,0.7963686953002549,-0.8542164267405914,0.4360531063480284,1.0,-0.9526497214276081,-0.916827039700178,0.002948044812457843,-0.16244388460399423,-0.16450747202569718,-0.3173990297558571,-0.3716365389494148,-0.5648418659802169,-0.5865001859337201,-0.8022267401585946,-0.4774681120057105,-0.4315057860114376,-0.3179790089602516,-0.234353533236692,0.9006867814229952,-0.8078201940283765,-0.27313479240392957,-0.8879436646579175,-0.7504855784194486,-0.6560791076576233,0.04073042668335432,-0.725783753748448,-0.604534793794078,-0.40331890831835937,-0.3456945609269207,-0.21213114537812883,0.22360718351322645,0.22570583810942152,0.038837483606335356,0.03766671944866218,-0.1021184035999508,0.04595133386364221,-0.03781045043297471,-0.24876476912386272,-0.5622405957467149,-0.04734269251406786,-0.7402362902194467,0.09053990355432523,0.34036776935287694,0.4473098822322422,0.07177845792088762,0.7711316156136026,0.7828326834821203,0.8797044098805463,0.19511633926640926,0.5306812741850336,-0.056007643813170284,0.3509659708208331,0.7643931948364463,0.11651822405557546,0.9226065356820686,0.056007643813170284,0.056007643813170284,-0.028961386618254537,0.4324003775237456,-0.0457791242660794,0.056007643813170284,-0.5990790115414197,0.4468038738805916,0.9983736989910154,0.9332657346376478,-0.07668252964238456,-0.38276833419058526,-0.3677283210593245,-0.38276833419058526,0.056007643813170284
CYP1A2-inh,-0.09434996313442467,0.023936611752740273,-0.2311398511599297,0.6263227811202436,-0.6513406798111097,-0.6293670673661409,-0.3427407772632039,-0.9321755837010303,0.816405939099653,-0.3822352064144884,-0.6535232024656039,0.8857692309144536,-0.686684117020688,-0.9526497214276081,1.0,0.8107401744280474,-0.2967006666019445,0.4531486965140297,-0.1047944585098145,0.5735036668260958,0.6147642340572633,0.7481439590653963,0.4451491546671349,0.6130503937313854,0.3185367754807561,0.43377814594383707,0.5455489536192112,0.38981908536292936,-0.9869809067897087,0.5909141694265667,-0.030487691524260598,0.7064667904392291,0.845546647620621,0.8371491378867125,-0.3319221225430466,0.4841686642656159,0.6579240405559652,0.10728274609721478,0.05342976379712031,-0.09362069424084452,-0.08557259905225864,0.042841760890563275,-0.039068183494592325,-0.012857578385726261,0.002121233198019175,-0.3311012560952299,0.24834193563775198,0.07412576818716872,0.3142607730353095,-0.2431080734933945,0.5491774753140017,-0.186405672657386,-0.6088073540030126,-0.6964613437463874,-0.37161265599463583,-0.9074425108007846,-0.5618006477335897,-0.9328035267759494,-0.48165244515605404,-0.2553769592276246,0.3475240234284578,-0.61898529637743,-0.5663457609767676,-0.40922371581979644,-0.7645528515426074,-0.3475240234284578,-0.3475240234284578,-0.21329473500852428,-0.5216720300383331,-0.23358286498951336,-0.3475240234284578,0.80600070288139,-0.6778202596687093,-0.9337990556476813,-0.978164080587308,0.37568601939809315,0.24077170617153854,0.12038585308576921,0.24077170617153854,-0.3475240234284578
CYP1A2-sub,-0.5396863164784574,0.5989396891438338,0.370451340001311,0.6582671460112556,-0.7874408905780294,-0.09207472135606144,0.22702250147128003,-0.9298668630558963,0.9210453866167129,0.1958592093959696,-0.9710963453484605,0.8926480080804926,-0.17555794380719353,-0.916827039700178,0.8107401744280474,0.9999999999999997,0.28424746441318227,-0.0885154963914402,0.49325975502184277,0.21757403270546197,0.2856960099088851,0.5298441305410966,0.8604756049962258,0.9509964642581918,0.7885782029814955,0.07279048456462364,0.30216875306117813,0.37660003584804347,-0.7060308549910813,0.8778290410218862,0.4108429625801532,0.8963531080303542,0.4277670263932464,0.5561355764644491,0.2512246851211955,0.7740425298231696,0.754973299390926,0.5272520621628779,0.585766447599677,0.427824787142858,-0.5923194734343268,-0.21776133332702902,0.3074987528823564,0.29060148517543416,0.48104001358950327,0.26344532192195125,0.1351916913547665,0.6144409677761764,0.5313625452643811,0.34656758717965774,0.9330160989732802,0.3062801762027905,-0.08785770762606934,-0.19350123452283813,0.13338814379592207,-0.6879529042875103,-0.8921454229624067,-0.8651369767215763,0.06451918875893288,-0.7257475238014477,-0.23246991509102233,-0.136870110711976,-0.9349497505206621,0.14887058739114223,-0.9526708285102687,0.23246991509102233,0.23246991509102233,0.3982956407434157,-0.0394754611930266,0.3695643382462633,0.23246991509102233,0.46012554169490816,-0.353445751915497,-0.928269477925965,-0.8663076123397501,-0.11449786010876106,0.7184533937130888,0.30790859730560904,0.7184533937130888,0.23246991509102233
CYP2C19-inh,-0.48246235315252567,0.8345362429329861,0.9874298760842448,-0.19761404039466662,-0.0011980070350115501,0.9278139372260308,0.9974267467997107,-0.05797388538868331,0.03257798722125593,0.995812131595022,-0.45914914513507893,-0.11263585897135626,0.8938408222417311,0.002948044812457843,-0.2967006666019445,0.28424746441318227,1.0,-0.9753613947628753,0.9546730433056206,-0.779974675633961,-0.7385418101718606,-0.553525604067084,0.5436712393605745,0.5629916032636978,0.6257739177904953,-0.3040763391170794,-0.6407956440691011,-0.3240948339511275,0.43677418947226104,0.5775722976938558,0.8957165576186658,0.43139442654150645,-0.5461936166899773,-0.6023989140467183,0.9992634358246222,0.6327263898126225,-0.07019040065152113,0.8564062941275867,0.937322583539117,0.9639924601765785,-0.6301943722745499,-0.6959722683564564,0.263036275702591,0.1825443252961463,0.5444270342069472,0.996565485613923,-0.4916193294856639,0.7239692687040292,0.6013075891991002,0.9968394471258378,0.6051863088603568,0.5597278020369683,0.9289919882455451,0.8856281037882648,0.9593114195833943,0.4780169533891675,-0.6197483976935364,0.21163351013862414,0.9729277736613191,-0.8458825222093846,-0.998544849036844,0.8997617007049312,-0.6055568522487405,0.9884520535301979,-0.3827755254641235,0.998544849036844,0.998544849036844,0.9219813848219506,0.5620973839546028,0.9857609379061092,0.998544849036844,-0.6968725378523307,0.7168028555314752,-0.052955837555465325,0.23262736061382552,-0.9469294763694911,0.605335644258803,0.5909228908240697,0.605335644258803,0.998544849036844
CYP2C19-sub,0.31135701459536463,-0.6997149954113251,-0.9319853021623332,0.40287089151551375,-0.21730848247752355,-0.9742300621761972,-0.9885183798861257,-0.10126940761053532,0.18605104363834749,-0.9882541352812599,0.26099124586424033,0.32352282747572964,-0.9584781470422464,-0.16244388460399423,0.4531486965140297,-0.0885154963914402,-0.9753613947628753,1.0,-0.8669489931031265,0.8934076665381518,0.865214567854063,0.7232224976959352,-0.3452115534281771,-0.39161956885396176,-0.44012763658715703,0.2358414237407898,0.7820265833088091,0.4930163733288038,-0.5721790307803472,-0.45019991951455857,-0.8827736293291666,-0.302071341538871,0.5950598119381177,0.761608649328253,-0.9796514442157929,-0.5413833788560273,0.28579693971990405,-0.8191651580665452,-0.8588638260776472,-0.9297852767381226,0.4655033141729024,0.7462241824360631,-0.11576679362472941,-0.03429665600772916,-0.3876577004340658,-0.9680953939663174,0.617853197827642,-0.5682033481898556,-0.5827123276583983,-0.9548855605359662,-0.42794244172354584,-0.4346078680272436,-0.9830717333746556,-0.9551521199001913,-0.9883890036431631,-0.6535208488390226,0.4815079134928489,-0.4117601763510049,-0.9991732225308112,0.742142284466625,0.9838737430705802,-0.9732205077047811,0.4356097616698116,-0.9975028805948387,0.22803953258720244,-0.9838737430705802,-0.9838737430705802,-0.8354160015908438,-0.5094214157243183,-0.9291850680384319,-0.9838737430705802,0.8355101652887008,-0.851918643768003,-0.10597944797176514,-0.4177523488278624,0.9830466044152991,-0.42288955880676293,-0.6266581250964901,-0.42288955880676293,-0.9838737430705802
CYP2C9-inh,-0.7016535224380771,0.9591797909760711,0.9881782420734295,0.10302199815156401,-0.29802155257870533,0.8069644254112306,0.9309348946224004,-0.219990445531552,0.3087488659315468,0.9313651410208977,-0.668049045164041,0.16043179063640436,0.752525872464338,-0.16450747202569718,-0.1047944585098145,0.49325975502184277,0.9546730433056206,-0.8669489931031265,1.0,-0.558791301351289,-0.5044126715198638,-0.2831651536994887,0.7648400625364259,0.7192074770648939,0.8290957089774611,-0.42743565323587907,-0.3866317554180069,-0.04466236207040439,0.26220485234790736,0.6609351873946167,0.8154018772531316,0.5231405409185568,-0.48852282826765064,-0.3530710338407005,0.9492972064375019,0.6605840267073158,0.22948322843026703,0.8069277069489705,0.9527556314678974,0.9177312990661847,-0.8222589747354789,-0.5348916461985525,0.4820670183518985,0.4099244832378811,0.7420146168686982,0.9616166044572134,-0.24906622227717584,0.8913244963184225,0.5290980552242349,0.9752100632508026,0.7728992055847469,0.7223067641729293,0.793072608268929,0.7381370564389311,0.8368883798111679,0.2233979330350793,-0.7193336183281487,-0.050193754862683515,0.8650846015352847,-0.8932314370922161,-0.9420388685521486,0.735982726643595,-0.7592598576257148,0.8999528576920282,-0.5166019601737588,0.9420388685521486,0.9420388685521486,0.9804996271059758,0.6383579764900832,0.9888477125627425,0.9420388685521486,-0.4675588777358437,0.47769206546096765,-0.2148780877724296,-0.0019018862628542945,-0.8146323895608593,0.8138052004725586,0.44941481220126367,0.8138052004725586,0.9420388685521486
CYP2C9-sub,-0.1437559168084258,-0.3069013777170697,-0.6729873038335343,0.7670599745447506,-0.6186087640265788,-0.8775446008873798,-0.8223741536197482,-0.264090935917628,0.5413738287887344,-0.8144171517968519,-0.10460597669024392,0.6316532087535321,-0.8958553966238669,-0.3173990297558571,0.5735036668260958,0.21757403270546197,-0.779974675633961,0.8934076665381518,-0.558791301351289,0.9999999999999996,0.9973934475149955,0.9409293349933434,0.0850272929455911,-0.08208745885983652,-0.004334889400686343,-0.08660914298840097,0.9776856012558818,0.8220287705681396,-0.6334787763396026,-0.25231641662261695,-0.8003157887211552,-0.1386175151029131,0.4590644998908888,0.9232147128888554,-0.7876830795514702,-0.4074643764883509,0.6742866874961098,-0.7126565676488876,-0.6221360154254956,-0.7687914813431529,0.018765355343260286,0.8392820335472446,0.30409355503432156,0.377151401242792,0.05810256304543536,-0.7525895797447404,0.8653400172433194,-0.13817554341547805,-0.5972966556214452,-0.7284102590961035,-0.08230381830730144,-0.01910704069337389,-0.9129418391082097,-0.9032411846452365,-0.9180082265462577,-0.8441558441558439,0.24408061227723726,-0.6730046847606298,-0.8887890383361237,0.49949882117600153,0.8007572173962101,-0.9536832536193659,0.11459288862757294,-0.8609865573201915,0.014920941939059875,-0.8007572173962101,-0.8007572173962101,-0.5004661858328245,-0.19239295320676347,-0.666502580847299,-0.8007572173962101,0.9465392061206278,-0.9896010873675479,-0.26728438041226393,-0.6245290619162918,0.9310115376930189,0.025843829535236774,-0.7322418368317116,0.025843829535236774,-0.8007572173962101
CYP2D6-inh,-0.19344014964548875,-0.24752979923426247,-0.6257407531475476,0.8068241432438896,-0.6706337459534956,-0.8606648811727255,-0.7847774662640221,-0.32053305447346897,0.6006210116880835,-0.7784421146439007,-0.17609018126512424,0.6852269093611703,-0.8850545920770574,-0.3716365389494148,0.6147642340572633,0.2856960099088851,-0.7385418101718606,0.865214567854063,-0.5044126715198638,0.9973934475149955,0.9999999999999997,0.9628869582539332,0.15345554774187464,-0.010597968975993095,0.06196668416640864,-0.09557285693301776,0.9845974088583375,0.8426202958123463,-0.6646780834553474,-0.18682914818644725,-0.7563278200696426,-0.07594897611944056,0.46841031154977286,0.9444611488349022,-0.7481787869795298,-0.34785778059282957,0.7226965851772287,-0.6625376813416783,-0.5643943371683166,-0.7208070032655015,-0.03688978222637063,0.8139106389712443,0.3353545253239783,0.40555767451549213,0.10566619542092404,-0.7119907349746467,0.8671922239782883,-0.07958846526915646,-0.5548920840071461,-0.6829439069904075,-0.010183217365501405,0.018422861835240337,-0.8963318742634995,-0.8938344296645361,-0.8883803228349852,-0.8760375907831329,0.1760901812651247,-0.7219612297484637,-0.8619130216254681,0.43580096445528305,0.7624928516630229,-0.9414547300230703,0.04284839917800307,-0.8285411150125009,-0.050832856777534914,-0.7624928516630229,-0.7624928516630229,-0.4515635869625023,-0.1760901812651247,-0.6192680615505237,-0.7624928516630229,0.959367043015417,-0.9965721234625691,-0.32349831961031394,-0.6720077395592248,0.903073429436077,0.08804509063256245,-0.7043607250604991,0.08804509063256245,-0.7624928516630229
CYP2D6-sub,-0.3599200604973721,-0.02123028312196525,-0.42544638163869625,0.913619626314182,-0.8299274182874715,-0.763481168643718,-0.6116558612309073,-0.5241948901662209,0.7939918283359373,-0.6124530438835054,-0.434971559258397,0.8550081236417105,-0.8093475378464137,-0.5648418659802169,0.7481439590653963,0.5298441305410966,-0.553525604067084,0.7232224976959352,-0.2831651536994887,0.9409293349933434,0.9628869582539332,1.0,0.3976613438285539,0.25882547595210564,0.3011052287316205,-0.11050818267589235,0.961950575333083,0.8733072984721725,-0.7589903204374702,0.0716628623496472,-0.5544557392975621,0.16860808238344333,0.49385499077729333,0.98243384552465,-0.5702876678378096,-0.10293639439961107,0.866126488191693,-0.44127004928154673,-0.3235376289403301,-0.508558089368169,-0.2339865413431566,0.6747603732030254,0.4244157579040557,0.48082225740611984,0.26773631791684266,-0.5324375932209656,0.8263925097843268,0.13481135529711608,-0.3624061493735017,-0.4857226059528885,0.25984305872103125,0.14558463042683395,-0.7973813455562633,-0.8227707358756644,-0.7378188954481214,-0.957698260464957,-0.08987533297851702,-0.8742937072341097,-0.7255099429836239,0.17670405231214492,0.5885034067127833,-0.8554970186466649,-0.2282968322517337,-0.672641744453081,-0.2999468976149025,-0.5885034067127833,-0.5885034067127833,-0.2557202057584818,-0.12056447106874224,-0.4194780091898121,-0.5885034067127833,0.965801306284262,-0.9767246985512941,-0.5262091027680429,-0.8233335159903905,0.7576941999359367,0.3090834621944121,-0.5589807295005322,0.3090834621944121,-0.5885034067127833
CYP3A4-inh,-0.8811162316982724,0.8932491729853314,0.657078227556622,0.6978097531026808,-0.835140595867693,0.24644570354892917,0.4824347564621914,-0.612796492850654,0.8417927852549696,0.47817165519940374,-0.9528512816849575,0.7451996904082834,0.1622738199720575,-0.5865001859337201,0.4451491546671349,0.8604756049962258,0.5436712393605745,-0.3452115534281771,0.7648400625364259,0.0850272929455911,0.15345554774187464,0.3976613438285539,1.0,0.8937251088816973,0.9905747126253208,-0.42091024390996123,0.2564402929787911,0.5100246360026065,-0.30189588244855914,0.7270743815625244,0.4403211099803964,0.6663098348068286,-0.08125984903051138,0.331040940675569,0.5250617948550449,0.6133025248437853,0.7924735094362527,0.5131774956456137,0.7135870441225836,0.5567873233036797,-0.9201081930712445,-0.10455334177799758,0.6978783349109534,0.6657207678151282,0.8554077910642233,0.5588784368102424,0.275085597147087,0.9259336582471482,0.3197188094652205,0.6083526733358087,0.9380775639978994,0.745374086268445,0.2157327959805169,0.13983756181223844,0.31704908299234624,-0.4461513403828007,-0.789610157392443,-0.65768525312436,0.3390859987045108,-0.7648786212068011,-0.50591742634403,0.12691817843190759,-0.9086178246575006,0.4105331173612733,-0.7431241317361028,0.50591742634403,0.50591742634403,0.7509817107419693,0.4750500133905754,0.6609381931155413,0.50591742634403,0.2102062366578035,-0.19341389710601337,-0.6093333477767915,-0.5872471840324092,-0.28403998446572676,0.97256860849557,0.10913311118432137,0.97256860849557,0.50591742634403
CYP3A4-sub,-0.5802036083482097,0.7613516380946832,0.6269044981684583,0.47218882663776995,-0.6498863134106703,0.21432050014023424,0.5149392014742854,-0.8332771443033523,0.7878053401049058,0.4851436175311422,-0.9747730332122102,0.7204956168540495,0.13276611960398135,-0.8022267401585946,0.6130503937313854,0.9509964642581918,0.5629916032636978,-0.39161956885396176,0.7192074770648939,-0.08208745885983652,-0.010597968975993095,0.25882547595210564,0.8937251088816973,0.9999999999999998,0.855670132932925,0.011954103892499327,0.02755284242737832,0.18103693385931607,-0.48045710213369325,0.9557479989747343,0.6590683776284803,0.9284938096977047,0.22251637879784483,0.27454549682596857,0.533487632718812,0.8903516339159623,0.598547250919094,0.7471795333137896,0.8075268349667917,0.6855049593393012,-0.6785750754205445,-0.4442802070180292,0.30242683059434516,0.26140254125947454,0.5495697638592554,0.540054292256024,-0.08063925321030668,0.7325565550361739,0.6833649009254633,0.6134320834727296,0.9925378981703814,0.4017176145301119,0.22251635516878482,0.11544171817389606,0.4321302499792098,-0.4308233694134674,-0.9768786271877073,-0.6694744112137281,0.3685972302910905,-0.9020957146843473,-0.5176707850107244,0.17612142925523966,-0.9981126427144862,0.445926703428714,-0.9554453484079217,0.5176707850107244,0.5176707850107244,0.6185714569209357,0.10563063110411922,0.6249891047342568,0.5176707850107244,0.16384686171920038,-0.05695942546624494,-0.8303785661169549,-0.6716731093045102,-0.4136999441422651,0.7836318912142799,0.49212410305097404,0.7836318912142799,0.5176707850107244
CL,-0.9154271904855953,0.9433045210931292,0.7348777917122946,0.637728457765899,-0.780731415599886,0.3612806602189198,0.5682451425332943,-0.5087931681367048,0.7645605433790623,0.5694049091371146,-0.9102386328251839,0.6514733782833815,0.28090981408386345,-0.4774681120057105,0.3185367754807561,0.7885782029814955,0.6257739177904953,-0.44012763658715703,0.8290957089774611,-0.004334889400686343,0.06196668416640864,0.3011052287316205,0.9905747126253208,0.855670132932925,1.0,-0.5067973687143232,0.18102970227148377,0.4732091220679471,-0.1684770941105988,0.6846825405607202,0.4780831273648931,0.6024676309657135,-0.2137910626996718,0.2179723526967891,0.6113256071666715,0.5817014841570601,0.7341106965832374,0.5340523373292276,0.7526086927694169,0.6099537039197264,-0.9596266729386258,-0.12563693212965635,0.7395829616170416,0.7010210242149145,0.9026095466775863,0.6465506504049088,0.2451776971540153,0.9687214349486007,0.29835384295958467,0.6857444392658151,0.9118160910457253,0.8146462740972467,0.326225654287548,0.25871294601518774,0.39877716892227993,-0.3301742188865571,-0.7548860083148715,-0.5517479866772967,0.4377563116658466,-0.7760862148148329,-0.5935143023801357,0.23433016715024407,-0.8785451261570048,0.5023857649747443,-0.6738291794227675,0.5935143023801357,0.5935143023801357,0.8296248881646157,0.5797553732297396,0.7392412102766182,0.5935143023801357,0.09462260819873221,-0.09507987912059884,-0.5048647792247111,-0.47126297942314155,-0.36464246954836865,0.9919757392975465,0.10557591126438925,0.9919757392975465,0.5935143023801357
T12,0.7980892796314354,-0.567737558971578,-0.4041497779301406,-0.4136208952331466,0.3996355596994972,-0.37932498659171554,-0.2747700269382082,-0.4204846290099328,-0.14035353329984596,-0.3266265210328557,0.12829638624855588,-0.029844169612306383,-0.3608156629533774,-0.4315057860114376,0.43377814594383707,0.07279048456462364,-0.3040763391170794,0.2358414237407898,-0.42743565323587907,-0.08660914298840097,-0.09557285693301776,-0.11050818267589235,-0.42091024390996123,0.011954103892499327,-0.5067973687143232,1.0,-0.2635533158318196,-0.5800004924616999,-0.5053274638800959,0.2624021391599063,0.142759380489537,0.3811305162431453,0.8074830030845419,0.07644166303855252,-0.3258170540246259,0.3460546635375739,-0.39283441928647467,0.18555465748999272,-0.13363433419693233,-0.06753398501283747,0.7259026999434411,-0.4651333566738942,-0.915582430303707,-0.906392804622013,-0.8282073871291826,-0.3816844661296054,-0.5741969102428766,-0.658153309915736,0.5409682986900025,-0.33372870459160087,-0.10953771921675903,-0.9085997400391654,-0.299055162195491,-0.34708760732566174,-0.08872590697472567,-0.11725938809133368,-0.16191375818151063,-0.0799513697546468,-0.26963298923866397,0.015461714751951423,0.3183161673055417,-0.20019715462441162,0.03699181806861207,-0.2642674526728908,-0.2930672928450454,-0.3183161673055417,-0.3183161673055417,-0.5946686978914218,-0.9563844816059002,-0.41555334822984086,-0.3183161673055417,0.13128941520886683,0.046932701087674146,-0.42338656540360253,-0.23778744458907422,0.05392047564549727,-0.6106907985431251,0.5888246318433714,-0.6106907985431251,-0.3183161673055417
hERG,-0.3473404170267176,-0.11207075758737861,-0.5118266088700175,0.871259408997053,-0.7440274140887797,-0.7600872099377116,-0.692521510421178,-0.2716060093793786,0.6372541311163413,-0.6786817198991952,-0.2314261147650827,0.6975753710427101,-0.7901368222758374,-0.3179790089602516,0.5455489536192112,0.30216875306117813,-0.6407956440691011,0.7820265833088091,-0.3866317554180069,0.9776856012558818,0.9845974088583375,0.961950575333083,0.2564402929787911,0.02755284242737832,0.18102970227148377,-0.2635533158318196,0.9999999999999997,0.9228517096905704,-0.5763434775042371,-0.18785534495004932,-0.730805524982493,-0.10189621900693298,0.32414233635737877,0.9126759903482571,-0.6475790557315876,-0.3607829231598214,0.79124435124105,-0.6437818978667521,-0.49158454732040935,-0.6592890853679876,-0.18724562041918294,0.8504179182650684,0.49387380501377126,0.558663765931979,0.26626221005331024,-0.6026855591070043,0.9352253495245757,0.06495706011505138,-0.6029943122708982,-0.5798466511771582,0.04848744579134842,0.18964448532480127,-0.8080713512919934,-0.8016856974206126,-0.8280742966996645,-0.8456307266097376,0.15938156802470488,-0.712298376398278,-0.7739527219944451,0.3835156949340649,0.6633607873285705,-0.8705782159169801,-0.0046307649791672515,-0.739464552622692,-0.03708228003700085,-0.6633607873285705,-0.6633607873285705,-0.31077960301136276,-0.0023788293735030686,-0.5036781085997687,-0.6633607873285705,0.9132970958673907,-0.975630839904418,-0.27386515306067144,-0.6369376524755538,0.8490088703673155,0.22123113173578438,-0.7636042288944817,0.22123113173578438,-0.6633607873285705
