MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond do0rs,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
0.3888088032965583,0.3247724287129508,0.4988186594083204,-0.12433525405769269,-0.4786122727087051,1.3593069386369343,-0.8469720705971735,0.27808932922986257,-0.20455462913720546,0.3882221723764741,-0.2877477955333908,0.6244150036627674,0.49965110043776,-0.3576198510092059,0.1771485047495374,-0.17438639121216828,-0.16819502930147978,-0.19797508996492774,-0.059166852423355204,0.33516004832686036,-0.0813775933058546,-0.08660420396814322,0.05705982415454266,-0.260131684114233,-0.2643877754985416,-0.2514538916338939,0.08949354922111191,0.9263249459513105,-0.1184031291441741,0.32740453905487044,-0.6330351694286231,-0.4461771778946947,0.3928896154780441,1.1804738533819874,0.4387196525083336,-0.5440124079052147,0.10662019633898517,0.9653317899211933,-0.8221733363422755,-0.9440439786382514,0.510505229418443,0.6326534471346615,-0.16863912191171257,-0.888200627934828,-0.8324253180087422,-0.07835199090389158
0.4516030955082193,0.42600019870140293,0.4988186594083204,-0.12433525405769269,-0.3027955194687726,1.3593069386369343,-0.8469720705971735,0.5142049963314939,0.754770271649594,0.002163583708422056,-0.5115827558120418,-0.3377186206580729,-1.0089404245071127,-2.309916931497542,-0.9885571996196658,0.02054871488805818,-0.1618731381211474,-0.1925480098666951,-0.059166852423355204,0.05706977178941389,-0.08260063032758258,-0.08771929185042722,0.05705982415454266,0.3472281858532686,-0.24680739667023577,-0.24048306270276928,0.08949354922111191,-1.0745369373035205,-0.1184031291441741,0.32740453905487044,-0.6330351694286231,-0.4461771778946947,0.3928896154780441,-0.8431956095585627,0.4387196525083336,-0.8010156040941867,1.2581183168000254,0.9653317899211933,0.39419269550657043,1.0166627462258095,1.1334946619290853,-1.5723654463181171,-0.16863912191171257,1.1102507849185352,-0.8324253180087422,0.032334928881852874
-0.2394822024797627,-0.5862775011831184,0.4988186594083204,-1.1652815670988426,-0.6544290259486376,-1.3467787640872848,0.04982188650571611,-0.4313188660844788,-0.9785887099335377,0.13423625877907136,0.6317904196653915,0.8152514250156615,1.2237750324112986,0.4428219519910118,0.7217117535059536,-0.594246619735733,-0.17415440644210078,-0.20299789547345,-0.059166852423355204,-0.04841274689720403,-0.08282099735852455,-0.0878796079996374,0.05705982415454266,-0.6429215181273641,-0.26539707493042214,-0.2520748745021436,0.08949354922111191,0.9263249459513105,-0.1184031291441741,0.32740453905487044,1.5723776789033543,2.2308858894734738,0.3928896154780441,1.1804738533819874,0.4387196525083336,0.7650976226823607,0.10662019633898517,0.19306635798423866,-0.8221733363422755,-0.9440439786382514,-0.7354736356028416,0.6326534471346615,-0.16863912191171257,-0.888200627934828,0.3275996412808599,-0.7424735096183543
-1.0203730846728918,-0.9911885811369269,-0.9126856693977566,-0.12433525405769269,-0.83024577918857,-0.44475019651254505,0.9466158436086057,-1.01232258625591,-0.3833550362240508,-1.7300203470258646,-1.3161786941109763,-2.198373728848789,-1.2302005148323605,-1.841365632180341,-2.1117189001797745,1.4675670024782022,0.6263959576195255,0.8523180433573693,1.3608376057371747,1.2653240767452154,0.015489457295353786,0.04458784480217223,1.2895520258926645,1.408831992183019,1.2219179487132636,1.1452996216054985,2.0225542123971296,0.9263249459513105,-0.1184031291441741,0.32740453905487044,-0.6330351694286231,-0.4461771778946947,-2.5334606239446282,-0.8431956095585627,-2.2688073458288103,-0.5199183582624977,-1.0448779241220552,-1.3514645058896706,-0.8221733363422755,-0.9440439786382514,-0.7354736356028416,0.6326534471346615,-0.16863912191171257,0.11102507849185356,-0.8324253180087422,-0.9195725812755448
0.36061402686005894,0.42600019870140293,0.2635679379406409,-0.12433525405769269,0.7521049999708223,1.3593069386369343,0.04982188650571611,0.12978746640984876,0.6123999240862975,0.41362076373621426,-0.1123095834230968,-0.6478278053565257,-0.6368211816873773,-1.0083855445053178,-0.40144994705415454,0.07303124345350402,-0.1594416415133273,-0.19009786083814764,-0.059166852423355204,-0.20184186498682938,-0.08292079214253685,-0.08800340769263858,0.05705982415454266,0.4442016104699287,-0.2373233762915359,-0.23412716684846535,0.08949354922111191,-1.0745369373035205,-0.1184031291441741,0.32740453905487044,-0.6330351694286231,-0.4461771778946947,0.3928896154780441,1.1804738533819874,0.4387196525083336,-0.35929136064439093,1.2581183168000254,0.9653317899211933,1.6105587273554163,1.0166627462258095,1.1334946619290853,-1.5723654463181171,-0.16863912191171257,1.1102507849185352,0.3275996412808599,0.2979835363676384
-0.628430883839575,-0.5862775011831184,-0.9126856693977566,1.124800321591687,-0.6544290259486376,-0.44475019651254505,-0.8469720705971735,-0.6178237132445318,-0.8439649842229504,0.17487400495465585,0.353509117697339,0.2506936785133503,0.489593823604794,0.14346973298280033,0.3303069184622796,-0.01693880551583142,-0.16644877264677257,-0.19380983661639706,-0.059166852423355204,0.11460569107302312,-0.0826037784280246,-0.0875919295763325,0.05705982415454266,0.607525272982198,-0.22015230781641618,-0.21450679268952713,0.08949354922111191,0.9263249459513105,-0.1184031291441741,0.32740453905487044,-0.6330351694286231,2.2308858894734738,0.3928896154780441,1.1804738533819874,0.4387196525083336,0.7731289725632658,-1.0448779241220552,-1.3514645058896706,-0.8221733363422755,-0.9440439786382514,-0.7354736356028416,0.6326534471346615,-0.16863912191171257,-0.888200627934828,-0.8324253180087422,-0.16690152673248576
0.6679022816519349,0.8309112786552114,0.4988186594083204,0.08385400855053747,0.2246547402510248,0.4572783710621946,0.04982188650571611,0.8641337209461594,-0.002723724650414602,0.5202948474471234,0.861674973465087,0.8629605303538851,1.1734886482464697,0.4753602366658173,0.9259229717896096,-1.029101856420854,-0.175401101066474,-0.20442265713355035,-1.479171310583885,-0.7052811587184138,-0.08303421820146313,-0.08810814757678921,-1.1754323775835793,-0.8419722318141917,-0.26548382875893883,-0.2521530401778673,0.08949354922111191,-1.0745369373035205,-0.1184031291441741,0.32740453905487044,-0.6330351694286231,-0.4461771778946947,0.3928896154780441,1.1804738533819874,0.4387196525083336,0.33943607899437606,1.2581183168000254,0.9653317899211933,0.39419269550657043,1.0166627462258095,-0.11248420309219932,-1.5723654463181171,-0.16863912191171257,0.11102507849185356,1.4876246005704619,0.9731737470606754
0.1384670352332173,0.2235446587244987,-0.9126856693977566,1.9575573720246071,-0.3027955194687726,0.006264087274824759,-0.8469720705971735,0.43939081866558366,-0.5441497817073029,0.7844401975884224,0.528947329807633,0.19503305561875597,0.8315412359256316,-0.07128294587091667,0.5770621405550307,-0.5192715789279538,-0.17347800829483445,-0.20254461790316874,-0.059166852423355204,-0.17307390534502476,-0.08290961638596765,-0.08798648543244415,0.05705982415454266,0.474824797190979,-0.23472774966157597,-0.23144268909633697,0.08949354922111191,0.9263249459513105,-0.1184031291441741,0.32740453905487044,-0.6330351694286231,-0.4461771778946947,0.3928896154780441,1.1804738533819874,0.4387196525083336,0.40368687804161907,0.10662019633898517,0.9653317899211933,-0.8221733363422755,-0.9440439786382514,-0.7354736356028416,0.6326534471346615,-0.16863912191171257,-0.888200627934828,0.3275996412808599,0.5525634518748488
-0.7579876219835895,-0.8899608111484747,-0.9126856693977566,0.18794863985465196,-0.83024577918857,-0.44475019651254505,0.04982188650571611,-0.830062515133639,-0.73907153697411,-1.7300203470258646,-0.5115827558120418,-0.464942901560002,-0.5362484133577193,-1.0148932014402792,-1.175750816379684,0.6728315699157397,-0.09995839268020003,-0.11279565898747529,-0.059166852423355204,0.7762687628345338,-0.07286198161016827,-0.07556020257810987,1.2895520258926645,1.2761315163918003,0.629915413495472,0.5215533203756709,2.0225542123971296,0.9263249459513105,-0.1184031291441741,0.32740453905487044,-0.6330351694286231,-0.4461771778946947,-2.5334606239446282,-0.8431956095585627,-2.2688073458288103,0.050307483281782604,-1.0448779241220552,-1.3514645058896706,-0.8221733363422755,-0.9440439786382514,-0.7354736356028416,0.6326534471346615,5.902369266909941,-0.888200627934828,-0.8324253180087422,-0.8752978133612471
-1.0118102266440292,-0.9911885811369269,-0.9126856693977566,0.18794863985465196,-0.4786122727087051,-0.44475019651254505,0.9466158436086057,-1.0401789290038552,-0.5550369259327314,-0.2518223298889807,-1.479517719179181,-1.6497190174592187,-1.0189977013400784,-0.8131558364564844,-1.2353124217124167,1.6849946208207627,1.4088957750452797,1.8777054118044811,1.3608376057371747,1.4858784339990523,0.19713485280038223,0.2877340044375838,1.2895520258926645,0.8933416823786692,-0.11882303745451758,-0.11482581733476041,0.08949354922111191,0.9263249459513105,-0.1184031291441741,0.32740453905487044,-0.6330351694286231,-0.4461771778946947,-2.5334606239446282,-0.8431956095585627,-2.2688073458288103,-0.6805453558806058,-1.0448779241220552,-1.3514645058896706,-0.8221733363422755,-0.9440439786382514,-0.7354736356028416,0.6326534471346615,-0.16863912191171257,-0.888200627934828,-0.8324253180087422,-0.8863665053398213
