,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,GoldenTriangle
BBB,-0.41061208640961844,-0.08998806691668623,-0.08370148727389362,-0.08541708288379368,-0.033007430187505765,-0.08533096202841209,0.05851873788103804,-0.0644257299069237,0.5626336055890568,0.14843030650001868,0.9999999999999997,0.41212884369891284,0.07073160127774399,-0.42908056956518725,0.6520601190908007,0.6108273863604547,-0.09378353330885204,-0.05426064046653771,0.2385143372948484,0.06746069111782205,-0.14646901495565035,-0.17399833507425422,-0.08870780734907113,-0.0897743460473825,-0.061987014021842625,0.054267217367139166,-0.06658635658631103,0.09361615936689006,0.11046148593509658,0.31940645378172505,-0.4336670405098338,0.11937830962773502,0.5565092736865063,0.39037052173866027,-0.06672820961709362,0.13513440469323257,0.13327036549773175,0.20906604375177734,-0.09926327879320081,-0.3852352885314353,0.046615347919585416,0.8866997325441066,0.8596423343211459,0.17436080992008995,0.2324996883886367,0.8495898887058793,0.2408189024881088,0.18024956474199483,0.20654076312808017,-0.027542337661034644,0.9163496449427884,0.35664760398838347,0.31519274818699017,-0.19570335637207784,-0.22246949918281758,0.29389943857192424,-0.22366195663667912,-0.018858356034748502,-0.13016230708000154,-0.24840546664424903,-0.16850546935724658,-0.16635298906334797,-0.9376913174682301,-0.2574117578117384,-0.21875670632293914,-0.3361248155421762,0.28739342403206014,0.3125334052349009,-0.14584466574452995,-0.09243175820314699,0.06337719587711362,0.7416907567146511,0.11689405489666661,0.10390607797717852,0.09135675253277249,0.02503745200384003,-0.37935936304107054,-0.1906425223011578,-0.06250266784735276,0.1309817866283553,-0.24251631250736805,-0.9376913174682298,-0.08717432535381266,0.21070161408949212,0.20098966966381276
PPB,-0.30771341844587174,0.27731308524980186,0.42547504363879646,-0.026391376530037328,-0.37612676078305074,-0.046186969848701166,0.6704574912340725,-0.15714542433310613,0.3859239478551569,-0.28463960439569114,0.41212884369891284,1.0,0.2924516262554971,-0.9624513095943127,0.6633278418097976,0.4185077441841372,-0.06479492558535761,0.40473845345160187,0.20762047928763722,0.6259110765183271,0.004002534033786674,0.14353167325090824,0.12469359971607222,-0.2165656242605414,0.1726407692248511,0.4085268347746517,0.27760946017853594,-0.03707984656705303,0.07452835122549331,0.4981084707365207,-0.52796072661126,0.3019882191736901,0.6541752919486077,-0.2208472810689483,0.02158110829671743,0.37586462839907525,-0.053501811651670346,0.5936003775067309,-0.18637711399763093,-0.17677385812856522,0.5280635114199334,0.2963172569977025,0.5634135620538914,0.6527859236086849,0.544855266105943,0.27558458142596953,0.7942018137246022,0.6614446638820533,0.8130747476771849,-0.026937675562673208,0.5172573462744154,0.6488809489506298,0.7590174243030288,-0.03290738116412627,-0.04642180415929316,0.1450203107125182,-0.15007209723452591,0.23139703629207323,-0.061807376560163496,-0.12564358034037698,0.03572051973423674,-0.07849825942578603,-0.22020633079122703,-0.07655439428652439,-0.15881127203559342,-0.4403931183661068,0.5471824780586376,0.32059576631812686,-0.2301182222853122,-0.07858258959586381,0.5337001574552483,0.4023166578779536,0.3268415479917493,0.2649138650708935,0.0248613415927844,-0.04085916070958317,-0.6625698105480944,-0.06044663367694446,-0.05084002819910877,0.28580261572671617,-0.20214409765135044,-0.22020633079122698,-0.029455259497358124,0.15429737987604172,0.08247861054978985
VDss,-0.5317615472009324,0.16490854366873117,0.38239455854323534,-0.19689733603703707,-0.14399786451602525,-0.22931832308168953,0.021899679334910882,-0.3484183756830358,0.05296433694097824,-0.2934947359370207,0.07073160127774399,0.2924516262554971,0.9999999999999993,-0.2305616433946115,0.18275974997461225,0.23493555878125774,-0.02927666988086031,-0.0026344028655969874,0.378521183169619,0.2013896635956869,0.587317038050662,0.4732880055759283,0.34324490438100713,0.34194299167641207,0.7478484587115679,-0.32784560887978553,0.5206850907365406,0.5687212074632142,0.06254851007820565,0.2300946120890493,-0.12435076201365408,0.5764561153951442,0.06345675784960507,-0.07719973765061353,0.029207932257082223,0.04841270563382809,0.23844878118867596,0.4185938384032171,0.07849975650399937,0.18113194341950423,0.3199781888412793,-0.02502237969672095,0.015490282185358403,0.08233417735445173,-0.17270068516379017,-0.26006169666277135,0.18919306323979224,0.07756692765914933,0.33758588057642136,-0.039833261050576094,0.22260020703828343,0.44350935613122694,0.36986581866726265,-0.3372387844304452,-0.3057637901386093,-0.17326081834264273,-0.442005789235259,-0.1711307488415901,-0.5095083131714608,-0.244262292693865,-0.3803568370780511,-0.4106326057787153,0.10193577957972268,-0.42240172915021046,-0.09508324253334804,-0.5676324896138363,0.45498672906173965,0.2165776213827682,-0.30613389810471237,0.024039177163228405,0.21526115911589822,0.14914578470348505,0.4894644292774067,0.44164361583379114,0.36444205464760554,-0.4665978489185956,-0.1828406881345516,-0.4097125375251319,-0.10923531200084322,0.12208308543267944,-0.5591113216959488,0.10193577957972264,0.40418366598970557,0.2748928790523388,0.1609115982719813
Fu,0.2491611737449362,-0.20756267718441995,-0.4297451389416494,0.13554588873994877,0.3568094290337446,0.054186810629910244,-0.6906976914229688,0.15892525649994121,-0.45773787446167746,0.22736930999081797,-0.42908056956518725,-0.9624513095943127,-0.2305616433946115,0.9999999999999998,-0.740928590549242,-0.5305276601423972,0.025426696635589476,-0.4411379666811611,-0.16499755201418248,-0.7136807582804761,0.04283133226768106,-0.10276492102638453,-0.10347240873487848,0.18929752024119395,-0.15897871488851226,-0.3947076211344859,-0.18088647489653334,0.11413177496332884,-0.120916911314318,-0.5072980402492657,0.4677026752413583,-0.16630921874298357,-0.5930074565212166,0.1415823729389765,-0.012246847258880936,-0.508140823621964,0.09821927776215597,-0.5963168964540226,0.19693742306544906,0.23518774048954044,-0.4459099496008319,-0.3288239611507555,-0.5959553739013667,-0.701676856631712,-0.6057278239540946,-0.2886776122499448,-0.849887315772361,-0.7015472099019242,-0.7626405994999393,0.06012620139731119,-0.5274564209864354,-0.6410804801394376,-0.739599089776793,0.16908542548732658,0.1935703074361307,-0.2673682818734158,0.2641275252355224,-0.177785650953744,0.1480875212609013,0.2783721101496008,0.08703790499473163,0.18479178291612577,0.24730929767531934,0.19261520437199656,0.3023198334381207,0.5069822946618112,-0.5167225529963574,-0.36875942564705905,0.2812364305358008,0.022496319533426484,-0.42161139732944825,-0.4590305430182043,-0.19570886347372243,-0.16756935477556,-0.10805343105823842,0.15127465154804998,0.7233961659235308,0.17982863883738165,-0.05023212490666096,-0.17034520407768833,0.2774320403909374,0.24730929767531934,0.11945250008940617,-0.2749302306713681,-0.21211614956346017
CYP1A2-inh,-0.15628479249550822,0.16264279368564988,0.4195290956292085,-0.23590669590157176,-0.34371737130684477,-0.33456660654141024,0.5219244285151956,-0.2161332595185927,0.8267798424507133,0.08201314597208277,0.6520601190908007,0.6633278418097976,0.18275974997461225,-0.740928590549242,0.9999999999999997,0.5592775018398237,0.30895738741449186,0.5220667190660555,0.36614919218936026,0.4845003114759737,0.12454015080920562,-0.11297390153657957,0.37654116994606684,0.20361396434965823,0.14144397611718948,0.22679174146194786,-0.128025744278266,0.1429845033850327,0.4172276030537999,0.17131812222271883,-0.17967481404731592,0.044573056068757236,0.34084196709685033,0.035676627243899486,0.17250315041155256,0.6208710458216278,-0.2553386605116451,0.6586890013103972,0.2149274763126995,-0.02710541908719092,0.4065407284474432,0.656313929688564,0.8576303445829195,0.7369354528710377,0.7133193372157405,0.5363764795524493,0.5754923789111008,0.7258637400668434,0.49142989682482763,0.09782119197031482,0.8141701775538417,0.6828633434782123,0.6892300356165545,-0.46045441390512953,-0.4749877311786619,0.23113821018718397,-0.5552393336923404,-0.23564707977566635,-0.426174450900058,-0.5466983092710147,-0.40077140038859477,-0.496517159616303,-0.5734959699493104,-0.4555842418563105,-0.5182088095591333,-0.54301792450632,0.21721278462736954,0.3179524419043763,-0.22255063191666208,-0.14744355995967542,-0.13549965433398914,0.5699353376354841,-0.019563146627268636,0.10053213018767367,0.50571189386761,-0.26959885198721956,-0.7008566535123048,-0.44763215744610046,0.3040777053409759,-0.02377823086195315,-0.48719095828260406,-0.5734959699493103,-0.035344242632564644,0.5436457074133914,0.5144551184555062
CYP1A2-sub,-0.35997513249367374,-0.038754887928837675,0.15748481247388996,-0.14542466904386434,-0.051760295641341464,-0.18765507465497538,0.08638707270148954,-0.1535233400134976,0.418441803424905,-0.03912575355224968,0.6108273863604547,0.4185077441841372,0.23493555878125774,-0.5305276601423972,0.5592775018398237,0.9999999999999996,-0.11360720270827131,-0.11908595678964884,0.04141467953208282,0.4531023784691797,0.05439677386389541,-0.09695310504813383,-0.14724106182131863,0.03565984339150658,0.23440856777931213,-0.0818189220302303,-0.1025307652202971,-0.003002405044030922,0.1864103701214788,0.4993592273132695,-0.35861816481210257,0.018605798127605697,0.34412939056885966,0.3907338776423519,-0.13424491349849596,0.35920630731985354,0.2971607137090976,0.2964301977004321,-0.024988919276573512,-0.21710474046099407,0.07214549654074495,0.5287027815463057,0.4835849429258255,0.1820122769708722,0.11035588674522942,0.41953697451359506,0.5246101568335102,0.14366329348377616,0.20724009323425266,-0.21495757584764763,0.5762614817190318,0.36905264201701293,0.2961545794691076,-0.2766890729454159,-0.33531065925095116,0.6311932991172393,-0.3314025729373208,0.029356656011072867,-0.20706364840052155,-0.3990252167209432,-0.27022971123617334,-0.21601271717048068,-0.5123026606872625,-0.3659673983970611,-0.37180961658691036,-0.38971652170439,0.5788779959507327,0.6265461612553603,-0.18324388774218195,-0.11983674252329216,0.10059582546691112,0.7911303056199765,0.004979927320169549,-0.013715847587305674,0.12619543363006241,-0.15453139232769575,-0.47607659813473,-0.25683928575980397,0.04059556479497787,-0.06701806936599386,-0.3744714496513915,-0.5123026606872624,-0.12034698891906823,0.4029164247199307,0.3767451714094803
CYP2C19-inh,0.06427676419721773,0.3302980026599762,0.44358841867882176,-0.23078134532573982,-0.07294600688337055,-0.24622209564020703,0.24245089616889162,-0.10708677523393596,0.36633262800746635,0.10141457904421342,-0.09378353330885204,-0.06479492558535761,-0.02927666988086031,0.025426696635589476,0.30895738741449186,-0.11360720270827131,1.0,0.5157385224604976,0.39170564792500084,-0.01980250075160355,0.40875983057918114,-0.11300449655830874,0.6154844097970578,0.39708287271753423,0.13294585926208935,-0.023159711131158972,-0.11548712499719913,0.2948021891317122,0.2675355410377883,-0.4473245435859272,0.2789784179595275,0.07533801750778929,-0.17100738805473154,-0.01528232245465477,0.12486053355306545,0.2247231625207861,-0.16303983242557252,0.3067243666100958,0.44327573933273645,0.21057344504105027,-0.0020579959948198627,0.1576870140532191,0.18482322372189466,0.4155897435760468,0.4430954816483458,0.04602746245524078,-0.09113740674384593,0.3802185018018412,0.06355722143790325,-0.07520363588765636,0.10751897694520642,0.26679342487254926,0.2805489777038226,-0.22585494945122148,-0.20027579558421052,-0.20304295723095955,-0.3298774231439725,-0.5108365193947124,-0.3744567165582603,-0.14785160660458257,-0.23920487605124907,-0.3317232474387639,-0.0050412550334908435,-0.19840500245554138,-0.07654885954956415,-0.1730046288153721,-0.18318543611838844,-0.009564005851719393,-0.017072060985573987,-0.21110255452743,-0.3932667345310246,-0.022300311388417857,-0.019496053185820598,0.1784365794162418,0.48205038497270764,-0.31336113959757306,0.07808024505313266,-0.24011712391399034,0.08160316266534835,0.07743698439949649,-0.0793440190474517,-0.005041255033490843,0.27198334593456674,0.1245314326564131,0.038747188536767396
CYP2C19-sub,0.005379921756263629,0.2602661476793021,0.5856847653971755,-0.04535962816117146,-0.12030474200964833,-0.04331614394278875,0.8191458260762929,-0.04792757583009617,0.5689954070970478,-0.30861023211881994,-0.05426064046653771,0.40473845345160187,-0.0026344028655969874,-0.4411379666811611,0.5220667190660555,-0.11908595678964884,0.5157385224604976,1.0,0.3000274063413051,0.45848578161886994,0.16222066831417767,0.2088707865675118,0.5305234983165941,0.27975867546016064,0.002541600280607473,0.2591124801484653,0.025784170185653436,0.0910876116995245,0.08119480739957233,-0.08670601868181418,0.06466780387751353,0.056481773697054295,0.13498683209671483,-0.3133458128309693,-0.03167822209245672,0.46309570311148623,-0.34762619435316167,0.4821876426978338,0.10283707379276238,0.034286727411170184,0.27358662308019144,0.12699416376780875,0.2818789372589785,0.8849936254325292,0.9002843756028837,0.05263044282630566,0.42610886504541795,0.883018849068015,0.5156631561521806,-0.10270524317399937,0.14917209275213258,0.48075770861591327,0.6732569904713912,-0.24755780044198444,-0.19985809718177272,-0.41231364615253296,-0.35416457394626316,-0.2562514516953018,-0.36083125487584,-0.21429900390955736,-0.159781622269132,-0.39121902625015026,0.07035164763221015,-0.18640532965976542,-0.19704155037364784,-0.3751182214523122,-0.20401566533683924,-0.18673826481061767,-0.08996482552487348,-0.06696536989745738,-0.15407255677282422,-0.18364688263531184,-0.09271222691400816,0.0617593335798679,0.42898184144909024,-0.3061007542274192,-0.21303266465445952,-0.2504583581789464,0.22431644490970526,-0.11541582269837165,-0.15662623690047112,0.07035164763221011,0.14627437162568058,0.13632981524214344,0.10781331041873617
CYP2C9-inh,-0.38781823555514694,0.05396861794266816,0.21241790757643864,-0.07084418055863256,-0.008907514330233783,-0.30704696242852797,0.18728853909833923,-0.2196668308648731,0.2292624709398456,-0.15068743912225463,0.2385143372948484,0.20762047928763722,0.378521183169619,-0.16499755201418248,0.36614919218936026,0.04141467953208282,0.39170564792500084,0.3000274063413051,1.0000000000000004,0.010577853598174165,0.39811588180870805,0.33146970705898,0.4758483340946146,0.21123243302308525,0.15553851778669892,-0.22954051492926889,0.3655300942789093,0.6574324403093337,0.00548685733203009,-0.07390296396200603,-0.03852670493479417,0.463138156694609,0.11049300606598211,0.18550452637473785,-0.12124431916129753,-0.021424750310915484,0.182129746500656,0.09338265898666,0.22682295183369688,0.03715370707116937,0.16395433728804004,0.3772821941515881,0.40100504320916835,0.3187153962160191,0.2964941117498176,0.31012920447074455,0.11647048528674954,0.3278760646555633,0.29991196541824305,-0.08730175619797817,0.4766309186661491,0.47283373590932964,0.5247203299891692,0.033592225402278506,0.07456460945247914,-0.34445896163788553,-0.047023760021255974,-0.07191384485144428,-0.07982994152298829,0.11433821997506921,-0.09472290602956202,-0.05552062864793851,-0.3073966630878556,-0.07183068175579801,0.1868219530384152,-0.31583510202063647,0.031331855122955554,-0.04969838894127142,-0.027103942220330156,0.39061454425528563,-0.12041802006757625,0.13270562398975483,0.3752605040196384,0.40470529929858184,0.146572208942847,-0.006531404456763559,0.03576684858920627,-0.06758892583345905,-0.2102374425626744,0.19198279859007095,-0.09067175618255321,-0.3073966630878555,0.597902604323479,-0.020534896724982387,-0.10207260041996187
CYP2C9-sub,-0.2141931744501847,0.10012653661845666,0.38752783954976133,-0.19353990024629292,-0.38053966592699173,-0.014736041982243053,0.5924149328721355,-0.13964344472694462,0.2975994797344386,-0.3632832484027865,0.06746069111782205,0.6259110765183271,0.2013896635956869,-0.7136807582804761,0.4845003114759737,0.4531023784691797,-0.01980250075160355,0.45848578161886994,0.010577853598174165,0.9999999999999998,0.1220571654982155,0.3237363183942485,-0.0013729112455735572,-0.1289409172750832,0.33188108109868686,0.3169274359885179,-0.05788747745417379,-0.13279147598627236,0.08268335067513023,0.6563550365156656,-0.3897362598736497,-0.017293154516186293,0.3134474264377257,-0.10395881794097135,-0.14293640973623956,0.7023228535942844,0.0036872033362823553,0.5492879335536687,-0.2725012528672234,-0.2491924147710474,0.2362596075720288,-0.03306631732880609,0.17638089083487085,0.6482856452384582,0.5016207000728072,-0.08028189476883926,0.9132991612400755,0.6798481936332595,0.6948032516870907,-0.22599023331447265,0.20742834560400683,0.5678083311705301,0.6631898396012357,-0.32841563460385537,-0.3377055811928342,0.16356135595419155,-0.3646514580341619,0.11547513467564552,-0.27745677315785205,-0.33796162461921925,-0.2545608883820323,-0.33628973327086475,0.12136638217601725,-0.35149397157873535,-0.3033355984293781,-0.5750932078229516,0.362764190310351,0.15984940761540728,-0.14079699317552707,-0.10934262009226305,0.3292690527619427,0.08202126022133088,0.06353420623311443,0.16552973296255608,0.10428666352593702,-0.3729095782717691,-0.6026851399604658,-0.35742320656750876,0.2792788886646594,-0.08870527536142181,-0.28724692387431827,0.12136638217601725,-0.10128104428986462,0.3349044607944141,0.2935700827128701
CYP2D6-inh,-0.23053760887745717,0.32855567695012994,0.5074272337726025,-0.22559014319494455,-0.15567369117832047,-0.37387851181768517,0.033167309274432996,-0.3419193131481798,0.18116917460622,-0.13264625197988883,-0.14646901495565035,0.004002534033786674,0.587317038050662,0.04283133226768106,0.12454015080920562,0.05439677386389541,0.40875983057918114,0.16222066831417767,0.39811588180870805,0.1220571654982155,1.0000000000000002,0.27928063782548235,0.44797423996526264,0.5136566192182006,0.6234958921726059,-0.25421100462581625,0.19982669729478708,0.6352161787247521,0.31688525482501007,-0.12576733509093999,0.1742585900873171,0.41543419321954805,-0.19652847672332377,-0.0792580383099118,0.11337540878018995,0.10235924299095941,0.09667347000572792,0.46287550686213264,0.45031939013915784,0.3817688480537035,0.2163655149822904,-0.12219108836707922,-0.09475469668820842,0.13438385627337932,-0.01754764303064198,-0.24669558782541248,0.01318783832811297,0.11111158609411255,0.13521323009932262,-0.007788444189728846,0.06968264318781009,0.27127685743816243,0.2731837341669774,-0.3029534193714714,-0.26318055600486023,-0.27634068732618877,-0.4387317203041299,-0.512145344804206,-0.5543995676521355,-0.18704919315261007,-0.2970698867242247,-0.43043252728789666,0.18518593674691175,-0.3070980710954863,-0.06758390445451315,-0.3843249647310692,0.1037248716275084,0.001413072260885909,0.04879500364742665,-0.21842443821430613,-0.14841554529393888,-0.061971195222292094,0.2038595714462365,0.17081612703251453,0.4850986397500852,-0.4451015829785795,0.0019302466870353672,-0.326537020659468,0.0010724953536530672,0.04532062687509201,-0.3868589716493314,0.1851859367469117,0.5429002857547923,0.20117751639776266,0.13540534173325908
CYP2D6-sub,-0.5418353122799775,-0.11406939019588183,0.10720526880293352,0.11796983897594228,0.0248326690322909,0.33530054656957164,0.23351482859518996,-0.06463962743568481,-0.10106241908424841,-0.44274528155211257,-0.17399833507425422,0.14353167325090824,0.4732880055759283,-0.10276492102638453,-0.11297390153657957,-0.09695310504813383,-0.11300449655830874,0.2088707865675118,0.33146970705898,0.3237363183942485,0.27928063782548235,0.9999999999999998,-0.07313176659344023,0.005942005103262722,0.32326929004848326,-0.3169327819988477,0.42230865636066695,0.31820037008143,-0.4769248550379091,0.2677590024737171,-0.15127671602267295,0.3871691049627486,0.2094007541121523,0.1599647716285532,-0.25976367587655563,-0.08467470831044623,0.40076890500234247,-0.08428351240457613,-0.378061759521529,-0.17798558842504866,-0.10948009194293021,-0.2270357192513505,-0.1447737286111347,0.14821846460702243,0.02381563283035139,-0.27516765043351443,0.2566919145164508,0.15451844309418078,0.3599006315680363,-0.3340652129019769,-0.07220891646069193,0.1414637396500607,0.39084370787522077,0.06761864175781773,0.11287629254274573,-0.3937701358109263,0.04879025729384212,-0.002478421479343499,-0.14222816030895702,0.2445192927874183,0.012963769678053898,0.01630165459312441,0.24989329071447322,-0.01242999896554537,0.3476039807639842,-0.47936422143125706,0.17476723941950734,-0.11765245202034215,-0.0156169997035893,0.2785017639962682,0.3405790226262851,-0.20130571559440225,0.4423958185312565,0.37812272256880086,-0.12353371768870015,-0.22589086483045753,0.20523127540932068,-0.06745720748844009,-0.45354427308273504,0.09396482724010664,-0.01659382624796109,0.249893290714473,0.21871886683212077,-0.1758403951786917,-0.2897504998736419
CYP3A4-inh,0.13709441226010977,0.5044995262110197,0.6008509527470526,-0.14617571875688617,-0.10699489625333215,-0.32656400376486605,0.18402732806414981,-0.22090337036875812,0.4248739713097241,-0.028777462614058544,-0.08870780734907113,0.12469359971607222,0.34324490438100713,-0.10347240873487848,0.37654116994606684,-0.14724106182131863,0.6154844097970578,0.5305234983165941,0.4758483340946146,-0.0013729112455735572,0.44797423996526264,-0.07313176659344023,0.9999999999999998,0.6073603167937891,0.30012063494930225,-0.04407960616446791,0.03713705491950421,0.5886777393882046,0.5018679256692878,-0.4198724345501976,0.33219472486279533,0.2336404204517756,-0.24322873071669937,-0.41112037189878736,0.1236812179034137,0.1787304291332678,-0.3517332021593089,0.4380873946141937,0.5814174676148431,0.5547506190230478,0.4883468103287798,0.08983288815250051,0.1522806674714302,0.38592712357862885,0.3454959699148722,-0.02648500341983296,-0.04035684120312438,0.38314423017602844,0.1257467987679154,0.11333863338497054,0.17863608239366627,0.42987736569559776,0.315315898794422,-0.21311394323852556,-0.17239440520635202,-0.3238859219890425,-0.3497545265391515,-0.48741142640520774,-0.37983196225072535,-0.21167073586346458,-0.22906279434319654,-0.36032290307358117,0.039984632895874894,-0.18531665778937162,-0.19271062105415748,-0.10581376183394234,-0.1677042617605436,-0.07931553096778032,-0.08467332993140354,-0.14954395420366762,-0.43942913263723443,-0.08862943665398934,0.041032193725560676,0.16013450991010703,0.6117928903122403,-0.19782234337121143,-0.07659149551577266,-0.2183649928624615,0.2440521129867387,0.054486530437164574,-0.277562249971337,0.03998463289587487,0.48755296886058935,0.30941301468708293,0.2534981498473556
CYP3A4-sub,0.002981543266471793,0.27661990507719497,0.5164557095071334,-0.2099008453743072,0.2176249932421901,-0.4556703473781223,-0.02877729696339957,-0.30557851207969444,0.410795436576064,0.028099528945887513,-0.0897743460473825,-0.2165656242605414,0.34194299167641207,0.18929752024119395,0.20361396434965823,0.03565984339150658,0.39708287271753423,0.27975867546016064,0.21123243302308525,-0.1289409172750832,0.5136566192182006,0.005942005103262722,0.6073603167937891,0.9999999999999997,0.35763172960764683,-0.2789491868134095,-0.01788665050710032,0.576295429672361,0.5007975597023663,-0.5293881200590709,0.4840521421481583,0.19732543654236326,-0.38462794579472925,-0.076730021711346,0.11277519070515749,0.1444312620382655,-0.16040952192491098,0.3195149794673439,0.6488995769603618,0.5746135150951418,0.18730936492933484,0.12482924243533544,0.0012448275362604588,0.170226270091186,0.12717529548607137,-0.12682199090952956,-0.2142741792471557,0.10086446350823441,-0.13121803668042445,0.06003955410422529,0.05792390297618514,0.26852155204988093,0.09098696502365014,-0.4436158189514659,-0.4105972522143707,-0.20209557851428497,-0.5228234597614828,-0.6728967767175438,-0.5868165814157267,-0.40425246209995924,-0.49881723426027813,-0.5330614656998158,0.027085218283022558,-0.4538757524604263,-0.29296407273541325,-0.24115637751328692,-0.1579536640465644,0.05325433896785313,-0.04073209462860744,-0.2186223453223294,-0.5767533011375402,-0.02240109968661333,0.05175571495885088,0.12201360820999574,0.6910760029881371,-0.40694807799772226,0.04381671402922788,-0.4241264449076496,0.2197631348354715,-0.05051660223782156,-0.5228752062993214,0.027085218283022544,0.31365894683612083,0.4152257492459911,0.4299241509359929
CL,-0.367360483014476,0.2661477837714529,0.4189917229003802,-0.23470646773802353,-0.18666058320869294,-0.2747277128049108,0.005018644127296967,-0.3700158937772898,0.11429073979435585,-0.12171382325659143,-0.061987014021842625,0.1726407692248511,0.7478484587115679,-0.15897871488851226,0.14144397611718948,0.23440856777931213,0.13294585926208935,0.002541600280607473,0.15553851778669892,0.33188108109868686,0.6234958921726059,0.32326929004848326,0.30012063494930225,0.35763172960764683,1.0,-0.3085257378159261,0.18989060924933165,0.4267478661371802,0.22090890717548464,0.2018070015498457,0.04042510770794577,0.2559194655119028,-0.13442449640871457,-0.024373011699440762,0.01982035073587938,0.366853241171452,0.15711001712324882,0.5690215749935581,0.2006445207165179,0.23889727620355977,0.14369396696502934,-0.17932354604485415,-0.14477470661020753,0.10557713994868347,-0.15836626225354183,-0.3758735984896436,0.19637993453194239,0.10433526015754777,0.1907041755911996,-0.03895813617331093,0.059435320061602376,0.3510813272727815,0.24831515825592637,-0.49580243349048037,-0.47567844591265107,-0.06214951754991284,-0.5531398771952689,-0.4321351481342043,-0.6253507441716678,-0.4012841746315833,-0.4291878799163009,-0.5381736550821921,0.25752358592130403,-0.4655331828082086,-0.28478213802906216,-0.5476570999292033,0.26423596688041695,0.10869438643114944,-0.2488072609173202,-0.2420526195447807,0.03750290106304459,-0.019334689715477714,0.34041623813571037,0.37247896453271745,0.5223082633018422,-0.6589296514553238,-0.2374177064168437,-0.5020685822558131,0.11327715305117755,0.05196327458233825,-0.5584918843007867,0.257523585921304,0.15750895963082095,0.46180463596998034,0.36806157488761265
T12,0.3665984973018388,0.011241332734985014,-0.0025760650273301045,-0.3677840060974036,-0.2972821314025673,-0.007936710149408926,0.3749127343834321,0.19371496387384352,-0.00014365061755091673,-0.1269326319697354,0.054267217367139166,0.4085268347746517,-0.32784560887978553,-0.3947076211344859,0.22679174146194786,-0.0818189220302303,-0.023159711131158972,0.2591124801484653,-0.22954051492926889,0.3169274359885179,-0.25421100462581625,-0.3169327819988477,-0.04407960616446791,-0.2789491868134095,-0.3085257378159261,1.0,-0.0997143080025515,-0.27573287896790544,0.24879204782049605,0.2084848672238721,-0.3829719112494095,-0.07972065702610974,0.21934478827383921,-0.6095076857746151,0.050835183911880605,0.22099775846400255,-0.5209135450253091,0.3528131971809874,-0.22757880897894192,-0.16002436909011367,0.37233409597264966,-0.029589970159191716,0.14643326681348548,0.35758749758799446,0.3709553816601966,0.15953619823627946,0.3821450355691192,0.4024490689728862,0.48201340183365754,0.30194899229770034,0.07368600703722013,0.22596231088351584,0.27102417107504917,-0.05704456590460556,-0.07547439304480852,0.11954821886305252,-0.024188204051391056,0.3544273627637423,0.11978682102905513,-0.07331072717909567,-0.0144317331565398,-0.016160528830251604,0.04200874423138676,-0.07472473750706962,-0.08362442982257509,0.014432357502463276,0.07707326807190808,-0.06470972935345504,0.24228220684777826,-0.13180595924948535,0.3364483867290623,-0.09285667862479272,0.06760890604543088,0.03191026856566019,-0.1721326708773332,0.0694218402336542,-0.4273238538009314,-0.06778927372490798,0.38036565720588783,0.26397958359912066,0.015269889777677135,0.04200874423138673,-0.20318237167370712,-0.061034508168229654,0.07260954198249422
