,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,GoldenTriangle
hERG,-0.4338535600035712,-0.01620669436641997,0.14248989240417909,-0.14502512464513923,0.21010206326603786,0.09456729112531323,0.28616377871512816,-0.054497685743145355,-0.32929016939113503,-0.3385968134485214,-0.06658635658631103,0.27760946017853594,0.5206850907365406,-0.18088647489653334,-0.128025744278266,-0.1025307652202971,-0.11548712499719913,0.025784170185653436,0.3655300942789093,-0.05788747745417379,0.19982669729478708,0.42230865636066695,0.03713705491950421,-0.01788665050710032,0.18989060924933165,-0.0997143080025515,1.0000000000000004,0.3110621262169184,-0.350475022079797,0.1045245262153185,-0.34556629598061833,0.8044949002357724,0.25804180754545414,-0.11018420312255439,-0.24845074023915362,-0.4005632649752424,0.20147156522860304,0.026111785542942443,-0.34431359158744956,-0.22129844394344136,0.13239425007442446,-0.029500487738767817,-0.07083120885452326,0.07754633334814624,-0.06221698263008345,-0.1434350773230696,0.09480197330069073,0.02974198486064661,0.39321835441243047,-0.10469579032665191,-0.01918895460256499,0.26506664942142194,0.3206371381323394,0.11814767246941393,0.1517413824598681,-0.3109644165082067,0.0972293845041467,0.3229189748901463,0.05232006484588392,0.241702271049031,0.011065405416321911,0.1028463293457976,0.14121923375129733,-0.018400835394580158,0.355594748043325,-0.31645458459182324,0.4684119756929921,0.03502140619448468,-0.23602534294581284,0.37364255596697427,0.48085468765716843,-0.011076103501801719,0.6425193857070615,0.46489990521882085,-0.18979135095081306,-0.12156399967278511,0.13707231700073028,0.017429448324835804,-0.5389879879413986,0.4086300484052852,-0.19339158251628108,0.1412192337512973,0.4457025985642851,-0.36882432052308134,-0.4002572988282015
H-HT,-0.29997665532625406,0.2231241030654391,0.2916367738567792,-0.17002970320015579,0.11104492942957263,-0.1442515715148851,-0.1360274493089552,-0.13896532831054073,0.20583499471074013,-0.17993004024292225,0.09361615936689006,-0.03707984656705303,0.5687212074632142,0.11413177496332884,0.1429845033850327,-0.003002405044030922,0.2948021891317122,0.0910876116995245,0.6574324403093337,-0.13279147598627236,0.6352161787247521,0.31820037008143,0.5886777393882046,0.576295429672361,0.4267478661371802,-0.27573287896790544,0.3110621262169184,1.0,0.2712927431795519,-0.18724560928886116,0.03713694123952605,0.6349664921923952,-0.13063258393339405,-0.10769564339242871,-0.1739806822794734,-0.19168675840750052,0.08884363379288121,0.1982845650732175,0.3000818532323063,0.3427125773254156,0.23054328559708376,0.17025530287243879,0.10138747569618997,0.029057806487884835,-0.08084476544607584,0.0950384603956847,-0.11633165528118855,0.016448184569813302,0.11324249986937374,0.02794943619795321,0.3120666870077616,0.4034863734301992,0.3257888724023532,-0.0971674263787948,-0.04926604188071973,-0.37384756640843053,-0.19199206822729353,-0.3619391029996294,-0.31950542142101024,0.03504838996583574,-0.25590164442178376,-0.2039306827595382,-0.12101312599288894,-0.2429658780052043,0.17484525929937036,-0.2510129586657661,0.10649258223272667,-0.06312379313149927,0.06257685165372057,-0.09238960479266968,-0.2052577129568428,0.022273830549839543,0.49217675651357684,0.47745419260768696,0.30996698281607754,-0.1543770988811632,0.2405399964645486,-0.20024323299206576,-0.1584467216377788,0.26197152653670663,-0.3322038559042271,-0.12101312599288885,0.7752582086950894,0.05137172096680629,0.027199712501801386
DILI,0.3720396327348057,0.41937413078458685,0.40404135039963124,-0.34693353347604383,-0.15830517423967938,-0.5234285550552997,-0.06844684453502975,-0.32322705715592187,0.4312650065552637,0.3781283791281614,0.11046148593509658,0.07452835122549331,0.06254851007820565,-0.120916911314318,0.4172276030537999,0.1864103701214788,0.2675355410377883,0.08119480739957233,0.00548685733203009,0.08268335067513023,0.31688525482501007,-0.4769248550379091,0.5018679256692878,0.5007975597023663,0.22090890717548464,0.24879204782049605,-0.350475022079797,0.2712927431795519,1.0,-0.26992275925563675,0.3443031822659795,-0.14969746060301345,-0.36642547959512495,-0.2877620817251595,0.3021945012625826,0.4052079918693261,-0.5298888626488925,0.5199117600924488,0.566542911030094,0.5150359978397602,0.47241224784063524,0.11640804743579232,0.1929013171782143,0.19212490764795093,0.1351722418514057,0.07120998529715787,-0.01056528258975178,0.18601392853919974,-0.03490057312993404,0.4334338135155096,0.26537503868585255,0.29632749778680045,0.06244253301681711,-0.4165545140974732,-0.4353902056746478,0.24218952296098645,-0.4521900221337113,-0.4549381546586474,-0.35418062741670864,-0.5856355935579407,-0.3293544278785045,-0.4265657421075535,-0.09200249625890568,-0.3016267444872905,-0.6441892169046576,-0.008563819873058614,-0.12285160263786016,0.08862935195927447,-0.10317575754693298,-0.3382770952533575,-0.47711944298070175,0.11185911490657531,-0.13325499015753625,-0.039638638786449146,0.58801609538219,-0.16104116566453908,-0.47820525366412825,-0.2954401183736653,0.5487871968359209,-0.033016365718878185,-0.4671940246591939,-0.09200249625890564,0.03870663082069181,0.623072430342555,0.7076936334296429
Ames,-0.3602879643831185,-0.2756002719999374,-0.12208434031176524,-0.05535236944805403,-0.22302097220478972,0.17972098936286454,0.2268593228398843,0.21085901698079482,-0.04796975883503664,-0.4190138595117462,0.31940645378172505,0.4981084707365207,0.2300946120890493,-0.5072980402492657,0.17131812222271883,0.4993592273132695,-0.4473245435859272,-0.08670601868181418,-0.07390296396200603,0.6563550365156656,-0.12576733509093999,0.2677590024737171,-0.4198724345501976,-0.5293881200590709,0.2018070015498457,0.2084848672238721,0.1045245262153185,-0.18724560928886116,-0.26992275925563675,1.0,-0.7270006148177677,0.08240835638762209,0.515882365687219,0.05239218983706909,-0.3036238849676943,0.2432700956979478,0.3394972614247762,0.253353140969242,-0.5771959403732783,-0.5245315074928456,0.10221360021069092,0.07429496747211606,0.13698177708135875,0.16554742182167295,0.016986526206579824,0.1514929828583712,0.6633201456610565,0.2216001410429213,0.5364529669179486,-0.282898635244729,0.2809951555008249,0.31117320267576476,0.39412659413349777,-0.06422852050303249,-0.0953038014765595,0.3100276404362906,-0.03305807255451036,0.5218542814224053,0.06623809181246275,-0.07827386218010265,-0.011223966236976482,0.010712195436552396,-0.0818796866963616,-0.14951341995208967,-0.05779302414002323,-0.3331930409097071,0.6028763155685306,0.23256622867617585,-0.043560307272023126,0.008766162357013689,0.6452328506297409,0.25453883669850463,0.23963047462598625,0.24235200647411118,-0.3466490197695936,-0.07205183380737173,-0.39376494159345543,-0.1020502016967054,0.020593029176689176,0.021529064127191383,-0.0847851414941373,-0.0818796866963616,-0.1050254524966,0.04316438271668846,-0.004903160294956325
ROA,0.47844448780296767,0.2564587995345752,0.22914517315758234,0.16813657986710312,0.08219270157636101,-0.2715064664358765,-0.28194431717162743,-0.277446069106819,0.12291082823937595,0.44461647980890473,-0.4336670405098338,-0.52796072661126,-0.12435076201365408,0.4677026752413583,-0.17967481404731592,-0.35861816481210257,0.2789784179595275,0.06466780387751353,-0.03852670493479417,-0.3897362598736497,0.1742585900873171,-0.15127671602267295,0.33219472486279533,0.4840521421481583,0.04042510770794577,-0.3829719112494095,-0.34556629598061833,0.03713694123952605,0.3443031822659795,-0.7270006148177677,1.0,-0.44984025837281694,-0.7192837297740403,0.025330032215788535,0.4225881447578451,0.07421899561548827,-0.36382752319365497,-0.13752141735957568,0.6485165553564118,0.6642171394157935,-0.11916848434493162,-0.3246194713710845,-0.31940203881716467,-0.17711747940666958,-0.09947496801517836,-0.38623802920101,-0.54868336805758,-0.19364908865450658,-0.6403503035454559,0.3351442857155756,-0.3838091101757898,-0.3669856399062937,-0.4667589824027657,-0.15257785362512882,-0.13758821296017731,-0.10970716606899278,-0.1521464344334829,-0.6549661458565366,-0.24107353931425668,-0.2617578071045589,-0.04683572060225059,-0.19657859589454332,0.28888406558045177,0.09067221472490107,-0.3655242868060161,0.2794091109052521,-0.6767416191736781,-0.18003073856393936,-0.19938451079349742,0.09220735759882323,-0.7846758844300277,-0.3222218383308326,-0.5054156463430677,-0.3902905777363256,0.5101736293812795,-0.10433352543181018,0.20123001254770528,-0.009229811118221088,0.23412390276767286,-0.4267261118676971,0.012343630300768483,0.28888406558045165,-0.05919960736414832,0.2321198897453361,0.2862068641945039
FDAMDD,-0.5532147221497761,0.21300656308560753,0.2934968187384189,-0.13506956087744493,0.10137492626305258,0.062499977669925495,0.15338400382215928,-0.08391302515583893,-0.05595699549659214,-0.34481859051899466,0.11937830962773502,0.3019882191736901,0.5764561153951442,-0.16630921874298357,0.044573056068757236,0.018605798127605697,0.07533801750778929,0.056481773697054295,0.463138156694609,-0.017293154516186293,0.41543419321954805,0.3871691049627486,0.2336404204517756,0.19732543654236326,0.2559194655119028,-0.07972065702610974,0.8044949002357724,0.6349664921923952,-0.14969746060301345,0.08240835638762209,-0.44984025837281694,0.9999999999999998,0.35981264700752824,-0.14238860969246997,-0.26362587134055004,-0.376505739123667,0.26276829663722784,0.18371983775493486,-0.1661224611881093,-0.0786072447290059,0.20775384436362226,0.18026949122301497,0.1259707947550297,0.09993064795554965,-0.033223568939447785,0.046377067734799104,0.14599024612070216,0.05985585254059568,0.4911192820767392,-0.11606704860493901,0.24967142437770187,0.5283112575394309,0.4808691446573403,0.09643953057834315,0.14028724877827567,-0.36654269041085796,0.0008410992150141535,0.12256674754167071,-0.0779128252123038,0.26170123101491144,-0.09405384026426553,0.011461803538757354,-0.07543186777727859,-0.14521379023224867,0.43373105195815553,-0.370194610257919,0.562995460583563,0.061241374874102784,-0.11664907358722339,-0.04540559031253662,0.4200726045441728,0.10421826255415395,0.7853845397471808,0.6759615118122546,-0.098057415419481,-0.09213506663817228,0.1604379412023514,-0.05186324247132174,-0.513147085718132,0.5910823120179741,-0.2613293253406237,-0.07543186777727852,0.7117266649114671,-0.306029519014952,-0.3537197805116189
SkinSen,-0.6130432576953027,0.04901400931571024,0.09990833487188241,0.13622875437477372,-0.09235970985142736,0.28791638073770404,0.4080096885016001,0.010546921857460883,0.2430420391950893,-0.3684543824151597,0.5565092736865063,0.6541752919486077,0.06345675784960507,-0.5930074565212166,0.34084196709685033,0.34412939056885966,-0.17100738805473154,0.13498683209671483,0.11049300606598211,0.3134474264377257,-0.19652847672332377,0.2094007541121523,-0.24322873071669937,-0.38462794579472925,-0.13442449640871457,0.21934478827383921,0.25804180754545414,-0.13063258393339405,-0.36642547959512495,0.515882365687219,-0.7192837297740403,0.35981264700752824,0.9999999999999998,0.15853947905762225,-0.22849943218981397,-0.04947293076743943,0.42303401282665665,0.12498092335683054,-0.4872812236366458,-0.5991960580967693,0.001879930532466346,0.5181809329263376,0.552785387708579,0.32316338111376597,0.33060513384365314,0.5358419103280854,0.4884368631735479,0.3247110738715013,0.6576130769348498,-0.3866762130827165,0.5033138858642616,0.3882904123247304,0.5267101590132977,0.25137138828299055,0.24248402848408693,0.03866621315829845,0.1456033333031097,0.37095110638884626,0.16018124749708984,0.24747436576644588,0.28510129914857757,0.2086439452843143,-0.4673839855498248,0.13616892289075266,0.22977077183366984,-0.3298561171524063,0.49869229623333,0.2538097079485968,-0.05563700345602107,-0.06128211075537876,0.6880967633232935,0.4467992721025368,0.4379765055293364,0.32290624413814456,-0.3487128783451186,0.15059627956483912,-0.27424556153680774,0.19374636773292336,-0.44328422422989844,0.5147535015322507,0.16501446962075034,-0.46738398554982463,-0.03361464745803252,-0.224485206388809,-0.32631695611379985
Carcinogenicity,-0.4633191723470907,-0.31643862146422347,-0.2639092302367189,0.15802578135713455,0.1748189404057744,0.02130590551194484,-0.22159978722592913,-0.13559706070337935,0.0986886550056345,0.28331647957055994,0.39037052173866027,-0.2208472810689483,-0.07719973765061353,0.1415823729389765,0.035676627243899486,0.3907338776423519,-0.01528232245465477,-0.3133458128309693,0.18550452637473785,-0.10395881794097135,-0.0792580383099118,0.1599647716285532,-0.41112037189878736,-0.076730021711346,-0.024373011699440762,-0.6095076857746151,-0.11018420312255439,-0.10769564339242871,-0.2877620817251595,0.05239218983706909,0.025330032215788535,-0.14238860969246997,0.15853947905762225,1.0,-0.024007245733335073,-0.011972058472983391,0.6215162790041375,-0.4089334433108256,-0.09044603947307878,-0.38986984577428685,-0.6345769089485775,0.4339109753367244,0.26999446043149816,-0.21178452020702904,-0.11909148759288081,0.3105947337830242,-0.11171475605896364,-0.2424710217984859,-0.3056117864575236,-0.3587593918603312,0.2591556452745688,-0.18107338055119548,-0.13839626694352258,0.02095226568991075,-0.004034763103293936,0.2527548099836352,0.05690454588024111,-0.10430179662489794,0.022355506391143393,0.022195187197773934,-0.009680145402146022,0.08657758257717837,-0.4729685787470017,0.0032031251233994827,0.04020828194253889,-0.17533277422682764,0.03477250720430078,0.28997635590414483,-0.15137922452290575,0.23934054279722278,-0.1201336566576969,0.4459659708682826,-0.09201086675203586,-0.06600088948643171,-0.08817512292052479,0.003041589613771826,0.1426027137271556,0.023182249408225653,-0.3758321834459047,-0.18035679716616584,0.11618600558952719,-0.4729685787470016,-0.18870864010031901,-0.009430702719785978,-0.09726256798987
EC,0.3929884580931678,0.06283833305767408,0.11343780556839889,-0.08661342123267982,-0.7024517711710421,-0.22839840079371165,-0.10131519959651067,-0.1483256315963905,0.16048784823383008,0.5907752892211318,-0.06672820961709362,0.02158110829671743,0.029207932257082223,-0.012246847258880936,0.17250315041155256,-0.13424491349849596,0.12486053355306545,-0.03167822209245672,-0.12124431916129753,-0.14293640973623956,0.11337540878018995,-0.25976367587655563,0.1236812179034137,0.11277519070515749,0.01982035073587938,0.050835183911880605,-0.24845074023915362,-0.1739806822794734,0.3021945012625826,-0.3036238849676943,0.4225881447578451,-0.26362587134055004,-0.22849943218981397,-0.024007245733335073,1.0000000000000002,0.2737489854494607,-0.32782770227738517,0.20802754590739383,0.41132560891938896,0.4431308154763951,0.09899976400740612,-0.13584721576686898,0.11949610454983292,-0.04666894962587344,-0.019130440398875216,-0.20648132735862001,-0.20561253610943966,-0.022689912397892822,-0.1888427743569057,0.5968519478148228,-0.003148838158504707,-0.09208496883832762,-0.1379641108270011,-0.25042908474183545,-0.27353402232521284,0.2610118994600666,-0.2778106207729855,-0.31081658002260565,-0.25603165189870675,-0.3301970008312787,-0.20928198696470096,-0.2414164669809629,0.09589061922430758,-0.12698184204676907,-0.34417666712046496,0.00953612142776613,-0.08629884158417735,0.30815200642065294,-0.1934698495863978,-0.09589061922430761,-0.23478568504723868,0.12935932023475666,-0.33142520867065733,-0.24019119620142806,0.30633731066061043,-0.1284142991891287,-0.31403646112787437,-0.19994858012683506,0.2992051288374502,-0.27912292844423403,-0.11343786895125021,0.09589061922430749,-0.13704487866429482,0.22570421246476316,0.2128369717852894
EI,0.07296109420630006,0.10428615600336423,0.36587597441134456,-0.29384941785973384,-0.48795803174875313,-0.34715693551058596,0.4150761823002325,-0.27166077933819593,0.5362394284082381,0.1459186895703461,0.13513440469323257,0.37586462839907525,0.04841270563382809,-0.508140823621964,0.6208710458216278,0.35920630731985354,0.2247231625207861,0.46309570311148623,-0.021424750310915484,0.7023228535942844,0.10235924299095941,-0.08467470831044623,0.1787304291332678,0.1444312620382655,0.366853241171452,0.22099775846400255,-0.4005632649752424,-0.19168675840750052,0.4052079918693261,0.2432700956979478,0.07421899561548827,-0.376505739123667,-0.04947293076743943,-0.011972058472983391,0.2737489854494607,0.9999999999999997,-0.30123570819616047,0.6566888085972722,0.18266841233402686,0.03562725747848741,0.147455137138003,0.07806597607737459,0.2979223095407354,0.6152325074138992,0.5496482122770469,-0.06076572339390557,0.5413572808892918,0.6629280847633282,0.3264720135809959,0.14987934353760532,0.2657570254622511,0.4575756771141564,0.4179870636272168,-0.6654931198921772,-0.674863384481911,0.2099867737346224,-0.6700815618926331,-0.2913418157595522,-0.5327933546769237,-0.7208399347361266,-0.5369346600815613,-0.6654322072401635,0.017845007522505042,-0.5522111613225952,-0.6954351949044631,-0.5025804996290051,-0.049476257093525766,0.07505546374231656,-0.2595085285369233,-0.2218729268631459,-0.22221215157226076,0.05882132938287425,-0.29691840095732447,-0.05837811273703314,0.5604632413770216,-0.5473691908791865,-0.7259266310501031,-0.6024661305979001,0.68781593650653,-0.35814807959335765,-0.49784083490048286,0.01784500752250504,-0.2754401069995813,0.6989183585378342,0.7048240031735356
Respiratory,-0.7134092394818198,-0.22061729527976692,-0.16101055142239085,0.25919661394933147,0.2136792239440928,0.2139491858417033,-0.19576192270277018,0.06826544386328585,-0.21798597042844403,-0.3133979298110883,0.13327036549773175,-0.053501811651670346,0.23844878118867596,0.09821927776215597,-0.2553386605116451,0.2971607137090976,-0.16303983242557252,-0.34762619435316167,0.182129746500656,0.0036872033362823553,0.09667347000572792,0.40076890500234247,-0.3517332021593089,-0.16040952192491098,0.15711001712324882,-0.5209135450253091,0.20147156522860304,0.08884363379288121,-0.5298888626488925,0.3394972614247762,-0.36382752319365497,0.26276829663722784,0.42303401282665665,0.6215162790041375,-0.32782770227738517,-0.30123570819616047,0.9999999999999998,-0.3596642437808958,-0.2735781183256104,-0.4032564840816383,-0.4433075925597739,0.19201182708494416,-0.0560135067806124,-0.28742175832169636,-0.3029874348027003,0.13104903479181274,0.034200870514403084,-0.29977591607994547,0.02951995958149859,-0.7213407225480606,0.023014968078244314,-0.08320358715533817,-0.009759858606555517,0.36462391917159953,0.3650853182832283,-0.042189598420472936,0.3084825783606301,0.22664804293600194,0.2037614286171158,0.44066901825244403,0.2715213897911955,0.34150175308143804,-0.15354966342839957,0.21042204117890131,0.4735278660367637,-0.08029854501167424,0.337164584822967,0.20761479490609025,0.10055072579196292,0.10266315661106515,0.40757307067374815,0.2273198288227826,0.31843505791188137,0.19828362966654683,-0.3706614276918867,0.143896850403109,0.32939557783826434,0.28172929142229897,-0.57062059809639,0.18062757600281112,0.30327331139268787,-0.15354966342839954,0.13633462864138204,-0.2485597938436378,-0.46767848496839737
BCF,-0.04722061862564051,0.36555092416547363,0.6357324665551018,-0.3737549539788918,-0.41597222396992534,-0.4443498953734861,0.4932837830885011,-0.22698468788468756,0.5478115671033498,-0.1063015021299836,0.20906604375177734,0.5936003775067309,0.4185938384032171,-0.5963168964540226,0.6586890013103972,0.2964301977004321,0.3067243666100958,0.4821876426978338,0.09338265898666,0.5492879335536687,0.46287550686213264,-0.08428351240457613,0.4380873946141937,0.3195149794673439,0.5690215749935581,0.3528131971809874,0.026111785542942443,0.1982845650732175,0.5199117600924488,0.253353140969242,-0.13752141735957568,0.18371983775493486,0.12498092335683054,-0.4089334433108256,0.20802754590739383,0.6566888085972722,-0.3596642437808958,1.0,0.27906691575512266,0.2115365069664088,0.5660082334586307,0.13416268665701842,0.33610817659415704,0.6552073660122306,0.47195514109701203,0.005196659944461873,0.5097793863647887,0.6591542055117002,0.5842371314519064,0.20635345392595209,0.4027799114626201,0.7015048878955181,0.6260480828342829,-0.6311146223790662,-0.6248136586658097,0.05819387760605671,-0.7256806488299858,-0.3130202983960921,-0.6358784299851803,-0.6522371067030021,-0.49110087019417514,-0.6935860904999653,0.010884864013971702,-0.5730579365810984,-0.5825793021476582,-0.5622351765270237,0.2946158128588901,0.15196021889891387,-0.21179462982177544,-0.43227866437166274,0.039388357042152156,0.13564655331023082,0.1726227741345711,0.2922603251693873,0.6113811866695223,-0.5722641399128845,-0.6962048939660958,-0.5835441259780696,0.47843774930853994,0.08721145120983095,-0.6576866612560925,0.010884864013971703,0.07899930722852785,0.5639215657763078,0.5556563121909789
IGC50,0.3296870757012388,0.37993956275394264,0.36591398167819045,0.08585845164979261,-0.06870423889471405,-0.7258654318957385,-0.20017574153979836,-0.3311273303646573,0.33707008340120836,0.28446013543460313,-0.09926327879320081,-0.18637711399763093,0.07849975650399937,0.19693742306544906,0.2149274763126995,-0.024988919276573512,0.44327573933273645,0.10283707379276238,0.22682295183369688,-0.2725012528672234,0.45031939013915784,-0.378061759521529,0.5814174676148431,0.6488995769603618,0.2006445207165179,-0.22757880897894192,-0.34431359158744956,0.3000818532323063,0.566542911030094,-0.5771959403732783,0.6485165553564118,-0.1661224611881093,-0.4872812236366458,-0.09044603947307878,0.41132560891938896,0.18266841233402686,-0.2735781183256104,0.27906691575512266,1.0,0.8229953351570446,0.34792474486061137,0.029676127489474353,0.047833584114769824,0.025394105076054677,0.05567057615157537,-0.06699848989977861,-0.298561177951636,-0.004465182614145059,-0.33935312071759816,0.26897938228825624,0.04873455633952936,0.04529751360740633,-0.14350932017674897,-0.17875044287856592,-0.17273577870150275,-0.0019614339467401037,-0.26977891913053875,-0.5762795967734692,-0.26226494241895115,-0.27817979203656995,-0.16301783248223167,-0.2640198800180272,-0.01443460038675796,-0.07975055596505243,-0.325334628031445,0.18759487994905116,-0.3219077042872349,0.045710149807871886,0.08329549737195793,-0.20161934284097754,-0.6692945721977692,0.016689837802570193,-0.2685208438369935,-0.17880444026459774,0.5740325414931408,-0.02091680476504356,-0.0822805842642813,-0.09317974957950564,0.3639920758466607,-0.1651526899863816,-0.16950062096028862,-0.014434600386757973,0.1368858445655079,0.42901893742141617,0.421164850585945
LC50,0.4714725364514816,0.4440321848182818,0.3739890158248722,0.20406536168988013,-0.15091076834766026,-0.4510304420102206,-0.2609958640971821,-0.22957426734031594,0.11277863926232315,0.20580001241538315,-0.3852352885314353,-0.17677385812856522,0.18113194341950423,0.23518774048954044,-0.02710541908719092,-0.21710474046099407,0.21057344504105027,0.034286727411170184,0.03715370707116937,-0.2491924147710474,0.3817688480537035,-0.17798558842504866,0.5547506190230478,0.5746135150951418,0.23889727620355977,-0.16002436909011367,-0.22129844394344136,0.3427125773254156,0.5150359978397602,-0.5245315074928456,0.6642171394157935,-0.0786072447290059,-0.5991960580967693,-0.38986984577428685,0.4431308154763951,0.03562725747848741,-0.4032564840816383,0.2115365069664088,0.8229953351570446,0.9999999999999998,0.4776435642793775,-0.3601965688945705,-0.253156038849621,-0.11022817947479899,-0.15067456016461,-0.38586520420821246,-0.30957864267403945,-0.12228187341431024,-0.316934063172959,0.43781355333548355,-0.21782649409417343,-0.023530519809959516,-0.19861622278901037,-0.04043952359799806,-0.03142186062117393,-0.04064111363722442,-0.10961004303886947,-0.46491974220124394,-0.15688883366946843,-0.14766201590558506,-0.05039385585423201,-0.11602046474954017,0.32775160929467934,0.04707349323009952,-0.21476900830136494,0.30574806730004433,-0.23294875572943533,0.0019595439231885566,0.02487982802236295,-0.20969821228816576,-0.5126061234069514,-0.19293499742411493,-0.1715342659553909,-0.10332272398779649,0.4173224705027171,0.06092683379905235,0.02003582586802539,0.01999575875822375,0.296928985337232,-0.1607116639004551,-0.12103563784323153,0.3277516092946793,0.21135720422058235,0.2837774102895646,0.3109167043290274
LC50DM,0.23620663508731354,0.2992540140421548,0.3234764011339722,-0.061979232601138246,-0.21444153657174628,-0.43282902127664713,0.32178817108318114,-0.1290125642670872,0.16908549058807346,-0.18000517916622472,0.046615347919585416,0.5280635114199334,0.3199781888412793,-0.4459099496008319,0.4065407284474432,0.07214549654074495,-0.0020579959948198627,0.27358662308019144,0.16395433728804004,0.2362596075720288,0.2163655149822904,-0.10948009194293021,0.4883468103287798,0.18730936492933484,0.14369396696502934,0.37233409597264966,0.13239425007442446,0.23054328559708376,0.47241224784063524,0.10221360021069092,-0.11916848434493162,0.20775384436362226,0.001879930532466346,-0.6345769089485775,0.09899976400740612,0.147455137138003,-0.4433075925597739,0.5660082334586307,0.34792474486061137,0.4776435642793775,1.0,-0.03362858634824093,0.18651436201797578,0.3964546137246266,0.2619397497242666,0.004310265942016911,0.30569385496847146,0.3907314603035446,0.41355212860784407,0.24292612560240573,0.24617158173042067,0.4154297397479576,0.39126993485061423,-0.052336446009353776,-0.058012185630754894,0.06470219221606677,-0.11785212936411857,0.10821951680556048,-0.003291688383061892,-0.16093942455590743,-0.030344739389529224,-0.08523401363762707,0.05965247826005233,-0.05524971739562965,-0.21568560308060786,-0.012498432427474,0.24924067841353917,0.10409416815234254,0.1333605675894201,-0.10120961595218843,0.07424064722288132,0.08167559092691862,0.16712334636824913,0.13446150963295023,0.15606096603607977,0.10579155908386986,-0.5080598857954401,-0.054330797261633125,0.2917563808784187,0.1292815274832831,-0.3014123932588221,0.05965247826005233,0.13030008500307688,0.34740614162313227,0.3313461075023133
NR-AR,-0.4166878683948464,-0.06917853651348638,0.0379592918521294,-0.07379869515754575,0.14871365513212548,-0.14106381163395432,0.1541330554890142,-0.014261431997983418,0.6301563807676431,0.10786581248804769,0.8866997325441066,0.2963172569977025,-0.02502237969672095,-0.3288239611507555,0.656313929688564,0.5287027815463057,0.1576870140532191,0.12699416376780875,0.3772821941515881,-0.03306631732880609,-0.12219108836707922,-0.2270357192513505,0.08983288815250051,0.12482924243533544,-0.17932354604485415,-0.029589970159191716,-0.029500487738767817,0.17025530287243879,0.11640804743579232,0.07429496747211606,-0.3246194713710845,0.18026949122301497,0.5181809329263376,0.4339109753367244,-0.13584721576686898,0.07806597607737459,0.19201182708494416,0.13416268665701842,0.029676127489474353,-0.3601965688945705,-0.03362858634824093,0.9999999999999996,0.868433333346418,0.29417040265305094,0.400876886074093,0.8968746584144285,0.15713060656931557,0.2634413180846887,0.18364304924263336,-0.18035897585151145,0.8513768082779591,0.40765677365190744,0.3557582148746934,-0.12404418185166033,-0.13660715828937403,0.1423065157671467,-0.18376109295779125,-0.06646384793723371,-0.09821789486371404,-0.17439223408849747,-0.1461823799559676,-0.13790653278027876,-0.9335729942815372,-0.21066581537377807,-0.14458003133305466,-0.26897889057411684,0.17201518996019483,0.26076915471881346,-0.104484423483389,-0.06285441941697471,-0.09005778779818968,0.6815878356712851,0.111073544010387,0.13817164427747342,0.16294734011991938,0.0628617645861937,-0.2240382282666255,-0.11981204358705819,-0.10119338199230463,0.17828299287357646,-0.1848448107183262,-0.933572994281537,0.03963098337610799,0.16254840842288293,0.12904641179533743
