LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
-2.07,0.002,0.54,0.006,0.999,0.018,0.001,0.003,-6.254,5.45E-05,0.055,56.36,1.632,48.9,0.026,0.086,0.023,0.079,0.029,0.044,0.008,0.195,0.237,0.599,5.149,0.052,0.037,0.32,0.908,0.01,0.947,0.113,0.138,0.325,0.004,0.014,0.954,0.168,4.817,6.193,4.609,0.001,0.073,0.151,0.005,0.052,0.014,0.018,0.164,0.09,0.005,0.555,0.364,457.18,445.568,1.026,10,4,158.31,3,4,18,10,0,26,0.115,6,2,0,0,0,3,0,4,4,0.481,4.528,0.522,107.171,1.036,2,0,1,0,1,1,0,1
-2.359,-0.102,0.321,0.012,0.999,0.281,0.035,0.023,-6.491,3.00E-06,0.085,81.71,1.731,28.7,0.015,0.199,0.014,0.062,0.011,0.064,0.009,0.203,0.005,0.216,4.094,0.064,0.123,0.11,0.724,0.063,0.209,0.502,0.602,0.324,0.003,0.005,0.984,0.166,3.684,4.89,5.426,0.001,0.057,0.174,0.002,0.05,0.095,0.013,0.325,0.007,0.004,0.354,0.437,558.21,529.414,1.054,12,7,193.73,6,5,18,13,0,30,0.2,5,4,1,0,0,9,1,4,2,0.207,4.627,0.481,126,0.165,2,0,1,0,0,1,0,0
-1.028,-0.039,0.45,0.001,0.995,0.03,0.001,0,-6.244,0.0001684531162,0.05,67.44,1.448,34.46,0.039,0.097,0.02,0.063,0.015,0.049,0.009,0.124,0.246,0.371,3.197,0.059,0.027,0.125,0.929,0.007,0.98,0.033,0.198,0.268,0.019,0.014,0.896,0.179,5.101,6.706,5.888,0,0.186,0.092,0.003,0.036,0.011,0.01,0.098,0.213,0.006,0.385,0.231,476.1,438.641,1.085,10,5,175.3,2,4,18,11,0,27,0.074,7,3,1,0,0,3,1,1,0,0.388,4.794,0.409,110.452,1.133,1,0,1,0,1,1,0,1
-2.297,-0.343,-0.107,0.001,0.997,0.036,0.004,0.007,-6.4,2.00E-05,0.07,49.06,1.577,57.37,0.018,0.118,0.017,0.061,0.015,0.143,0.005,0.207,0.011,0.142,3.137,0.087,0.028,0.076,0.815,0.11,0.251,0.131,0.536,0.347,0.003,0.013,0.981,0.149,3.682,4.758,5.204,0.001,0.085,0.202,0.004,0.049,0.104,0.028,0.475,0.03,0.008,0.792,0.526,429.15,410.977,1.044,10,8,187.41,2,4,18,10,0,24,0.083,5,3,0,0,0,7,0,4,6,0.197,4.643,0.381,102.414,1.25,2,0,1,0,1,1,0,1
-1.692,-0.156,0.477,0.008,0.999,0.015,0.001,0.001,-6.302,0.0001175135403,0.029,40.29,1.062,59.41,0.012,0.141,0.017,0.062,0.009,0.058,0.008,0.111,0.086,0.552,3.443,0.029,0.032,0.077,0.871,0.012,0.949,0.016,0.181,0.425,0.006,0.014,0.972,0.064,4.747,5.626,4.066,0.001,0.011,0.057,0.004,0.042,0.007,0.004,0.019,0.011,0.001,0.335,0.062,444.15,426.066,1.042,10,5,175.3,2,4,18,10,0,26,0.077,7,2,0,0,0,2,0,1,0,0.397,4.593,0.5,111.515,1.23,1,0,1,0,1,1,0,1
-1.692,-0.156,0.477,0.008,0.999,0.015,0.001,0.001,-6.302,0.0001175135403,0.029,40.29,1.062,59.41,0.012,0.141,0.017,0.062,0.009,0.058,0.008,0.111,0.086,0.552,3.443,0.029,0.032,0.077,0.871,0.012,0.949,0.016,0.181,0.425,0.006,0.014,0.972,0.064,4.747,5.626,4.066,0.001,0.011,0.057,0.004,0.042,0.007,0.004,0.019,0.011,0.001,0.335,0.062,444.15,426.066,1.042,10,5,175.3,2,4,18,10,0,26,0.077,7,2,0,0,0,2,0,1,0,0.397,4.593,0.5,111.515,1.23,1,0,1,0,1,1,0,1
-1.183,-0.118,0.288,0.001,0.994,0.032,0.001,0.001,-6.271,0.0002551138168,0.051,61.21,1.257,47.92,0.027,0.081,0.017,0.061,0.014,0.047,0.009,0.116,0.104,0.32,3.313,0.103,0.027,0.076,0.924,0.009,0.98,0.022,0.168,0.27,0.019,0.016,0.916,0.168,4.915,6.476,5.202,0,0.071,0.054,0.002,0.039,0.009,0.011,0.123,0.302,0.004,0.368,0.164,442.14,423.43,1.044,10,5,175.3,2,4,18,10,0,27,0.074,7,2,0,0,0,3,0,1,0,0.389,4.737,0.409,107,1.469,1,0,1,0,1,1,0,1
-1.513,0.226,2.161,0.007,0.997,0.017,0.074,0.001,-5.815,3.26E-06,0.047,95.45,0.893,2.43,0.073,0.122,0.029,0.272,0.026,0.229,0.008,0.179,0.352,0.538,2.686,0.147,0.034,0.067,0.895,0.024,0.725,0.058,0.471,0.167,0.006,0.025,0.882,0.408,4.67,5.596,6.003,0.002,0.244,0.826,0.371,0.066,0.38,0.099,0.59,0.016,0.007,0.953,0.942,411.13,403.643,1.019,8,5,154.99,1,4,18,8,0,25,0.04,4,2,0,0,0,3,0,1,1,0.498,4.454,0.364,100,1.45,1,0,1,0,1,1,0,1
-2.132,0.355,1.585,0.004,0.998,0.116,0.003,0.005,-6.277,4.59E-06,0.023,52.57,1.991,58.25,0.017,0.066,0.025,0.108,0.045,0.043,0.019,0.217,0.429,0.733,3.939,0.026,0.098,0.535,0.864,0.009,0.684,0.791,0.234,0.204,0.003,0.005,0.976,0.135,4.89,6.476,5.406,0.001,0.037,0.116,0.005,0.048,0.024,0.014,0.285,0.052,0.006,0.869,0.56,556.29,560.341,0.993,11,5,170.34,7,4,18,11,0,26,0.269,6,3,0,0,0,3,0,4,4,0.352,4.754,0.621,116.915,0.643,2,0,1,1,0,1,0,0
-1.911,-0.024,0.808,0.002,0.996,0.113,0.013,0.009,-6.286,4.52E-06,0.071,88.8,1.632,7.77,0.042,0.491,0.012,0.059,0.013,0.269,0.009,0.191,0.027,0.137,4.616,0.089,0.028,0.098,0.862,0.121,0.293,0.084,0.382,0.322,0.003,0.019,0.979,0.238,4.11,5.503,5.449,0,0.066,0.184,0.005,0.043,0.507,0.022,0.37,0.008,0.006,0.723,0.501,464.1,423.981,1.095,10,7,181.62,2,4,18,11,0,24,0.083,5,4,1,0,0,7,1,2,1,0.257,4.665,0.381,105.828,1.211,1,0,1,0,1,1,0,1
-1.911,-0.024,0.808,0.002,0.996,0.113,0.013,0.009,-6.286,4.52E-06,0.071,88.8,1.632,7.77,0.042,0.491,0.012,0.059,0.013,0.269,0.009,0.191,0.027,0.137,4.616,0.089,0.028,0.098,0.862,0.121,0.293,0.084,0.382,0.322,0.003,0.019,0.979,0.238,4.11,5.503,5.449,0,0.066,0.184,0.005,0.043,0.507,0.022,0.37,0.008,0.006,0.723,0.501,464.1,423.981,1.095,10,7,181.62,2,4,18,11,0,24,0.083,5,4,1,0,0,7,1,2,1,0.257,4.665,0.381,105.828,1.211,1,0,1,0,1,1,0,1
-2.359,-0.102,0.321,0.012,0.999,0.281,0.035,0.023,-6.491,3.00E-06,0.085,81.71,1.731,28.7,0.015,0.199,0.014,0.062,0.011,0.064,0.009,0.203,0.005,0.216,4.094,0.064,0.123,0.11,0.724,0.063,0.209,0.502,0.602,0.324,0.003,0.005,0.984,0.166,3.684,4.89,5.426,0.001,0.057,0.174,0.002,0.05,0.095,0.013,0.325,0.007,0.004,0.354,0.437,558.21,529.414,1.054,12,7,193.73,6,5,18,13,0,30,0.2,5,4,1,0,0,9,1,4,2,0.207,4.627,0.481,126,0.165,2,0,1,0,0,1,0,0
-1.631,0.173,1.013,0.004,0.998,0.03,0.001,0.001,-6.258,8.90E-05,0.042,52.9,1.875,52.66,0.023,0.103,0.022,0.105,0.018,0.067,0.009,0.131,0.544,0.609,4.781,0.033,0.035,0.184,0.915,0.007,0.951,0.068,0.099,0.237,0.005,0.013,0.941,0.14,4.918,6.146,5.447,0.001,0.01,0.077,0.003,0.036,0.009,0.012,0.032,0.041,0.003,0.433,0.096,428.16,417.276,1.026,9,4,155.07,2,4,18,9,0,26,0.077,7,2,0,0,0,2,0,1,0,0.529,4.559,0.5,104.545,1.338,1,0,1,0,1,1,0,1
-1.692,-0.156,0.477,0.008,0.999,0.015,0.001,0.001,-6.302,0.0001175135403,0.029,40.29,1.062,59.41,0.012,0.141,0.017,0.062,0.009,0.058,0.008,0.111,0.086,0.552,3.443,0.029,0.032,0.077,0.871,0.012,0.949,0.016,0.181,0.425,0.006,0.014,0.972,0.064,4.747,5.626,4.066,0.001,0.011,0.057,0.004,0.042,0.007,0.004,0.019,0.011,0.001,0.335,0.062,444.15,426.066,1.042,10,5,175.3,2,4,18,10,0,26,0.077,7,2,0,0,0,2,0,1,0,0.397,4.593,0.5,111.515,1.23,1,0,1,0,1,1,0,1
-1.689,-0.394,-0.041,0.021,0.999,0.028,0.002,0.011,-6.275,3.85E-05,0.03,39.64,1.403,65.8,0.016,0.124,0.016,0.083,0.018,0.081,0.015,0.276,0.133,0.803,3.567,0.041,0.016,0.291,0.89,0.01,0.912,0.096,0.103,0.368,0.004,0.01,0.965,0.037,5.012,6.48,5.576,0,0.006,0.082,0.004,0.043,0.021,0.006,0.066,0.014,0.003,0.198,0.234,487.2,471.655,1.033,11,4,167.54,5,4,18,11,0,26,0.192,6,2,0,1,0,2,0,2,0,0.341,4.744,0.542,106.405,1.012,1,0,1,0,1,1,0,1
