,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
BBB,0.5140699892638357,-0.45135522104621484,-0.4492356811032441,-0.3709414609028411,0.3009735847285507,-0.003663190739057043,-0.027477049071620685,-0.17977926034201316,0.2537389811954738,-0.13035496530989413,1.0000000000000013,-0.5847010052744315,0.7034045606617513,0.5700195326222078,0.2534780627115008,0.37424189728855045,-0.40428933705825004,0.44275241508494156,-0.6716523195298174,-0.42090044474216204,0.057131765967867384,0.2728798585895311,-0.5340979002899592,0.21062758535556156,0.3565068453869001,-0.1921238603503088,0.5566594578907795,0.012040562570777286,-0.35873403137188475,0.2801036161058248,-0.4157862354479062,0.14284390729689575,0.0562583804246176,-0.17412800130318687,-0.025611992229329906,0.2558965681853559,0.109164697842473,-0.5146255291130974,-0.09888422829546546,-0.46988675131361957,0.06465182305409546,0.13504266191923833,-0.12466118289810207,0.22202573739388481,-0.1841157439686775,-0.08848208381717751,-0.5340850017572877,-0.5097829557439563,0.022655477512647484,-0.15647756797266443,-0.5174911332308926,-0.09571113649934697,-0.3749177493053921,-0.08244757703640487,0.00966909519218752,-0.2710134821963265,-0.23428893309641008,-0.3361196371657626,-0.3396567316223777,-0.2676982659980141,0.03326090094149934,-0.3478960156047697,0.11230033578306847,-0.313529609387501,-0.3129376053229735,-0.27879944971417625,-0.1661136792443686,-0.3994848784664063,-0.42211849687466785,-0.08294168645271446,-0.18508569370089392,-0.1814839908626364,-0.4719142580401953,-0.17968516127000195,0.4657661540687127,-0.3571032640899247,0.1938150728943881,-0.25582824179181785,0.16106383925122972,-0.1851417428047271,-0.11713293846768438,0.17435450366213529,0.2924039442669037,-0.031908838964572146,0.09978495625882633,0.2882136776076426
PPB,-0.5032345918948815,0.553689023517167,0.5056270020302716,0.4325985620363991,-0.39499444910391857,0.01737172821879402,-0.07769102351734551,0.10502801092417353,-0.22345383980293723,0.21405085102953125,-0.5847010052744315,1.000000000000001,-0.5808083395009551,-0.8693534818763153,-0.13071879113723242,-0.16595738468004126,0.631160484225856,-0.3819543597973187,0.688732562007729,0.49191640699922007,0.08750592171824881,0.16383177335803176,0.5570843676156614,-0.09955215525205761,-0.1324519740824673,-0.08828164342351265,-0.2812957884858882,0.07951230520351574,0.44414528768995504,-0.1039382253292547,0.3407703582449513,0.021496116036099754,-0.11329722516775323,0.09031406371736472,0.06275866024919292,-0.16538457847022797,0.1598319710889654,0.4720795676516318,0.3004837123849815,0.34453208409465447,-0.0726394079533359,-0.06855464787493012,0.2967674575916105,-0.04331704777309915,0.1249705085219029,0.13402754806233477,0.36656612080230744,0.46259751372255514,0.0039058256359035246,0.20123908316709746,0.39753577575737714,0.12850583382084338,0.27190105764556843,-0.10154085631909063,0.07891384269196404,0.10167773824732601,0.033579694913381745,0.10119625297310093,0.204751930665793,0.2073262186412627,-0.012160759030491713,0.2053729085554164,-0.0037524271256748985,0.2746804623021843,0.17703732237652384,0.033898719542826895,0.22805862371269925,0.43034700211590815,0.3653705264615561,-0.1480619217531633,0.2464309757042308,0.2849038826926866,0.4336431814817503,0.13028050071322106,-0.32581158976877966,0.04959696430719444,-0.4097610029571698,0.141743723234882,-0.3048215661050815,0.07767483565699965,0.14758123107675308,-0.19109423304521203,-0.10016955256001932,-0.043425318115374145,-0.12555933610241596,-0.21987206476385174
VDss,0.44982266752406663,-0.35090504255256144,-0.329331640035312,-0.37253823211922493,0.5012016170190543,0.0729343136483386,0.13880770200427012,-0.0974283007083872,0.10917762985993225,-0.1777995348641058,0.7034045606617513,-0.5808083395009551,1.0000000000000004,0.6786515100661378,-0.0026931884856930127,0.23845319373723947,-0.42347935959439625,0.43688304726818067,-0.6199754174065675,-0.47302493245979715,0.08211970050531665,0.13784943213850595,-0.37622955749643977,0.25422752443517227,0.3470126800981455,-0.27947097406565724,0.738079946586404,0.06559930325645909,-0.2475469313313999,0.22556808988032218,-0.44642170925775837,0.17740667459325402,0.09934946614521045,-0.2824306270266067,-0.297718167829159,0.3220333089594539,-0.08758844993754705,-0.4579906882505778,-0.1536097661141215,-0.4183813545025227,-0.1118270987376355,-0.07581363456596732,-0.3000489556630278,0.17513392908420958,-0.19176757382252752,0.02384695425449116,-0.5036283610445345,-0.5298685141060165,-0.17221541439010785,-0.19157275056181008,-0.5405359991859627,-0.17632996582961974,-0.0927864219850201,-0.07278705639877753,0.03337357047603244,0.02448737904992418,-0.03856703380424175,-0.04532421516104626,-0.15191898228684633,0.03497674668894666,0.04644441932475306,-0.057194628983942675,0.11891468325801248,0.0017536111258465539,-0.17458385400729975,-0.15125162720387766,-0.12329981686792466,-0.3473308136429829,-0.3791622749861804,0.21844287058263667,-0.010539934580576064,-0.05948560664970447,-0.40404116466120554,-0.07362148203442875,0.19912237319392467,-0.16808192972524202,0.41550588811308353,0.10179243508274254,-0.007796045103050916,0.010801026763396816,-0.08308071355493833,0.12572028408966568,0.13529967346417024,0.06114674228254233,-0.07678919782008739,0.018163426694551642
Fu,0.3789542249028787,-0.4082627053539363,-0.35124769766668545,-0.33188169897767744,0.4990289032154935,0.07338046850349571,0.03929164852745256,-0.12772813466620173,0.11201915944975777,-0.2677524622548365,0.5700195326222078,-0.8693534818763153,0.6786515100661378,1.0000000000000002,0.046050986238414846,0.15413837729855,-0.6003994551733636,0.28566820281316635,-0.678021690749725,-0.5088161880106187,-0.046042121303295415,-0.08946071232657174,-0.521908859062966,0.10639045583093039,0.1288969395600854,0.006975191278501511,0.3480228903906624,-0.038440241015088125,-0.42464280709888874,0.03712969108153572,-0.3609730683003291,0.08341298171236,0.1692595081824127,-0.21294946767474407,-0.16011810788366093,0.12371763180571081,-0.17201773621621128,-0.43659237812937823,-0.32880887048434904,-0.34674079639368965,-0.012967873745770681,-0.021980456981120833,-0.22494562508101296,0.03957667777923009,-0.10152844344819871,-0.0704668693257405,-0.3947458560844694,-0.4577334051955726,0.024606706437613163,-0.1117330055135607,-0.41692210412898933,-0.05888749791557645,-0.12559854081177899,0.21234685427685182,-0.14391329025352584,-0.006470517511526945,0.03772781478219913,-0.022237171675719564,-0.1044758284103427,-0.07652720948150286,-0.04259322427331362,-0.10136964671665914,0.08320369553727947,-0.12829365156873668,-0.08578973752221421,-0.07742396187571501,-0.15835630011507787,-0.33680848875628594,-0.3182426868232791,0.24434546338301136,-0.06556005926610349,-0.19113785798451532,-0.34796627284022386,-0.11007403379393822,0.18594061455716493,-0.046900403903446866,0.3735212911808843,-0.013199014429911912,0.18853015511689045,0.00535950815405291,-0.10067591363096844,0.21289530933667303,0.07210430468517395,0.0651454954849173,-0.012916458549936439,0.10634948589381293
CYP1A2-inh,0.16259320683121894,-0.3725164984078252,-0.36718065030026203,-0.45978985653198,0.047496641105467655,-0.2591017257864402,-0.3789849198440723,-0.3900368344780939,0.5896289651561124,-0.00029037673895468527,0.2534780627115008,-0.13071879113723242,-0.0026931884856930127,0.046050986238414846,1.0,0.5328893365697951,-0.003770273409372075,-0.09229231289635426,-0.1961434967266337,-0.29267981805157084,0.0820039466104425,-0.04880657853253118,-0.201370935357645,-0.4739987391960993,-0.05875522222159101,-0.057273270669836576,0.06936301310294088,-0.12773523624480737,-0.5357669387154189,0.37448090821960095,0.19626985824073254,0.18716101107758304,-0.05113653185435917,0.31744906861137967,0.451853165532894,0.05478866513376207,0.5779180608881925,-0.058468716233512456,0.15430485394305826,-0.2553389492017336,0.1428659944914076,0.6170909567460123,0.2479742765171204,0.38976605092678246,0.31695458009807453,0.09426325292147612,0.09691028392458152,0.10682541424106314,0.4027410390010577,0.1859790403681261,0.20357549810834477,0.19091248230911653,-0.7393639935568318,0.02851349732767119,-0.10768100553501121,-0.6469112039851772,-0.18006227850592335,-0.5662993327512731,-0.65010158453245,-0.4953580660856551,0.06147318010577499,-0.6978274911476345,-0.03974869767763178,-0.6207482318444368,-0.6188383297306803,-0.3166660041841774,-0.21186813914711472,-0.40293817220892997,-0.4611239172394902,-0.1974369285612884,-0.20974082912650238,-0.17271404486420894,-0.4433812358964289,-0.08018434200135821,0.6417486065234402,-0.5252881835673011,-0.29037588003630815,-0.6313849117648871,0.6012337177730849,-0.18375221537676054,-0.09578695762176251,0.08276347440572754,0.5328303072597812,-0.04359129651053806,0.3782245341755376,0.8105146196141348
CYP1A2-sub,0.03653560376482393,-0.21350410858724808,-0.29650113655280314,-0.22663098099104234,0.20012689346844825,-0.11427901123833822,-0.05963203494856532,-0.14686505837504676,0.6665436395367335,0.0646847251376676,0.37424189728855045,-0.16595738468004126,0.23845319373723947,0.15413837729855,0.5328893365697951,0.9999999999999997,-0.30838056794871865,0.3033579223779954,-0.41061841863216575,-0.5441915091570847,-0.030575955830781425,0.0491250372307899,-0.42751667865486853,-0.18049622414674876,0.1191128799962717,-0.36527108847642575,0.24131238899843555,-0.17412335181284952,-0.4973042077002552,0.34519185934345153,-0.026639601476070748,0.19816494353554365,-0.10082935826417475,0.41481361774263686,0.35251408687152985,0.38485649083856427,0.33750439862831383,-0.23105931332690052,0.09778545214221,-0.3531668225304458,0.14060200353305377,0.6024983138706104,0.1515642181279701,0.4614968160057387,0.23874771313634138,0.10579928510291847,-0.04481298888492682,0.01346956907890872,0.14888770675085242,-0.03333615885816455,0.05818656627074101,0.14459509219409145,-0.515901652594012,0.1565034912137119,-0.22312996535486362,-0.38082039894056113,-0.24757002512005274,-0.41361124074942224,-0.5045314386601635,-0.310921167032418,0.2603668625138604,-0.47343601069048963,0.12844223618098902,-0.44468727474913666,-0.47806054009597737,-0.2585898779568783,0.11075754213473882,-0.4960987541163956,-0.6878964478801451,-0.013529326398263316,-0.15489161390433306,-0.19730393707849578,-0.6027101662698963,0.10579622027136384,0.5756000097859514,-0.2720555695038712,0.14190825340219468,-0.2856824400835084,0.45150667328839483,-0.18573568539368923,-0.1405111636168939,0.10778317549207994,0.3580877356857644,-0.1570153440358453,0.1264393737639504,0.5976451941114127
CYP2C19-inh,-0.28485103549187457,0.45880775351419667,0.5005997461560743,0.20507803679386757,-0.4883923177066353,-0.10122121906045671,-0.23724645678688958,-0.11303510301727487,-0.3216368697002812,0.2737165263176857,-0.40428933705825004,0.631160484225856,-0.42347935959439625,-0.6003994551733636,-0.003770273409372075,-0.30838056794871865,1.0000000000000002,-0.29846213684067235,0.8123206109947473,0.6876132762920438,0.2107670674430492,0.29295819125348815,0.8269378603146075,0.12979407749141045,0.02042458682901622,-0.06780208691424325,-0.13573309093994468,0.33493954467911896,0.47375215966229206,0.04941538174015719,0.354178774677555,0.1546267869056618,-0.25864786934322115,-0.13634084727675666,-0.07206616767669954,-0.18273931151749068,0.1713072938700373,0.605307221153325,0.5054755756598721,0.4134843504271255,-0.24268845492547136,-0.16441227938159977,0.2591464348170629,-0.06406861808978845,0.022576098898924903,0.09704491237471019,0.25606097100413033,0.3612676350071201,0.1551202695715519,0.3168313465489191,0.34694429159740975,0.1258958007141163,0.10044245119725484,-0.1400672397714459,0.2096926622811367,-0.1217931651861844,-0.15278118719382522,-0.11337274986749546,-0.006330859911565956,0.17182980322393773,0.0015468855556639693,0.020247220924760473,0.06971148697455551,0.2632002584349803,-0.03159958280477013,-0.13216937358191902,-0.12805858209437773,0.44900386279575893,0.45837524204212987,-0.12424536512425689,0.16369912695106026,0.3489705219737493,0.44116557715840454,0.036037413007441586,-0.22977617408501327,-0.24258903255047906,-0.5667599984298864,0.04245971085455802,-0.35751600852984466,0.10456105609000726,0.0244284324376151,-0.1898504183457654,-0.04588274435998272,0.04708397305128934,-0.051444282429072015,-0.23714784512776368
CYP2C19-sub,0.3770731210352919,-0.19541004545767468,-0.17736831054342406,-0.09061402069761394,0.07079043325540435,-0.01736570455485787,0.29278733515365046,0.07329672865292287,0.36966663071354955,0.11407556601932013,0.44275241508494156,-0.3819543597973187,0.43688304726818067,0.28566820281316635,-0.09229231289635426,0.3033579223779954,-0.29846213684067235,1.000000000000001,-0.32781903380398547,-0.16722329932533272,-0.09098097114134687,0.28793114443875273,-0.3132716676960562,0.4841419201441337,0.25457943338011657,-0.3620821349929916,0.3161645490893609,0.06559542538303786,-0.1789322297422414,0.2864267433236556,-0.3156310697632435,0.10332940527566811,0.043573416844891744,0.07246533551632427,0.06914394211168443,0.44628584005917576,0.0020240061496820012,-0.29306624015249394,0.11642101617344135,-0.26479082944275983,0.03392211579874096,0.017866488371474504,-0.2732105179477929,0.23692609110083998,-0.1881251730723708,0.1380569299892035,-0.39539016637717317,-0.38262184765781027,-0.2964827713817188,-0.19147401649479015,-0.3688308253917969,-0.13508062193865183,-0.22154723702774937,0.0014422311046193934,-0.08869729331940279,-0.18099275090338268,-0.4099425897809787,-0.27629220563316786,-0.30235319088348944,-0.13856478418947668,0.16538494452306846,-0.23804217589089655,0.001342102558403594,-0.1667022121816592,-0.27546146017698553,-0.07222223056399614,-0.07909754613430534,-0.36567003837408785,-0.353048454141972,0.21501517880013565,-0.3088810475813995,-0.16432938983069176,-0.4035031557556752,0.0851125182335516,0.3592459584408711,-0.06184032268341719,0.5139161603320099,0.049756566777262916,0.1391689315982098,-0.06993172922186527,-0.10068549144952739,-0.013470090782666623,0.057749010799172606,-0.09416455249734883,-0.05594206669485074,0.04505255079841558
CYP2C9-inh,-0.3735397978026231,0.4908245135050227,0.49431235204014246,0.32599582448438563,-0.4555023464697911,0.007102638554174652,-0.05268709456718495,0.10131288874098944,-0.34841423339076283,0.26194782868717603,-0.6716523195298174,0.688732562007729,-0.6199754174065675,-0.678021690749725,-0.1961434967266337,-0.41061841863216575,0.8123206109947473,-0.32781903380398547,0.9999999999999993,0.6684767009090885,0.03751329059179225,0.05890254163407839,0.8404720999536153,0.15554764836995108,-0.07556466610867818,0.038438388886208014,-0.3251571877373848,0.2596236141572004,0.5768908691830539,-0.10889809131741233,0.3793037160292199,-0.012564150131978749,-0.25646517000777924,-0.030360651631490296,-0.022060908186742105,-0.2594423597200494,0.05669755758461424,0.6467566147744362,0.42546744722913676,0.48658039824766797,-0.24978349789274074,-0.23857450941317812,0.15848502368189976,-0.1269086160487758,-0.008598667408016401,0.14570329232970333,0.4129954894125459,0.5029930071543814,0.05716418076206238,0.2732215582971095,0.42871931743173447,0.08462275518204461,0.33731349236383457,0.03828845801915725,0.0629716246643303,0.1532675520638756,-0.03333653941901772,0.16096313059472603,0.22350973361124993,0.3291923490087715,-0.06171867286527698,0.28432840224608547,0.04784083755347375,0.41045903226380975,0.18571045000288802,0.14020145364191391,0.0013430678867467705,0.41685295843835996,0.5270230603910996,-0.17762831503778145,0.17645542030696015,0.242411478868518,0.5111813743536228,0.07018572695502914,-0.4231396654879183,0.11614188937037134,-0.3863661368549239,0.26424201845634515,-0.3739577716412752,0.16181941175580264,0.041486590650045896,-0.19406788873073122,-0.27758546548889657,0.012251868893346559,-0.13516539938275263,-0.4035051178796132
CYP2C9-sub,-0.18739178290939257,0.3495000839039039,0.459848641805795,0.36164348825356374,-0.48027908823641635,-0.028427650259220383,-0.1313842334915821,0.011777586333181284,-0.5402370315690581,0.18441701075678388,-0.42090044474216204,0.49191640699922007,-0.47302493245979715,-0.5088161880106187,-0.29267981805157084,-0.5441915091570847,0.6876132762920438,-0.16722329932533272,0.6684767009090885,1.0000000000000004,-0.12199341457192442,0.3181403932069021,0.5657281156062159,0.2185235672486268,0.041553344354127594,0.19489926326396464,-0.35587266553281677,0.21284368624572392,0.5595224597728097,-0.13824753115918936,0.14411735976123805,0.10356110514081257,-0.06208007444286633,-0.1945869470042535,-0.10801430750132904,-0.2778161452616164,-0.07515982489191957,0.5338108144713134,0.3571969994969053,0.4592400004142235,-0.21808758621173913,-0.36183950969919787,0.15274918896838102,-0.2030508661543601,-0.23161549947248214,-0.016830830222121937,0.16025017299008415,0.24798744322812438,0.045543895725283154,0.25357412454495953,0.2678792897146044,0.12307495961740517,0.19726235142988383,-0.0499719235348076,0.08771694246557186,-0.014084335489095708,-0.12209758972939477,0.006562474138091955,0.1010494254094952,0.09902070878503906,-0.07593302857403732,0.13473487882878685,-0.033841290466338825,0.2438098033652084,0.10221852190168593,-0.13874725922913722,-0.12408021425701306,0.5529352723139073,0.621710368782133,-0.17769614005254666,0.1350568630546711,0.21002387758042293,0.6486736406698494,-0.04383059913934752,-0.31225909464494717,-0.10118985130020323,-0.4791640966207752,0.09115647826322919,-0.35564155010093623,0.26417042787195083,0.08091930192997421,-0.13553071997738192,-0.16538263777444684,0.12304320532005122,-0.057836195674914034,-0.44639770163483244
CYP2D6-inh,0.06878579398680329,0.11994084859553333,0.14569380511887564,-0.17760052277316363,0.2933220722364253,0.08883711164973097,0.10460897474634728,0.03362011902754706,-0.017843993052708507,-0.008978776005286961,0.057131765967867384,0.08750592171824881,0.08211970050531665,-0.046042121303295415,0.0820039466104425,-0.030575955830781425,0.2107670674430492,-0.09098097114134687,0.03751329059179225,-0.12199341457192442,1.0000000000000009,0.119320188633578,0.18576032499604955,-0.1364361192458359,-0.0422075481205779,-0.2104613586189515,0.27915165176527523,0.07801198905586926,-0.1907359255851082,0.1385466247912102,0.21253969544772167,-0.01407074176175788,0.007952106853414373,-0.1291955332063837,-0.14383487531009978,0.009390562166122824,-0.04803270816003896,0.051224595159179265,0.007042986998848643,-0.06783280835699203,-0.08595377058235021,-0.06271270705332933,-0.15941757396377576,-0.0073415521540622685,0.2754832774870196,0.1478823852080653,-0.04225811358065695,0.020214158462491003,-0.13776428531472576,-0.04426513377670364,-0.04762895705388573,-0.1165630858648801,0.10024603680511955,-0.09151134292732079,0.09093060546685586,0.004318326802128132,0.19859830021025715,0.02938901546832305,0.07056822590695591,0.13072530552081793,-0.08729347115824829,0.02883864171954849,0.19229426962128948,0.11380590853256507,0.05765506280418206,-0.009814624070250026,-0.13547066291605625,-0.02758561522498795,0.031727462725250184,0.10825489584966738,0.1762262613132788,0.2890568481844197,-0.11115111912929294,0.16784373696187668,-0.1117123691217725,-0.030179867206919616,0.036655914013275115,0.050927470109372375,-0.07825882557496802,0.06663011045635123,0.22890217435761484,-0.0671094485927758,0.029769922686434205,0.0312955339427209,-0.11534571395925436,-0.022866351261301765
CYP2D6-sub,0.002436314313120538,0.1837818438124514,0.23267155767566103,0.1078929978050701,-0.060497044773472224,-0.07963603996252408,-0.22694616589681918,-0.2605775388575083,-0.13492115763919932,0.006067785885049901,0.2728798585895311,0.16383177335803176,0.13784943213850595,-0.08946071232657174,-0.04880657853253118,0.0491250372307899,0.29295819125348815,0.28793114443875273,0.05890254163407839,0.3181403932069021,0.119320188633578,1.0,0.12363112238378189,0.34988138816571585,0.21678399822316696,-0.41953149994964134,0.3328961191316219,0.38028698216375695,0.025290298859666032,0.25342925089945284,-0.14404627253682448,0.1834892351376902,-0.14371901151143782,-0.17188265746818146,-0.018873623844080385,0.08119229409167956,0.16731127221515738,0.1192185884422799,0.32788120170120233,0.1376202088144852,-0.050103952216248734,-0.03473103458173227,0.10736971165522499,0.23630871722710065,-0.05164782624866861,0.14166082543344338,-0.18750734284643963,-0.18680535491477965,-0.004954581305232844,-0.01913161774497087,-0.2158591556227425,-0.06646709896224068,-0.10049294326980178,-0.07210451770637412,0.04149474125561231,-0.2977922882848494,-0.331754710684638,-0.3783127860209343,-0.25517922164754425,0.08109799150730597,0.04146030833850925,-0.20567128167128645,0.04304040272685635,0.10789201663002689,-0.27888368466035696,-0.24861343990134951,-0.0455469754962497,0.13928076984115578,-0.007814055837324314,-0.10734932341486167,0.02127470225181303,0.057445453836050174,0.03349475144292985,-0.13144137466824016,0.16276005084797318,-0.3843147842622727,-0.18940076623491947,0.041335012943947494,-0.29878118663193554,0.08200982130274548,-0.16327391668603547,0.039737048837367304,0.15561103701251894,-0.05436428932431265,-0.12763367746370263,-0.08746667092132225
CYP3A4-inh,-0.31056004642368273,0.4923948334254309,0.5188123200078607,0.25736855489852967,-0.33290366508358227,0.026830246239744546,-0.029345575367775212,0.07767555735065548,-0.4370527998280671,0.19275340550043016,-0.5340979002899592,0.5570843676156614,-0.37622955749643977,-0.521908859062966,-0.201370935357645,-0.42751667865486853,0.8269378603146075,-0.3132716676960562,0.8404720999536153,0.5657281156062159,0.18576032499604955,0.12363112238378189,0.9999999999999999,0.21725211679257508,0.0237316784409205,-0.06117493903835093,-0.09832308549867223,0.2848760499760861,0.556368541274998,-0.07555422630696258,0.3430771007826688,0.0104595491525405,-0.24075294349828238,-0.18305042478629577,-0.19697178732365822,-0.21598088728287196,-0.00797920947073142,0.6213971739866586,0.40778260130096905,0.4700685884734021,-0.33150068854961,-0.3092176108881629,0.14152095129031933,-0.1735125614088596,0.026963094087881532,0.18377911422903784,0.3103063121074436,0.40585568756737384,0.05313473913226118,0.23886329535391532,0.34650376958533613,0.03182771620567606,0.39118638272222334,-0.05900684652661377,0.1826607675251765,0.20671141051471656,0.04474464688188935,0.20387516838380146,0.25672111850583973,0.4580024633350512,0.009987835175656216,0.31870797817018054,0.11996303791393198,0.5385090415757956,0.18085706269609833,0.14764950083787887,-0.08866877489960051,0.4687355744667129,0.5201095411634824,-0.039110056892455614,0.240061851406201,0.3017483248092403,0.5115222638955028,0.05910862646032662,-0.4656334953134944,0.09403567673148894,-0.37716959600398975,0.3458668497511384,-0.44356625325442317,0.18119182684425517,0.02533386739686281,-0.22355213689847797,-0.28937252071653985,0.13560262893057592,-0.15591039866378073,-0.4278015897443055
CYP3A4-sub,0.2399211220926233,0.06717550518390278,0.13376140818026933,0.13924041579754493,-0.1695672762849912,0.051642468792085075,0.19080524303046945,-0.013695121764196327,-0.24919803728084938,0.1817195151994049,0.21062758535556156,-0.09955215525205761,0.25422752443517227,0.10639045583093039,-0.4739987391960993,-0.18049622414674876,0.12979407749141045,0.4841419201441337,0.15554764836995108,0.2185235672486268,-0.1364361192458359,0.34988138816571585,0.21725211679257508,0.9999999999999998,0.35231293105003963,-0.26048789668887534,0.3305847588726335,0.3754986149921522,0.4402379248123688,0.04776769726391128,-0.29867375791827955,-0.007348881233130844,-0.1560484728341903,-0.2948426470324642,-0.3127817885969025,0.2542812508128076,-0.1999262329624814,0.04502581313144785,0.3302870304791693,0.10569752102989431,-0.2662069076813927,-0.41841138703059133,-0.1939903557268907,0.062392025225416,-0.4416571646125213,0.07720463965898214,-0.26589775393151055,-0.19760584768973255,-0.21485537610817712,-0.13076119418425036,-0.27919704246551813,-0.1620688982580507,0.22645495841967445,-0.03775453368573467,0.0887365373051918,0.14992376664590534,-0.33650095277350567,0.03162108340602412,0.05607406572954983,0.2763107131832939,-0.04453534619217206,0.17615026954465282,0.12421137788369771,0.36586723893600626,0.016042153940809593,0.030833084752152635,-0.06846781540273658,0.10210383863407806,0.10435329152714119,0.20878535283916283,-0.12449659440811134,0.03361108485991692,0.1482937499823497,-0.020546314996090338,-0.12307898652908664,0.02523677354189224,0.0921227915796588,0.36495675757941115,-0.42770152509563253,0.043385203025665335,-0.2186793522884503,-0.010834689407142106,-0.2249986864526706,0.059765855219012766,-0.23259900752418908,-0.4605226697000105
CL,0.3159010789366494,-0.11212367438369375,-0.14836786763218499,-0.19037623117202176,0.07361728385225996,-0.06845548865267685,-0.012288094287021467,-0.0673783009890943,-0.08169138895283365,-0.037145797525306,0.3565068453869001,-0.1324519740824673,0.3470126800981455,0.1288969395600854,-0.05875522222159101,0.1191128799962717,0.02042458682901622,0.25457943338011657,-0.07556466610867818,0.041553344354127594,-0.0422075481205779,0.21678399822316696,0.0237316784409205,0.35231293105003963,1.000000000000001,-0.01043953263876215,0.31659778980543196,0.08366770960924545,0.035429351120512285,0.20731545849674582,-0.24653112172217395,0.10332630181880262,-0.04555163571716275,-0.10730555570529315,-0.16100897883155105,0.031200744433035096,-0.06005895924140605,-0.06929744382931283,0.10269123783029818,-0.025883667234169645,-0.21712383140808195,-0.07017397479510541,-0.03357647123795556,0.07449139748299732,-0.15395739711743767,0.032709397431512036,-0.2232665399619148,-0.11425273108336874,0.01582547095673401,0.03594000652650871,-0.22648816204637384,0.026537764565607382,-0.05902920960895709,-0.16104829116614452,0.15862548686553546,0.009648840167681923,-0.16520190604077087,-0.0722207821002373,-0.08801782954094592,0.019926491963950476,0.3242730885785789,-0.01492371349398765,0.18513706628745724,0.02392117821602711,-0.09917300474333945,-0.043995840097300225,-0.0018060869159162284,-0.05439293503423858,-0.017387744464904282,-0.07238986344814823,0.10102666421324799,0.04100199212433848,0.016177950742010498,-0.10626673269799053,0.1416188249456563,-0.1455280157923811,0.14957105290110578,0.03583777631105336,0.007192693653795341,0.3301926315246114,-0.077386469181005,0.19599200626957514,0.044177760944138104,0.13930216834060044,0.03722794822456167,-0.06638195170611687
T12,0.16717934595447428,-0.30143399244396674,-0.28129131384731243,-0.021236083142883142,-0.17083371783707108,-0.0882830937319209,-0.1875505083351024,0.03765799788310248,-0.31318167241852096,-0.06985375153853432,-0.1921238603503088,-0.08828164342351265,-0.27947097406565724,0.006975191278501511,-0.057273270669836576,-0.36527108847642575,-0.06780208691424325,-0.3620821349929916,0.038438388886208014,0.19489926326396464,-0.2104613586189515,-0.41953149994964134,-0.06117493903835093,-0.26048789668887534,-0.01043953263876215,1.0000000000000002,-0.4401658961204507,-0.11033864983181924,0.10307175033299869,-0.1740793787677765,-0.02041351277627651,-0.12613442473672792,0.02255635922300889,-0.05088591867341718,0.0811800634754363,-0.3507756431287915,-0.17490709952756398,-0.020028035689493868,-0.21893178114886747,-0.008173948332489512,0.12257243046873428,-0.11718071080482953,0.06741557801541487,-0.4796363461879056,0.03951529724533789,-0.32174213601455925,0.07938485598802421,-0.006968810931838924,0.1256636170530996,0.07863979449536633,0.07681971166825893,-0.014111122702605906,-0.060058580771907004,-0.03304259510438174,0.05569853398661617,0.058305074958009864,0.24146998737731687,0.1525261655435561,0.11444613498245114,-0.31979672569497747,-0.20532840075402567,0.06446441840207968,-0.23206402083439603,-0.24069139924586505,0.18396771812768975,0.007633978445667712,-0.05442424328408641,0.2202718266384437,0.33700781259534,-0.14496200255586314,-0.0014667071300372607,-0.12230909884222926,0.3799405501447563,-0.15305582103732895,-0.02770787836272719,-0.014645215447480918,-0.2200770764756093,-0.3117365582622537,0.05949268454087845,0.10266983263686262,0.02828367261094298,0.12658628052217677,0.03691918607223378,0.04778264922328673,0.21410182747723414,-0.02059551859440313
