,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
hERG,0.3775690357501053,-0.2415328928065911,-0.20546911018075878,-0.43176768103280455,0.37061711919375606,0.0256672210148157,0.043623725271746495,-0.26007387500056356,0.10890101319549578,0.04848855252005365,0.5566594578907795,-0.2812957884858882,0.738079946586404,0.3480228903906624,0.06936301310294088,0.24131238899843555,-0.13573309093994468,0.3161645490893609,-0.3251571877373848,-0.35587266553281677,0.27915165176527523,0.3328961191316219,-0.09832308549867223,0.3305847588726335,0.31659778980543196,-0.4401658961204507,1.0000000000000002,0.22321793623514313,-0.15203539698678545,0.3098318707709844,-0.30889019628396847,-0.02804156845932722,-0.011190602982524209,-0.23301293587031485,-0.3086370441626602,0.24804013242847392,0.06183385605206191,-0.2868083582640985,0.09251792167810587,-0.3149446662762678,-0.15791333294247106,-0.026043395192254785,-0.3136497142108216,0.2837588091928865,-0.1317020940518302,0.16616591284580268,-0.42650647681148607,-0.3960280025515979,-0.20756823468844782,-0.2903070640962319,-0.5067843358047532,-0.2900236001352446,-0.06316186429621433,-0.08380160990616677,0.060078290015188524,-0.02598981020211123,-0.17200715034411307,-0.11217892420077318,-0.17899259180192326,0.17376030678366405,0.02118968123354032,-0.07542506496991319,0.16915788254402914,0.13921869099452466,-0.2300377284388468,-0.169812324825859,-0.10744030541915614,-0.30641402355087766,-0.3982271123233961,0.0818052558418398,-0.06319961160338594,-0.06866545498517589,-0.4004799120995305,0.0009918044713850722,0.1589525142344765,-0.27480220997929367,0.22373703246650323,0.15239184858695515,-0.18290213707133196,-0.03801047739112013,-0.14205673754603793,-1.1650586094224904e-05,0.18081481276726916,0.12309049218059426,-0.14470613429512091,0.0245993733941489
H-HT,0.09990281734069681,0.013684440030066244,0.1049867814300364,0.007194768574849285,-0.13818214759845987,-0.24783114217649366,-0.23327004165123075,-0.21520552350493372,-0.29730452018771375,-0.04768016445889421,0.012040562570777286,0.07951230520351574,0.06559930325645909,-0.038440241015088125,-0.12773523624480737,-0.17412335181284952,0.33493954467911896,0.06559542538303786,0.2596236141572004,0.21284368624572392,0.07801198905586926,0.38028698216375695,0.2848760499760861,0.3754986149921522,0.08366770960924545,-0.11033864983181924,0.22321793623514313,1.0000000000000004,0.2777885382854127,0.10543011238180967,0.09412700684326472,0.10522510876143572,-0.3725959275938723,-0.2555570627167669,-0.30102716305944444,0.06982377881059113,-0.026045515347020414,0.15602354678433997,0.26955184414660494,0.11750177114346408,-0.11387439884082884,-0.17902957866222402,0.03851924949722236,0.1570088667726269,-0.11756479154278872,0.07304315707387268,0.05765175025676115,-0.021455114077364102,0.016731266712198038,0.12882388141652248,-0.05560362644743566,0.012540816251776773,-0.07661441049087808,-0.04522204492939547,0.046622141241634545,-0.17974948870683854,-0.2558571603236897,-0.22350655990715773,-0.19989167240936068,0.13871220316267116,-0.0838316316259433,-0.104531166850432,-0.005572809760969736,0.18726355718793405,-0.2220304056828606,-0.06632649089090832,-0.17149190058087185,0.18506194700463807,0.15538428469107218,0.09738749744705155,-0.08006686170365493,0.05680474237848667,0.13501243494308754,-0.22695882075342966,0.007679522577840766,-0.29521887421430176,-0.21517954538673384,0.06503787487572765,-0.32784617733364696,-0.09424964848683794,-0.36624399891434944,-0.011060105272977008,0.11243626127691567,-0.004555897417645305,-0.22008669467972833,-0.19837325069836065
DILI,-0.23042707361255924,0.33671563334577587,0.3364626060319149,0.384699364283563,-0.39905074604485424,0.20647096986192862,0.16512902114598596,0.24337141602392834,-0.5633290292476811,0.14269194317264006,-0.35873403137188475,0.44414528768995504,-0.2475469313313999,-0.42464280709888874,-0.5357669387154189,-0.4973042077002552,0.47375215966229206,-0.1789322297422414,0.5768908691830539,0.5595224597728097,-0.1907359255851082,0.025290298859666032,0.556368541274998,0.4402379248123688,0.035429351120512285,0.10307175033299869,-0.15203539698678545,0.2777885382854127,1.0000000000000002,-0.2843623653334141,-0.036630458362453225,-0.13322905110497807,-0.19668182647067559,-0.17272222830466788,-0.32973425916587173,-0.112722092020519,-0.2389116805033783,0.2910221701768788,0.1773974836145713,0.29605003574882577,-0.22681688692983493,-0.46613484642345987,0.04763342544822302,-0.22429787274761656,-0.3508727587001871,-0.09816376401931402,0.15098479197928,0.23785303991708925,-0.10835582992191509,0.01916682589232336,0.11010615973844678,-0.00814117207341388,0.5292398784941966,-0.08621645480488314,0.1263519243320265,0.4618923303105042,0.03725849463636828,0.4116565539650611,0.45308182002009895,0.3616516883026188,-0.18188986951830602,0.5475331919402282,-0.02354713549502907,0.5086021263873319,0.41509891355203304,0.10333440323074101,0.04361794685750327,0.4238489278057553,0.5685537604223553,-0.08902705163208381,0.18404507434993783,0.16072726486366185,0.5820167057694653,-0.034164964346079976,-0.5755024370346128,0.22465171374811715,-0.26623891247688825,0.35654395371198844,-0.593855107662474,0.08767362829709464,0.06969725971579506,-0.1523263068407515,-0.40295706053953584,0.11885918171467907,-0.2404927218394538,-0.6069834264521136
Ames,0.3061490150009612,-0.1637923249503874,-0.20494059852012167,-0.29317280164408965,0.03888763286045438,-0.3098439970361815,-0.16352675048112242,-0.1870683798404703,0.41383028530366966,0.2287671313920394,0.2801036161058248,-0.1039382253292547,0.22556808988032218,0.03712969108153572,0.37448090821960095,0.34519185934345153,0.04941538174015719,0.2864267433236556,-0.10889809131741233,-0.13824753115918936,0.1385466247912102,0.25342925089945284,-0.07555422630696258,0.04776769726391128,0.20731545849674582,-0.1740793787677765,0.3098318707709844,0.10543011238180967,-0.2843623653334141,0.9999999999999998,0.06019482922843184,0.2534250138453992,-0.016327828538593044,0.33272011552716646,0.3322331399218081,0.252200270226007,0.3640844479218071,0.1751332655497113,0.5258748702202131,-0.006693936146355175,0.1357622329029959,0.41521624879676594,0.044691672897169674,0.3893921337089014,0.22001106280652266,0.31927055719177033,0.013424197795551889,0.01594444462937003,0.09444051313192976,0.12425762532460341,-0.0290215170772978,0.13608553359926664,-0.5109331886569428,-0.12666562580337248,0.02565583514191804,-0.5031125163846825,-0.30700908141662725,-0.5009704678363094,-0.5524605130746938,-0.27924336257205196,0.2117557888893328,-0.502389138242776,0.22978416749498784,-0.33481579657868255,-0.5234241744106829,-0.15061681486321973,-0.10942900511943728,-0.263371732023084,-0.2427896143638124,0.00253553829512493,-0.25617007420073773,0.039449490859800984,-0.28541971398433963,0.09170825388741675,0.43897392170004274,-0.39909257496930817,-0.011676726993174909,-0.3087929250496751,0.375350463925272,-0.07397454415602776,0.016077769481027102,0.03408352749584644,0.39663666998898556,-0.13035390841534622,0.03517154192696096,0.35721547311199553
ROA,-0.4129576636656214,0.428889731026833,0.43231450804201266,0.13147635816848074,-0.19724805290032657,-0.16468092563281173,-0.13314351780759465,-0.025483742094508932,0.02489208339899265,0.028375946416636284,-0.4157862354479062,0.3407703582449513,-0.44642170925775837,-0.3609730683003291,0.19626985824073254,-0.026639601476070748,0.354178774677555,-0.3156310697632435,0.3793037160292199,0.14411735976123805,0.21253969544772167,-0.14404627253682448,0.3430771007826688,-0.29867375791827955,-0.24653112172217395,-0.02041351277627651,-0.30889019628396847,0.09412700684326472,-0.036630458362453225,0.06019482922843184,0.9999999999999996,-0.08637682868500238,-0.035630388414920375,0.2509236912301064,0.1738334482025977,-0.20099175311907713,0.24579007252947746,0.5200291116359549,0.20204492479030245,0.30138194814473146,-0.013951171701122384,0.22004153488019051,0.20421780993976335,0.008022704040041389,0.3285534966197992,0.27948487868378225,0.5858334682537898,0.5720732266917875,0.24602968634183148,0.3752019884801368,0.5222605881722464,0.2631499763508386,-0.03570277931611374,0.08296112933401609,-0.09002211724089502,-0.20601110678399184,-0.06504797801584503,-0.174824164292071,-0.017302892607395877,0.06702288854406481,0.1420487859568159,-0.17313483973393043,0.21683486687012757,0.03220519862406351,-0.03405796364063302,0.10571943440931811,-0.14003478427295568,0.11462320497307633,0.1930766184431952,0.0060235796267717025,0.02871888057222481,0.11285836943202095,0.11304215794251078,-0.03668384973097364,-0.04033096635668495,0.004408990433807882,-0.17174552250173464,-0.0648331900660409,0.2053610547266227,-0.11315616426886756,0.0704243963040492,-0.20641439471812925,0.11738113654445671,-0.07915841002566575,-0.0643690405578645,0.1422149348879268
FDAMDD,0.06218114170213839,-0.027207466609581107,0.06730252603991523,-0.03903270619738709,0.10975991213068906,-0.25947921699386056,-0.1278235680567338,-0.1045799153493029,0.08891231889783084,-0.026440488328804936,0.14284390729689575,0.021496116036099754,0.17740667459325402,0.08341298171236,0.18716101107758304,0.19816494353554365,0.1546267869056618,0.10332940527566811,-0.012564150131978749,0.10356110514081257,-0.01407074176175788,0.1834892351376902,0.0104595491525405,-0.007348881233130844,0.10332630181880262,-0.12613442473672792,-0.02804156845932722,0.10522510876143572,-0.13322905110497807,0.2534250138453992,-0.08637682868500238,0.9999999999999993,0.04047787643232925,-0.11810569550966256,0.026737622676584638,0.18475136989652885,0.09239266119613902,0.19107580591778428,0.3055055817972204,0.04846209247836716,-0.03038577418484929,0.10039761095460276,0.21410321106291255,0.2578543018532576,-0.004021440507101245,0.08198047403945095,-0.0975476686096709,-0.03341875210524401,0.21031147458367144,0.2996850497106724,0.07020507356769155,0.25150661301151245,-0.2640527321254211,0.0636133796452637,-0.07077011316823131,-0.30204666886683845,-0.061167228486458385,-0.23614580443994357,-0.4257864760796244,-0.11566040060779614,0.09538296362039922,-0.2884842540403805,0.08131424001647056,-0.08999089217010814,-0.42855874558851986,-0.20829331716038987,-0.11486599453527795,0.00851460755859634,-0.12675644834767322,0.040455859384531695,0.09269675845314872,0.11882994605830403,-0.07302708664431085,0.04467936792895506,0.18693757830577043,-0.28375811589963157,-0.2233983389168679,-0.03840591952997016,0.18952381413887173,0.1108680529343507,0.01698129252209852,0.021464628564726564,0.11498322062101514,-0.011120358069962305,0.02132273519006315,0.09075350750078255
SkinSen,0.04502433787932515,0.11848726494742678,0.18675528862887744,0.042734415617457985,0.2472748347276491,-0.021513276743603045,0.1252377870415948,0.06963088911386009,0.10570884013517848,-0.00921332345474811,0.0562583804246176,-0.11329722516775323,0.09934946614521045,0.1692595081824127,-0.05113653185435917,-0.10082935826417475,-0.25864786934322115,0.043573416844891744,-0.25646517000777924,-0.06208007444286633,0.007952106853414373,-0.14371901151143782,-0.24075294349828238,-0.1560484728341903,-0.04555163571716275,0.02255635922300889,-0.011190602982524209,-0.3725959275938723,-0.19668182647067559,-0.016327828538593044,-0.035630388414920375,0.04047787643232925,0.9999999999999984,-0.0170281121771763,0.02541624344238896,0.09619733293662373,-0.1968663373766325,0.03169735531513528,-0.12990541344669873,-0.11190360583775062,0.007999450466111712,-0.10097890073716904,-0.1559680854696172,-0.00768294505986083,0.12570758068634946,0.13039044871870595,-0.1374481201965079,-0.056803798426559284,-0.20371616110021096,0.014136578946132195,-0.08423615045938201,0.046659149964948875,0.061917429834846105,-0.06913275871735432,0.02626610745594278,0.0031662165031922304,0.017819854216946828,0.02660470105720241,0.0718952417079116,-0.012665372178067659,-0.0530287037639173,-0.04680192138134215,-0.0067648457834520665,-0.03508896919137786,0.0975181617687875,0.05077815619297158,-0.06614133088809095,-0.11416273825874382,-0.09189167928902246,0.2023282564170504,-0.0298050219018408,0.0027675242937218653,-0.06760315623867232,0.07886684893351988,-0.06216578100832233,0.14629002643222971,0.28902052855751287,0.07203221885308365,0.19021528607333366,0.12375836117122348,0.24794241568364395,0.06818491527235543,-0.05379305803117964,0.031428221520399265,-0.054054220209936346,-0.0677300636882709
Carcinogenicity,-0.12383582649008021,-0.07284820816614836,-0.22376642526004292,-0.08664820035489995,-0.17721896031149553,-0.07743946456780515,-0.011587813730370551,0.005012368774912557,0.5015223667916109,0.20873582565296958,-0.17412800130318687,0.09031406371736472,-0.2824306270266067,-0.21294946767474407,0.31744906861137967,0.41481361774263686,-0.13634084727675666,0.07246533551632427,-0.030360651631490296,-0.1945869470042535,-0.1291955332063837,-0.17188265746818146,-0.18305042478629577,-0.2948426470324642,-0.10730555570529315,-0.05088591867341718,-0.23301293587031485,-0.2555570627167669,-0.17272222830466788,0.33272011552716646,0.2509236912301064,-0.11810569550966256,-0.0170281121771763,0.9999999999999992,0.5403732815147455,0.05201223350250064,0.35394632333268733,0.04541636607791931,0.09931049330141763,-0.07787743474296331,0.2950976251653299,0.5357429585152537,0.13172736846855657,0.16236468971702123,0.3084235154846425,0.13012616988034278,0.354419548750594,0.3772555302622837,0.1754311683223547,-0.0304679897635604,0.2826608854496621,0.1641781738002912,-0.347469685599868,-0.015916272299541227,-0.05968006062881242,-0.23186228447916607,-0.18871156911490428,-0.22993723915592815,-0.26452172728433,-0.24115837854926958,0.3035253294384953,-0.27768955014604935,0.06700538060940082,-0.3422665857992313,-0.23136539939400566,-0.04887352783140987,0.14066432650513172,-0.25599554905081795,-0.2421963367294537,-0.02566795977059903,-0.19330205858288246,-0.1387040646926959,-0.19859324878638712,0.18629897715007226,0.2946644019612396,-0.04342749097704848,0.05182327663991654,-0.2787971643326712,0.4099160672484777,-0.035536886508506775,0.02535775158075505,-0.11337777977603962,0.24617747876823765,-0.14756113480426886,0.12635661907876997,0.4075142549299308
EI,-0.08395416793002768,-0.0757475399257295,-0.14041349751357335,0.052045397651040826,-0.23679245965887832,-0.25740184978461184,-0.26703782162988327,-0.09357128906895365,0.552735963395241,0.23955479021748532,-0.025611992229329906,0.06275866024919292,-0.297718167829159,-0.16011810788366093,0.451853165532894,0.35251408687152985,-0.07206616767669954,0.06914394211168443,-0.022060908186742105,-0.10801430750132904,-0.14383487531009978,-0.018873623844080385,-0.19697178732365822,-0.3127817885969025,-0.16100897883155105,0.0811800634754363,-0.3086370441626602,-0.30102716305944444,-0.32973425916587173,0.3322331399218081,0.1738334482025977,0.026737622676584638,0.02541624344238896,0.5403732815147455,1.000000000000003,-0.03130497598992712,0.49828831044173255,0.10027446704452465,0.21010559088749034,0.016542423783765282,0.35850987468185064,0.5765449639118199,0.3186391900960013,0.25342418518542464,0.28305851073677707,0.10128893084232658,0.3047722292759902,0.26671655814769274,0.24863312832299633,0.17032687921899195,0.2910935962694443,0.23142677151011642,-0.5237701383342094,-0.0017550254802309864,-0.04365433354670587,-0.4997168060457937,-0.3212929071273993,-0.4768322971420257,-0.4349400357218208,-0.4549446300820734,0.025851243317331362,-0.5120507373797855,-0.053299303788386564,-0.5296440829512907,-0.37290311517150304,-0.07264424688747474,0.07420311200772324,-0.23396912655553007,-0.2556738301597136,-0.11678133512912156,-0.33689645598301726,-0.19138815123865904,-0.19612916583039794,0.12398733298970675,0.5011571132605611,-0.1888833828111439,-0.10593763422017646,-0.4691875026326516,0.5020538706936605,-0.16430563213226082,-0.10755858977435716,-0.050656660914818186,0.30810051469390715,-0.29020922678070965,0.29468565992908513,0.512661763713436
Respiratory,0.30678021088598006,-0.11603389104959748,-0.11223455262432837,-0.09508898784856999,0.08387966776960618,0.02613487866841773,0.19396831699782524,0.0037789440153043626,0.3073066054426386,0.115709821472361,0.2558965681853559,-0.16538457847022797,0.3220333089594539,0.12371763180571081,0.05478866513376207,0.38485649083856427,-0.18273931151749068,0.44628584005917576,-0.2594423597200494,-0.2778161452616164,0.009390562166122824,0.08119229409167956,-0.21598088728287196,0.2542812508128076,0.031200744433035096,-0.3507756431287915,0.24804013242847392,0.06982377881059113,-0.112722092020519,0.252200270226007,-0.20099175311907713,0.18475136989652885,0.09619733293662373,0.05201223350250064,-0.03130497598992712,0.9999999999999998,-0.11634377154231203,-0.15302423948007907,0.2298544085385683,-0.21395107164711125,0.1549772040756849,0.06237121375901066,-0.1277396887606722,0.282297986918126,0.05190942679355336,0.0909698764555209,-0.2637825158409569,-0.23989449040755298,-0.31972109492332873,-0.18768383440889372,-0.17169048803034226,-0.08490032949147042,-0.19988427954678087,0.04937512416649051,-0.1282657806298391,-0.1631880671342285,-0.1515479704213897,-0.18287668655503442,-0.2739895571655279,-0.12132160668450963,-0.02998040853484218,-0.17077463215261254,0.02210278779061286,-0.1463415904979939,-0.2642901463177492,-0.11806184767160777,0.045410377639071804,-0.18762736979034417,-0.35577104061994586,0.3290794786214127,-0.33825658916925294,0.17232467700546747,-0.3256152026084198,0.13319781665369776,0.22498737665850885,-0.08213045122604477,0.21684382751518783,-0.0010817063523319015,0.05055020006516445,-0.2825898360728824,-0.016348823214130562,-0.01630516827646166,0.0492548987848429,-0.12548718350112378,-0.0014390716155659575,0.09883644084194912
BCF,-0.18173505896840883,0.02696841258234686,-0.05285625020047826,-0.07124506834872044,-0.19761518403146702,-0.3334683561682535,-0.4003620311258565,-0.28888227231367863,0.4064257774547285,0.15114192291771295,0.109164697842473,0.1598319710889654,-0.08758844993754705,-0.17201773621621128,0.5779180608881925,0.33750439862831383,0.1713072938700373,0.0020240061496820012,0.05669755758461424,-0.07515982489191957,-0.04803270816003896,0.16731127221515738,-0.00797920947073142,-0.1999262329624814,-0.06005895924140605,-0.17490709952756398,0.06183385605206191,-0.026045515347020414,-0.2389116805033783,0.3640844479218071,0.24579007252947746,0.09239266119613902,-0.1968663373766325,0.35394632333268733,0.49828831044173255,-0.11634377154231203,0.9999999999999999,0.1604430274800757,0.3395538428183289,0.015612014647404339,0.1700408098268566,0.5952166369750723,0.40397528750186745,0.3226144602061123,0.16333112875813616,0.14229777500223337,0.30887493153573775,0.27535574610628377,0.4346899203230421,0.26868877553100373,0.2697041372890909,0.2988953988189598,-0.5255552560336363,-0.020954418019419295,-0.07719580383704856,-0.5603560912106744,-0.4468842166299667,-0.6110463435204034,-0.4806148093480054,-0.28487897376732907,0.15799257485985257,-0.5610698725060435,0.18506643595185807,-0.3798677698690135,-0.4613923761953113,-0.16667858604228503,0.01635202556861878,-0.12552637150112778,-0.23865809913032354,-0.2217136016977517,-0.1514412655576778,-0.16831813916130417,-0.2446362025768376,-0.10817490533837293,0.5197520043079832,-0.4152329296122179,-0.23099062190681813,-0.42860975475825547,0.27997451452024374,-0.2688932613055919,-0.20293127129659957,-0.07047998380485859,0.4896041586519818,-0.15965291632813655,0.07978992330301722,0.5418909101203461
IGC50,-0.366817562485387,0.560710813217877,0.6544487074846354,0.35334439425080266,-0.2936322449733087,-0.19975059075693366,-0.19685771787193596,-0.013487422244512829,-0.24144768114244947,0.21564608077475986,-0.5146255291130974,0.4720795676516318,-0.4579906882505778,-0.43659237812937823,-0.058468716233512456,-0.23105931332690052,0.605307221153325,-0.29306624015249394,0.6467566147744362,0.5338108144713134,0.051224595159179265,0.1192185884422799,0.6213971739866586,0.04502581313144785,-0.06929744382931283,-0.020028035689493868,-0.2868083582640985,0.15602354678433997,0.2910221701768788,0.1751332655497113,0.5200291116359549,0.19107580591778428,0.03169735531513528,0.04541636607791931,0.10027446704452465,-0.15302423948007907,0.1604430274800757,0.9999999999999997,0.6710966071552685,0.7126876072687303,-0.23035290987112195,0.006497268177395004,0.32560817213462345,0.10915767687762482,0.15518326272979768,0.3583374469483202,0.49840536838084315,0.5844576254479985,0.23489179259263313,0.5088936024446372,0.6258928664611391,0.384465239584,0.1434118417317764,0.17205559326766431,-0.09280864564531129,-0.13661151873537966,-0.10560502415983437,-0.08695069728121718,-0.012843406483155514,0.2128706563935947,0.10535670190029205,-0.011100307476680324,0.2204730710859451,0.2612482407095077,-0.047054949476242225,0.15943179642275715,-0.06736668544996273,0.407466911032525,0.4418891424658231,-0.09471202608013979,0.07685380457209519,0.2401301566677798,0.42416307678563836,0.04322666817111605,-0.2534268960889227,0.07537769006824767,-0.3337672945178089,0.1756480532569111,-0.002504328776276396,0.15279731079511907,0.1056953487152071,-0.036368078831378846,-0.08740656030186084,-0.014199940588773967,-0.21175908770556878,-0.17534364394252552
LC50,-0.01569211287612755,0.19119060516410924,0.28571948026615235,0.10468773810655967,-0.3314390632425006,-0.2958104309172283,-0.21383450852625582,-0.19345423072732215,0.05855921460050142,0.33207780975955886,-0.09888422829546546,0.3004837123849815,-0.1536097661141215,-0.32880887048434904,0.15430485394305826,0.09778545214221,0.5054755756598721,0.11642101617344135,0.42546744722913676,0.3571969994969053,0.007042986998848643,0.32788120170120233,0.40778260130096905,0.3302870304791693,0.10269123783029818,-0.21893178114886747,0.09251792167810587,0.26955184414660494,0.1773974836145713,0.5258748702202131,0.20204492479030245,0.3055055817972204,-0.12990541344669873,0.09931049330141763,0.21010559088749034,0.2298544085385683,0.3395538428183289,0.6710966071552685,1.0000000000000009,0.4444187428132041,-0.16239492831958321,0.15687561098525307,0.3043059302500186,0.43453132447013726,-0.03067139762424943,0.37006689780410895,0.22236647762000483,0.28985561957996175,0.1787314621868364,0.3675998065082878,0.36140611971786357,0.2803279847586599,-0.23335320342078553,0.04212826625426826,-0.042123628046778584,-0.3957515762954504,-0.3928951536486284,-0.39415311154564403,-0.44076285691896944,-0.000153108723653749,0.1348352588340108,-0.31896148391483636,0.2176093572042305,0.020128794535206846,-0.4672806750527029,-0.04783422150115897,-0.08400251300641826,0.16804527137160655,0.028304450915757395,-0.061153937417079876,-0.11867852386591698,0.12567292947414366,0.09536383289296065,0.06552400115501976,0.15117175956913392,-0.2454392351108894,-0.3504709569521278,0.010221133352274276,0.09641475115634594,-0.021024627862024057,-0.148262116636981,-0.10351224588556451,0.13295976112254101,-0.045764036593609246,-0.10725124787918688,0.04090081957650718
LC50DM,-0.3454734363961808,0.5056022871031394,0.5300219096945915,0.44139982927471977,-0.29042951200163286,-0.19550831630071794,-0.14085642895950135,0.022024440368529238,-0.3599646380616916,0.07190870900753887,-0.46988675131361957,0.34453208409465447,-0.4183813545025227,-0.34674079639368965,-0.2553389492017336,-0.3531668225304458,0.4134843504271255,-0.26479082944275983,0.48658039824766797,0.4592400004142235,-0.06783280835699203,0.1376202088144852,0.4700685884734021,0.10569752102989431,-0.025883667234169645,-0.008173948332489512,-0.3149446662762678,0.11750177114346408,0.29605003574882577,-0.006693936146355175,0.30138194814473146,0.04846209247836716,-0.11190360583775062,-0.07787743474296331,0.016542423783765282,-0.21395107164711125,0.015612014647404339,0.7126876072687303,0.4444187428132041,0.9999999999999997,-0.1838430719833537,-0.12904002115348603,0.31230082502244133,0.009353123941020442,-0.10536215250240684,0.08865018069389555,0.4047556456899014,0.4382750878456311,0.14490883669898239,0.2445947681884837,0.4571331775890318,0.196817395644627,0.29888704273671174,0.018654148086802002,0.09262888184920437,0.08382000824146667,0.08364297488551888,0.11304439529063565,0.18803756125590482,0.27218867948441156,0.1320975595357894,0.2146273335622958,0.14932424935560046,0.3309937519538003,0.13933185547143034,0.3632028432543333,0.155432814262603,0.5206134798337755,0.503743653311901,-0.11285278909427665,0.16745338279579505,0.3349155330455614,0.45264115655477416,0.017507509940205408,-0.37024646425792307,0.2979513554874017,-0.2514181680738076,0.2562081813031054,-0.10014590477310084,0.15722151308897087,-0.03801576072508442,-0.08116380221563262,-0.20523678093542744,-0.05280058022079536,-0.14319227590318032,-0.27010478187956843
NR-AR,-0.042870533911905935,-0.13746168279834636,-0.21534413906403704,-0.05614289456166412,-0.11321928956107404,-0.12182036279435493,-0.1580783915592632,0.004645100413499947,0.3429953583770577,0.03407023199995379,0.06465182305409546,-0.0726394079533359,-0.1118270987376355,-0.012967873745770681,0.1428659944914076,0.14060200353305377,-0.24268845492547136,0.03392211579874096,-0.24978349789274074,-0.21808758621173913,-0.08595377058235021,-0.050103952216248734,-0.33150068854961,-0.2662069076813927,-0.21712383140808195,0.12257243046873428,-0.15791333294247106,-0.11387439884082884,-0.22681688692983493,0.1357622329029959,-0.013951171701122384,-0.03038577418484929,0.007999450466111712,0.2950976251653299,0.35850987468185064,0.1549772040756849,0.1700408098268566,-0.23035290987112195,-0.16239492831958321,-0.1838430719833537,1.000000000000002,0.39354155857389833,0.029718199858875978,0.017449869432793735,0.20140465913089164,-0.23320493673516962,0.07245092427278653,-0.12372349962439276,-0.06551133493109129,-0.21987187844234987,-0.1330928251221145,-0.020582253161270398,-0.281937673481246,-0.03785369638734535,0.02632533714187244,-0.23688927755198208,-0.1154805523852258,-0.21881051065318213,-0.18042830765328297,-0.28662819665029615,-0.06393403652883312,-0.24676705322375414,-0.14292493480469132,-0.33630174313562766,-0.12555169862092988,0.05838390431890127,0.10753182778032006,-0.20761415062363484,-0.17778990075416198,0.0069689313605962155,-0.33823298460092904,-0.1034503656150634,-0.23348936236098747,0.007904694700048941,0.35567605054920526,-0.03452900856168426,0.06789235868653118,-0.29024750165703883,0.2255769626165286,-0.2950781094028553,-0.05403297582976768,-0.021013134577602857,0.17111814935717698,-0.21803996285779315,0.27204424227847335,0.3198318578571411
NR-AR-LBD,-0.07481187612329938,-0.1733596867739931,-0.2481733731098727,-0.23530975261903736,-0.010954344156920249,-0.21676915557639176,-0.28266286708737964,-0.22301395703782725,0.6594330919891972,0.0915738635798227,0.13504266191923833,-0.06855464787493012,-0.07581363456596732,-0.021980456981120833,0.6170909567460123,0.6024983138706104,-0.16441227938159977,0.017866488371474504,-0.23857450941317812,-0.36183950969919787,-0.06271270705332933,-0.03473103458173227,-0.3092176108881629,-0.41841138703059133,-0.07017397479510541,-0.11718071080482953,-0.026043395192254785,-0.17902957866222402,-0.46613484642345987,0.41521624879676594,0.22004153488019051,0.10039761095460276,-0.10097890073716904,0.5357429585152537,0.5765449639118199,0.06237121375901066,0.5952166369750723,0.006497268177395004,0.15687561098525307,-0.12904002115348603,0.39354155857389833,1.0000000000000002,0.23839568208306858,0.3751082911177638,0.4096406456718764,0.15636198375887386,0.3683327937935138,0.21855084808835906,0.3828665674093031,0.11407090300955247,0.22867742364962212,0.2719347430405408,-0.5958017865043213,0.10252626442033187,-0.17909805674936027,-0.540101090060995,-0.29738757657445936,-0.5270806420838181,-0.5365284892132213,-0.3372561165449115,0.24649587626718472,-0.5844194788521587,0.09718889331332786,-0.4941251105626531,-0.5154466681448816,-0.06879670167124508,0.08755494416661284,-0.3737389924520386,-0.49572121700847094,-0.11125612558354475,-0.2784643098516,-0.22640091523841963,-0.4937565501706754,0.05517706081763369,0.6454781684674917,-0.24579143583152216,-0.03614261092796363,-0.41452267157512,0.5783772342984771,-0.24752154329589762,-0.060982704557400624,0.04824028527924942,0.44216366255381,-0.21967707663765282,0.2564819078000265,0.7033802042510684
