LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
-5.088,2.901,4.36,0.473,0.996,0.009,0.43,0.01,-5.214,1.65E-05,0.188,84.76,1.92,18.95,0.053,0.261,0.051,0.671,0.056,0.039,0.408,0.486,0.606,0.809,5.303,0.029,0.829,0.962,0.3,0.895,0.789,0.943,0.229,0.478,0.003,0.004,0.353,1.063,4.426,5.858,5.749,0.013,0.269,0.506,0.888,0.687,0.809,0.863,0.827,0.203,0.846,0.81,0.973,598.28,604.452,0.99,10,1,114.2,7,7,21,10,0,41,0.171,1,1,1,0,3,3,2,2,4,0.268,3.778,0.471,140.8,0.451,3,0,0,0,1,1,0,0
-5.23,1.661,1.118,0.01,0.998,0.96,1,1,-5.878,4.74E-06,0.02,92.47,0.987,8.02,0.002,0.034,0.091,0.039,0.462,0.074,0.004,0.07,0.768,0.067,1.177,0.588,0.094,0.35,0.04,0.051,0.615,0.955,0.072,0.003,0.003,0.001,0.026,0.638,3.054,3.798,5.417,0.007,0.014,0.118,0.072,0.748,0.862,0.008,0.067,0.006,0.013,0.345,0.679,1035.41,1006.078,1.029,22,9,310.64,28,8,23,23,0,48,0.583,3,4,3,0,0,4,2,3,4,0.026,5.253,0.404,167.712,0.002,1,1,0,0,0,1,0,0
-4.666,2.422,3.533,0.084,0.842,0.022,0.135,0.104,-5.459,2.91E-05,0.389,95.6,1.269,2.97,0.119,0.621,0.827,0.576,0.904,0.434,0.145,0.832,0.901,0.924,9.378,0.011,0.906,0.992,0.949,0.834,0.595,0.951,0.018,0.304,0.003,0.005,0.203,1.13,4.576,6.669,5.824,0.005,0.133,0.33,0.953,0.617,0.736,0.327,0.67,0.052,0.337,0.575,0.906,600.2,585.733,1.025,10,1,122.04,5,7,21,11,0,41,0.122,1,1,1,0,0,2,1,1,3,0.306,3.436,0.344,139.674,-0.246,2,0,0,0,1,1,0,0
-5.678,2.374,2.809,0.028,0.001,0.008,0.029,0.007,-4.922,2.27E-05,0.046,96.3,0.581,1.85,0.593,0.657,0.749,0.213,0.83,0.688,0.094,0.249,0.861,0.251,11.572,0.199,0.062,0.566,0.318,0.533,0.745,0.936,0.047,0.869,0.003,0.025,0.063,1.718,4.705,6.498,6.392,0.014,0.353,0.862,0.875,0.418,0.633,0.571,0.933,0.771,0.856,0.945,0.989,426.06,386.651,1.102,8,1,99.88,1,6,24,9,0,31,0.032,1,2,2,0,0,3,2,2,3,0.467,3.609,0.286,112.074,1.006,4,0,0,0,1,1,0,1
-3.892,1.007,1.261,0.012,0.305,0.004,0.002,0.004,-4.93,1.99E-05,0.732,78.7,1.417,16.06,0.972,0.857,0.535,0.209,0.381,0.277,0.023,0.225,0.784,0.542,8.517,0.441,0.455,0.775,0.777,0.891,0.382,0.965,0.058,0.373,0.003,0.01,0.065,1.356,3.709,5.246,5.474,0.021,0.444,0.78,0.974,0.368,0.639,0.848,0.894,0.807,0.91,0.832,0.975,349.11,338.821,1.03,7,1,94.31,1,5,21,7,0,27,0.037,1,1,1,0,0,2,1,0,3,0.523,3.412,0.263,91,1.019,1,0,0,0,1,1,1,1
-5.158,2.595,2.646,0.008,0.375,0.889,0.917,0.576,-5.635,1.25E-05,0.01,90.17,0.504,4.11,0.007,0.064,0.078,0.092,0.762,0.011,0.353,0.065,0.751,0.632,5.635,0.173,0.628,0.823,0.958,0.114,0.926,0.071,0.051,0.741,0.003,0.003,0.007,0.869,3.514,3.962,5.933,0,0.024,0.076,0.779,0.623,0.718,0.962,0.886,0.007,0.019,0.724,0.87,946.43,921.918,1.027,19,3,217.51,29,8,21,20,0,43,0.674,4,2,1,1,0,2,1,2,3,0.037,5.258,0.596,143.4,-0.253,2,0,0,0,0,1,0,0
-4.545,3.411,4.016,0.51,1,0.011,0.135,0.973,-5.63,1.72E-05,0.055,86.39,0.966,8.02,0.095,0.109,0.652,0.126,0.897,0.386,0.303,0.16,0.958,0.341,8.122,0.317,0.134,0.948,0.763,0.59,0.776,0.967,0.078,0.047,0.003,0.005,0.022,0.939,5.01,4.799,6.93,0.008,0.054,0.488,0.529,0.757,0.589,0.805,0.811,0.382,0.559,0.773,0.969,687.27,674.704,1.019,12,3,157.72,15,7,21,13,0,39,0.385,4,1,1,1,0,2,1,1,3,0.107,4.537,0.5,130.37,0.392,2,0,0,0,0,1,0,0
-5.565,1.54,2.184,0.02,0.314,0.005,0.003,0.003,-5.08,1.80E-05,0.345,93.42,1.583,7.23,0.87,0.946,0.726,0.174,0.656,0.229,0.012,0.333,0.727,0.422,4.909,0.072,0.309,0.9,0.959,0.655,0.883,0.964,0.027,0.72,0.003,0.007,0.207,1.841,4.397,6.413,5.533,0.006,0.684,0.734,0.975,0.704,0.723,0.863,0.867,0.683,0.658,0.915,0.97,428.15,422.468,1.013,8,1,99.24,2,6,21,8,0,32,0.062,1,1,1,0,0,2,1,1,3,0.434,3.444,0.25,108.8,0.281,1,0,0,0,1,1,0,1
-5.467,1.846,2.56,0.125,0.019,0.016,0.003,0.009,-4.978,2.28E-05,0.135,93.16,0.679,3.16,0.769,0.529,0.618,0.124,0.695,0.744,0.041,0.427,0.395,0.174,6.418,0.343,0.132,0.85,0.252,0.761,0.557,0.972,0.044,0.115,0.003,0.014,0.164,1.737,4.36,5.832,7.004,0.038,0.611,0.337,0.874,0.28,0.011,0.867,0.698,0.134,0.133,0.721,0.973,398.11,374.551,1.063,6,1,81.42,1,5,22,8,0,28,0.036,1,2,1,0,0,2,2,1,3,0.499,3.536,0.286,98.889,0.566,1,0,0,0,1,1,1,1
-4.303,0.903,1.355,0.009,1,0.007,0.014,0.004,-5.533,7.82E-06,0.288,82.34,1.501,11.33,0.892,0.97,0.018,0.074,0.009,0.031,0.026,0.15,0.385,0.142,2.516,0.134,0.424,0.813,0.544,0.95,0.725,0.96,0.106,0.975,0.003,0.005,0.858,0.823,4.664,6.093,6.519,0.002,0.025,0.864,0.952,0.592,0.658,0.293,0.935,0.198,0.279,0.934,0.951,432.15,418.426,1.033,10,5,158.18,3,5,21,10,0,29,0.103,1,1,1,0,0,2,1,2,3,0.186,3.62,0.227,96.667,0.701,2,0,0,0,1,1,0,1
-4.658,2.226,3.51,0.995,0.827,0.315,0.971,0.882,-5.258,2.88E-05,0.167,90.07,0.662,2.41,0.043,0.51,0.47,0.845,0.863,0.643,0.071,0.311,0.726,0.917,6.838,0.194,0.085,0.924,0.904,0.671,0.4,0.949,0.083,0.624,0.003,0.01,0.113,0.938,5.059,7.07,6.958,0,0.02,0.551,0.965,0.277,0.748,0.689,0.866,0.156,0.819,0.952,0.978,646.25,637.671,1.013,11,1,140.39,9,6,21,12,0,35,0.257,2,1,1,1,0,2,1,2,5,0.223,4.592,0.471,137.76,0.538,4,0,0,0,0,1,0,0
-5.914,2.525,3.484,0.041,0.982,0.005,0.004,0.011,-5.358,1.20E-05,0.094,97.43,0.53,1.93,0.751,0.91,0.917,0.165,0.893,0.681,0.446,0.875,0.896,0.269,6.282,0.1,0.521,0.956,0.227,0.887,0.925,0.964,0.05,0.51,0.003,0.009,0.081,1.473,4.884,6.247,6.239,0.007,0.588,0.743,0.962,0.845,0.802,0.847,0.925,0.834,0.906,0.955,0.981,483.18,486.809,0.993,8,2,102.68,5,6,21,8,0,33,0.152,1,1,1,0,0,4,1,1,4,0.368,3.281,0.25,107.829,0.416,3,0,0,0,1,1,0,1
-5.688,2.683,3.967,0.559,0.991,0.005,0.002,0.006,-5.328,1.50E-05,0.136,97.65,0.483,1.56,0.68,0.833,0.905,0.123,0.828,0.347,0.46,0.809,0.833,0.283,4.699,0.074,0.458,0.954,0.194,0.847,0.952,0.959,0.044,0.444,0.003,0.009,0.058,1.641,4.837,6.249,5.803,0.007,0.55,0.782,0.964,0.862,0.767,0.864,0.916,0.765,0.916,0.949,0.977,467.18,478.019,0.977,7,2,93.45,4,6,21,7,0,33,0.121,1,1,1,0,0,4,1,1,4,0.388,3.282,0.25,107.829,0.356,2,0,0,0,1,1,0,1
-5.098,2.941,3.088,0.355,1,0.018,0.734,0.981,-5.712,1.19E-05,0.029,79.46,0.894,15.56,0.202,0.09,0.597,0.076,0.872,0.324,0.19,0.151,0.934,0.205,6.73,0.391,0.097,0.862,0.291,0.289,0.824,0.983,0.085,0.026,0.003,0.004,0.027,0.748,4.852,4.613,6.654,0.018,0.07,0.331,0.668,0.808,0.376,0.65,0.816,0.498,0.726,0.792,0.961,703.27,683.494,1.029,13,4,177.95,15,7,21,14,0,39,0.385,4,1,1,1,0,3,1,1,3,0.07,4.572,0.5,133.63,0.292,4,0,0,0,0,1,0,0
-4.821,2.642,3.802,0.049,0.39,0.007,0.018,0.084,-5.486,3.05E-05,0.356,96.22,1.414,2.45,0.23,0.787,0.861,0.373,0.924,0.533,0.339,0.792,0.908,0.924,8.76,0.008,0.905,0.993,0.947,0.804,0.59,0.948,0.017,0.199,0.003,0.005,0.138,1.172,4.791,6.91,6.313,0.004,0.121,0.347,0.953,0.627,0.729,0.32,0.693,0.047,0.439,0.655,0.929,620.15,583.648,1.063,10,1,122.04,5,7,21,12,0,41,0.122,1,2,2,0,0,2,2,1,3,0.297,3.444,0.323,140.341,-0.31,2,0,0,0,1,1,0,0
-4.977,1.91,2.103,0.031,0.213,0.119,0.963,0.961,-5.019,1.96E-05,0.61,82.99,1.016,8.25,0.931,0.83,0.193,0.1,0.545,0.052,0.023,0.055,0.724,0.307,6.13,0.132,0.293,0.91,0.442,0.861,0.949,0.945,0.053,0.903,0.003,0.009,0.057,1.33,4.238,5.991,5.547,0.003,0.66,0.686,0.972,0.498,0.783,0.939,0.913,0.904,0.934,0.951,0.993,449.16,440.245,1.02,9,2,123.24,6,5,21,9,0,28,0.214,1,1,1,1,0,2,1,2,3,0.199,3.601,0.333,92.438,0.865,1,0,0,0,1,1,0,1
-4.431,1.727,2.052,0.013,0.005,0.004,0.002,0.003,-4.93,2.65E-05,0.529,90.81,0.525,3.31,0.928,0.767,0.629,0.346,0.554,0.429,0.054,0.458,0.298,0.419,6.862,0.332,0.162,0.753,0.414,0.744,0.876,0.908,0.04,0.562,0.003,0.014,0.036,1.379,4.15,6.075,5.553,0.027,0.626,0.625,0.905,0.489,0.256,0.808,0.86,0.6,0.715,0.851,0.97,348.11,345.12,1.009,6,1,81.42,1,5,21,6,0,27,0.037,1,1,1,0,0,2,1,1,3,0.533,3.176,0.25,90.72,1.015,1,0,0,0,1,1,1,1
-4.136,1.386,1.947,0.029,0.995,0.087,0.757,0.533,-5.321,1.67E-05,0.147,85.16,1.475,6.56,0.049,0.163,0.338,0.482,0.794,0.432,0.204,0.162,0.422,0.832,3.53,0.075,0.42,0.777,0.243,0.883,0.713,0.953,0.076,0.375,0.003,0.006,0.375,1.112,4.038,6.119,5.426,0.001,0.056,0.259,0.972,0.224,0.759,0.509,0.822,0.183,0.85,0.918,0.958,545.24,545.143,1,10,2,133.66,4,6,21,10,0,34,0.118,1,1,1,0,0,2,1,1,3,0.378,3.764,0.467,137.909,0.401,1,0,0,0,1,1,0,0
-5.206,2.134,3.688,0.051,0.993,0.142,0.981,0.941,-5.4,2.75E-05,0.896,74.76,1.734,20.61,0.107,0.715,0.068,0.063,0.018,0.04,0.701,0.171,0.19,0.632,7.535,0.21,0.858,0.893,0.129,0.843,0.959,0.968,0.037,0.158,0.003,0.007,0.093,1.392,4.352,6.308,5.931,0.004,0.727,0.703,0.989,0.462,0.763,0.904,0.941,0.591,0.958,0.946,0.981,512.22,522.719,0.98,8,1,94.53,7,6,21,8,1,33,0.212,1,1,1,0,0,2,1,1,3,0.204,3.643,0.333,107.1,0.596,3,0,0,0,1,1,0,0
-6.937,3.09,4.582,0.155,0.058,0.004,0.006,0.003,-5.042,3.01E-05,0.141,97.61,0.372,1.67,0.781,0.876,0.857,0.177,0.89,0.414,0.06,0.763,0.841,0.435,4.258,0.042,0.073,0.903,0.867,0.928,0.846,0.965,0.043,0.892,0.003,0.036,0.105,1.443,5.104,6.858,6.201,0.005,0.341,0.856,0.96,0.775,0.768,0.885,0.908,0.754,0.941,0.945,0.983,465.17,475.383,0.979,7,1,93.78,3,6,21,7,0,34,0.088,1,1,1,0,0,2,1,2,3,0.319,3.468,0.214,108,0.485,2,0,0,0,1,1,0,1
-4.759,3.537,4.168,0.999,0.039,0.005,0.05,0.322,-5.254,5.07E-05,0.014,98.84,0.593,1.84,0.141,0.935,0.887,0.097,0.964,0.267,0.055,0.083,0.925,0.931,6.504,0.079,0.155,0.863,0.989,0.86,0.566,0.996,0.059,0.463,0.003,0.006,0.809,0.959,5.254,7.3,6.5,0.002,0.176,0.727,0.948,0.638,0.113,0.695,0.901,0.635,0.81,0.957,0.989,646.21,640.806,1.008,12,2,149.29,11,7,21,12,0,41,0.268,2,2,2,0,1,2,2,3,5,0.147,4.026,0.194,125.581,0.196,1,0,0,0,0,1,0,0
-4.263,0.848,1.03,0.036,0.998,0.012,0.006,0.02,-5.242,5.67E-06,0.311,85.94,1.128,9.62,0.497,0.711,0.062,0.087,0.119,0.18,0.023,0.233,0.279,0.216,2.833,0.649,0.124,0.877,0.231,0.736,0.377,0.947,0.061,0.042,0.003,0.006,0.038,0.731,4.049,4.741,5.385,0.007,0.244,0.503,0.925,0.825,0.66,0.389,0.801,0.632,0.838,0.829,0.959,435.14,422.949,1.029,9,3,130.75,4,5,21,9,0,28,0.143,1,1,1,0,0,2,1,2,3,0.415,3.47,0.304,99.2,0.839,4,0,0,1,1,1,0,1
-5.028,2.691,4.285,0.138,0.996,0.007,0.991,0.277,-5.335,1.62E-05,0.233,76.01,2.939,25.71,0.061,0.384,0.06,0.742,0.064,0.037,0.28,0.423,0.583,0.808,4.566,0.025,0.846,0.985,0.347,0.919,0.87,0.939,0.142,0.29,0.003,0.005,0.389,1.008,4.496,5.484,5.96,0.009,0.125,0.387,0.918,0.776,0.823,0.809,0.788,0.319,0.86,0.856,0.975,586.28,589.793,0.994,10,1,114.2,6,7,21,10,0,40,0.15,1,1,1,0,2,3,2,1,4,0.356,3.633,0.515,140.8,0.261,3,0,0,0,1,1,0,0
-3.681,1.576,1.581,0.005,0.984,0.214,0.996,0.542,-5.379,1.01E-05,0.879,78.01,2.001,16.38,0.302,0.799,0.067,0.823,0.04,0.219,0.019,0.879,0.178,0.907,12.7,0.047,0.769,0.905,0.353,0.864,0.321,0.956,0.128,0.142,0.003,0.004,0.326,1.086,3.262,5.561,5.814,0.003,0.213,0.703,0.905,0.418,0.797,0.267,0.584,0.658,0.717,0.534,0.976,518.22,505.949,1.024,10,1,106.36,3,7,25,10,0,38,0.079,1,1,1,0,0,3,1,1,3,0.405,3.6,0.464,134.122,0.318,4,0,0,0,1,1,0,0
-4.496,2.191,3.077,0.037,0.565,0.03,0.844,0.306,-5.485,2.85E-05,0.408,92.33,1.282,3.11,0.123,0.736,0.831,0.667,0.917,0.66,0.15,0.866,0.923,0.923,10.337,0.016,0.901,0.992,0.94,0.91,0.54,0.949,0.018,0.312,0.003,0.005,0.285,1.053,4.711,6.722,6.274,0.006,0.193,0.32,0.95,0.621,0.753,0.254,0.696,0.134,0.355,0.62,0.916,616.2,594.523,1.036,11,1,131.27,6,7,21,12,0,41,0.146,1,1,1,0,0,2,1,1,3,0.286,3.445,0.344,139.674,-0.184,3,0,0,0,0,1,0,0
-5.38,3.001,4.167,0.195,0.501,0.03,0.033,0.342,-5.57,3.11E-05,0.292,95.7,1.106,2.16,0.153,0.754,0.767,0.135,0.819,0.544,0.103,0.78,0.894,0.919,8.767,0.008,0.898,0.994,0.947,0.854,0.808,0.961,0.018,0.53,0.003,0.005,0.231,1.124,4.899,6.944,6.265,0.004,0.177,0.43,0.961,0.642,0.746,0.624,0.781,0.088,0.531,0.787,0.935,636.2,623.791,1.02,10,1,122.04,5,8,21,11,0,46,0.109,1,1,1,0,0,2,1,1,4,0.284,3.502,0.286,152.311,-0.197,2,0,0,0,1,1,0,0
-5.822,3.23,4.34,0.209,0.756,0.005,0.877,0.505,-5.126,1.79E-05,0.016,96.8,0.847,2.13,0.613,0.86,0.885,0.081,0.938,0.483,0.056,0.291,0.827,0.271,5.539,0.019,0.434,0.966,0.895,0.916,0.977,0.976,0.046,0.197,0.003,0.007,0.683,0.873,4.852,6.85,6.905,0.007,0.477,0.575,0.962,0.461,0.759,0.947,0.93,0.247,0.919,0.944,0.992,596.19,559.391,1.066,10,1,125.66,9,6,21,13,0,33,0.273,1,2,1,0,0,2,3,1,3,0.206,3.762,0.367,119.561,0.185,4,0,0,0,1,1,0,0
-4.39,2.06,2.924,0.007,0.004,0.857,0.967,0.849,-5.658,2.86E-05,0.315,95.67,1.703,2.99,0.415,0.712,0.895,0.512,0.916,0.688,0.252,0.809,0.921,0.922,8.521,0.017,0.866,0.987,0.939,0.898,0.341,0.952,0.023,0.356,0.003,0.005,0.652,1.102,4.613,6.712,4.773,0.002,0.086,0.293,0.953,0.667,0.764,0.621,0.664,0.07,0.444,0.615,0.9,592.15,554.99,1.067,10,1,122.04,5,7,21,12,0,40,0.125,1,1,1,0,0,2,1,2,3,0.309,3.536,0.345,137.718,-0.425,4,0,0,0,1,1,0,0
-4.38,2.109,2.986,0.028,0.271,0.168,0.177,0.255,-5.555,3.19E-05,0.542,95.41,1.452,3.25,0.256,0.311,0.802,0.513,0.909,0.535,0.227,0.699,0.904,0.92,9.664,0.015,0.892,0.992,0.953,0.718,0.649,0.95,0.02,0.216,0.003,0.005,0.218,1.167,4.417,6.546,5.508,0.004,0.181,0.307,0.946,0.616,0.733,0.254,0.607,0.058,0.301,0.564,0.905,586.19,568.437,1.031,10,1,122.04,5,7,21,11,0,41,0.122,1,1,1,0,0,2,1,1,3,0.312,3.403,0.323,137,-0.181,2,0,0,0,1,1,0,0
-4.73,2.174,2.751,0.071,0.089,0.025,0.139,0.797,-4.987,2.43E-05,0.039,88.77,0.814,6.11,0.568,0.664,0.505,0.281,0.711,0.58,0.075,0.345,0.488,0.265,10.357,0.548,0.106,0.745,0.488,0.883,0.844,0.947,0.034,0.757,0.003,0.013,0.079,1.54,4.946,6.516,6.259,0.011,0.502,0.728,0.962,0.826,0.845,0.949,0.928,0.444,0.947,0.971,0.982,450.18,449.181,1.002,8,2,110.88,4,5,21,8,0,27,0.148,1,3,1,0,0,2,1,2,3,0.462,3.642,0.4,104.657,0.931,4,0,0,0,1,1,0,1
-4.866,1.574,1.822,0.332,0.163,0.067,0.965,0.132,-5.112,2.81E-05,0.101,75.7,0.617,24.04,0.162,0.088,0.249,0.1,0.698,0.507,0.001,0.175,0.496,0.646,2.572,0.576,0.046,0.933,0.879,0.799,0.832,0.917,0.104,0.538,0.003,0.015,0.04,1.199,5.152,6.762,6.759,0.002,0.042,0.389,0.869,0.356,0.827,0.818,0.784,0.868,0.869,0.952,0.995,520.15,502.234,1.036,11,0,140.09,8,5,21,11,0,30,0.267,1,1,1,0,0,3,1,1,3,0.219,3.663,0.333,104.5,1.123,3,0,0,0,0,1,0,0
-5.82,2.521,3.548,0.065,0.958,0.004,0.002,0.006,-5.305,1.60E-05,0.124,97.57,0.512,1.62,0.847,0.771,0.863,0.092,0.812,0.322,0.536,0.794,0.807,0.211,4.823,0.042,0.537,0.965,0.144,0.898,0.931,0.965,0.045,0.416,0.003,0.009,0.057,1.566,4.832,6.225,6.537,0.007,0.561,0.714,0.967,0.669,0.708,0.835,0.839,0.37,0.895,0.939,0.969,471.16,466.791,1.009,7,2,93.45,4,6,21,8,0,33,0.121,1,2,2,0,0,4,2,1,4,0.387,3.295,0.222,108.182,0.213,2,0,0,0,1,1,0,1
-4.495,1.437,2.08,0.012,0.217,0.005,0.003,0.013,-5.065,1.42E-05,0.457,72.1,1.066,9.07,0.902,0.936,0.244,0.511,0.62,0.389,0.012,0.141,0.459,0.87,8.755,0.156,0.197,0.871,0.483,0.541,0.979,0.978,0.032,0.705,0.003,0.008,0.434,1.188,4.618,6.194,6.079,0.032,0.653,0.486,0.951,0.562,0.497,0.918,0.868,0.838,0.839,0.907,0.982,406.15,405.798,1.001,7,2,101.65,4,5,21,7,0,27,0.148,2,1,1,0,0,2,1,1,3,0.645,3.78,0.348,92.613,0.793,1,0,0,0,1,1,0,1
-4.704,1.738,2.471,0.018,0.016,0.005,0.001,0.003,-4.967,3.10E-05,0.258,92.15,0.937,4.47,0.964,0.425,0.921,0.077,0.915,0.369,0.052,0.212,0.942,0.665,2.492,0.116,0.626,0.895,0.928,0.833,0.702,0.954,0.054,0.188,0.003,0.01,0.148,1.953,4.932,6.989,6.122,0.006,0.699,0.85,0.989,0.5,0.775,0.921,0.93,0.802,0.937,0.95,0.988,425.14,426.131,0.998,7,1,94.31,2,6,21,7,0,33,0.061,1,1,1,0,0,2,1,1,3,0.437,3.3,0.2,105.6,0.694,1,0,0,0,1,1,0,1
-5.267,2.291,2.87,0.471,0.993,0.009,0.007,0.272,-5.16,1.62E-05,0.325,88.65,2.325,11.24,0.826,0.393,0.792,0.069,0.915,0.436,0.009,0.197,0.922,0.323,8.469,0.283,0.855,0.923,0.95,0.937,0.718,0.975,0.325,0.378,0.003,0.006,0.102,1.314,4.689,5.988,4.796,0.003,0.097,0.704,0.991,0.421,0.789,0.946,0.92,0.559,0.961,0.863,0.989,552.21,543.199,1.017,11,1,134.25,7,7,21,11,0,37,0.189,1,1,1,0,0,2,1,2,3,0.234,3.714,0.333,122.85,0.152,3,0,0,0,0,1,0,0
-7.449,3.026,3.37,0.952,0.999,0.879,0.986,0.997,-5.693,4.51E-06,0.09,96.17,1.424,4.85,0.069,0.858,0.222,0.062,0.515,0.086,0.063,0.168,0.634,0.18,6.708,0.119,0.181,0.624,0.958,0.065,0.665,0.924,0.015,0.048,0.003,0.003,0.022,1.083,3.49,4.145,5.5,0.005,0.216,0.697,0.892,0.484,0.379,0.868,0.905,0.531,0.803,0.929,0.992,781.31,763.197,1.024,17,4,206.27,18,7,21,17,0,40,0.45,1,2,1,0,0,6,1,2,4,0.087,4.207,0.35,136.889,-0.087,3,0,0,0,0,1,0,0
-5.619,2.897,2.965,0.971,0.324,0.003,0.007,0.69,-4.74,2.20E-05,0.155,91.55,0.82,4.66,0.381,0.965,0.189,0.521,0.478,0.07,0.056,0.351,0.354,0.404,4.21,0.17,0.191,0.739,0.486,0.928,0.658,0.906,0.046,0.929,0.003,0.026,0.057,2.23,4.515,5.767,5.817,0.035,0.841,0.854,0.933,0.806,0.659,0.861,0.892,0.504,0.76,0.901,0.979,436.2,443.027,0.985,7,1,82.81,6,5,21,7,0,26,0.231,3,2,1,0,0,1,0,1,3,0.499,4.122,0.44,93.444,0.661,0,0,0,0,1,1,0,1
-6.403,3.33,3.995,0.945,0.017,0.004,0.002,0.009,-4.838,2.04E-05,0.266,95.45,0.87,1.86,0.335,0.964,0.491,0.315,0.722,0.159,0.102,0.496,0.317,0.371,3.527,0.163,0.072,0.887,0.253,0.964,0.86,0.939,0.041,0.637,0.003,0.02,0.48,1.39,4.876,6.543,6.78,0.037,0.804,0.701,0.904,0.713,0.707,0.913,0.9,0.451,0.744,0.918,0.982,482.13,429.982,1.121,6,1,73.58,5,5,21,11,0,26,0.192,2,3,1,1,0,1,3,1,3,0.444,4.065,0.391,110.5,0.563,0,0,0,0,1,0,0,1
-6.143,3.338,3.756,0.854,0.342,0.003,0.006,0.682,-4.778,2.31E-05,0.354,91.47,0.817,3.94,0.543,0.962,0.378,0.648,0.569,0.133,0.079,0.571,0.471,0.416,4.654,0.174,0.105,0.812,0.341,0.948,0.872,0.944,0.035,0.903,0.003,0.026,0.149,2.155,4.544,5.926,6.055,0.092,0.862,0.836,0.928,0.847,0.667,0.915,0.885,0.487,0.783,0.921,0.977,406.19,416.941,0.974,6,1,73.58,4,5,21,6,0,26,0.154,3,2,1,0,0,1,0,1,3,0.56,4.043,0.417,93.824,0.799,0,0,0,0,1,0,0,1
-5.83,2.772,2.727,0.837,0.215,0.003,0.012,0.817,-4.737,1.73E-05,0.059,92.11,0.608,4.56,0.603,0.972,0.135,0.488,0.446,0.15,0.088,0.554,0.742,0.267,5.058,0.271,0.408,0.589,0.305,0.816,0.591,0.914,0.081,0.914,0.003,0.018,0.092,1.891,4.413,5.7,6.318,0.077,0.762,0.803,0.915,0.858,0.701,0.879,0.912,0.696,0.435,0.908,0.98,452.19,451.817,1.001,8,1,92.04,7,5,21,8,0,26,0.269,2,2,1,0,0,1,0,1,3,0.431,3.858,0.44,93.444,0.552,2,0,0,0,1,1,0,1
-4.636,1.375,1.571,0.164,0.55,0.041,0.685,0.02,-5.086,2.61E-05,0.227,76.69,0.918,17.77,0.661,0.127,0.269,0.099,0.627,0.362,0.004,0.184,0.404,0.419,2.521,0.629,0.055,0.664,0.519,0.796,0.876,0.959,0.061,0.791,0.003,0.011,0.059,1.288,5.03,6.568,6.153,0.004,0.1,0.404,0.935,0.501,0.753,0.842,0.849,0.859,0.911,0.947,0.99,478.14,461.488,1.036,10,1,134.02,6,5,21,10,0,29,0.207,1,1,1,0,0,3,1,1,3,0.345,3.543,0.32,101.818,1.117,3,0,0,0,1,1,0,1
-6.326,2.598,3.819,0.014,0.001,0.006,0.041,0.118,-4.812,2.37E-05,0.138,95.73,0.702,1.98,0.917,0.695,0.682,0.078,0.809,0.281,0.03,0.706,0.901,0.441,3.041,0.059,0.389,0.94,0.451,0.85,0.88,0.971,0.026,0.555,0.003,0.013,0.287,2.267,5.084,7.072,6.525,0.086,0.881,0.754,0.954,0.866,0.762,0.974,0.963,0.928,0.92,0.97,0.991,430.1,418.984,1.027,6,1,81.42,2,6,21,7,0,32,0.062,1,1,1,0,0,2,1,2,3,0.431,3.357,0.208,105.828,0.369,2,0,0,0,1,1,0,1
-5.032,1.941,1.838,0.018,0.002,0.005,0.375,0.307,-4.958,2.00E-05,0.153,93.45,0.596,2.25,0.91,0.655,0.733,0.215,0.632,0.437,0.183,0.334,0.884,0.269,12.58,0.3,0.083,0.522,0.307,0.613,0.688,0.927,0.045,0.901,0.003,0.013,0.052,1.588,4.193,6.015,5.85,0.038,0.264,0.801,0.847,0.485,0.405,0.591,0.903,0.789,0.797,0.928,0.987,392.1,371.44,1.056,8,1,99.88,1,6,24,8,0,31,0.032,1,1,1,0,0,3,1,2,3,0.493,3.428,0.286,108.778,0.981,4,0,0,0,1,1,1,1
