LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
-5.158,1.742,2.225,0.01,0.001,0.856,0.973,0.977,-5.59,1.97E-05,0.071,95.82,0.393,1.75,0.46,0.354,0.851,0.528,0.915,0.898,0.39,0.531,0.908,0.762,2.483,0.111,0.241,0.81,0.983,0.061,0.429,0.948,0.066,0.868,0.003,0.005,0.107,0.728,3.985,5.125,4.899,0.014,0.045,0.243,0.404,0.573,0.01,0.279,0.831,0.037,0.017,0.87,0.899,581.09,532.902,1.09,11,2,153.89,8,6,21,13,0,35,0.229,1,1,1,1,0,3,1,4,3,0.228,3.764,0.259,117.529,-0.051,7,0,0,0,0,1,0,0
-6.882,3.476,4.689,0.204,0.639,0.005,0.006,0.034,-5.373,2.08E-05,0.079,98.47,0.457,1.17,0.821,0.675,0.853,0.072,0.825,0.424,0.582,0.811,0.872,0.153,4.368,0.048,0.288,0.97,0.344,0.807,0.976,0.95,0.044,0.766,0.003,0.012,0.049,1.288,5.067,6.487,5.938,0.006,0.767,0.794,0.963,0.814,0.795,0.943,0.951,0.749,0.941,0.961,0.983,503.18,516.078,0.975,7,2,93.45,4,7,21,7,0,38,0.105,1,1,1,0,0,4,1,1,5,0.334,3.321,0.194,120.162,0.348,2,0,0,0,1,1,0,0
-5.178,2.447,3.24,0.028,0.004,0.004,0.007,0.01,-4.92,3.66E-05,0.272,88.46,0.636,3.48,0.662,0.576,0.671,0.23,0.747,0.576,0.012,0.31,0.723,0.625,10.452,0.283,0.131,0.924,0.875,0.85,0.868,0.922,0.06,0.551,0.003,0.013,0.027,1.488,4.826,6.425,6.681,0.01,0.704,0.557,0.909,0.485,0.737,0.941,0.871,0.782,0.795,0.885,0.985,404.14,403.162,1.002,7,0,87.49,4,5,21,7,0,28,0.143,1,1,1,0,0,2,1,1,3,0.488,3.341,0.304,92.8,0.96,1,0,0,0,1,1,0,1
-6.563,2.555,1.58,0.378,1,0.105,0.876,0.994,-5.697,5.27E-06,0.061,93.25,1.062,8.43,0.045,0.852,0.06,0.053,0.534,0.13,0.011,0.145,0.251,0.254,5.756,0.165,0.256,0.869,0.978,0.073,0.107,0.954,0.013,0.737,0.003,0.004,0.019,1.172,2.642,4.195,5.508,0.001,0.13,0.653,0.836,0.477,0.457,0.9,0.937,0.708,0.708,0.895,0.994,783.3,750.598,1.044,19,4,232.05,18,7,21,19,0,40,0.45,1,2,1,0,0,6,1,2,4,0.087,4.35,0.368,137.077,-0.003,3,0,0,0,0,1,0,0
-4.489,2.652,3.556,0.031,0.989,0.005,0.03,0.695,-5.073,1.96E-05,0.786,77.52,2.214,19.16,0.586,0.784,0.827,0.434,0.193,0.109,0.467,0.57,0.77,0.306,5.12,0.042,0.817,0.964,0.238,0.864,0.728,0.97,0.088,0.084,0.003,0.006,0.352,1.293,4.774,6.291,5.637,0.006,0.194,0.567,0.957,0.67,0.623,0.723,0.636,0.542,0.919,0.889,0.97,459.22,468.632,0.98,7,2,93.45,4,6,21,7,0,33,0.121,1,1,1,0,0,2,1,1,3,0.454,3.375,0.444,114.231,0.63,1,0,0,0,1,1,0,1
-4.543,1.509,1.702,0.08,0.99,0.007,0.009,0.49,-5.065,9.65E-06,0.347,88.48,0.958,9.24,0.864,0.968,0.109,0.143,0.421,0.167,0.033,0.252,0.524,0.338,8.295,0.445,0.12,0.755,0.383,0.87,0.807,0.945,0.095,0.748,0.003,0.023,0.039,1.301,4.862,6.232,6.314,0.011,0.725,0.634,0.961,0.787,0.814,0.938,0.943,0.63,0.94,0.963,0.986,408.13,397.293,1.027,8,2,110.88,3,5,21,8,0,27,0.111,1,2,1,0,0,2,1,2,3,0.498,3.483,0.318,96.207,1.11,4,0,0,0,1,1,0,1
-4.576,1.272,1.69,0.007,0.965,0.004,0.002,0.004,-5.171,1.63E-05,0.403,82.99,1.173,7.39,0.944,0.735,0.599,0.251,0.564,0.172,0.058,0.331,0.602,0.308,6.755,0.221,0.4,0.853,0.309,0.902,0.813,0.958,0.049,0.855,0.003,0.024,0.057,1.433,4.314,5.614,5.925,0.022,0.76,0.838,0.954,0.663,0.683,0.928,0.941,0.804,0.928,0.944,0.98,363.12,356.117,1.02,7,3,107.44,1,5,21,7,0,27,0.037,1,1,1,0,0,4,1,2,8,0.393,3.32,0.25,93.96,1.015,2,0,0,0,1,1,1,1
-6.799,3.108,4.351,0.105,0.005,0.021,0.984,0.993,-4.902,3.08E-05,0.144,95.25,0.702,1.64,0.803,0.842,0.722,0.508,0.825,0.217,0.033,0.159,0.701,0.529,5.296,0.09,0.157,0.854,0.819,0.907,0.795,0.96,0.023,0.893,0.003,0.006,0.364,1.741,4.682,6.405,5.862,0.005,0.15,0.7,0.946,0.617,0.774,0.41,0.807,0.209,0.946,0.936,0.973,447.18,448.751,0.997,8,1,103.01,4,5,21,8,0,28,0.143,1,2,1,1,0,2,1,2,3,0.294,3.621,0.36,101.647,0.866,1,0,0,0,1,1,0,1
-4.418,1.502,2.061,0.011,0.034,0.004,0.002,0.003,-4.958,2.84E-05,0.586,88.65,0.795,4.73,0.962,0.765,0.635,0.26,0.574,0.324,0.045,0.365,0.374,0.357,7.535,0.239,0.221,0.788,0.352,0.858,0.864,0.961,0.037,0.779,0.003,0.015,0.046,1.547,4.307,6.228,5.997,0.019,0.785,0.649,0.944,0.702,0.632,0.897,0.901,0.839,0.89,0.909,0.976,348.11,345.12,1.009,6,1,81.42,1,5,21,6,0,27,0.037,1,1,1,0,0,2,1,1,3,0.533,3.176,0.25,90.72,1.015,1,0,0,0,1,1,1,1
-4.252,1.275,1.678,0.043,0.121,0.006,0.003,0.005,-5.077,2.44E-05,0.199,91.1,1.036,4.71,0.936,0.862,0.629,0.15,0.793,0.306,0.034,0.217,0.632,0.333,3.459,0.12,0.288,0.852,0.562,0.812,0.873,0.942,0.052,0.622,0.003,0.011,0.187,1.38,4.615,6.112,5.397,0.006,0.542,0.531,0.944,0.611,0.658,0.839,0.735,0.705,0.889,0.903,0.973,390.12,385.866,1.011,7,1,98.49,2,5,21,7,0,28,0.071,1,1,1,0,0,3,1,1,3,0.417,3.291,0.273,96.429,0.802,1,0,0,0,1,1,1,1
-6.216,3.134,4.004,0.179,0.116,0.003,0.022,0.014,-4.942,2.28E-05,0.151,90.23,1.125,6.04,0.47,0.939,0.625,0.496,0.699,0.33,0.026,0.409,0.603,0.303,10.81,0.059,0.371,0.931,0.438,0.696,0.974,0.973,0.038,0.905,0.003,0.008,0.065,1.188,5.01,5.771,6.413,0.008,0.796,0.726,0.955,0.618,0.796,0.953,0.934,0.803,0.916,0.947,0.99,476.19,475.216,1.002,8,1,99.88,5,6,25,8,0,32,0.156,2,2,1,0,0,3,1,1,3,0.347,3.949,0.444,112.462,1.171,3,0,0,0,1,1,0,1
-3.429,-0.168,0.882,0.005,0.111,0.005,0.001,0.002,-5.15,1.95E-05,0.292,79.18,0.717,8.22,0.592,0.104,0.024,0.166,0.153,0.33,0.003,0.162,0.03,0.193,0.941,0.735,0.034,0.895,0.528,0.06,0.302,0.953,0.051,0.042,0.003,0.012,0.086,0.491,2.542,4.011,4.771,0.028,0.223,0.463,0.916,0.548,0.038,0.441,0.364,0.064,0.327,0.696,0.907,365.11,361.149,1.011,7,2,115.48,4,4,17,7,-1,22,0.182,1,1,1,0,0,0,0,1,3,0.536,3.548,0.25,77,0.314,0,0,0,0,1,1,1,1
-4.61,1.421,2.177,0.09,0.997,0.013,0.012,0.006,-5.49,9.13E-06,0.139,85.83,1.347,10.06,0.316,0.876,0.101,0.229,0.076,0.135,0.046,0.326,0.461,0.329,5.46,0.104,0.477,0.668,0.132,0.922,0.428,0.977,0.114,0.722,0.003,0.007,0.585,1.259,5.109,7.019,7.007,0.009,0.85,0.588,0.977,0.829,0.843,0.847,0.666,0.172,0.383,0.942,0.989,435.16,422.812,1.029,7,3,107.44,1,6,23,8,0,31,0.032,2,2,3,0,0,2,2,1,4,0.445,4.068,0.375,121.091,0.782,1,0,0,0,1,1,0,1
-6.52,2.595,2.146,0.648,0.999,0.93,0.992,0.995,-5.9,5.47E-06,0.633,89.02,1.996,13.21,0.035,0.954,0.038,0.062,0.102,0.045,0.022,0.288,0.27,0.539,7.162,0.087,0.488,0.545,0.935,0.071,0.423,0.952,0.021,0.093,0.003,0.002,0.026,0.875,2.796,3.893,5.46,0.005,0.083,0.707,0.721,0.29,0.086,0.286,0.728,0.417,0.52,0.86,0.984,824.35,808.786,1.019,18,4,209.51,20,7,21,18,0,40,0.5,1,3,1,0,0,7,1,2,4,0.077,4.299,0.381,139.655,-0.177,3,0,0,0,0,1,0,0
-4.298,1.464,3.249,0.017,0.998,0.126,0.021,0.053,-5.297,8.13E-06,0.159,62.82,1.672,32.7,0.047,0.161,0.02,0.391,0.018,0.023,0.356,0.185,0.04,0.401,1.664,0.162,0.25,0.967,0.212,0.04,0.351,0.951,0.227,0.023,0.003,0.006,0.579,0.453,2.76,3.844,4.945,0.056,0.05,0.236,0.881,0.72,0.687,0.431,0.616,0.026,0.544,0.478,0.907,604.29,607.139,0.995,11,3,145.43,9,6,17,11,0,35,0.257,1,1,1,0,2,1,1,1,4,0.288,3.722,0.515,127.28,-0.045,2,0,0,0,0,1,0,0
-5.292,1.929,3.6,0.31,0.986,0.008,0.974,0.986,-5.61,2.63E-05,0.013,92.82,0.324,2.16,0.008,0.145,0.058,0.062,0.757,0.029,0.005,0.063,0.853,0.897,4.841,0.141,0.256,0.998,0.978,0.067,0.613,0.803,0.019,0.016,0.003,0.003,0.004,0.722,5.337,5.145,6.904,0,0.177,0.302,0.912,0.427,0.929,0.924,0.956,0.803,0.796,0.953,0.999,980.32,953.425,1.028,20,2,251.64,19,10,21,20,0,58,0.328,4,2,1,0,0,2,1,2,3,0.085,5.328,0.346,196.629,0.184,1,0,0,0,0,1,0,0
-3.785,-0.049,0.951,0.007,0.011,0.006,0.001,0.004,-5.235,1.26E-05,0.155,86.84,0.42,4.17,0.247,0.08,0.024,0.141,0.16,0.369,0.002,0.171,0.025,0.17,0.777,0.772,0.034,0.892,0.427,0.065,0.296,0.757,0.064,0.026,0.003,0.011,0.049,0.582,2.862,4.106,4.856,0.101,0.09,0.563,0.851,0.236,0.006,0.116,0.114,0.023,0.269,0.553,0.862,365.11,361.149,1.011,7,2,115.48,4,4,17,7,-1,22,0.182,1,1,1,0,0,0,0,1,3,0.536,3.548,0.25,77,0.314,0,0,0,0,1,1,1,1
-5.306,1.606,1.99,0.024,0.609,0.006,0.005,0.003,-5.122,2.13E-05,0.24,91.95,1.093,5.99,0.913,0.94,0.651,0.383,0.674,0.426,0.032,0.415,0.764,0.545,7.643,0.084,0.299,0.867,0.821,0.816,0.906,0.956,0.025,0.563,0.003,0.009,0.274,1.793,4.603,6.726,5.631,0.005,0.613,0.571,0.976,0.585,0.722,0.916,0.822,0.428,0.82,0.929,0.973,428.15,422.468,1.013,8,1,99.24,2,6,21,8,0,32,0.062,1,1,1,0,0,2,1,1,3,0.434,3.519,0.25,108.8,0.36,1,0,0,0,1,1,0,1
-4.627,1.588,1.931,0.053,0.915,0.006,0.012,0.936,-5.026,1.28E-05,0.107,90.79,0.769,7.4,0.856,0.897,0.172,0.125,0.552,0.163,0.041,0.213,0.535,0.238,10.315,0.498,0.249,0.766,0.423,0.879,0.761,0.93,0.064,0.596,0.003,0.026,0.03,1.388,4.908,6.394,6.268,0.01,0.757,0.666,0.96,0.823,0.815,0.948,0.941,0.647,0.944,0.962,0.985,422.15,414.589,1.018,8,2,110.88,4,5,21,8,0,27,0.148,1,2,1,0,0,2,1,2,3,0.486,3.516,0.348,95.806,1.018,4,0,0,0,1,1,0,1
-8.576,3.104,4.08,0.995,1,0.964,0.996,1,-5.682,5.44E-06,0.117,96.66,1.496,5.76,0.038,0.838,0.148,0.056,0.455,0.083,0.052,0.164,0.634,0.139,5.703,0.065,0.205,0.576,0.974,0.057,0.557,0.888,0.008,0.229,0.003,0.003,0.021,1.152,3.672,4.109,5.54,0.001,0.223,0.807,0.883,0.489,0.571,0.922,0.926,0.536,0.851,0.951,0.997,933.37,907.377,1.029,21,5,249.53,23,8,21,21,0,46,0.5,1,2,1,0,0,6,1,2,4,0.056,4.681,0.34,157.857,-0.127,3,0,0,0,0,1,0,0
-4.763,1.62,2.665,0.377,0.995,0.022,0.016,0.045,-5.176,1.18E-05,0.016,95.5,0.567,3.62,0.449,0.817,0.236,0.073,0.866,0.67,0.055,0.457,0.584,0.205,5.247,0.224,0.305,0.884,0.241,0.832,0.671,0.979,0.164,0.826,0.003,0.008,0.095,1.102,4.581,6.395,6.285,0.004,0.033,0.69,0.971,0.864,0.86,0.755,0.895,0.27,0.935,0.959,0.986,541.18,530.425,1.02,10,3,136.04,4,7,21,10,0,37,0.108,1,2,1,0,0,4,1,2,3,0.295,3.964,0.3,133.513,0.938,3,0,0,0,1,1,0,0
-5.042,1.946,2.709,0.014,0.08,0.004,0.001,0.003,-4.833,2.50E-05,0.358,90.71,1.02,5.9,0.956,0.244,0.876,0.067,0.865,0.283,0.06,0.269,0.955,0.572,5.148,0.214,0.712,0.851,0.762,0.904,0.725,0.972,0.047,0.306,0.003,0.012,0.064,2.138,5.032,6.925,6.505,0.024,0.761,0.777,0.983,0.61,0.825,0.947,0.949,0.811,0.947,0.948,0.986,425.14,426.131,0.998,7,1,94.31,2,6,21,7,0,33,0.061,1,1,1,0,0,2,1,1,3,0.437,3.307,0.2,105.6,0.701,1,0,0,0,1,1,0,1
-5.042,1.946,2.709,0.014,0.08,0.004,0.001,0.003,-4.833,2.50E-05,0.358,90.71,1.02,5.9,0.956,0.244,0.876,0.067,0.865,0.283,0.06,0.269,0.955,0.572,5.148,0.214,0.712,0.851,0.762,0.904,0.725,0.972,0.047,0.306,0.003,0.012,0.064,2.138,5.032,6.925,6.505,0.024,0.761,0.777,0.983,0.61,0.825,0.947,0.949,0.811,0.947,0.948,0.986,425.14,426.131,0.998,7,1,94.31,2,6,21,7,0,33,0.061,1,1,1,0,0,2,1,1,3,0.437,3.307,0.2,105.6,0.701,1,0,0,0,1,1,0,1
-5.336,2.616,2.425,0.874,0.397,0.003,0.006,0.663,-4.761,1.99E-05,0.598,90.12,0.865,5.55,0.322,0.974,0.115,0.655,0.341,0.085,0.049,0.549,0.298,0.516,3.733,0.194,0.101,0.795,0.374,0.93,0.815,0.921,0.059,0.956,0.003,0.027,0.072,1.91,4.356,5.569,5.785,0.053,0.873,0.828,0.932,0.754,0.668,0.884,0.894,0.6,0.725,0.897,0.981,422.18,425.731,0.992,7,1,82.81,5,5,21,7,0,26,0.192,3,2,1,0,0,1,0,1,3,0.533,4.086,0.417,93.824,0.725,0,0,0,0,1,1,0,1
-6.361,2.694,2.631,0.676,0.294,0.003,0.008,0.201,-4.719,0.0001403473289,0.043,93.12,0.701,4.23,0.502,0.964,0.172,0.215,0.591,0.125,0.135,0.194,0.529,0.182,3.783,0.184,0.711,0.475,0.32,0.941,0.553,0.855,0.186,0.959,0.003,0.024,0.083,1.754,4.738,6.035,6.011,0.057,0.878,0.808,0.939,0.753,0.705,0.944,0.939,0.602,0.798,0.95,0.98,467.17,451.672,1.034,10,1,125.95,7,5,21,10,0,27,0.259,2,4,1,0,0,1,0,3,8,0.25,3.973,0.417,97.059,0.253,2,0,0,0,1,1,0,1
-5.748,2.489,3.404,0.083,0.88,0.004,0.013,0.014,-5.25,1.56E-05,0.231,95.36,1.236,6.66,0.796,0.953,0.594,0.187,0.718,0.262,0.003,0.228,0.681,0.638,9.11,0.029,0.389,0.951,0.983,0.108,0.971,0.973,0.034,0.748,0.003,0.005,0.346,1.784,4.389,5.829,5.281,0.004,0.649,0.839,0.988,0.624,0.735,0.906,0.9,0.749,0.768,0.936,0.985,498.19,491.886,1.013,9,1,108.47,3,7,21,9,0,38,0.079,2,2,1,0,0,2,1,1,3,0.378,3.947,0.357,130,0.549,1,0,0,0,1,1,0,1
-4.681,3.684,3.943,0.935,0.006,0.004,0.034,0.218,-5.204,5.31E-05,0.014,98.85,0.709,1.93,0.147,0.899,0.893,0.1,0.968,0.306,0.04,0.093,0.916,0.933,6.169,0.1,0.14,0.845,0.992,0.825,0.692,0.996,0.05,0.552,0.003,0.007,0.642,0.993,5.297,7.436,6.465,0.005,0.191,0.673,0.94,0.85,0.713,0.893,0.914,0.687,0.749,0.961,0.985,646.21,640.806,1.008,12,2,149.29,11,7,21,12,0,41,0.268,2,2,2,0,1,2,2,3,5,0.147,4.026,0.194,125.581,0.196,1,0,0,0,0,1,0,0
-4.766,2.732,3.652,0.984,0.001,0.035,0.96,0.998,-4.985,3.41E-05,0.041,96.8,0.426,1.62,0.044,0.896,0.46,0.733,0.831,0.171,0.044,0.074,0.805,0.927,9.515,0.206,0.007,0.909,0.989,0.352,0.748,0.992,0.139,0.314,0.003,0.006,0.912,0.473,3.95,6.083,5.57,0.001,0.02,0.732,0.963,0.855,0.85,0.766,0.869,0.022,0.787,0.959,0.971,578.24,569.962,1.015,12,2,149.29,9,5,21,12,0,29,0.31,2,3,2,0,1,2,2,3,5,0.258,4.162,0.433,119.302,0.177,1,0,0,0,0,1,0,0
-4.681,1.912,2.277,0.045,0.269,0.006,0.004,0.46,-4.984,1.82E-05,0.153,90.18,0.854,5.56,0.68,0.802,0.427,0.288,0.68,0.403,0.038,0.295,0.413,0.38,9.981,0.493,0.181,0.894,0.513,0.88,0.799,0.949,0.042,0.711,0.003,0.013,0.051,1.451,4.841,6.212,6.151,0.012,0.773,0.727,0.961,0.835,0.828,0.954,0.942,0.784,0.945,0.965,0.985,436.16,431.885,1.01,8,2,110.88,4,5,21,8,0,27,0.148,1,2,1,0,0,2,1,2,3,0.473,3.564,0.375,98.636,0.861,4,0,0,0,1,1,0,1
-5.84,2.828,4.183,0.211,0.938,0.004,0.002,0.005,-5.368,1.81E-05,0.093,98.16,0.4,1.39,0.869,0.804,0.886,0.09,0.88,0.243,0.588,0.56,0.878,0.196,4.365,0.075,0.483,0.951,0.191,0.771,0.946,0.959,0.05,0.225,0.003,0.009,0.048,1.838,5.003,6.467,5.82,0.006,0.431,0.803,0.961,0.838,0.737,0.88,0.926,0.71,0.922,0.963,0.983,487.13,475.934,1.024,7,2,93.45,4,6,21,8,0,33,0.121,1,2,2,0,0,4,2,1,4,0.366,3.326,0.222,108.182,0.206,2,0,0,0,1,1,0,1
-3.818,1.256,1.817,0.023,0.458,0.069,0.95,0.851,-5.243,2.75E-05,0.692,79.59,1.77,3.19,0.109,0.369,0.24,0.82,0.474,0.481,0.052,0.659,0.758,0.925,10.698,0.051,0.671,0.981,0.981,0.93,0.193,0.945,0.016,0.112,0.003,0.004,0.497,1.206,4.102,6.555,4.729,0,0.091,0.498,0.992,0.473,0.672,0.248,0.672,0.024,0.983,0.768,0.981,553.2,526.715,1.05,11,1,125.28,5,6,21,12,0,35,0.143,1,2,1,0,0,2,1,1,3,0.363,3.55,0.444,127.641,-0.049,2,0,0,0,0,1,0,0
-4.718,1.109,1.469,0.03,0.998,0.015,0.027,0.161,-5.308,8.36E-06,0.202,87.28,1.08,11.16,0.545,0.55,0.296,0.074,0.66,0.171,0.076,0.229,0.514,0.284,9.3,0.389,0.201,0.934,0.281,0.416,0.847,0.953,0.107,0.076,0.003,0.006,0.024,1.135,3.994,4.429,5.264,0.012,0.307,0.57,0.934,0.817,0.737,0.927,0.858,0.404,0.904,0.927,0.975,461.16,448.984,1.027,9,2,121.96,3,6,21,9,0,33,0.091,1,1,1,0,0,2,1,2,3,0.447,3.541,0.36,117.353,0.741,4,0,0,1,1,1,0,1
-5.76,2.327,3.042,0.085,0.042,0.004,0.005,0.011,-4.98,2.01E-05,0.198,87.34,0.877,6.06,0.618,0.962,0.468,0.538,0.432,0.323,0.02,0.38,0.447,0.373,10.506,0.072,0.343,0.909,0.376,0.851,0.908,0.969,0.032,0.933,0.003,0.008,0.055,1.447,4.895,5.864,6.658,0.008,0.807,0.749,0.957,0.636,0.795,0.95,0.93,0.839,0.918,0.948,0.988,448.16,440.624,1.017,8,1,99.88,3,6,25,8,0,32,0.094,2,2,1,0,0,3,1,1,3,0.481,3.962,0.4,113.657,1.206,3,0,0,0,1,1,0,1
-4.232,1.591,3.038,0.736,0.754,0.131,0.989,0.988,-5.192,2.59E-05,0.171,78.76,0.698,7.45,0.036,0.448,0.419,0.824,0.875,0.82,0.102,0.328,0.628,0.912,5.465,0.132,0.013,0.288,0.647,0.867,0.615,0.946,0.116,0.765,0.003,0.021,0.22,1.176,5.082,7.22,7.02,0,0.05,0.473,0.964,0.289,0.825,0.895,0.902,0.647,0.835,0.959,0.979,572.23,567.274,1.009,11,1,140.39,6,6,21,11,0,35,0.171,2,1,1,0,0,2,1,2,5,0.287,4.466,0.419,136.045,0.708,3,0,0,0,0,1,0,0
-4.595,1.742,2.32,0.018,0.014,0.005,0.001,0.003,-4.975,3.17E-05,0.263,93.07,1.19,4.08,0.954,0.766,0.831,0.095,0.842,0.397,0.019,0.249,0.922,0.603,2.893,0.107,0.666,0.903,0.927,0.873,0.769,0.964,0.05,0.201,0.003,0.009,0.153,1.93,4.792,6.866,6.093,0.006,0.682,0.847,0.986,0.527,0.751,0.909,0.918,0.819,0.925,0.947,0.986,425.14,426.131,0.998,7,1,94.31,2,6,21,7,0,33,0.061,1,1,1,0,0,2,1,1,3,0.437,3.301,0.2,105.6,0.601,1,0,0,0,1,1,0,1
-6.435,3.088,3.135,0.949,0.064,0.004,0.002,0.205,-4.864,2.53E-05,0.279,93,0.516,2.83,0.706,0.968,0.358,0.342,0.632,0.125,0.114,0.523,0.358,0.395,3.102,0.108,0.079,0.938,0.363,0.961,0.836,0.948,0.063,0.82,0.003,0.02,0.428,1.619,4.746,6.542,6.574,0.079,0.846,0.809,0.911,0.654,0.496,0.934,0.846,0.576,0.792,0.88,0.977,432.13,400.551,1.079,6,1,73.58,4,5,21,9,0,26,0.154,2,3,1,0,0,1,3,1,3,0.537,3.893,0.364,101.267,0.439,0,0,0,0,1,0,0,1
-5.525,0.996,1.052,0.007,0.187,0.006,0.002,0.46,-5.148,1.46E-05,0.049,88.61,0.27,4.45,0.082,0.175,0.027,0.061,0.042,0.299,0.034,0.181,0.03,0.118,2.631,0.606,0.017,0.861,0.886,0.951,0.658,0.897,0.07,0.914,0.003,0.007,0.027,0.818,3.193,4.627,4.698,0.309,0.818,0.378,0.83,0.752,0.413,0.942,0.507,0.037,0.209,0.475,0.961,450.14,438.038,1.028,9,2,127.95,6,5,21,9,0,28,0.214,2,2,1,0,0,1,0,1,3,0.443,3.791,0.333,97.5,0.909,0,0,0,0,1,1,0,1
-5.572,2.992,4.178,0.084,1,0.014,0.186,0.827,-5.606,9.69E-06,0.046,91.14,1.11,7.75,0.502,0.107,0.715,0.096,0.907,0.452,0.16,0.244,0.887,0.283,4.037,0.175,0.092,0.826,0.3,0.725,0.837,0.982,0.066,0.045,0.003,0.005,0.074,1.113,5.045,5.933,7.006,0.013,0.249,0.353,0.903,0.819,0.703,0.79,0.787,0.343,0.886,0.922,0.969,618.21,597.159,1.035,11,3,148.85,9,7,21,12,0,38,0.237,4,1,1,1,0,3,1,1,3,0.117,4.524,0.469,135.213,0.522,4,0,0,0,0,1,0,0
-5.428,2.576,2.149,0.012,0.992,0.07,0.95,0.967,-5.684,1.09E-05,0.035,83.58,0.739,7.65,0.03,0.071,0.175,0.145,0.779,0.031,0.349,0.104,0.849,0.568,7.231,0.313,0.249,0.817,0.957,0.734,0.854,0.905,0.053,0.791,0.003,0.004,0.014,1.052,4.307,4.762,6.175,0.001,0.035,0.125,0.67,0.686,0.526,0.909,0.88,0.017,0.019,0.56,0.839,786.32,757.179,1.038,16,3,189.82,19,8,21,17,0,43,0.442,4,2,1,1,0,2,1,2,3,0.067,4.911,0.513,142.441,-0.322,2,0,0,0,0,1,0,0
-4.963,1.371,1.88,0.037,0.995,0.01,0.027,0.169,-5.244,8.77E-06,0.385,84.38,0.975,7.61,0.756,0.904,0.143,0.4,0.197,0.348,0.011,0.471,0.249,0.283,11.309,0.173,0.289,0.891,0.274,0.812,0.944,0.98,0.039,0.905,0.003,0.008,0.074,1.554,4.656,5.864,6.259,0.025,0.725,0.592,0.952,0.651,0.757,0.948,0.913,0.674,0.907,0.945,0.982,420.13,406.032,1.035,8,2,110.88,1,6,25,8,0,32,0.031,2,1,1,0,0,3,1,1,3,0.451,3.944,0.348,115.161,1.423,3,0,0,0,1,1,0,1
-3.808,0.589,1.296,0.014,0.999,0.005,0.006,0.01,-5.601,9.88E-06,0.465,84.67,1.444,12.4,0.86,0.786,0.023,0.064,0.008,0.029,0.62,0.303,0.241,0.177,6.591,0.147,0.566,0.936,0.182,0.569,0.801,0.96,0.06,0.048,0.003,0.005,0.067,0.588,3.458,4.424,6.19,0.006,0.017,0.307,0.934,0.69,0.69,0.043,0.81,0.043,0.122,0.648,0.895,419.16,410.066,1.022,9,5,145.82,3,5,21,9,0,28,0.107,1,1,1,0,0,2,1,2,3,0.253,3.524,0.273,96.429,1.179,1,0,0,0,1,1,0,1
-6.549,2.319,2.86,0.123,0.214,0.004,0.307,0.302,-5.081,1.41E-05,0.132,86.84,0.772,5.03,0.472,0.938,0.371,0.41,0.526,0.144,0.053,0.285,0.598,0.408,6.597,0.093,0.251,0.943,0.396,0.919,0.926,0.971,0.037,0.932,0.003,0.012,0.06,1.478,4.898,6.338,6.362,0.01,0.734,0.692,0.947,0.6,0.762,0.94,0.934,0.798,0.907,0.943,0.992,446.15,432.068,1.033,8,1,99.88,1,7,28,8,0,36,0.028,3,2,1,0,0,3,1,1,3,0.448,4.212,0.4,131.371,1.371,3,0,0,0,1,1,0,1
-4.238,1.327,1.765,0.016,0.945,0.005,0.002,0.005,-4.981,1.39E-05,0.162,88.39,0.912,6.6,0.961,0.705,0.38,0.087,0.498,0.483,0.084,0.286,0.753,0.229,11.765,0.64,0.259,0.666,0.288,0.796,0.725,0.966,0.059,0.624,0.003,0.018,0.047,1.17,4.663,6.04,5.884,0.024,0.777,0.709,0.949,0.91,0.832,0.862,0.944,0.768,0.92,0.966,0.984,364.11,353.91,1.029,7,2,101.65,1,5,21,7,0,27,0.037,1,1,1,0,0,2,1,2,3,0.499,3.338,0.25,93.96,1.258,4,0,0,0,1,1,1,1
