MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond do0rs,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,Pgp substrate,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
-0.5331928302547523,-0.5885363320085134,-0.3976859794116252,-1.5662149520489865,-0.6955737181720191,-0.5998532049002837,-0.4243489469900033,-0.5336845364690966,-0.46422395824506946,0.12588814849303445,0.7666535158511609,0.2929408653675357,0.18841697644694608,-0.23809037731707688,0.18817044867711574,-0.5862071346698976,-0.24018263174828344,-0.23247582651223328,-0.20416845743157058,-0.5849024618015328,-0.24100441022566707,-0.23990847916358257,0.23328473740792163,0.7272974510666176,0.0076043523770972735,0.06711126790578673,0.2950844454253273,0.5947617141331807,0.7904502671731137,-0.766651877999928,-1.1066510091027943,-0.29508444542532736,-0.43966287138294763,-0.20416845743157164,-0.20416845743157042,-0.7856095447572496,-0.437195460386289,-0.4902278713909193
-0.24692419968582585,-0.47588679971000886,-0.3976859794116252,-0.2703410423799377,-0.6955737181720191,-0.5998532049002837,-0.4243489469900033,-0.39616413618886775,-0.46422395824506946,0.12588814849303445,0.5652271229465664,0.9408106690203565,0.7415583179769245,0.5822886122877915,0.2569350596895286,-0.5769442679821112,-0.23998303559043585,-0.2323972030764352,-0.20416845743157058,-0.31730002829756326,-0.24082824910859196,-0.23971915053209383,0.23328473740792163,-0.08797449865632762,-0.3524158739527102,-0.3965167142395976,0.2950844454253273,0.5947617141331807,0.5168414575412789,0.12777531299998793,-0.43719546038628915,-0.29508444542532736,-0.43966287138294763,-0.20416845743157164,-0.20416845743157042,-0.7856095447572496,-0.437195460386289,-0.5142010906505545
-0.3917858627137112,-0.47588679971000886,-0.3976859794116252,-0.2703410423799377,-0.6955737181720191,-0.2620048481173652,0.1697395787960012,-0.5120183027269162,-0.1513355205481661,0.12588814849303445,0.41680767554318093,-0.4727234480403435,-0.5055239792906632,-1.0478150943296745,0.07028825837012229,-0.3083211340363116,-0.23831973427503894,-0.23049620071803156,-0.20416845743157058,-0.41096088002395265,-0.24091167342614955,-0.23980367224257987,0.23328473740792163,1.3387514133588267,1.3841522765793022,1.734837822385587,0.2950844454253273,0.5947617141331807,0.47306404800018526,0.12777531299998793,0.23226008833021605,-0.29508444542532736,-0.43966287138294763,-0.20416845743157164,-0.20416845743157042,-0.7856095447572496,-0.437195460386289,-0.32241533657346966
-1.0393842348838982,-0.9264849289040271,-0.3976859794116252,-0.7022990122696203,-0.6955737181720191,-0.9377015616832022,-1.018437472776008,-0.9324034213078353,-0.7771123959419732,0.1910848871132146,0.3691014245920927,0.09100742007315003,0.6007587037692935,0.28396897970420304,0.24711154383061246,0.20113653379192864,-0.2313696937017806,-0.22049979245227533,-0.20416845743157058,0.22459489954797435,-0.23965642846196916,-0.2379960345943182,0.23328473740792163,0.2687069793474611,-0.29216908151415216,-0.28622439810333355,0.2950844454253273,0.5947617141331807,0.7138398004761997,-1.6610790689998438,-1.1066510091027943,-0.29508444542532736,-1.1346138616334132,-0.20416845743157164,-0.20416845743157042,-0.7856095447572496,-0.437195460386289,-0.9217458180643626
-0.17924357446629363,-0.25058773511299975,-0.3976859794116252,0.44958890743620133,0.25117939822878477,-0.2620048481173652,-1.018437472776008,-0.16445580311277092,-0.5842444365707229,0.12588814849303445,0.7931569886017655,0.6294966075248453,0.7315012026763794,-0.05696774324846962,0.2353233247999131,-0.6880986682355456,-0.2404078171571372,-0.2328773676307735,-0.20416845743157058,-0.5113117925879411,-0.2409609519765208,-0.2398712896109687,0.23328473740792163,0.0852707906597982,-0.31517240226341975,-0.3542676415261094,0.2950844454253273,0.5947617141331807,0.6591180385498329,0.12777531299998793,-0.43719546038628915,-0.29508444542532736,-1.1346138616334132,-0.20416845743157164,-0.20416845743157042,0.7541851629669599,-0.437195460386289,-0.2624822884243795
-0.034224879825370966,-0.13793820281449523,-0.3976859794116252,-0.2703410423799377,-0.6955737181720191,0.7515402222313903,1.3579166303680104,-0.32725347609221006,0.8901823931695543,0.14280628952738503,-2.5356791888741657,-1.061695996815635,-1.4207214716402639,-0.11023910620982465,-0.16154671590029818,2.6928476728064137,6.411343974973249,6.504752347126242,-1.8715441931227286,2.5125957060069126,4.783750493870448,5.146814523103555,-1.3997084244475306,0.5030976648928076,-0.1293201758923528,-0.15080500187957382,0.2950844454253273,-1.6470324391380393,-1.841666481485138,1.0222025039999036,0.23226008833021605,-0.29508444542532736,0.9502391091179835,-0.20416845743157164,-0.20416845743157042,0.7541851629669599,-0.437195460386289,-0.1546028017560189
0.2368902000853543,-0.02528867051599067,-0.3976859794116252,-0.2703410423799377,-0.6955737181720191,0.7515402222313903,0.7638281045820058,-0.1776962792885478,0.81919089890219,0.115159571251739,-1.7988826464073597,0.6294966075248453,-0.6060951322961139,0.5822886122877915,0.00348835052949264,1.6831952038377191,0.3415736363249305,0.3187727377270756,1.4632072782595873,1.6094374929310158,-0.0005371130366230668,0.003386700992443159,1.866277899263374,-0.08797449865632762,-0.34365270414346544,-0.3965167142395976,0.2950844454253273,-1.6470324391380393,-1.4203089146521115,1.0222025039999036,-0.43719546038628915,-0.29508444542532736,0.9502391091179835,-0.20416845743157164,-0.20416845743157042,0.7541851629669599,-0.437195460386289,-0.2624822884243795
0.31281498498939997,0.42530945867802755,-0.3976859794116252,1.7454628171052509,0.8823481424959874,0.41369186544847175,0.1697395787960012,0.6402040444787668,-0.2674893597525034,0.253393162629969,-0.6910374854320893,-1.60018518426733,-0.3848385956841223,-0.4085587387934132,0.08600588374438807,0.7291199349957415,-0.18761207448133949,-0.18357485742567564,1.4632072782595873,1.1478232951366687,-0.19144299321491007,-0.19078784189750964,1.866277899263374,-0.17969259300015927,-0.357527723008103,-0.4123045256220065,0.2950844454253273,0.5947617141331807,-0.6377877191050639,1.0222025039999036,1.5711711857632267,-0.29508444542532736,0.9502391091179835,4.797958749641903,-0.20416845743157042,-0.7856095447572496,-0.437195460386289,0.5765803856628698
0.658363049480306,0.7632580555735412,-0.3976859794116252,1.4574908371787951,1.1979325146295887,1.0893885790143087,0.7638281045820058,0.8382093472892502,0.3094131971478672,0.25215524987135807,-2.0957215412141306,-2.054535436179698,-0.937979937214101,-1.2502462735828237,-0.09474680805966858,2.0907613381003114,1.4879720813984747,1.2678699270039337,1.4632072782595873,2.4657652801437178,4.7061464775378115,4.312866979641192,-1.3997084244475306,0.88016094163967,0.39464435228540956,0.3072638917508779,0.2950844454253273,-1.6470324391380393,-1.8143056005219542,1.0222025039999036,1.5711711857632267,-0.29508444542532736,1.645190099368449,-0.20416845743157164,-0.20416845743157042,-0.7856095447572496,2.240626734479732,0.8402857975188636
0.30472785691792476,0.42530945867802755,-0.3976859794116252,1.3135048472155675,0.566763770362386,0.41369186544847175,0.1697395787960012,0.45363369836554607,-0.053586883561293736,0.18076894745812283,-1.427834027898896,-0.27920389629989045,0.35938793655621204,-0.12089337880209568,0.06242944568298938,1.4794121367064228,0.11434108739071008,0.09975030943241599,1.4632072782595873,1.9171802914605804,0.463146884550883,0.45867698147730057,1.866277899263374,-0.02682910242710666,-0.3297776852788278,-0.3831749018037593,0.2950844454253273,-1.6470324391380393,-1.1740609859834605,1.0222025039999036,0.9017156370467213,-0.29508444542532736,0.9502391091179835,-0.20416845743157164,-0.20416845743157042,-0.7856095447572496,-0.437195460386289,0.5406205567734171
